"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
1977456,266356,138270,"Brazil - Securities and Exchange Commission"
1977456,235939,138239,"Brazil - Securities and Exchange Commission"
1977456,261048,146404,"Brazil - Securities and Exchange Commission"
1977456,261007,139347,"Brazil - Securities and Exchange Commission"
1977456,361661,146405,"Brazil - Securities and Exchange Commission"
1977456,266356,138273,"Brazil - Securities and Exchange Commission"
1977456,361680,146408,"Brazil - Securities and Exchange Commission"
1977456,261048,146403,"Brazil - Securities and Exchange Commission"
1977456,266356,138272,"Brazil - Securities and Exchange Commission"
1977456,361661,146407,"Brazil - Securities and Exchange Commission"
1955065,479679,151783,"Germany - German Federal Financial Supervisory Agency"
1955065,480363,151861,"Germany - German Federal Financial Supervisory Agency"
1955065,479679,151783,"Denmark - Danish Financial Supervisory Authority"
1955065,479679,151783,"Spain - National Commission of Securities Markets"
1955065,479679,151783,"Finland - Financial Supervision Authority"
1955065,480363,151860,"Finland - Financial Supervision Authority"
1955065,480363,151861,"Finland - Financial Supervision Authority"
1955065,480363,151866,"Finland - Financial Supervision Authority"
1955065,479679,151783,"France - Financial Markets Authority"
1955065,480363,151860,"France - Financial Markets Authority"
1955065,480363,151861,"France - Financial Markets Authority"
1955065,480363,151866,"France - Financial Markets Authority"
1971031,168521,116047,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1971031,168521,116046,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1976196,420038,146855,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1976196,420038,146854,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1976060,184600,119865,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1976060,5354,10546,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1976060,5332,1643,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1976060,5354,1646,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1976060,5332,1642,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1981188,21945,4254,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1977837,40165,7340,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1977837,63059,12784,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1955065,479679,151783,"Other - NORWAY - FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
1955065,480363,151860,"Other - BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
1955065,480363,151861,"Other - BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
1955065,480363,151866,"Other - BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
1955065,479679,151783,"Italy - National Stock Exchange Commission"
1955065,479644,151776,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1955065,479679,151783,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1955065,477220,151455,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1955065,477220,151456,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1955065,479644,151778,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1955065,479570,151763,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1955065,479679,151783,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1955065,480363,151860,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1955065,480363,151861,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1955065,480363,151866,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1954714,480352,151859,"Mauritius, Republic of - Financial Services Commission"
1955065,479679,151783,"Netherlands - The Netherlands Authority for the Financial Markets"
1955065,479679,151783,"Sweden - Swedish Financial Supervisory Authority"
1955065,480363,151860,"Sweden - Swedish Financial Supervisory Authority"
1955065,480363,151861,"Sweden - Swedish Financial Supervisory Authority"
1955065,480363,151866,"Sweden - Swedish Financial Supervisory Authority"
1942127,435228,150177,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1942127,435228,150178,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1942127,435228,150175,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1942127,435230,150181,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1942127,435231,150184,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1942127,435231,150183,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1942127,435252,150188,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1942127,435230,150180,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1942127,435252,150187,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1979230,311559,141459,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1979230,311559,141460,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1979230,311559,141466,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1955065,480363,151860,"Ireland -  Central Bank of Ireland"
1955065,480363,151861,"Ireland -  Central Bank of Ireland"
1955065,480363,151866,"Ireland -  Central Bank of Ireland"
1955065,479644,151776,"United Kingdom - Financial Conduct Authority"
1955065,479644,151778,"United Kingdom - Financial Conduct Authority"
1961586,476584,151333,"Cayman Islands - Cayman Islands Monetary Authority"
1971031,482968,152150,"Cayman Islands - Cayman Islands Monetary Authority"
1971031,482968,152151,"Cayman Islands - Cayman Islands Monetary Authority"
1977795,288429,138173,"Cayman Islands - Cayman Islands Monetary Authority"
1977795,288429,138172,"Cayman Islands - Cayman Islands Monetary Authority"
1977795,288489,138179,"Cayman Islands - Cayman Islands Monetary Authority"
1979092,238065,131850,"Cayman Islands - Cayman Islands Monetary Authority"
1979092,238065,131851,"Cayman Islands - Cayman Islands Monetary Authority"
1982995,485387,152609,"Cayman Islands - Cayman Islands Monetary Authority"
1945019,64560,13124,"Cayman Islands - Cayman Islands Monetary Authority"
1945019,252183,134005,"Cayman Islands - Cayman Islands Monetary Authority"
1965216,337389,143006,"Cayman Islands - Cayman Islands Monetary Authority"
1965216,337389,143007,"Cayman Islands - Cayman Islands Monetary Authority"
1975424,373648,145515,"Cayman Islands - Cayman Islands Monetary Authority"
1975508,183203,119601,"Cayman Islands - Cayman Islands Monetary Authority"
1962465,363272,144055,"Cayman Islands - Cayman Islands Monetary Authority"
1962465,363274,144056,"Cayman Islands - Cayman Islands Monetary Authority"
1962465,363271,144054,"Cayman Islands - Cayman Islands Monetary Authority"
1977319,363157,144049,"Cayman Islands - Cayman Islands Monetary Authority"
1975720,167006,115771,"Cayman Islands - Cayman Islands Monetary Authority"
1976060,213875,125964,"Cayman Islands - Cayman Islands Monetary Authority"
1976926,432803,149861,"Cayman Islands - Cayman Islands Monetary Authority"
1976486,288488,138180,"Cayman Islands - Cayman Islands Monetary Authority"
1976486,288488,138181,"Cayman Islands - Cayman Islands Monetary Authority"
1982025,254122,134274,"Cayman Islands - Cayman Islands Monetary Authority"
1981838,190604,120934,"Cayman Islands - Cayman Islands Monetary Authority"
1978858,212239,125812,"Cayman Islands - Cayman Islands Monetary Authority"
1984357,365923,152011,"Cayman Islands - Cayman Islands Monetary Authority"
1981972,370105,145093,"Cayman Islands - Cayman Islands Monetary Authority"
1975607,428425,148838,"Cayman Islands - Cayman Islands Monetary Authority"
