"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1935877,437395,"AK JENSEN INVESTMENT MANAGEMENT LIMITED","",
1939157,370821,"VERTEX VENTURE MANAGEMENT PTE. LTD.","802-113501",297296
1935210,318940,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,308780,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,233680,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,233185,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,233162,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,220756,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,220755,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,205082,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,205083,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,205261,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,220754,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,264155,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,308779,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,374164,"PRINCEVILLE CAPITAL","802-113666",293169
1935210,437245,"PRINCEVILLE CAPITAL","802-113666",293169
1936218,268523,"ULYSSES MANAGEMENT LLC","801-73433",157251
1929803,438057,"DXA GESTÃO DE INVESTIMENTOS SA","",
1934163,313745,"DGF INVESTMENTS","",323298
1934163,437142,"DGF INVESTMENTS","",323298
1946103,285697,"DWS INVESTMENT S.A.","802-115197",300838
1941651,71396,"CAPITAL Z ASSET MANAGEMENT, LLC","801-79988",162210
1939873,220811,"GULF CAPITAL INVESTMENTS LIMITED","",
1939873,220815,"GULF CAPITAL INVESTMENTS LIMITED","",
1938707,45399,"ROARING BLUE LION CAPITAL MANAGEMENT, L.P.","802-98343",137355
1935208,378438,"MIZMAA MANAGEMENT LIMITED","",
