"Filing ID","5K(1)(a)(i)MID","5K(1)(a)(i)EOY","5K(1)(a)(ii)MID","5K(1)(a)(ii)EOY","5K(1)(a)(iii)MID","5K(1)(a)(iii)EOY","5K(1)(a)(iv)MID","5K(1)(a)(iv)EOY","5K(1)(a)(v)MID","5K(1)(a)(v)EOY","5K(1)(a)vi)MID","5K(1)(a)vi)EOY","5K(1)(a)(vii)MID","5K(1)(a)(vii)EOY","5K(1)(a)(viii)MID","5K(1)(a)(viii)EOY","5K(1)(a)(ix)MID","5K(1)(a)(ix)EOY","5K(1)(a)(x)MID","5K(1)(a)(x)EOY","5K(1)(a)(xi)MID","5K(1)(a)(xi)EOY","5K(1)(a)(xii)MID","5K(1)(a)(xii)EOY","5K(1)(a)(xii) Description","5K(1)(b)(i)","5K(1)(b)(ii)","5K(1)(b)(iii)","5K(1)(b)(iv)","5K(1)(b)(v)","5K(1)(b)(vi)","5K(1)(b)(vii)","5K(1)(b)(viii)","5K(1)(b)(ix)","5K(1)(b)(x)","5K(1)(b)(xi)","5K(1)(b)(xii)","5K(1)(b)(xii) Description"
2008127,,,,,,,,,,,,,,,,,,,,,,,,,"",14,0,4,0,0,0,0,0,78,1,3,0,""
2008126,,,,,,,,,,,,,,,,,,,,,,,,,"",66,0,7,9,0,7,0,0,5,0,6,0,""
2007960,,,,,,,,,,,,,,,,,,,,,,,,,"",81,0,4,7,0,3,0,0,1,0,4,0,""
2008018,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2008133,,,,,,,,,,,,,,,,,,,,,,,,,"",61,0,11,4,0,7,0,0,15,0,2,0,""
2008137,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2008138,,,,,,,,,,,,,,,,,,,,,,,,,"",60,0,0,0,0,2,0,0,28,0,8,2,"VARIABLE ANNUITY (VA)"
2008139,,,,,,,,,,,,,,,,,,,,,,,,,"",53,0,17,3,0,3,0,0,20,0,4,0,""
2008141,,,,,,,,,,,,,,,,,,,,,,,,,"",51,1,1,1,0,5,0,0,0,22,14,0,""
2008142,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2008145,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,1,0,0,0,0,0,94,0,2,0,""
2008153,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2006321,,,,,,,,,,,,,,,,,,,,,,,,,"",71,0,3,6,0,14,6,0,0,0,0,0,""
2006555,,,,,,,,,,,,,,,,,,,,,,,,,"",41,0,2,5,0,5,0,0,39,1,7,0,""
2008165,,,,,,,,,,,,,,,,,,,,,,,,,"",10,0,0,1,0,1,0,0,81,0,6,0,""
2008158,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,1,1,0,0,0,0,98,0,2,0,""
2008171,,,,,,,,,,,,,,,,,,,,,,,,,"",41,0,2,5,0,5,0,0,39,1,7,0,""
2008152,,,,,,,,,,,,,,,,,,,,,,,,,"",29,1,0,1,0,0,0,0,63,0,5,1,"FIXED INCOME"
2008000,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2008185,,,,,,,,,,,,,,,,,,,,,,,,,"",5,0,0,0,0,0,0,0,95,0,0,0,""
2007356,,,,,,,,,,,,,,,,,,,,,,,,,"",17,0,0,1,0,2,0,0,76,0,4,0,""
2008197,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"CRYPTO ASSETS"
2008200,,,,,,,,,,,,,,,,,,,,,,,,,"",17,0,2,1,0,0,1,0,75,0,4,1,"PENDING PURCHASES, RIGHTS, UNITS, WARRANTS OR STRUCTURED PRODUCTS."
2008203,,,,,,,,,,,,,,,,,,,,,,,,,"",46,27,11,6,0,1,0,0,7,0,2,0,""
2008206,,,,,,,,,,,,,,,,,,,,,,,,,"",81,1,3,5,0,4,0,0,0,0,6,0,""
2007696,,,,,,,,,,,,,,,,,,,,,,,,,"",46,1,1,0,0,0,0,0,33,1,7,14,"FIXED INCOME PRODUCTS"
2008207,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,18,1,0,1,0,0,1,77,0,2,"COMMERCIAL PAPERS AND BANK CDS."
2008212,,,,,,,,,,,,,,,,,,,,,,,,,"",5,4,1,1,0,0,0,0,75,0,8,6,"SPECIAL ASSETS; NOTE; CDS"
2007814,,,,,,,,,,,,,,,,,,,,,,,,,"",37,0,2,5,0,11,4,0,29,3,7,2,"OTHER ASSET TYPES ARE COMPRISED OF ALTERNATIVE INVESTMENTS (E.G. STRUCTURED PRODUCTS), SOVEREIGN BONDS, AND PHYSICAL ASSETS (REAL ESTATE AND COMMODITIES)"
2008219,38,38,29,29,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,"",,,,,,,,,,,,,""
2008239,38,38,29,29,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,"",,,,,,,,,,,,,""
2007563,,,,,,,,,,,,,,,,,,,,,,,,,"",23,0,14,1,0,1,0,0,37,0,24,0,""
2006419,,,,,,,,,,,,,,,,,,,,,,,,,"",10,0,0,0,0,0,0,0,80,0,10,0,""
2006595,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,"",,,,,,,,,,,,,""
2012968,,,,,,,,,,,,,,,,,,,,,,,,,"",36,0,1,1,0,1,0,0,49,0,8,4,"ALTERNATIVE INVESTMENTS INSURANCE"
2012973,,,,,,,,,,,,,,,,,,,,,,,,,"",47,0,2,0,0,2,0,0,41,0,5,3,"REITS, ENERGY LP'S"
2012898,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2011011,,,,,,,,,,,,,,,,,,,,,,,,,"",53,0,2,0,0,0,0,0,40,0,5,0,""
2012365,,,,,,,,,,,,,,,,,,,,,,,,,"",88,0,0,0,0,0,0,10,0,0,2,0,""
2013004,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,0,0,0,0,0,89,0,8,0,""
2013040,,,,,,,,,,,,,,,,,,,,,,,,,"",100,0,0,0,0,0,0,0,0,0,0,0,""
2008692,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2009975,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2005950,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2011007,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,100,0,0,0,0,""
2009367,,,,,,,,,,,,,,,,,,,,,,,,,"",75,0,10,0,0,0,0,0,0,1,15,0,""
2010356,46,43,0,0,1,1,1,2,0,0,1,1,0,0,0,0,48,50,0,0,3,3,0,0,"",,,,,,,,,,,,,""
2010413,64,65,0,0,2,2,2,1,0,0,2,2,0,0,0,0,22,27,0,0,8,3,0,0,"",,,,,,,,,,,,,""
2010359,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"PAYMENT CONTINGENT NOTES."
2013247,,,,,,,,,,,,,,,,,,,,,,,,,"",29,0,0,5,0,0,0,0,46,0,20,0,""
2013258,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2013264,,,,,,,,,,,,,,,,,,,,,,,,,"",26,11,7,3,0,9,2,1,1,16,20,4,"STRUCTURED NOTES, COMMODITIES"
2012988,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2010632,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2013272,,,,,,,,,,,,,,,,,,,,,,,,,"",21,0,28,0,0,0,0,0,49,0,2,0,""
2013143,,,,,,,,,,,,,,,,,,,,,,,,,"",14,0,0,0,0,0,0,0,72,0,15,0,""
2013186,,,,,,,,,,,,,,,,,,,,,,,,,"",57,0,4,1,0,31,0,0,3,0,4,0,""
2013282,,,,,,,,,,,,,,,,,,,,,,,,,"",13,0,0,15,0,0,0,0,63,0,8,1,"FOREIGN COMMON STOCKS"
2013287,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2013317,,,,,,,,,,,,,,,,,,,,,,,,,"",72,1,1,2,0,0,0,0,11,1,2,10,"ALTERNATIVES"
2011197,,,,,,,,,,,,,,,,,,,,,,,,,"",27,0,4,0,0,8,0,0,47,11,2,1,"PRIVATE REITS"
2011207,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"NO RAUM AS OF FISCAL YEAR END"
2010959,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2006828,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2009284,,,,,,,,,,,,,,,,,,,,,,,,,"",19,42,1,1,0,1,0,0,6,0,25,5,"UNIT TRUSTS/PRIVATES"
2010218,,,,,,,,,,,,,,,,,,,,,,,,,"",8,0,0,0,0,0,0,0,87,0,1,0,""
2011250,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2010409,,,,,,,,,,,,,,,,,,,,,,,,,"",65,0,1,0,0,0,0,0,28,0,5,0,""
2011267,,,,,,,,,,,,,,,,,,,,,,,,,"",77,0,6,1,0,0,0,0,0,11,6,0,""
2011288,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,0,0,2,0,0,91,0,6,0,""
2008971,,,,,,,,,,,,,,,,,,,,,,,,,"",28,0,5,2,0,1,0,0,44,4,16,0,""
2009065,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"COMMERCIAL MORTGAGE LOANS"
2011331,,,,,,,,,,,,,,,,,,,,,,,,,"",45,0,3,0,0,0,0,0,48,0,3,1,"POOLED INVESTMENTS/NON EXCHANGE-TRADED EQUITY/US STATE AND LOCAL BONDS = ALL LESS THAN 1% EACH"
2004483,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2011366,18,20,0,0,1,1,3,2,0,0,2,2,0,0,0,0,72,69,1,3,3,2,1,0,"UNIQUE ASSETS AND CERTAIN ALTERNATIVE ASSETS",,,,,,,,,,,,,""
2011374,,,,,,,,,,,,,,,,,,,,,,,,,"",26,0,1,1,0,6,0,0,51,0,15,0,""
2009853,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,100,0,0,0,""
2011305,,,,,,,,,,,,,,,,,,,,,,,,,"",53,0,0,3,0,1,0,0,38,0,2,3,"ANNUITIES"
2010674,36,37,0,0,0,2,6,7,2,0,1,1,0,0,0,0,8,7,40,40,7,6,0,0,"",,,,,,,,,,,,,""
2011406,,,,,,,,,,,,,,,,,,,,,,,,,"",56,0,0,0,0,0,0,0,40,0,4,0,""
2009020,,,,,,,,,,,,,,,,,,,,,,,,,"",95,0,0,0,0,1,0,0,0,0,2,1,"OTHER"
2008710,,,,,,,,,,,,,,,,,,,,,,,,,"",65,0,2,2,0,1,0,0,29,0,1,0,""
2006292,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2009035,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,55,4,0,0,0,1,40,"UNFUNDED COMMITMENTS"
2006363,,,,,,,,,,,,,,,,,,,,,,,,,"",6,0,4,0,0,0,0,0,86,0,4,0,""
2009057,,,,,,,,,,,,,,,,,,,,,,,,,"",49,0,1,0,0,0,0,0,48,0,2,0,""
2008786,,,,,,,,,,,,,,,,,,,,,,,,,"",9,0,0,0,0,1,0,0,84,0,6,0,""
2007746,,,,,,,,,,,,,,,,,,,,,,,,,"",0,90,0,5,0,0,0,0,0,0,5,0,""
2009071,,,,,,,,,,,,,,,,,,,,,,,,,"",96,0,0,0,0,0,0,0,0,0,2,2,"VARIABLE ANNUITIES"
2006148,,,,,,,,,,,,,,,,,,,,,,,,,"",43,0,2,8,0,9,0,0,32,0,6,0,""
2009099,83,83,0,0,3,4,0,1,4,3,2,2,1,2,0,0,1,1,2,1,3,2,1,1,"CREDIT DEFAULT SWAPS, FX FORWARDS, MORTGAGE-BACKED SECURITIES, SYNTHETIC INSTRUMENTS (I.E., OTHER SWAPS) AND NON-EXCHANGE-TRADED SECURITIES",,,,,,,,,,,,,""
2008551,,,,,,,,,,,,,,,,,,,,,,,,,"",28,0,4,1,0,7,1,1,52,0,6,0,""
2009126,,,,,,,,,,,,,,,,,,,,,,,,,"",10,0,1,0,0,1,0,0,83,0,5,0,""
2009141,,,,,,,,,,,,,,,,,,,,,,,,,"",44,0,1,1,0,5,0,0,45,0,4,0,""
1982098,26,25,0,0,9,10,4,4,3,4,27,27,5,4,2,0,0,0,1,1,3,3,20,22,"ASSET BACKED SECURITIES, CERTAIN CASH EQUIVALENTS, AND OTHER MISCELLANEOUS",,,,,,,,,,,,,""
2009081,36,36,0,0,2,2,3,3,0,0,0,0,2,2,0,0,55,54,0,0,2,3,0,0,"",,,,,,,,,,,,,""
2009167,,,,,,,,,,,,,,,,,,,,,,,,,"",47,1,0,0,0,1,0,0,46,0,5,0,""
2009185,,,,,,,,,,,,,,,,,,,,,,,,,"",50,0,0,0,0,0,0,0,0,0,0,50,"MUTUAL FUNDS"
2008902,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
2005976,,,,,,,,,,,,,,,,,,,,,,,,,"",0,10,0,0,0,0,0,0,0,90,0,0,""
