"Filing ID","5K(1)(a)(i)MID","5K(1)(a)(i)EOY","5K(1)(a)(ii)MID","5K(1)(a)(ii)EOY","5K(1)(a)(iii)MID","5K(1)(a)(iii)EOY","5K(1)(a)(iv)MID","5K(1)(a)(iv)EOY","5K(1)(a)(v)MID","5K(1)(a)(v)EOY","5K(1)(a)vi)MID","5K(1)(a)vi)EOY","5K(1)(a)(vii)MID","5K(1)(a)(vii)EOY","5K(1)(a)(viii)MID","5K(1)(a)(viii)EOY","5K(1)(a)(ix)MID","5K(1)(a)(ix)EOY","5K(1)(a)(x)MID","5K(1)(a)(x)EOY","5K(1)(a)(xi)MID","5K(1)(a)(xi)EOY","5K(1)(a)(xii)MID","5K(1)(a)(xii)EOY","5K(1)(a)(xii) Description","5K(1)(b)(i)","5K(1)(b)(ii)","5K(1)(b)(iii)","5K(1)(b)(iv)","5K(1)(b)(v)","5K(1)(b)(vi)","5K(1)(b)(vii)","5K(1)(b)(viii)","5K(1)(b)(ix)","5K(1)(b)(x)","5K(1)(b)(xi)","5K(1)(b)(xii)","5K(1)(b)(xii) Description"
1976437,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,97,0,3,0,""
1935735,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,5,0,0,0,0,0,90,0,4,0,""
1976991,0,0,0,0,0,0,0,0,1,0,1,1,87,89,10,8,0,0,0,0,1,2,0,1,"BANK LOANS.   ALSO NOTE DERIVATIVES INCLUDE FX FORWARDS AND WARRANTS",,,,,,,,,,,,,""
1960714,,,,,,,,,,,,,,,,,,,,,,,,,"",32,0,0,0,0,0,0,0,66,0,2,0,""
1977025,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1977036,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1975225,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1977052,,,,,,,,,,,,,,,,,,,,,,,,,"",20,20,5,1,0,10,0,0,37,0,7,0,""
1977058,65,66,5,5,2,2,4,4,0,0,3,2,0,0,0,0,19,19,0,0,2,2,0,0,"",,,,,,,,,,,,,""
1977065,,,,,,,,,,,,,,,,,,,,,,,,,"",58,0,1,0,0,0,0,0,31,0,4,6,"REAL ESTATE INVESTMENT TRUSTS (REITS)"
1951527,,,,,,,,,,,,,,,,,,,,,,,,,"",16,0,1,1,0,0,0,0,53,23,6,0,""
1976494,,,,,,,,,,,,,,,,,,,,,,,,,"",8,1,5,1,1,7,1,1,71,1,7,0,""
1979189,,,,,,,,,,,,,,,,,,,,,,,,,"",16,0,1,0,0,1,0,0,74,0,8,0,""
1979197,,,,,,,,,,,,,,,,,,,,,,,,,"",45,0,0,0,0,5,0,30,0,0,20,0,""
1979208,,,,,,,,,,,,,,,,,,,,,,,,,"",70,0,0,2,0,1,0,0,24,0,3,0,""
1952093,,,,,,,,,,,,,,,,,,,,,,,,,"",34,0,1,1,0,1,0,0,38,15,9,1,"INSURANCE POLICY AND EQUITY STRUCTURED NOTES"
1978430,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1975669,,,,,,,,,,,,,,,,,,,,,,,,,"",13,0,4,1,0,0,0,0,79,0,3,0,""
1979253,,,,,,,,,,,,,,,,,,,,,,,,,"",65,1,1,0,0,1,0,0,26,0,7,0,""
1979264,,,,,,,,,,,,,,,,,,,,,,,,,"",31,4,1,0,0,7,0,0,47,0,6,4,"REITS, PRIVATE EQUITY, PRIVATE DEBT, LIMITED PARTNERSHIPS, VARIABLE ANNUITIES"
1979271,,,,,,,,,,,,,,,,,,,,,,,,,"",15,0,4,1,0,0,0,0,74,0,5,0,""
1979272,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"PENNINGTON ACTIVELY ADVISES ONE FAMILY ON THEIR PRIVATELY HELD INTERESTS IN A SERIES OF COMPANIES."
1979111,,,,,,,,,,,,,,,,,,,,,,,,,"",14,0,3,1,0,1,0,0,22,46,13,0,""
1979290,,,,,,,,,,,,,,,,,,,,,,,,,"",7,0,4,2,0,0,0,0,84,0,3,0,""
1979295,,,,,,,,,,,,,,,,,,,,,,,,,"",47,0,0,1,0,0,0,0,32,4,15,1,"VARIABLE ANNUITIES"
1979302,,,,,,,,,,,,,,,,,,,,,,,,,"",53,6,6,4,0,2,0,0,26,1,3,0,""
1979316,,,,,,,,,,,,,,,,,,,,,,,,,"",15,0,0,0,0,10,1,0,69,0,3,2,"US GOVT BONDS, US STATE/LOCAL BONDS, INVESTMENT GRADE CORP BONDS, CASH, OTHER"
1979323,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1979325,,,,,,,,,,,,,,,,,,,,,,,,,"",47,0,4,0,0,0,0,0,38,1,10,0,""
1979330,,,,,,,,,,,,,,,,,,,,,,,,,"",20,5,0,1,0,1,0,0,34,34,5,0,""
1974951,,,,,,,,,,,,,,,,,,,,,,,,,"",5,0,1,1,0,0,0,0,91,0,3,0,""
1979369,,,,,,,,,,,,,,,,,,,,,,,,,"",49,0,1,0,0,0,0,0,16,34,0,0,""
1934162,,,,,,,,,,,,,,,,,,,,,,,,,"",100,0,0,0,0,0,0,0,0,0,0,0,""
1936676,,,,,,,,,,,,,,,,,,,,,,,,,"",10,0,0,0,0,18,0,0,63,0,9,0,""
1979152,,,,,,,,,,,,,,,,,,,,,,,,,"",60,0,0,0,0,2,0,0,28,0,8,2,"VARIABLE ANNUITY (VA)"
1978587,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1979173,44,45,6,7,2,2,4,4,0,0,2,2,1,1,0,0,26,25,1,1,5,5,9,8,"VARIABLE ANNUITIES, STRUCTURED PRODUCTS/ALTERNATIVE INVESTMENTS, RETIREMENT PLAN ASSETS",,,,,,,,,,,,,""
1979039,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1979172,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,86,0,4,10,"AMERICAN DEPOSITARY RECEIPTS, CERTIFICATE OF DEPOSIT"
1979218,,,,,,,,,,,,,,,,,,,,,,,,,"",76,0,1,0,0,0,0,0,23,0,0,0,""
1976289,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,1,0,1,0,0,92,0,3,0,""
1978401,,,,,,,,,,,,,,,,,,,,,,,,,"",6,0,0,0,0,0,0,0,60,32,2,0,""
1979018,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"FUND INTEREST"
1977261,,,,,,,,,,,,,,,,,,,,,,,,,"",4,0,0,0,0,2,0,0,83,0,11,0,""
1979298,,,,,,,,,,,,,,,,,,,,,,,,,"",49,0,6,0,0,6,0,0,26,0,13,0,""
1979304,,,,,,,,,,,,,,,,,,,,,,,,,"",55,7,1,1,0,0,0,0,35,0,1,0,""
1979318,,,,,,,,,,,,,,,,,,,,,,,,,"",75,0,0,0,0,0,0,0,17,0,7,1,"US STATE AND LOCAL BONDS US GOVT AGENCY BONDS INVESTMENT GRADE BONDS NON-EXCHANGE TRADED EQUITY SOVEREIGN BONDS"
1973331,,,,,,,,,,,,,,,,,,,,,,,,,"",52,0,12,2,0,0,0,0,32,0,2,0,""
1964523,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1979362,,,,,,,,,,,,,,,,,,,,,,,,,"",37,0,0,2,0,1,0,0,52,0,8,0,""
1979297,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,91,0,0,2,2,0,0,"",,,,,,,,,,,,,""
1979383,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,100,0,0,0,""
1979390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,"DEFINED CONTRIBUTION PLAN ASSETS INVESTED IN BANK ISSUED COMMINGLED TRUST AND INSTITUTIONAL FUND INVESTMENTS.",,,,,,,,,,,,,""
1977872,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"PRIVATE PLACEMENT SECURITIES"
1979404,,,,,,,,,,,,,,,,,,,,,,,,,"",83,0,0,1,0,5,0,0,9,0,7,0,""
1964458,,,,,,,,,,,,,,,,,,,,,,,,,"",40,0,23,6,0,2,0,0,15,5,9,0,""
1979461,34,37,0,0,6,2,1,1,0,0,2,1,0,0,0,0,52,54,0,0,5,5,0,0,"",,,,,,,,,,,,,""
1979473,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1979475,,,,,,,,,,,,,,,,,,,,,,,,,"",68,0,0,1,1,3,0,0,15,1,11,0,""
1967927,0,0,0,0,26,27,0,0,0,0,41,40,2,2,0,0,0,0,0,0,0,0,31,31,"ALL OF THE FOLLOWING ARE INVESTMENT GRADE: AGENCY MORTGAGE-BACKED SECURITIES (MBS), ASSET-BACKED SECURITIES (ABS), COMMERCIAL MORTGAGE-BACKED SECURITIES (CMBS), AGENCY CMBS, NON-AGENCY COLLATERALIZED MORTGAGE OBLIGATIONS (CMO).",,,,,,,,,,,,,""
1977778,42,42,0,0,8,7,0,0,28,27,4,4,1,1,13,14,2,2,0,0,2,3,0,0,"",,,,,,,,,,,,,""
1975936,,,,,,,,,,,,,,,,,,,,,,,,,"",52,0,40,5,0,0,0,0,0,0,3,0,""
1960260,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,1,0,0,0,0,0,86,0,10,0,""
1977193,,,,,,,,,,,,,,,,,,,,,,,,,"",12,0,1,0,0,0,0,0,78,0,9,0,""
1977128,,,,,,,,,,,,,,,,,,,,,,,,,"",66,0,14,0,0,0,0,0,18,0,2,0,""
1976613,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1976424,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1976975,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1977242,,,,,,,,,,,,,,,,,,,,,,,,,"",33,0,0,0,0,0,0,0,43,0,4,20,"STRUCTURED NOTES"
1977278,,,,,,,,,,,,,,,,,,,,,,,,,"",64,0,8,1,0,0,25,0,1,0,1,0,""
1962171,,,,,,,,,,,,,,,,,,,,,,,,,"",67,0,0,0,0,4,0,0,15,0,4,10,"IDF, ALTERNATIVE INVESTMENTS"
1977293,,,,,,,,,,,,,,,,,,,,,,,,,"",62,0,6,4,0,3,0,11,6,1,5,2,"ALTERNATIVES"
1977306,,,,,,,,,,,,,,,,,,,,,,,,,"",46,0,4,2,0,2,0,0,40,0,6,0,""
1977308,58,61,0,0,2,2,0,0,18,15,5,4,0,0,0,0,0,0,14,15,3,3,0,0,"",,,,,,,,,,,,,""
1978236,,,,,,,,,,,,,,,,,,,,,,,,,"",8,0,0,1,0,0,0,0,81,0,9,1,"ANNUITIES"
1978232,,,,,,,,,,,,,,,,,,,,,,,,,"",10,0,0,0,0,0,0,0,86,1,3,0,""
1978246,,,,,,,,,,,,,,,,,,,,,,,,,"",27,13,4,2,0,1,1,0,0,43,6,3,"REAL ESTATE SECURITIES, PRECIOUS METAL ETFS, BALANCED STRATEGIES AND TARGET DATE FUNDS"
1978247,,,,,,,,,,,,,,,,,,,,,,,,,"",27,13,4,2,0,1,1,0,0,43,6,3,"REAL ESTATE SECURITIES, PRECIOUS METAL ETFS, BALANCED STRATEGIES AND TARGET DATE FUNDS"
1976683,,,,,,,,,,,,,,,,,,,,,,,,,"",17,0,0,1,0,0,0,0,77,2,3,0,""
1981010,,,,,,,,,,,,,,,,,,,,,,,,,"",33,0,1,6,0,6,0,0,48,0,6,0,""
1981036,,,,,,,,,,,,,,,,,,,,,,,,,"",21,0,1,0,0,9,0,0,59,1,9,0,""
1979995,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1980890,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1943399,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,0,0,0,0,0,0,96,0,3,0,""
1981055,,,,,,,,,,,,,,,,,,,,,,,,,"",88,0,2,0,0,0,0,0,3,0,7,0,""
1980970,,,,,,,,,,,,,,,,,,,,,,,,,"",94,0,0,0,0,0,0,0,4,0,2,0,""
1980775,,,,,,,,,,,,,,,,,,,,,,,,,"",92,0,0,0,0,0,0,0,0,0,2,6,"PRIVATE FUNDS ISSUED BY BLACKSTONE"
1979402,,,,,,,,,,,,,,,,,,,,,,,,,"",12,0,23,0,0,0,0,0,2,8,55,0,""
1978965,,,,,,,,,,,,,,,,,,,,,,,,,"",7,0,0,0,0,0,0,0,93,0,0,0,""
1975632,,,,,,,,,,,,,,,,,,,,,,,,,"",17,0,0,4,0,0,0,0,75,0,4,0,""
1979424,,,,,,,,,,,,,,,,,,,,,,,,,"",63,0,8,3,0,1,0,0,15,0,10,0,""
1975039,,,,,,,,,,,,,,,,,,,,,,,,,"",46,0,2,3,0,1,0,0,39,0,9,0,""
1979413,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1979462,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,0,0,0,0,0,96,0,1,0,""
1979459,,,,,,,,,,,,,,,,,,,,,,,,,"",68,0,0,1,1,3,0,0,15,1,11,0,""
1979485,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1976431,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1978990,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1979519,,,,,,,,,,,,,,,,,,,,,,,,,"",54,9,21,6,0,3,0,0,0,0,7,0,""
1983682,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1983746,,,,,,,,,,,,,,,,,,,,,,,,,"",33,0,1,1,0,1,0,0,62,0,2,0,""
1982676,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1983784,,,,,,,,,,,,,,,,,,,,,,,,,"",75,0,0,0,0,0,0,0,13,0,8,4,"ANNUITIES"
1983762,40,37,0,0,3,3,15,18,4,3,21,21,1,1,0,0,5,5,0,0,2,2,9,10,"INCLUDES PRIMARILY STRUCTURED DEBT PRODUCTS, LIKE MORTGAGE AND OTHER ASSET BACKED SECURITIES.",,,,,,,,,,,,,""
1978762,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,0,100,"PRIVATE CREDIT"
1983857,0,0,1,1,11,9,7,7,1,1,60,63,3,3,3,3,0,0,8,8,0,0,5,5,"DYNAMIC HEDGING PROGRAM",,,,,,,,,,,,,""
1983862,,,,,,,,,,,,,,,,,,,,,,,,,"",76,0,11,0,0,0,0,0,0,0,11,2,"PRIVATE MORTGAGE REIT"
1983901,,,,,,,,,,,,,,,,,,,,,,,,,"",8,0,0,0,0,0,0,0,83,0,8,1,"NON-TRADED REIT AND ANNUITIES"
1983916,,,,,,,,,,,,,,,,,,,,,,,,,"",56,0,0,0,0,2,0,0,31,0,11,0,""
1983884,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1983876,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1979449,,,,,,,,,,,,,,,,,,,,,,,,,"",35,0,8,3,0,0,0,0,52,0,2,0,""
1980689,,,,,,,,,,,,,,,,,,,,,,,,,"",22,0,3,1,0,3,0,0,38,0,20,13,"CDS AND PREFERRED STOCKS"
1981126,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1981141,,,,,,,,,,,,,,,,,,,,,,,,,"",60,0,0,0,0,2,0,0,28,0,8,2,"VARIABLE ANNUITY (VA)"
1981173,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1981200,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1980162,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1980817,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1981242,,,,,,,,,,,,,,,,,,,,,,,,,"",20,20,5,1,0,10,0,0,37,0,7,0,""
1981250,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1981257,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,100,0,0,0,""
1981021,,,,,,,,,,,,,,,,,,,,,,,,,"",12,1,2,1,0,1,0,0,74,0,9,0,""
1975748,,,,,,,,,,,,,,,,,,,,,,,,,"",58,0,1,5,0,14,4,0,15,0,3,0,""
1981311,,,,,,,,,,,,,,,,,,,,,,,,,"",32,0,0,29,0,6,0,0,21,0,3,9,"STRUCTURED NOTES"
1979781,,,,,,,,,,,,,,,,,,,,,,,,,"",29,0,3,0,0,15,0,0,48,0,5,0,""
1981358,,,,,,,,,,,,,,,,,,,,,,,,,"",78,5,0,3,0,0,0,0,5,1,4,0,""
1981366,,,,,,,,,,,,,,,,,,,,,,,,,"",52,0,9,1,0,1,0,0,29,0,8,0,""
1981379,,,,,,,,,,,,,,,,,,,,,,,,,"",63,0,7,18,0,0,0,0,9,0,2,0,""
1981388,,,,,,,,,,,,,,,,,,,,,,,,,"",58,0,3,0,0,0,0,0,33,0,6,0,""
1981394,,,,,,,,,,,,,,,,,,,,,,,,,"",12,0,1,0,0,0,0,0,81,0,5,0,""
1981418,,,,,,,,,,,,,,,,,,,,,,,,,"",44,10,15,0,0,0,0,0,29,0,2,0,""
1981029,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1981435,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,100,0,0,0,""
1981454,,,,,,,,,,,,,,,,,,,,,,,,,"",0,40,0,0,0,0,0,0,0,56,0,4,"DEBT TRUST"
1979568,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1982234,,,,,,,,,,,,,,,,,,,,,,,,,"",41,0,0,0,0,5,0,10,46,0,3,0,""
1982354,,,,,,,,,,,,,,,,,,,,,,,,,"",57,0,1,1,0,1,4,1,28,1,3,3,"ALTERNATIVE INVESTMENTS"
1981939,,,,,,,,,,,,,,,,,,,,,,,,,"",80,0,0,0,0,0,0,0,0,0,19,1,"ALL OF THE FOLLOWING ASSET TYPES ARE LESS THAN 1% EACH: U.S. STATE AND LOCAL BONDS/NON-INVESTMENT GRADE CORPORATE BONDS/U.S. GOVERNMENT/AGENCY BONDS/PREFERRED STOCKS, CD'S, UNITS, FOREIGN CURRENCY"
1980205,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1983471,,,,,,,,,,,,,,,,,,,,,,,,,"",100,0,0,0,0,0,0,0,0,0,0,0,""
1981539,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1984017,,,,,,,,,,,,,,,,,,,,,,,,,"",58,0,2,4,0,1,0,0,33,0,2,0,""
1982434,,,,,,,,,,,,,,,,,,,,,,,,,"",56,31,7,1,0,1,0,0,0,0,5,0,""
1983793,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1984182,,,,,,,,,,,,,,,,,,,,,,,,,"",29,0,0,1,0,1,0,0,61,0,9,0,""
1981832,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1984208,23,22,3,4,1,1,9,8,0,0,1,1,0,0,0,0,16,16,37,37,9,10,1,1,"PRIVATE INVESTMENTS THAT DO NOT FALL UNDER THE ABOVE LISTED ITEM (X).",,,,,,,,,,,,,""
1984246,,,,,,,,,,,,,,,,,,,,,,,,,"",73,5,0,0,0,1,0,0,15,0,2,4,"LIMITED PARTNERSHIP UNITS, REIT'S, UIT'S"
1983722,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,0,0,2,98,"SECURITIZATION ASSETS FROM REPURCHASE TRANSACTIONS AND LOAN FACILITIES RELATING TO RESIDENTIAL PROPERTY."
1983570,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,62,0,0,20,0,0,0,0,18,0,""
1982620,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1934514,,,,,,,,,,,,,,,,,,,,,,,,,"",30,0,1,0,0,1,0,0,48,18,2,0,""
1984313,,,,,,,,,,,,,,,,,,,,,,,,,"",50,0,11,8,0,13,0,0,0,0,9,9,"REITS AND KKR"
1984355,,,,,,,,,,,,,,,,,,,,,,,,,"",2,0,0,1,0,0,0,0,74,0,24,0,""
1982107,,,,,,,,,,,,,,,,,,,,,,,,,"",23,0,4,1,0,2,0,0,59,0,10,1,"ILLIQUID ALTERNATIVE INVESTMENT ASSETS, STRUCTURED NOTES, VARIABLE ANNUITIES, PRINCIPAL PAYDOWN BONDS"
1979886,,,,,,,,,,,,,,,,,,,,,,,,,"",70,0,3,0,0,0,0,2,15,0,10,0,""
1980514,,,,,,,,,,,,,,,,,,,,,,,,,"",14,0,0,0,0,0,0,0,72,0,15,0,""
1982444,,,,,,,,,,,,,,,,,,,,,,,,,"",17,0,0,1,0,2,0,0,76,0,4,0,""
1981333,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,0,0,0,0,0,100,0,0,0,""
1984432,,,,,,,,,,,,,,,,,,,,,,,,,"",19,0,1,1,0,0,0,0,64,1,14,0,""
1982393,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1980101,,,,,,,,,,,,,,,,,,,,,,,,,"",91,0,5,0,0,0,0,0,3,0,1,0,""
1980233,,,,,,,,,,,,,,,,,,,,,,,,,"",82,0,0,0,0,0,0,0,16,0,2,0,""
1980627,,,,,,,,,,,,,,,,,,,,,,,,,"",57,3,3,1,0,1,0,0,15,2,14,4,"ANNUITIES"
1980303,,,,,,,,,,,,,,,,,,,,,,,,,"",28,0,2,3,0,3,0,0,49,0,15,0,""
1980152,,,,,,,,,,,,,,,,,,,,,,,,,"",57,0,0,0,0,0,0,0,38,0,4,0,""
1977373,,,,,,,,,,,,,,,,,,,,,,,,,"",15,0,3,0,0,3,0,0,75,0,4,0,""
1979058,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1982586,,,,,,,,,,,,,,,,,,,,,,,,,"",29,8,1,1,0,0,0,0,46,9,6,0,""
1981505,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1982646,,,,,,,,,,,,,,,,,,,,,,,,,"",30,0,1,2,0,2,0,0,53,1,7,4,"ANNUITY, ALTERNATIVE INVESTMENT"
1976073,,,,,,,,,,,,,,,,,,,,,,,,,"",22,0,2,6,0,3,0,0,66,0,2,0,""
1978854,,,,,,,,,,,,,,,,,,,,,,,,,"",26,0,2,3,0,1,0,0,58,0,10,0,""
1982742,,,,,,,,,,,,,,,,,,,,,,,,,"",19,7,0,0,0,0,0,0,72,0,2,0,""
1982748,,,,,,,,,,,,,,,,,,,,,,,,,"",34,2,2,2,0,0,0,0,53,0,7,0,""
1979751,,,,,,,,,,,,,,,,,,,,,,,,,"",82,5,1,0,0,3,0,0,2,0,7,0,""
1982704,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1982805,,,,,,,,,,,,,,,,,,,,,,,,,"",69,0,0,0,0,0,0,0,0,30,1,0,""
1979287,,,,,,,,,,,,,,,,,,,,,,,,,"",33,21,1,2,0,1,0,0,26,10,6,0,""
1982819,,,,,,,,,,,,,,,,,,,,,,,,,"",70,0,0,0,0,0,0,0,25,0,5,0,""
1982811,,,,,,,,,,,,,,,,,,,,,,,,,"",20,0,0,1,0,5,0,0,61,0,13,5,"ALL ASSET TYPES < 1%  COMBINED: POOLED INVESTMENT OTHER THAN INVESTMENT CO NON EXCHANGE TRADED EQUITY DERIVATIVES US GOVT/AGENCY BONDS SOVEREIGN BONDS US STATE & LOCAL BONDS NON EXCHANGE-TRADED EQUITY OTHER"
1978396,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
1982873,,,,,,,,,,,,,,,,,,,,,,,,,"",10,0,0,1,0,0,0,0,83,5,1,0,""
1982454,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
