"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
1985333,320378,142787,"WARBURG PINCUS GLOBAL GROWTH 14-E (E&P)-2 (CAYMAN B), L.P.",805-4502579433,"Delaware","United States","N","Y"
1985333,188378,120586,"WARBURG PINCUS PRIVATE EQUITY (E&P) XII MAIN-2 (CAYMAN-D), L.P.",805-5469195063,"","Cayman Islands","N","Y"
1985333,173380,117155,"WP XII GANYMEDE (CAYMAN-C), L.P.",805-3178404165,"","Cayman Islands","N","Y"
1985333,188420,120608,"WARBURG PINCUS PRIVATE EQUITY (E&P) XII-E (CAYMAN C), L.P.",805-2012910521,"","Cayman Islands","N","Y"
1985333,188418,120605,"WARBURG PINCUS PRIVATE EQUITY (E&P) XII-D (CAYMAN), L.P.",805-2437475916,"","Cayman Islands","N","Y"
1985333,188378,120589,"WARBURG PINCUS PRIVATE EQUITY (E&P) XII MAIN-2 (CAYMAN-H), L.P.",805-4889417458,"","Cayman Islands","N","Y"
1985333,49425,18376,"WARBURG PINCUS PRIVATE EQUITY (E&P) XI-B (CAYMAN-C), L.P.",805-9222590923,"","Cayman Islands","N","Y"
1985333,49425,18377,"WARBURG PINCUS PRIVATE EQUITY (E&P) XI-B (CAYMAN-D), L.P.",805-6896087710,"","Cayman Islands","N","Y"
1985333,49425,18378,"WARBURG PINCUS PRIVATE EQUITY (E&P) XI-B (CAYMAN-E), L.P.",805-7216847976,"","Cayman Islands","N","Y"
1985333,237691,131814,"WP GG EUROPA (CAYMAN-B), L.P.",805-4524047359,"","Cayman Islands","N","Y"
1985333,237637,131797,"WARBURG PINCUS GLOBAL GROWTH (E&P)-2 (CAYMAN C), L.P.",805-5734597240,"","Cayman Islands","N","Y"
1985333,300278,139457,"STANNITE CO-INVEST, L.P.",805-1997086830,"","Cayman Islands","N","Y"
1985333,300643,139578,"WPARE S CO-INVEST FEEDER, L.P.",805-9698096089,"","Cayman Islands","Y","Y"
1985333,71290,120622,"WP (CAYMAN) ENERGY PARTNERS (E&P), L.P.",805-1247947625,"","Cayman Islands","N","Y"
1985333,320392,142791,"WP GLOBAL GROWTH 14 PARTNERS (E&P)-2 (CAYMAN A), L.P.",805-9889993035,"Delaware","United States","N","Y"
1985333,320366,142783,"WP GG 14-E (DE), L.P.",805-3015147966,"","Cayman Islands","N","Y"
1985333,320267,142748,"WP GG 14 CALLISTO (CAYMAN-A), L.P.",805-2005571654,"","Cayman Islands","N","Y"
1985333,320294,142778,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P)-2 (CAYMAN E), L.P.",805-7497706035,"Delaware","United States","N","Y"
1985333,320294,142774,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P)-2 (CAYMAN D), L.P.",805-4403189390,"Delaware","United States","N","Y"
1985333,320294,142775,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P)-2 (CAYMAN C), L.P",805-1682660429,"","Cayman Islands","N","Y"
1985333,320294,142772,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P)-2 (CAYMAN B), L.P.",805-7639784600,"Delaware","United States","N","Y"
1985333,320294,142773,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P)-2 (CAYMAN A), L.P.",805-2234496263,"Delaware","United States","N","Y"
1985333,287902,138093,"WPFS II-E (DE), L.P.",805-5307964374,"","Cayman Islands","N","Y"
1985333,287877,138087,"WPFS II CAYMAN, L.P.",805-8295167073,"","Cayman Islands","N","Y"
1985333,237658,131806,"WP GLOBAL GROWTH PARTNERS (E&P)-2 (CAYMAN A), L.P.",805-3918797329,"","Cayman Islands","N","Y"
1985333,49425,18375,"WARBURG PINCUS PRIVATE EQUITY (E&P) XI-B (CAYMAN-B), L.P.",805-5258329538,"","Cayman Islands","N","Y"
1985333,188378,120583,"WARBURG PINCUS PRIVATE EQUITY (E&P) XII MAIN-2 (CAYMAN-A), L.P.",805-6574022291,"","Cayman Islands","N","Y"
1985333,237651,131801,"WARBURG PINCUS GLOBAL GROWTH-E (E&P)-2 (CAYMAN A), L.P.",805-9137035770,"","Cayman Islands","N","Y"
1985333,71308,19370,"WARBURG PINCUS ENERGY (E&P)-B (CAYMAN-D), L.P.",805-4102778650,"","Cayman Islands","N","Y"
1985333,188378,120587,"WARBURG PINCUS PRIVATE EQUITY (E&P) XII MAIN-2 (CAYMAN-E), L.P.",805-4790758020,"","Cayman Islands","N","Y"
1985333,188378,120588,"WARBURG PINCUS PRIVATE EQUITY (E&P) XII MAIN-2 (CAYMAN-F), L.P.",805-5391592105,"","Cayman Islands","N","Y"
1985333,71308,19369,"WARBURG PINCUS ENERGY (E&P)-B (CAYMAN-C), L.P.",805-7079190995,"","Cayman Islands","N","Y"
1985333,71308,19367,"WARBURG PINCUS ENERGY (E&P)-B (CAYMAN-A), L.P.",805-4247321144,"","Cayman Islands","N","Y"
1985333,188378,120584,"WARBURG PINCUS PRIVATE EQUITY (E&P) XII MAIN-2 (CAYMAN-B), L.P.",805-5576276815,"","Cayman Islands","N","Y"
1985333,200736,123420,"WPFS CAYMAN, L.P.",805-1520278204,"","Cayman Islands","N","Y"
1985333,237637,131799,"WARBURG PINCUS GLOBAL GROWTH (E&P)-2 (CAYMAN E), L.P.",805-8297864826,"","Cayman Islands","N","Y"
1985333,237651,131802,"WARBURG PINCUS GLOBAL GROWTH-E (E&P)-2 (CAYMAN B), L.P.",805-1205257228,"","Cayman Islands","N","Y"
1985333,320378,142788,"WARBURG PINCUS GLOBAL GROWTH 14-E (E&P)-2 (CAYMAN A), L.P.",805-2138882913,"Delaware","United States","N","Y"
1985333,71308,19373,"WARBURG PINCUS ENERGY (E&P)-B (CAYMAN-G), L.P.",805-3953976581,"","Cayman Islands","N","Y"
1985333,237683,131811,"WP GG CALLISTO (CAYMAN-A), L.P.",805-5494933727,"","Cayman Islands","N","Y"
1985333,71308,19371,"WARBURG PINCUS ENERGY (E&P)-B (CAYMAN-E), L.P.",805-3196305282,"","Cayman Islands","N","Y"
1985333,71308,19372,"WARBURG PINCUS ENERGY (E&P)-B (CAYMAN-F), L.P.",805-5143647316,"","Cayman Islands","N","Y"
1985333,188420,120607,"WARBURG PINCUS PRIVATE EQUITY (E&P) XII-E (CAYMAN B), L.P.",805-2090746617,"","Cayman Islands","N","Y"
1985333,372937,150947,"WP DYNASTY FEEDER C, L.P.",805-7862232674,"","Cayman Islands","N","Y"
1985333,237637,131798,"WARBURG PINCUS GLOBAL GROWTH (E&P)-2 (CAYMAN D), L.P.",805-6821417688,"","Cayman Islands","N","Y"
1985333,173373,117144,"WP XII CALLISTO (CAYMAN-A), L.P.",805-9391849875,"","Cayman Islands","N","Y"
1985333,372937,150948,"WP DYNASTY FEEDER H, L.P.",805-7149673010,"","Cayman Islands","N","Y"
1985333,188378,120591,"WARBURG PINCUS PRIVATE EQUITY (E&P) XII MAIN-2 (CAYMAN-J), L.P.",805-3604750413,"","Cayman Islands","N","Y"
1985333,237637,131795,"WARBURG PINCUS GLOBAL GROWTH (E&P)-2 (CAYMAN A), L.P.",805-7866467665,"","Cayman Islands","N","Y"
1985333,237637,131796,"WARBURG PINCUS GLOBAL GROWTH (E&P)-2 (CAYMAN B), L.P.",805-7487134208,"","Cayman Islands","N","Y"
1985333,237485,131777,"WPC-SEA II (DE), L.P.",805-6697344977,"Delaware","United States","N","Y"
1985333,3719,1463,"WP X PARTNERS, LP",805-3959549179,"Delaware","United States","N","Y"
1985333,4234,1473,"WP IX PARTNERS, LLC",805-3867276230,"Delaware","United States","N","Y"
1985333,49425,18379,"WARBURG PINCUS PRIVATE EQUITY (E&P) XI-B (CAYMAN-F), L.P.",805-3006465052,"","Cayman Islands","N","Y"
2000238,55071,10872,"WEXFORD FOCUSED EQUITIES FUND, L.P.",805-3181867248,"Delaware","United States","N","Y"
2000238,180288,118328,"WEXFORD LONG TERM EQUITY FUND, L.P.",805-8499390536,"Delaware","United States","Y","N"
2000238,39227,131465,"WEXFORD OFFSHORE SPECTRUM FUND",805-7804856352,"","Cayman Islands","N","Y"
2000238,39227,131464,"WEXFORD SPECTRUM FUND, L.P.",805-2736524796,"Delaware","United States","N","Y"
2000238,40421,131468,"CREDIT INTERMEDIATE FUND LIMITED",805-1262341553,"","Cayman Islands","N","Y"
2000238,40421,131469,"WEXFORD OFFSHORE CREDIT OPPORTUNITIES FUND LIMITED",805-7890369313,"","Cayman Islands","N","Y"
2000238,40414,131476,"WEXFORD CATALYST FUND, L.P.",805-8023105140,"Delaware","United States","N","Y"
2000238,40421,131470,"WEXFORD CREDIT OPPORTUNITIES FUND, L.P.",805-8440606103,"Delaware","United States","N","Y"
2000238,40414,131475,"WEXFORD OFFSHORE CATALYST FUND LIMITED",805-8146904704,"","Cayman Islands","N","Y"
2000238,39227,131467,"SPECTRUM INTERMEDIATE FUND LIMITED",805-6963883935,"","Cayman Islands","N","Y"
2000238,40414,131473,"CATALYST INTERMEDIATE FUND LIMITED",805-4823924763,"","Cayman Islands","N","Y"
2000826,237578,131785,"HQ CAPITAL II SCS SICAV-SIF - FEEDER AUDA CO-INVESTMENT FUND II",805-8558453974,"","Luxembourg","N","Y"
2000826,69867,14296,"AUDA CAPITAL VII-US FEEDER L.P.",805-4071449983,"","Cayman Islands","N","Y"
2000826,217676,126660,"AUDA CAPITAL FEEDER SCA SICAV  SIF - FEEDER AUDA CAPITAL VIII EUROPE",805-1252199377,"","Luxembourg","N","Y"
2000826,69867,14295,"AUDA CAPITAL FEEDER SCA SICAV-SIF - FEEDER AUDA VII: US PORTFOLIO",805-6160951873,"","Luxembourg","N","Y"
2000826,237585,134641,"AUDA CAPITAL FEEDER SCA SICAV-SIF - FEEDER AUDA SECONDARY FUND V",805-7745990035,"","Luxembourg","N","Y"
2000826,169843,116488,"AUDA CAPITAL FEEDER SCA SICAV-SIF - FEEDER AUDA ASIA SECONDARY FUND",805-6345135489,"","Luxembourg","N","Y"
2000826,256854,134621,"ASIAN RISING TIGERS BLOCKER L.P.",805-7102439374,"","Cayman Islands","N","Y"
2000826,3612,1555,"AUDA ASIA II FEEDER L.P.",805-9175011117,"","Cayman Islands","N","Y"
2000826,4848,1969,"AUDA SECONDARY FUND GMBH & CO. KG",805-2769416204,"","Germany","N","Y"
2000826,289865,140179,"HQ CAPITAL III SCA SICAV-RAIF - FEEDER AUDA DEEP IMPACT FUND",805-1833979178,"","Luxembourg","Y","N"
2000826,289822,138317,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL IX US",805-7921184751,"","Luxembourg","Y","N"
2000826,49724,9184,"AUDA ASIAN RISING TIGERS GMBH & CO. KG NR. 1",805-3999534582,"","Germany","Y","N"
2000826,49724,9185,"AUDA ASIAN RISING TIGERS GMBH & CO. KG NR. 2",805-1168471668,"","Germany","Y","N"
2000826,49733,9187,"AUDA SECONDARY III FEEDER L.P.",805-1350744337,"","Cayman Islands","N","Y"
2000826,3681,1571,"AUDA CAPITAL V-U.S. FEEDER L.P.",805-7522571009,"","Cayman Islands","N","Y"
2000826,3686,1573,"AUDA CAPITAL VI-EUROPE BLOCKER L.P.",805-6539991651,"","Cayman Islands","N","Y"
2000826,3685,1576,"AUDA CAPITAL VI-U.S. BLOCKER L.P.",805-7829992377,"","Cayman Islands","N","Y"
2000826,217651,126655,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL VIII GLOBAL",805-8951456752,"","Luxembourg","Y","N"
2000826,3695,1586,"AUDA SECONDARY II FEEDER L.P.",805-7894531830,"","Cayman Islands","N","Y"
2000826,68570,13997,"AUDA CAPITAL FEEDER SCA SICAV-SIF - FEEDER AUDA VII: EUROPEAN PORTFOLIO",805-6884007204,"","Luxembourg","N","Y"
2000826,169842,117034,"AUDA CAPITAL FEEDER SCA SICAV-SIF - FEEDER AUDA ASIA IV",805-2719828690,"","Luxembourg","N","Y"
2000826,289799,138314,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL IX GLOBAL",805-6178111682,"","Luxembourg","Y","N"
2000826,289759,138311,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL IX GLOBAL",805-6178111682,"","Luxembourg","Y","N"
2000826,217679,126662,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL VIII GLOBAL",805-8951456752,"","Luxembourg","Y","N"
2000826,289889,138326,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CO-INVESTMENT FUND III",805-9556805161,"","Luxembourg","Y","N"
2000826,289759,138310,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL IX ASIA",805-3763642454,"","Luxembourg","Y","N"
2000826,289799,138313,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL IX EUROPE",805-3327590044,"","Luxembourg","Y","N"
2000826,289865,138321,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA DEEP IMPACT FUND",805-9896326822,"","Luxembourg","Y","N"
2000826,289822,138318,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL IX GLOBAL",805-6178111682,"","Luxembourg","Y","N"
2000826,217679,126663,"AUDA CAPITAL FEEDER SCA SICAV  SIF - FEEDER AUDA CAPITAL VIII ASIA",805-1531276741,"","Luxembourg","N","Y"
2000826,379305,146161,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA SECONDARY FUND VI",805-9289303678,"","Luxembourg","Y","N"
2000826,379305,146162,"HQ CAPITAL V SCA SICAV-RAIF - FEEDER AUDA SECONDARY FUND VI",805-8450342483,"","Luxembourg","Y","N"
2000826,237585,131788,"HQ CAPITAL II SCS SICAV-SIF - FEEDER AUDA SECONDARY FUND V",805-5897332723,"","Luxembourg","Y","N"
2000826,217676,126661,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL VIII GLOBAL",805-8951456752,"","Luxembourg","Y","N"
2000826,185067,119980,"AUDA CAPITAL FEEDER SCA SICAV  SIF - FEEDER AUDA SECONDARY FUND IV",805-1242272062,"","Luxembourg","N","Y"
2000806,421203,147014,"FARALLON SPECIAL SITUATIONS FUND III USTE, L.P.",805-1392699523,"","Cayman Islands","N","Y"
2000806,421203,147012,"FARALLON SPECIAL SITUATIONS FUND III NON-US, L.P.",805-2244543736,"","Cayman Islands","N","Y"
2000806,421213,147015,"FARALLON SPECIAL SITUATIONS FUND III USTE, L.P.",805-1392699523,"","Cayman Islands","N","Y"
2000806,421213,147016,"FARALLON SPECIAL SITUATIONS FUND III NON-US, L.P.",805-2244543736,"","Cayman Islands","N","Y"
2000806,421213,147017,"FARALLON SPECIAL SITUATIONS FUND III US, L.P.",805-4985793359,"Delaware","United States","N","Y"
2000806,230177,130540,"FARALLON OVERFLOW FUND II, L.P.",805-2228597306,"","Cayman Islands","N","Y"
2000806,230179,130541,"FARALLON SPECIAL SITUATIONS VII, L.P.",805-5923668000,"","Canada","N","Y"
2000806,22966,4434,"FARALLON ASIA SPECIAL SITUATIONS, L.P.",805-2987124857,"","Cayman Islands","N","Y"
2000806,23885,4436,"FARALLON ASIA SPECIAL SITUATIONS II, L.P.",805-2782921630,"","Cayman Islands","N","Y"
2000806,8640,2232,"SIDECAR PARTNERS HOLDINGS, L.P.",805-9443597753,"","Cayman Islands","N","Y"
2000806,170110,116570,"FARALLON EQUITY PARTNERS, L.P.",805-4278180665,"Delaware","United States","N","Y"
2000806,343097,143107,"FARALLON SPECIAL SITUATIONS X-VII, L.P.",805-5125802542,"","Canada","N","Y"
2000806,312319,141610,"FARALLON CO-INVESTMENT FEEDER FUND, L.P.",805-8222464393,"","Cayman Islands","N","Y"
2000806,281502,137285,"FARALLON SPECIAL SITUATIONS CREDIT IX, L.P.",805-9660190367,"","Cayman Islands","N","Y"
2000806,251095,133849,"FARALLON SPECIAL SITUATIONS FUND II, L.P.",805-6016213846,"","Cayman Islands","N","Y"
2000806,270298,136267,"FARALLON HEALTHCARE PARTNERS INTERNATIONAL, LTD.",805-6284151613,"","Cayman Islands","N","Y"
2000806,270298,136268,"FARALLON HEALTHCARE PARTNERS, L.P.",805-8833663731,"Delaware","United States","N","Y"
2000806,170110,116571,"FARALLON EQUITY PARTNERS INTERNATIONAL, LTD.",805-3788938423,"","Cayman Islands","N","Y"
2000806,178365,118025,"FARALLON ASIA SPECIAL SITUATIONS III, L.P.",805-4477158257,"","Cayman Islands","N","Y"
2000806,210845,125553,"FARALLON SPECIAL SITUATIONS FUND, L.P.",805-1771666478,"","Cayman Islands","N","Y"
2000806,421203,147013,"FARALLON SPECIAL SITUATIONS FUND III US, L.P.",805-4985793359,"Delaware","United States","N","Y"
2001893,319488,143019,"BRIDGEWAY EMERGING MARKETS SMALL-CAP FUND, LLC",805-3513747356,"Delaware","United States","N","Y"
2001893,319488,143024,"BRIDGEWAY EMERGING MARKETS SMALL-CAP FUND (CAYMAN), LLC",805-7752898519,"","Cayman Islands","N","Y"
1998803,235919,131646,"PROVIDENCE PUBLIC L.P.",805-3736196778,"Delaware","United States","N","Y"
1998803,235919,131645,"PROVIDENCE PUBLIC OFFSHORE LTD.",805-8323214465,"","Cayman Islands","N","Y"
2001954,184496,145816,"GDIF US HEDGED FEEDER FUND LP",805-2161637486,"","Cayman Islands","N","Y"
2004855,253806,145520,"ABBOTT CAPITAL PRIVATE EQUITY INVESTORS 2021 CAYMAN, L.P.",805-3596021834,"","Cayman Islands","N","Y"
2004855,216285,126424,"ABBOTT CAPITAL PRIVATE EQUITY INVESTORS 2018 CAYMAN, L.P.",805-4735562832,"","Cayman Islands","N","Y"
1985333,49425,18380,"WARBURG PINCUS PRIVATE EQUITY (E&P) XI-B (CAYMAN-G), L.P.",805-4022338492,"","Cayman Islands","N","Y"
1985333,71293,43378,"WPE CAYMAN, L.P.",805-8325145216,"","Cayman Islands","N","Y"
1985333,452303,150886,"WPCS FF (CAYMAN), L.P.",805-5368801119,"","Cayman Islands","N","Y"
1985333,454234,150933,"WPGG JOVIAN CALLISTO (CAYMAN-A), L.P.",805-6349861874,"","Cayman Islands","N","Y"
1985333,454256,150943,"WPFS JOVIAN (CAYMAN), L.P.",805-5699211583,"","Cayman Islands","N","Y"
1983571,60445,12793,"ROCKWOOD IX UPPER TIER REIT INC.",805-3053783708,"Maryland","United States","N","Y"
1983571,298464,143289,"ROCKWOOD MULTIFAMILY PARTNERS FEEDER LP",805-6380889758,"Delaware","United States","N","Y"
2006668,417770,146617,"GLOBAL INFRASTRUCTURE PARTNERS V-C2, L.P.",805-8809494792,"","Luxembourg","N","Y"
2006668,417572,146596,"GLOBAL INFRASTRUCTURE PARTNERS CORE-C, L.P.",805-1110334346,"","Cayman Islands","N","Y"
2006668,69304,14249,"GLOBAL INFRASTRUCTURE PARTNERS CAPITAL SOLUTIONS FEEDER FUND, L.P.",805-2616211934,"","Cayman Islands","N","Y"
2006668,187699,120490,"GLOBAL INFRASTRUCTURE PARTNERS III-C2, L.P.",805-3708651269,"","United Kingdom","N","Y"
2006668,220546,126991,"GLOBAL INFRASTRUCTURE PARTNERS IV-C2, L.P.",805-7758889418,"","Luxembourg","N","Y"
2006668,235183,131394,"GIP GEMINI FUND CAYMAN FEEDER II, L.P.",805-1226051493,"","Cayman Islands","N","Y"
2006668,330253,142880,"GLOBAL INFRASTRUCTURE PARTNERS EMERGING MARKETS FEEDER FUND (EEA) I, L.P.",805-1010249613,"","Luxembourg","N","Y"
2006668,479382,151730,"GIP POLARIS FEEDER FUND, L.P.",805-3576118940,"","Luxembourg","N","Y"
2006668,417745,146615,"GLOBAL INFRASTRUCTURE PARTNERS V-C, L.P.",805-7798609973,"","Cayman Islands","N","Y"
2006668,417554,146594,"GLOBAL INFRASTRUCTURE PARTNERS CORE-B FEEDER FUND, L.P.",805-6914793795,"","Cayman Islands","N","Y"
2006668,11782,2866,"GLOBAL INFRASTRUCTURE PARTNERS II-D1, L.P.",805-5678265432,"","United Kingdom","N","Y"
2006668,11717,2873,"GLOBAL INFRASTRUCTURE PARTNERS II-B FEEDER FUND, L.P.",805-8952081827,"","Guernsey","N","Y"
2006668,11617,2870,"GLOBAL INFRASTRUCTURE PARTNERS - B, L.P.",805-3327273139,"","Guernsey","N","Y"
2006668,330136,142879,"GLOBAL INFRASTRUCTURE PARTNERS EMERGING MARKETS FEEDER FUND I, L.P.",805-6735870626,"","Cayman Islands","N","Y"
2006668,479284,151720,"GIP V VELOCITY CO-INVEST, L.P.",805-5295142041,"Delaware","United States","N","Y"
2006668,398178,146496,"GLOBAL INFRASTRUCTURE PARTNERS V-B FEEDER FUND L.P.",805-1285335708,"","Cayman Islands","N","Y"
2006668,11726,2862,"GLOBAL INFRASTRUCTURE PARTNERS II-C, L.P.",805-7409630983,"","Guernsey","N","Y"
2006668,171897,120493,"GLOBAL INFRASTRUCTURE PARTNERS III-B FEEDER FUND, L.P.",805-5955176270,"","Cayman Islands","N","Y"
2006668,234927,131390,"GIP CAPITAL SOLUTIONS FEEDER FUND II (EEA), SCSP",805-7200508078,"","Luxembourg","N","Y"
2006668,171846,131445,"GIP II COINVEST HOLDING 1 (BLUE OFFSHORE), L.P.",805-4455990418,"","Guernsey","N","Y"
2006668,235049,131311,"GIP SPECTRUM FEEDER FUND, L.P.",805-6652234894,"","Cayman Islands","N","Y"
2006668,171850,120502,"GLOBAL INFRASTRUCTURE PARTNERS III-C, L.P.",805-8110775468,"","Cayman Islands","N","Y"
2006668,220484,126987,"GLOBAL INFRASTRUCTURE PARTNERS IV-B FEEDER FUND, L.P.",805-6447792711,"","Cayman Islands","N","Y"
2006668,220513,127285,"GLOBAL INFRASTRUCTURE PARTNERS IV-C, L.P.",805-3305973755,"","Cayman Islands","N","Y"
2006668,235183,131397,"GIP GEMINI FUND CAYMAN FEEDER, L.P.",805-5583358833,"","Cayman Islands","N","Y"
2006668,11628,2871,"GLOBAL INFRASTRUCTURE PARTNERS - C, L.P.",805-1384581847,"","Guernsey","N","Y"
2004855,62847,12752,"ABBOTT CAPITAL PRIVATE EQUITY FUND VII (OFFSHORE), L.P.",805-1116816355,"","Cayman Islands","N","Y"
2004855,186164,122800,"ABBOTT SECONDARY OPPORTUNITIES CAYMAN, L.P.",805-6859279812,"","Cayman Islands","N","Y"
