"FilingID","Other Business Name","AL","AK","AZ","AR","CA","CO","CT","DE","DC","FL","GA","GU","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","PR","RI","SC","SD","TN","TX","UT","VT","VI","VA","WA","WV","WI","WY","Other"
1978000,"FOURTEEN FORTY FINANCIAL PARTNERS","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978000,"GROWING FORTUNES FINANCIAL PARTNERS","","","Y","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978000,"BERNSTEIN PLANNING AND INVESTMENT MANAGEMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","",""
1978000,"ARGONAUT FINANCIAL PLANNING & INVESTMENT MANAGEMENT","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","",""
1978800,"MERION REALTY PARTNERS","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","",""
1978900,"V WEALTH","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"UTOR WEALTH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","",""
1978900,"MTXE CAPITAL","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"FINANCIAL YOGI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"RDM ASSOCIATES","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"STRONGHAVEN LLC","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"TRULY ALIGNED INC.","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","",""
1978900,"V WEALTH MANAGEMENT","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"BYDAND FINANCIAL, LLC","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"GEN 4 WEALTH ADVISORS","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"INSTRUMENTAL ADVISORS","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"IMPACT WEALTH PARTNERS","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","Y","","","","","","","","","","","","","","","","",""
1978900,"KC WEALTH ADVISOR, LLC","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"MARKET CYCLE FINANCIAL","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"BAIR FINANCIAL PLANNING","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"LUCAS WEALTH STRATEGIES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"DAROLD MARK & ASSOCIATES","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"EDMOND WEALTH MANAGEMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","",""
1978900,"SUNDANCE INVESTMENTS LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"EMBRACE WEALTH MANAGEMENT","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"HASKELL WEALTH MANAGEMENT","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"NAVIGUIDE WEALTH PARTNERS","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"REDWITZ WEALTH MANAGEMENT","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"REINERT WEALTH MANAGEMENT","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"JHM WEALTH MANAGEMENT, INC.","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"FIDES WEALTH STRATEGIES GROUP","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"FRANZ TATUM WEALTH MANAGEMENT","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"YERBA BUENA FINANCIAL PARTNERS","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"BALZER INVESTMENT MANAGEMENT, LLC","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"PALO VERDE WEALTH MANAGEMENT, LLC","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"METCALF PARTNERS WEALTH MANAGEMENT","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"ANCHOR WEALTH MANAGEMENT GROUP, LLC","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1978900,"KANSAS CITY RETIREMENT PLANNING, LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1980200,"J. R. PRUNIER CAPITAL MANAGEMENT","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1980500,"3ALPHA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","",""
1924454,"CPC ADVISORS","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","","Y","","Y","","Y","Y","","Y","Y","","Y","","","Y","Y","Y","Y","","","","Y","Y","Y","Y","Y",""
1924454,"CPC IMPACT INVESTING","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","","Y","","Y","","Y","Y","","Y","Y","","Y","","","Y","Y","Y","Y","","","","Y","Y","Y","Y","Y",""
1924454,"CPC IMPACT INVESTMENTS","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","","Y","","Y","","Y","Y","","Y","Y","","Y","","","Y","Y","Y","Y","","","","Y","Y","Y","Y","Y",""
1924454,"BELLARS HARRIS WEALTH MANAGEMENT","Y","","Y","","Y","Y","Y","","Y","Y","Y","","","","Y","","","","","Y","Y","Y","Y","","","","","","","Y","","Y","","Y","Y","","","","","Y","","","Y","","Y","Y","","","","Y","Y","Y","Y","Y",""
1925289,"FUTURE CAPITAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USED AS A TRADE NAME"
1930368,"MODEL WEALTH GROUP, LLC","Y","","Y","","","","","","","Y","Y","","","","","","","","Y","","","","","Y","","","","","","Y","","","","","","","Y","","Y","","","","Y","","","Y","Y","","","","","","","",""
1930368,"INFINITE WEALTH PLANNING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","",""
1930368,"GERARDI WEALTH MANAGEMENT, LLC","Y","","","","Y","","","Y","","Y","Y","","","","","Y","Y","Y","Y","","","","","Y","","Y","Y","","Y","","","","","Y","Y","","Y","","","","","","","","","Y","","","","","","","Y","",""
1930368,"ALPINA FINANCIAL CONSULTANTS, LLC","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","","","",""
1933232,"PARADIGM AQUISITIONS GROUP","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1933232,"PARADIGM INVESTMENT MANAGEMENT","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1933232,"PARADIGM PARTNERS CAPITAL MANAGEMENT","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1936336,"TRB TRUST AND WEALTH MANAGEMENT","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","",""
1936676,"THE WEALTHKARE INVESTMENT CENTER","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","",""
1937888,"THE SMITH GROUP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","",""
1937888,"THE SMITH GROUP MULTI FAMILY OFFICE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","",""
1940854,"GAINER FINANCIAL & INSURANCE SERVICES, INC.","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1942116,"FEDERATED HERMES GPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GLOBAL"
1942116,"HERMES GPE (USA) INC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","",""
1942116,"FEDERATED HERMES PRIVATE MARKETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GLOBAL"
1942977,"BRIGHT PATH IPSWICH MANAGEMENT LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","",""
1943090,"OPTIC ASSET MANAGEMENT","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1944351,"HB","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","","Y","Y","Y","Y","Y",""
1944351,"HB FAMILY OFFICE","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","","Y","Y","Y","Y","Y",""
1945568,"AMERICAN FUNDSTARS INSURANCE AGENCY","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1950206,"WASATCH HEALTH PARTNERS, LLC","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",""
1950623,"FORMERLY KNOWN AS: SEQUOIA CAPITAL INDIA OPERATIONS II LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GLOBAL"
1951515,"PHILLIPS AND COMPANY","Y","Y","Y","","Y","Y","","","","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","","","Y","Y","Y","Y","Y","Y","","","","Y","Y","Y","Y","","","","Y","","Y","",""
1951747,"ARCHALOS","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1951851,"HARRIS FINANCIAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1951851,"WILLAMETTE WEALTH PARTNERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","",""
1952093,"SCHECHTER INVESTMENTS","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1954143,"STOUT WEALTH MANAGEMENT","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1959330,"401K SIMPLIFIED","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",""
1959330,"ROYAL CAPITAL MANAGEMENT LLC","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","Y","","","","","","","","","","","","","","",""
1959487,"MOLL WEALTH","","","","","","","","","","Y","Y","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","",""
1959487,"MOLL WEALTH MANAGEMENT","","","","","","","","","","Y","Y","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","",""
1959669,"FARR FINANCIAL","","","","","","","","","","","Y","","","","","","","","","","","","","","","","Y","","","","","","","Y","Y","","","","","","","","","","","","Y","","","","","","","",""
1959669,"VALDA PARTNERS","","","","","Y","Y","Y","","","","Y","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","","","","","","","Y","","","","Y","Y","","","Y",""
1959669,"AFM INVESTMENTS","","","","","","","","","","Y","","","","","Y","","","","","","Y","","","","","","","","","","","Y","","Y","Y","","","","","Y","","","Y","","Y","","","","","Y","","","","Y",""
1959669,"APERTURE ADVISORS","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","",""
1959669,"WEALTH INNOVATIONS","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1959669,"CK FINANCIAL SERVICES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","",""
1959669,"SOUND WEALTH PARTNERS","","","Y","","Y","Y","","Y","","","","","","Y","","","","","","","","","","Y","","","","Y","","","","","","Y","","","","","Y","","","","","","Y","Y","","","","","Y","","Y","",""
1959669,"PROACTIVE PLANNING PARTNERS (P3)","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","Y","","","","","","Y","","","","","Y","","","",""
1960714,"BEACON FINANCIAL GROUP","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","",""
1961875,"M&G INVESTMENTS","","","","","Y","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","",""
1961887,"COMPASS GROUP OF DAYMARK WEALTH PARTNERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","",""
1961887,"HOFSTETTER BARON GROUP OF DAYMARK WEALTH PARTNERS","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1962093,"CMC WEALTH PARTNERS","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","Y","","","","","","","","","","","","","","",""
1962576,"ADVANTAGE CAPITAL MANAGEMENT","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","Y","","","","","","","",""
1964656,"CIG FINANCIAL SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","","","","","","","","Y","","","Y","","","","","","Y","","","","","","","Y","",""
1964656,"724 STEWARDSHIP CONSULTING","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1964656,"MINISTRY PARTNERS ADVISORY","","","","","Y","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","","","","","Y","","","",""
1965312,"RS INVESTMENTS","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965312,"SOPHUS CAPITAL","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965312,"VICTORY CAPITAL","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965312,"SYCAMORE CAPITAL","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965312,"NEW ENERGY CAPITAL","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","",""
1965312,"PIONEER INVESTMENTS","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965312,"THB ASSET MANAGEMENT","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965312,"TRIVALENT INVESTMENTS","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","Y","Y","",""
1965312,"VICTORY INCOME INVESTORS","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965312,"MUNDER CAPITAL MANAGEMENT","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965312,"VICTORY CAPITAL SOLUTIONS","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965312,"INTEGRITY ASSET MANAGEMENT","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965312,"NEWBRIDGE ASSET MANAGEMENT","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","",""
1965714,"RISEMINT","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","","","","","","","","","",""
