"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
1991819,367045,150185,"MYCOR LIQUID CREDIT OFFSHORE FUND, LTD.",805-2931235796,"","Cayman Islands","N","Y"
1991819,367045,144656,"MYCOR LIQUID CREDIT ONSHORE FUND, LP",805-4531412210,"Delaware","United States","N","Y"
1991819,364011,144212,"MYCOR L/S CREDIT OFFSHORE FUND, LTD.",805-1710735770,"","Cayman Islands","N","Y"
1991819,364011,144213,"MYCOR L/S CREDIT ONSHORE FUND, LP",805-2614311180,"Delaware","United States","N","Y"
1991891,30935,5646,"BEACH POINT TOTAL RETURN OFFSHORE FUND II LTD.",805-5653969052,"","Cayman Islands","N","Y"
1991891,246974,133144,"BPC OPPORTUNITIES OFFSHORE FEEDER FUND IV LLC",805-1953824513,"","Cayman Islands","N","Y"
1991891,167462,134360,"BEACH POINT MULTI-STRATEGY CREDIT FUND LP",805-5959024212,"Delaware","United States","N","Y"
1991891,167462,115864,"BEACH POINT MULTI-STRATEGY CREDIT OFFSHORE FUND (USD) LTD.",805-8095309367,"","Cayman Islands","N","Y"
1991891,31473,5733,"BEACH POINT STRATEGIC FUND II LP",805-4061984502,"California","United States","N","Y"
1991891,32040,5870,"BEACH POINT LOAN FUND (CAYMAN) LTD.",805-7227165563,"","Cayman Islands","N","Y"
1991891,50030,12415,"BEACH POINT DYNAMIC INCOME FUND LP",805-6372212240,"Delaware","United States","N","Y"
1991891,31473,5735,"BEACH POINT STRATEGIC OFFSHORE FUND LTD.",805-2895790813,"","Cayman Islands","Y","N"
1991891,32040,5868,"BEACH POINT LOAN FUND LP",805-5510040622,"Delaware","United States","N","Y"
1991891,31473,5724,"BEACH POINT STRATEGIC FUND LP",805-2265062162,"Delaware","United States","Y","N"
1991891,167462,151122,"BEACH POINT MULTI-STRATEGY CREDIT OFFSHORE FUND (GBP) LTD.",805-6251994607,"","Cayman Islands","N","Y"
1991891,167462,151121,"BEACH POINT MULTI-STRATEGY CREDIT OFFSHORE FUND (EUR) LTD.",805-8348858377,"","Cayman Islands","N","Y"
1991891,363480,149665,"BEACH POINT ENHANCED SECURITIZED CREDIT OFFSHORE FUND LTD.",805-2171923599,"","Cayman Islands","N","Y"
1991891,190925,120996,"BPC OPPORTUNITIES OFFSHORE FEEDER FUND III LP",805-9821150362,"","Cayman Islands","N","Y"
1991891,30935,5641,"BEACH POINT TOTAL RETURN FUND LP",805-8823846894,"California","United States","Y","N"
