"FilingID","ReferenceID","SubreferenceID","Website Address"
1990004,454473,276458,"HTTPS://WWW.OLDCITYCAPITAL.COM/BROKER-DEALER-PLATFORM/"
1988141,422080,249986,"WWW.RONDEIVU.COM"
1992012,428360,303269,"HTTPS://WWW.LUMYNA.COM/SHARE/LU2944910400"
1989705,313177,199098,"WWW.BRIGHTONHOUSEASSOCIATES.COM"
1989705,244463,116715,"HTTPS://WWW.PAPAMARKOU.COM/"
1989705,313177,152450,"HTTPS://WWW.PAPAMARKOU.COM/"
1989705,450892,273219,"WWW.BRIGHTONHOUSEASSOCIATES.COM"
1989705,450892,273220,"HTTPS://WWW.PAPAMARKOU.COM/"
1989610,297786,140940,"HTTPS://PHOENIXINC.COM/"
1989610,297744,140905,"HTTPS://PHOENIXINC.COM/"
1989610,276668,129867,"HTTPS://PHOENIXINC.COM/"
1989610,297448,140711,"HTTPS://PHOENIXINC.COM/"
1989610,276683,129874,"HTTPS://PHOENIXINC.COM/"
1989610,276681,129873,"HTTPS://PHOENIXINC.COM/"
1989610,276680,129872,"HTTPS://PHOENIXINC.COM/"
1989610,276679,129871,"HTTPS://PHOENIXINC.COM/"
1989610,297726,140895,"HTTPS://PHOENIXINC.COM/"
1989610,276669,129868,"HTTPS://PHOENIXINC.COM/"
1989610,276670,129869,"HTTPS://PHOENIXINC.COM/"
1989610,276676,129870,"HTTPS://PHOENIXINC.COM/"
1989610,297414,140696,"HTTPS://PHOENIXINC.COM/"
1986535,27717,195481,"HTTPS://WWW.GSEQUITY.COM/"
1986535,24740,103645,"WWW.SAFPLATFORM.COM"
1986535,27717,101512,"WWW.SAFPLATFORM.COM"
1986535,196248,107319,"WWW.SAFPLATFORM.COM"
1986535,27717,299110,"HTTPS://WWW.MANTISFUNDS.COM/"
1986535,70186,298990,"HTTPS://WWW.MANTISFUNDS.COM/"
1986535,27717,35310,"HTTPS://WWW.INTRODUCTIONCAPITAL.COM/"
1989374,243457,120008,"HTTPS://GLOBAL.VANGUARD.COM"
1989374,243457,147393,"HTTP:\\VANGUARDINVESTOR.UK.COM"
1989374,356745,193402,"HTTPS://GLOBAL.VANGUARD.COM"
1989374,356745,193403,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1989374,356766,193427,"HTTPS://GLOBAL.VANGUARD.COM"
1989374,356766,193428,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1989374,305840,147331,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1989374,305840,147329,"HTTPS://GLOBAL.VANGUARD.COM"
1989374,476869,297308,"HTTPS://GLOBAL.VANGUARD.COM"
