"FilingID","ReferenceID","CIK"
2002896,270213,1088875
2002896,270214,1604870
2002896,270215,1085972
2002896,270247,1772373
2002896,290119,1345717
2002635,354385,1000275
1999165,240306,1814147
1999165,240308,1682344
1999165,261070,1763694
1999165,264615,1788602
1999165,265306,1763692
2007003,122771,1666572
2005684,383866,350778
2005229,359455,1976758
2006694,238782,1388403
2006694,238782,1388403
2006694,238785,1559921
2006694,238785,1559921
2006694,238787,1034551
2006694,238787,1034551
2006694,238788,106614
2006694,238788,106614
2006694,238792,1415064
2006694,238792,1415064
2006694,238793,1579406
2006694,238793,1579406
2006694,238798,1654470
2006694,238798,1654470
2006694,238800,290336
2006694,238800,290336
2006694,238802,108069
2006694,238802,108069
2006694,238802,108069
2006694,238802,108069
2006694,238804,1002197
2006694,238804,1002197
2006694,238808,1006249
2006694,238808,1006249
2006694,238810,1559920
2006694,238810,1559920
2006694,238812,1388402
2006694,238812,1388402
2006694,238816,913414
2006694,238816,913414
2006694,238819,1322981
2006694,238819,1322981
2006694,238820,1461626
2006694,238820,1461626
2006694,238821,1559919
2006694,238821,1559919
2006694,238826,1388401
2006694,238826,1388401
2006694,238827,108928
2006694,238827,108928
2006694,238828,1528987
2006694,238828,1528987
2006694,238832,1549649
2006694,238832,1549649
2006694,238840,1579407
2006694,238840,1579407
2006694,299064,1512562
2006694,299064,1512562
2006704,238782,1388403
2006704,238782,1388403
2006704,238785,1559921
2006704,238785,1559921
2006704,238787,1034551
2006704,238787,1034551
2006704,238788,106614
2006704,238788,106614
2006704,238792,1415064
2006704,238792,1415064
2006704,238793,1579406
2006704,238793,1579406
2006704,238798,1654470
2006704,238798,1654470
2006704,238800,290336
2006704,238800,290336
2006704,238802,108069
2006704,238802,108069
2006704,238802,108069
2006704,238802,108069
2006704,238804,1002197
2006704,238804,1002197
2006704,238808,1006249
2006704,238808,1006249
2006704,238810,1559920
2006704,238810,1559920
2006704,238812,1388402
2006704,238812,1388402
2006704,238816,913414
2006704,238816,913414
2006704,238819,1322981
2006704,238819,1322981
2006704,238820,1461626
2006704,238820,1461626
2006704,238821,1559919
2006704,238821,1559919
2006704,238826,1388401
2006704,238826,1388401
2006704,238827,108928
2006704,238827,108928
2006704,238828,1528987
2006704,238828,1528987
2006704,238832,1549649
2006704,238832,1549649
2006704,238840,1579407
2006704,238840,1579407
2006704,299064,1512562
2006704,299064,1512562
2006705,129502,1050459
2006705,129502,1050459
2006705,238400,1388403
2006705,238400,1388403
2006705,238402,1559921
2006705,238402,1559921
2006705,238403,1034551
2006705,238403,1034551
2006705,238404,106614
2006705,238404,106614
2006705,238406,1415064
2006705,238406,1415064
2006705,238407,1579406
2006705,238407,1579406
2006705,238410,1654470
2006705,238410,1654470
2006705,238411,290336
2006705,238411,290336
2006705,238412,108069
2006705,238412,108069
2006705,238412,108069
2006705,238412,108069
2006705,238414,1002197
2006705,238414,1002197
2006705,238416,1006249
2006705,238416,1006249
2006705,238417,1559920
2006705,238417,1559920
2006705,238418,1388402
2006705,238418,1388402
2006705,238420,913414
2006705,238420,913414
2006705,238421,1322981
2006705,238421,1322981
2006705,238422,1461626
2006705,238422,1461626
2006705,238423,1559919
2006705,238423,1559919
2006705,238426,108928
2006705,238426,108928
2006705,238427,1528987
2006705,238427,1528987
2006705,238429,1549649
2006705,238429,1549649
2006705,238434,1579407
2006705,238434,1579407
2006705,299069,1512562
2006705,299069,1512562
2006713,129502,1050459
2006713,129502,1050459
2006713,238400,1388403
2006713,238400,1388403
2006713,238402,1559921
2006713,238402,1559921
2006713,238403,1034551
2006713,238403,1034551
2006713,238404,106614
2006713,238404,106614
2006713,238406,1415064
2006713,238406,1415064
2006713,238407,1579406
2006713,238407,1579406
2006713,238410,1654470
2006713,238410,1654470
2006713,238411,290336
2006713,238411,290336
2006713,238412,108069
2006713,238412,108069
2006713,238412,108069
2006713,238412,108069
2006713,238414,1002197
2006713,238414,1002197
2006713,238416,1006249
2006713,238416,1006249
2006713,238417,1559920
2006713,238417,1559920
2006713,238418,1388402
2006713,238418,1388402
2006713,238420,913414
2006713,238420,913414
2006713,238421,1322981
2006713,238421,1322981
2006713,238422,1461626
2006713,238422,1461626
2006713,238423,1559919
2006713,238423,1559919
2006713,238426,108928
2006713,238426,108928
2006713,238427,1528987
2006713,238427,1528987
2006713,238429,1549649
2006713,238429,1549649
2006713,238434,1579407
2006713,238434,1579407
2006713,299069,1512562
2006713,299069,1512562
1996777,370491,1970403
2004556,398820,872786
2004556,398821,1541508
2004556,398822,1007281
2004556,398826,1389277
2004556,398828,1158011
2002277,59364,1622757
2000189,289011,1536140
2000189,362812,1972748
2000189,398353,1007281
2000189,398354,1270386
2000189,398356,1541508
2000189,398357,1389277
2001783,200894,1577619
2001783,201174,1536140
2001783,364811,1972748
2001783,398534,1389277
2001783,398544,1541508
2001783,398545,1007281
2001783,398547,1270386
2002013,343611,1750585
2000192,370699,890203
2004048,265691,938772
2004048,265693,1304145
2004048,265695,1304143
2004048,265710,1376503
2004048,265723,1022437
2004048,265726,1179124
2004048,265732,1376501
2001762,397755,5966418468
1992519,397975,812295
2005521,250941,1569369
2005521,336499,1577774
