"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1995226,67023,"GOLDMAN SACHS ASSET MANAGEMENT (SINGAPORE) PTE. LTD.","801-111734",286067
1996455,362717,"SALI FUND SERVICES","801-61702",124235
1996455,246179,"SALI FUND SERVICES","801-61702",124235
1996455,246178,"SALI FUND SERVICES","801-61702",124235
1997115,259257,"ENTRUST GLOBAL LTD.","",
1997115,259280,"ENTRUST GLOBAL LTD.","",
1997115,258170,"ENTRUST GLOBAL LTD.","",
1997115,258238,"ENTRUST GLOBAL LTD.","",
1997115,259224,"ENTRUST GLOBAL LTD.","",
1997115,258185,"ENTRUST GLOBAL LTD.","",
1997115,258222,"ENTRUST GLOBAL LTD.","",
1997115,258286,"ENTRUST GLOBAL LTD.","",
1997115,258127,"ENTRUST GLOBAL LTD.","",
1997283,362717,"SALI FUND SERVICES","801-61702",124235
1997283,246179,"SALI FUND SERVICES","801-61702",124235
1997283,246178,"SALI FUND SERVICES","801-61702",124235
1989528,245777,"MPMF FUND MANAGEMENT (IRELAND) LIMITED","",
1998804,355613,"BLACKROCK CAPITAL INVESTMENT ADVISORS, LLC","801-112118",290336
1998804,216334,"AIC MANAGEMENT COMPANY LLC","",
1998963,417506,"AZIMUT INVESTMENTS S.A.","",
1998893,365538,"WRL12","",
1992097,245193,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,250762,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1992097,250762,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,364360,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,423461,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1992097,423461,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,423462,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1992097,423462,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,428429,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,428429,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1992097,436480,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,436480,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1992097,364360,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1992097,367708,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,367708,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1992097,250763,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,250763,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1992097,245193,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1992097,245195,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,245195,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1992097,245194,"CHEYNE CAPITAL SMC LIMITED","802-117164",304782
1992097,245194,"CHEYNE CAPITAL INTERNATIONAL LIMITED PARTNERSHIP","802-77682",166702
1990432,270695,"SOUTH OCEAN MANAGEMENT LTD.","801-41804",111180
1990432,273033,"SOUTH OCEAN MANAGEMENT LTD.","801-41804",111180
1996060,488019,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1996060,488020,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1996060,421396,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1996060,312691,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1996060,312692,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1996060,312693,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1993515,228312,"SALI FUND SERVICES","801-61702",124235
1993515,487327,"SALI FUND SERVICES","801-61702",124235
1993515,487583,"SALI FUND SERVICES","801-61702",124235
1999331,488774,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1996060,312694,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1996060,421404,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1996060,421403,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1996060,421401,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1996521,372264,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
1998837,358252,"BLACKSTONE EUROPE FUND MANAGEMENT S.A.R.L.","802-111949",290012
1998837,296672,"BLACKSTONE EUROPE FUND MANAGEMENT S.A.R.L.","802-111949",290012
1998837,259407,"BLACKSTONE EUROPE FUND MANAGEMENT S.A.R.L.","802-111949",290012
1998837,216200,"BLACKSTONE EUROPE FUND MANAGEMENT S.A.R.L.","802-111949",290012
1999840,373144,"TIKEHAU INVESTMENT MANAGEMENT","802-120539",313036
1999840,373121,"TIKEHAU INVESTMENT MANAGEMENT","802-120539",313036
