"FilingID","Fund Name","Fund ID","Adviser Name","Adviser SEC Number","Clients Solicited?"
1935875,"VISION BLUE RESOURCES LIMITED",805-8373357322,"VISION BLUE ADVISORS UK LLP","802-127458","N"
1938482,"ABS DIRECT EQUITY FUND LLC - ASIA SERIES 12",805-9452768080,"ABS GLOBAL INVESTMENTS","801-62188","N"
1936518,"VANGUARD EMERGING MARKETS BOND FUND",805-3925288885,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD GLOBAL CREDIT BOND FUND INSTITUTIONAL",805-1119022813,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD GLOBAL SHORT TERM BOND INDEX",805-4191096117,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD JAPAN GOVERNMENT BOND INDEX FUND",805-5514262679,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD U.S. GOVERNMENT BOND INDEX FUND",805-6577999498,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD ESG EMERGING MARKETS ALL CAP EQUITY  INDEX FUND",805-5190276871,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD ESG DEVELOPED WORLD ALL CAP INDEX FUND",805-5354788616,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD EURO GOVERNMENT BOND INDEX FUND",805-3887364091,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD ESG DEVELOPED ASIA PACIFIC ALL CAP UCITS ETF",805-5844212672,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD ESG EMERGING MARKETS ALL CAP UCITS ETF",805-3700512751,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD ESG GLOBAL CORPORATE BOND IX FD",805-5339667144,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD ESG EUR CORPORATE BOND ETF",805-2781271373,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD ESG USD CORPORATE BOND ETF",805-5182086230,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936518,"VANGUARD GLOBAL CORPORATE BOND INDEX FD",805-7442050155,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1936530,"CAPULA GLOBAL RELATIVE VALUE MASTER FUND LIMITED",805-2162872270,"CAPULA INVESTMENT MANAGEMENT LLP","802-75433","N"
1936530,"CAPULA TAIL RISK MASTER FUND LIMITED",805-9956713521,"CAPULA INVESTMENT MANAGEMENT LLP","802-75433","N"
1936530,"CAPULA ENHANCED FIXED INCOME MASTER FUND LIMITED",805-8757523610,"CAPULA INVESTMENT MANAGEMENT LLP","802-75433","N"
1936530,"CAPULA MULTI STRATEGY MASTER FUND LIMITED",805-9868516114,"CAPULA INVESTMENT MANAGEMENT LLP","802-75433","N"
1936530,"CAPULA VOLATILITY OPPORTUNITIES MASTER FUND LIMITED",805-3991946405,"CAPULA INVESTMENT MANAGEMENT LLP","802-75433","N"
1936530,"CAPULA HYBRID HEDGE SRATEGY MASTER FUND LIMITED",805-7969238135,"CAPULA INVESTMENT MANAGEMENT LLP","802-75433","N"
1945625,"AL-1102 FUND I, A SERIES OF FOOTPRINT COALITION SYNDICATE, LP",805-3488270423,"ANGELLIST ADVISORS","802-78135","N"
1945625,"CH FUND I, A SERIES OF FOOTPRINT COALITION SYNDICATE, LP",805-7142106509,"ANGELLIST ADVISORS","802-78135","N"
1945625,"CO FUND I, A SERIES OF ANGELLIST OMNIBUS II, LP",805-1948792615,"ANGELLIST ADVISORS","802-78135","N"
1945625,"CR FUND I, A SERIES OF FOOTPRINT COALITION SYNDICATE, LP",805-8394975389,"ANGELLIST ADVISORS","802-78135","N"
1945625,"FOOTPRINT COALITION VENTURES EARLY STAGE FUND, LP - A1",805-6255940801,"ANGELLIST ADVISORS","802-78135","N"
1945625,"FOOTPRINT COALITION VENTURES EARLY STAGE FUND, LP - A2",805-4216624157,"ANGELLIST ADVISORS","802-78135","N"
1945625,"FOOTPRINT COALITION VENTURES EARLY STAGE FUND, LP - A3",805-3204486894,"ANGELLIST ADVISORS","802-78135","N"
1945625,"FOOTPRINT COALITION VENTURES EARLY STAGE FUND, LP - A4",805-1525146421,"ANGELLIST ADVISORS","802-78135","N"
