"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
1989101,398417,152251,"Cayman Islands - Cayman Islands Monetary Authority"
1989101,308044,140061,"Cayman Islands - Cayman Islands Monetary Authority"
1989118,11124,2609,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1990108,184496,145816,"Cayman Islands - Cayman Islands Monetary Authority"
1990111,184317,145252,"Cayman Islands - Cayman Islands Monetary Authority"
1987642,336700,142953,"Cayman Islands - Cayman Islands Monetary Authority"
1987642,336700,142954,"Cayman Islands - Cayman Islands Monetary Authority"
1987642,336716,142966,"Cayman Islands - Cayman Islands Monetary Authority"
1988253,193147,122060,"Cayman Islands - Cayman Islands Monetary Authority"
1988253,17424,3869,"Cayman Islands - Cayman Islands Monetary Authority"
1988253,17424,3868,"Cayman Islands - Cayman Islands Monetary Authority"
1989347,433609,149817,"Guernsey - Guernsey Financial Services Commission"
1989347,433609,149818,"Guernsey - Guernsey Financial Services Commission"
1989347,433609,149819,"Guernsey - Guernsey Financial Services Commission"
1989347,247317,133276,"Guernsey - Guernsey Financial Services Commission"
1989347,247317,133260,"Guernsey - Guernsey Financial Services Commission"
1989347,247317,133261,"Guernsey - Guernsey Financial Services Commission"
1987333,27298,5054,"Cayman Islands - Cayman Islands Monetary Authority"
1987916,28216,5178,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1988799,438566,150592,"Cayman Islands - Cayman Islands Monetary Authority"
1988799,438567,150596,"Cayman Islands - Cayman Islands Monetary Authority"
1988799,438567,150594,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1988799,438566,150590,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1988799,283297,137485,"Cayman Islands - Cayman Islands Monetary Authority"
1988799,283316,137486,"Cayman Islands - Cayman Islands Monetary Authority"
1988799,6778,8418,"Cayman Islands - Cayman Islands Monetary Authority"
1988799,6736,8420,"Cayman Islands - Cayman Islands Monetary Authority"
1988799,288110,138119,"Cayman Islands - Cayman Islands Monetary Authority"
1988810,421418,147032,"Cayman Islands - Cayman Islands Monetary Authority"
1984388,480966,152027,"Germany - German Federal Financial Supervisory Agency"
1984388,480966,152027,"Netherlands - The Netherlands Authority for the Financial Markets"
1984388,480966,152027,"Denmark - Danish Financial Supervisory Authority"
1984388,480966,152027,"Switzerland - Swiss Financial Market Supervisory Authority"
1984388,480966,152027,"United Kingdom - Financial Conduct Authority"
1984388,480966,152027,"Cayman Islands - Cayman Islands Monetary Authority"
1984388,480966,152027,"Other - KUWAIT - COMMUNICATION AND INFORMATION TECHNOLOGY REGULATORY AUTHORITY"
1984388,480966,152027,"Other - OMAN - CAPITAL MARKET AUTHORITY"
1984388,480966,152027,"Other - QATAR - QATAR FINANCIAL CENTER REGULATORY AUTHORITY"
1984388,480966,152027,"Other - SAUDI ARABIA - CAPITAL MARKET AUTHORITY"
1984388,480966,152027,"United Arab Emirates - Securities and Commodities Authority"
1987516,480528,152134,"Cayman Islands - Cayman Islands Monetary Authority"
1990401,56932,11315,"Cayman Islands - Cayman Islands Monetary Authority"
1990401,56932,11316,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,477471,151920,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,378700,146050,"Japan - Financial Services Agency"
1992009,378692,146047,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1992009,378692,146055,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,197567,123000,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,378702,146051,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,346269,143114,"Japan - Financial Services Agency"
1992009,346269,143114,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,337396,143360,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,337496,143013,"Japan - Financial Services Agency"
1992009,337409,143010,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,346269,143114,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1992009,346269,143114,"Singapore - Monetary Authority of Singapore"
1992009,337496,143013,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1992009,297095,140994,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,301346,140996,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,71324,117419,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,301628,139529,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,297095,139357,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1992009,297095,139357,"Cayman Islands - Cayman Islands Monetary Authority"
1992009,300373,139461,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1992009,300384,139465,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1992009,300384,139465,"Cayman Islands - Cayman Islands Monetary Authority"
