"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
1995672,288406,138171,"TEPHRA DIGITAL FUND LTD.",805-2305044280,"","Cayman Islands","N","Y"
1995672,288406,138170,"TEPHRA DIGITAL ASSETS FUND LP",805-8596508558,"Delaware","United States","N","Y"
1996514,268331,136003,"OXFORD LOGISMOS FUND (INTERNATIONAL) LIMITED",805-7675430473,"","Cayman Islands","N","Y"
1999038,195016,122477,"AAVISHKAAR EMERGING INDIA FUND",805-5364948169,"","Mauritius","N","Y"
1997169,228464,130072,"SOHO SQUARE PARTNERSHIP CAPITAL FEEDER FUND I SCSP",805-2076482659,"","Luxembourg","N","Y"
1995705,190028,136053,"ALFRETON LEOPARD FUND LP",805-7123746530,"Delaware","United States","N","Y"
1995705,190028,136052,"ALFRETON LEOPARD FUND LTD",805-7967681368,"","Cayman Islands","N","Y"
1996643,373512,145532,"TRIBUNE INVESTMENT GROUP OFFSHORE LTD.",805-1462358056,"","Cayman Islands","N","Y"
1996643,373512,145533,"TRIBUNE INVESTMENT GROUP ONSHORE FUND LP",805-5658372033,"Delaware","United States","N","Y"
1999158,68896,14332,"1060 CAPITAL OPPORTUNITY FUND, LTD.",805-1375520429,"","Cayman Islands","N","Y"
1998427,488340,153338,"REGATTA HCRP I CAYMAN LP",805-5557982381,"","Cayman Islands","Y","N"
1998427,488340,153339,"REGATTA HCRP I ONSHORE FEEDER FUND LP",805-1490430773,"Delaware","United States","Y","N"
1992888,487499,153238,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL IX U.S.",805-7921184751,"","Luxembourg","Y","N"
1992888,487499,153239,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL IX GLOBAL",805-6178111682,"","Luxembourg","Y","N"
1992888,487497,153235,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL IX EUROPE",805-3327590044,"","Luxembourg","Y","N"
1992888,487497,153234,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL IX GLOBAL",805-6178111682,"","Luxembourg","Y","N"
1992888,487498,153236,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL IX ASIA",805-3763642454,"","Luxembourg","Y","N"
1992888,487498,153237,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL IX GLOBAL",805-6178111682,"","Luxembourg","Y","N"
1992888,487522,153246,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CO-INVESTMENT FUND III",805-9556805161,"","Luxembourg","Y","N"
1992888,487501,153243,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CO-INVESTMENT FUND III",805-9556805161,"","Luxembourg","Y","N"
1992888,487527,153249,"HQ CAPITAL V SCS SICAV-RAIF - FEEDER AUDA CAPITAL X EUROPE",805-4724868409,"","Luxembourg","Y","N"
1992888,487527,153250,"HQ CAPITAL V SCA SICAV-RAIF - AUDA CAPITAL X GLOBAL",805-5086172042,"","Luxembourg","Y","N"
1992888,487502,153244,"HQ CAPITAL V SCA SICAV-RAIF - FEEDER AUDA SECONDARY FUND VI",805-8450342483,"","Luxembourg","Y","N"
1992888,487502,153245,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA SECONDARY FUND VI",805-9289303678,"","Luxembourg","Y","N"
1992888,487531,153253,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL X U.S.",805-5352143201,"","Luxembourg","Y","N"
1992888,487531,153254,"HQ CAPITAL V SCA SICAV-RAIF - AUDA CAPITAL X GLOBAL",805-5086172042,"","Luxembourg","Y","N"
1992888,487528,153251,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL X ASIA",805-4370705275,"","Luxembourg","Y","N"
1992888,487528,153252,"HQ CAPITAL V SCA SICAV-RAIF - AUDA CAPITAL X GLOBAL",805-5086172042,"","Luxembourg","Y","N"
