"FilingID","ReferenceID","Private Fund Name","Fund ID"
2001110,246893,"EMH GROWTH FUND II (FEEDER) SCSP",805-2314096027
2003007,50520,"AVANZ EM PARTNERSHIPS FEEDER, SPC",805-8622676077
2003007,172479,"AVANZ EM PARTNERSHIPS FEEDER II, SPC",805-1397453229
2003007,217208,"AVANZ EM DIRECT CO-INVESTMENTS FEEDER III, SPC",805-4568998264
2005028,252183,"SYMMETRY ADAPTIVE FUND INTERNATIONAL LIMITED",805-8033584763
2005028,252183,"SYMMETRY ADAPTIVE FUND US LP",805-2581708058
2005028,64560,"SYMMETRY INTERNATIONAL FUND LIMITED",805-5385574880
2005028,64560,"SYMMETRY US FUND LP",805-7756482454
2005028,233967,"SYMMETRY CASH MANAGEMENT LIMITED",805-5599830388
1999926,488543,"EGERIA PRIVATE EQUITY FUND V C.V.",805-3031991753
1999926,488547,"EPEF VI F&F FEEDER C.V.",805-8163938131
2006759,248903,"NORBURY PARTNERS FUND, LTD.",805-5022652143
2000711,48903,"AMANSA FEEDER LTD",805-7002053775
2000711,48903,"AMANSA FUND LP",805-3387530020
1995849,212281,"WINDHAM LIFE SCIENCES PARTNERS (OFFSHORE), L.P.",805-6841938477
1995849,211975,"WINDHAM LIFE SCIENCES PARTNERS II (OFFSHORE), L.P.",805-1233071671
1995849,243804,"WINDHAM LIFE SCIENCES PARTNERS III (OFFSHORE), L.P.",805-6339209643
1995849,310958,"WINDHAM LIFE SCIENCES PARTNERS II ANNEX FUND (OFFSHORE), L.P.",805-4158142689
2005510,243697,"JANUARY 1 2019 AVG SELECT FUND",805-1836702680
2005510,243697,"JANUARY 1 2019 AVG FRONTIER FUND",805-7163460846
2005510,219213,"AVG ELITE ENGINEERING FUND 1",805-1134476864
2005510,219213,"AVG B-SCHOOL FUND 1",805-3811518974
2005510,219217,"OCTOBER 1, 2018 AVG FRONTIER FUND",805-6672991009
2005510,219213,"AVG SOCIAL IMPACT FUND 1",805-2976356206
2005510,244169,"AVG Q4 2019 ELITE ENGINEERING FUND",805-4555530933
2005510,244169,"AVG Q4 2019 FRONTIER FUND",805-2495510380
2005510,244165,"AVG Q3 2019 SOCIAL IMPACT FUND",805-2075233063
2005510,244165,"AVG Q3 2019 FRONTIER FUND",805-1295589117
2005510,244165,"AVG Q3 2019 WOMEN'S FUND",805-8023604388
2005510,219217,"OCTOBER 1, 2018 AVG ELITE ENGINEERING FUND",805-9554900617
2005510,219217,"OCTOBER 1, 2018 AVG INTERNATIONAL FUND",805-9657618462
2005510,219217,"OCTOBER 1, 2018 AVG WOMEN'S FUND",805-1995913352
2005510,243710,"AVG Q2 2019 FRONTIER FUND",805-8405678211
2005510,243710,"AVG Q2 2019 SELECT FUND",805-1018821358
2005510,243710,"AVG Q2 2019 SOCIAL IMPACT FUND",805-3739331234
2005510,219217,"OCTOBER 1, 2018 AVG SOCIAL IMPACT FUND",805-4878387295
2005510,219217,"OCTOBER 1, 2018 AVG SELECT FUND",805-5566933447
2005510,219217,"OCTOBER 1, 2018 AVG B-SCHOOL FUND",805-3556510565
2005510,219213,"AVG WOMEN'S FUND 1",805-7211148924
2005510,243697,"JANUARY 1 2019 AVG SOCIAL IMPACT FUND",805-8318080657
2005510,244165,"AVG Q3 2019 SELECT FUND",805-3919205670
2005510,243697,"JANUARY 1 2019 AVG WOMEN'S FUND",805-8608953238
2005510,244169,"AVG Q4 2019 WOMEN'S FUND",805-6841682263
2005510,243710,"AVG Q2 2019 WOMEN'S FUND",805-4230715449
2005510,243697,"JANUARY 1 2019 AVG INTERNATIONAL FUND",805-6322654231
2005510,219213,"AVG MIDWEST VALUE FUND 1",805-2422122663
2005510,219213,"AVG INTERNATIONAL FUND 1",805-3612734408
2005510,219213,"AVG SELECT FUND 1",805-9759368884
2005510,254179,"AVG Q1 2020 FRONTIER  FUND",805-1739556213
2005510,254179,"AVG Q1 2020 SELECT  FUND",805-8488971691
2005510,254179,"AVG Q1 2020 SOCIAL IMPACT  FUND",805-8244410845
2005510,254179,"AVG Q1 2020 WOMEN'S FUND",805-3427672011
2005510,244165,"AVG Q3 2019 ELITE ENGINEERING FUND",805-4216537171
2005510,243710,"AVG Q2 2019 ELITE ENGINEERING FUND",805-8274197163
2005510,254179,"AVG Q1 2020 ELITE ENGINEERING FUND",805-8554875263
2005510,244169,"AVG Q4 2019 SOCIAL IMPACT FUND",805-9452523944
2005510,244169,"AVG Q4 2019 SELECT FUND",805-9236390670
2005510,243697,"JANUARY 1 2019 AVG B-SCHOOL FUND",805-9048867411
2005510,243697,"JANUARY 1 2019 AVG ELITE ENGINEERING FUND",805-5839124597
2005119,428450,"2717 PARTNERS ONSHORE FUND LP",805-4731366178
1994370,487593,"INDIA AUGUSTUS FUND I LIMITED",805-8857823360
1994370,487594,"CARPEDIEM CAPITAL (MAURITIUS) FUND II LIMITED",805-2351176583
2004019,486179,"BREGAL UNTERNEHMERKAPITAL IV (LP) FEEDER LP",805-1317202026
2004549,296172,"PANTHEON SECONDARY OPPORTUNITY FUND FEEDER (LUX) SCSP",805-6129679957
2004549,357935,"PANTHEON SECONDARY OPPORTUNITY FUND II FEEDER (US), L.P.",805-2286174891
2004549,255890,"PANTHEON GLOBAL CO-INVESTMENT OPPORTUNITIES FUND V FEEDER (LUXEMBOURG) SCSP",805-1733738651
2004549,296138,"PGIF IV FEEDER (US), L.P.",805-9909696376
2004549,296138,"PGIF IV FEEDER (LUXEMBOURG) SCSP",805-2144563824
2004549,255762,"PANTHEON PRIVATE DEBT PSD II USD FEEDER (DELAWARE) LP",805-5333422493
2004549,296172,"PANTHEON SECONDARY OPPORTUNITY FUND FEEDER (US), L.P.",805-5423539816
