"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
2009913,243978,"GARCIA HAMILTON & ASSOCIATES LP","801-56194",108017
2008088,368927,"CLARION PARTNERS EUROPE LIMITED","802-126471",322449
2008088,269234,"CLARION PARTNERS EUROPE LIMITED","",
2008104,216340,"AIC MANAGEMENT COMPANY LLC","",
2008104,250909,"AIC MANAGEMENT COMPANY LLC","",
2008104,216339,"AIC MANAGEMENT COMPANY LLC","",
2008104,216341,"AIC MANAGEMENT COMPANY LLC","",
2008104,229785,"RPR MANAGEMENT LLC","",
2008104,216438,"AIC MANAGEMENT COMPANY LLC","",
2008104,250905,"BLACKROCK CAPITAL INVESTMENT ADVISORS, LLC","801-112118",290336
2006928,476766,"GULLANE CAPITAL, LLC","801-121629",313464
2007949,480512,"MSIM FUND MANAGEMENT (IRELAND) LIMITED","",
2007949,480465,"MSIM FUND MANAGEMENT (IRELAND) LIMITED","",
2008827,379370,"BKN CAPITAL, S.A.","802-112466",292302
2008827,242887,"CARNE GLOBAL FUND MANAGERS (IRELAND) LIMITED","",
2009851,45205,"DBRE GLOBAL REAL ESTATE MANAGEMENT 1B, LTD","",
2010995,428360,"LUMYNA INVESTMENTS LTD.","",
1987293,305210,"APOLLO CREDIT MANAGEMENT, LLC","801-72098",156115
1987293,315452,"CITIGROUP ALTERNATIVE INVESTMENTS LLC","801-60990",119537
1987293,315450,"CITIGROUP ALTERNATIVE INVESTMENTS LLC","801-60990",119537
1987293,315449,"CITIGROUP ALTERNATIVE INVESTMENTS LLC","801-60990",119537
1987293,315451,"CITIGROUP ALTERNATIVE INVESTMENTS LLC","801-60990",119537
2012787,45205,"DBRE GLOBAL REAL ESTATE MANAGEMENT 1B, LTD","",
1993297,248186,"EDISON MANAGEMENT CORPORATION","802-74550",160620
1993297,248185,"EDISON MANAGEMENT CORPORATION","802-74550",160620
2007414,314086,"LIBERTY WEALTH MANAGEMENT, LLC","801-112351",286001
1982098,265477,"WELLINGTON TRUST COMPANY, NA","",
1982098,265476,"WELLINGTON TRUST COMPANY, NA","",
1982098,265475,"WELLINGTON TRUST COMPANY, NA","",
1982098,230745,"WELLINGTON TRUST COMPANY","",
1982098,172440,"WELLINGTON TRUST COMPANY, NA","",
1982098,305751,"WELLINGTON TRUST COMPANY, NA","",
1982098,14285,"WELLINGTON TRUST COMPANY, NA","",
1982098,14447,"WELLINGTON TRUST COMPANY, NA","",
1982098,172442,"WELLINGTON TRUST COMPANY, NA","",
1982098,172443,"WELLINGTON TRUST COMPANY, NA","",
1982098,14218,"WELLINGTON TRUST COMPANY, NA","",
