"FilingID","ReferenceID","Legal Name","Business Name","SEC Number or Other","CRD Number","Type","5a","5b","5c","5d","5e","5f","5g","5h","5i","5j","5k","5l","5m","5n","5o","5p","Control/Controlled","Common Control","Custodian","Exam Exempt","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","IA Exempt","Exemption","Foreign Registered","Share Persons","Share Location"
1935875,341268,"VISION BLUE ADVISORS UK LLP","VISION BLUE ADVISORS UK LLP","802-127458",325061,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 PRIVATE FUND ADVISER EXEMPTION","Y","Y","N"
1934394,361788,"ENERGY CAPITAL VENTURES GP, LLC","ENERGY CAPITAL VENTURES GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1938323,294824,"WATERTOWER VENTURES GP II, LLC","WATERTOWER VENTURES GP II, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","VENTURE CAPITAL EXEMPTION","N","Y","Y"
1939865,105103,"3I DEUTSCHLAND GESELLESCHAFT FUR INDUSTRIEBETEILIGUNGEN MBH","3I DEUTSCHLAND","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","PUBLISHED SEC GUIDANCE","N","Y","N"
1939865,105104,"3I INDIA PRIVATE LIMITED","3I INDIA","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","PUBLISHED SEC GUIDANCE","N","N","N"
1939865,309399,"3I FRANCE SAS","3I FRANCE SAS","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","PUBLISHED SEC GUIDANCE","N","N","N"
1939865,105111,"3I CORPORATION","3I CORPORATION","801-73360",159892,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","N","","N","Y","N"
1939865,126026,"3I GC GP LIMITED","3I GC GP LIMITED","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1939865,126420,"3I NORTH AMERICAN INFRASTRUCTURE PARTNERS, LLC","3I NORTH AMERICAN INFRASTRUCTURE PARTNERS, LLC","",318060,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","N","","N","N","N"
1939865,210787,"3I BIFM INVESTMENTS LIMITED","3I BIFM INVESTMENTS LIMITED","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","SECTION 203(B)(3)","Y","Y","Y"
1939865,309398,"3I BENELUX B.V.","3I BENELUX B.V.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","PUBLISHED SEC GUIDANCE","N","Y","N"
1939865,270834,"3I INVESTMENTS (LUXEMBOURG) S.A.","3I INVESTMENTS (LUXEMBOURG) S.A.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","SECTION 203(B)(3)","Y","Y","N"
1936518,301855,"VGIM, S.A. DE C.V., ASESOR EN INVERSIONES INDEPENDIENTE","VANGUARD MÉXICO","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","FOREIGN PRIVATE ADVISER EXEMPTION","Y","N","N"
1936518,233263,"VANGUARD GLOBAL ADVISERS, LLC","VANGUARD GLOBAL ADVISERS, LLC","801-76825",164593,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","N","","N","Y","N"
1936518,233262,"THE VANGUARD GROUP, INC.","VANGUARD GROUP INC","801-11953",105958,"","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","N","","N","N","N"
1936518,348686,"VANGUARD SUPER PTY LTD.","VANGUARD SUPER PTY LTD.","",,"","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","","","","","","","","N","N","","Y","N","N"
1936518,351423,"VANGUARD MARKETING CORPORATION","VANGUARD MARKETING CORPORATION","8-21570",7452,"","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","","","N","Y","N"
1936518,351396,"VANGUARD INVESTMENTS CANADA INC.","VANGUARD INVESTMENTS CANADA INC.","802-107926",283519,"","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","PRIVATE FUND ADVISER EXEMPTION","Y","Y","N"
1936518,348685,"VANGUARD GROUP EUROPE GMBH","VANGUARD GROUP EUROPE GMBH","",,"","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","N","","Y","N","N"
1936518,348928,"VGI INSURANCE, INC.","VGI INSURANCE, INC.","",,"","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","","","","","","","","N","","","N","N","N"
1936518,233264,"VANGUARD INVESTMENTS AUSTRALIA LIMITED","VANGUARD INVESTMENTS AUSTRALIA LIMITED","801-107761",282933,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","FOREIGN PRIVATE ADVISER EXEMPTION","Y","Y","N"
1936518,233265,"VANGUARD ASSET MANAGEMENT, LIMITED","VANGUARD ASSET MANAGEMENT, LIMITED","801-107653",282598,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","FOREIGN PRIVATE ADVISER EXEMPTION","Y","Y","N"
1936518,233266,"VANGUARD INVESTMENTS UK, LIMITED","VANGUARD INVESTMENTS UK, LIMITED","802-108191",283775,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","PRIVATE FUND ADVISER EXEMPTION","Y","Y","N"
1930166,366315,"SV TECH FUND I GP LLC","SV TECH FUND I GP LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1930166,366316,"SV TECH FUND II GP, LLC","SV TECH FUND II GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1930166,366317,"SV TECH FUND III GP LLC","SV TECH FUND III GP LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1933701,290969,"AGP II, LLC","AGP II, LLC","801-310477",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1","N","Y","Y"
1935553,379004,"STARSHIP VENTURES GP I LLC","STARSHIP VENTURES GP I LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1939184,149889,"BOWERY PARTNERS I, LLC","BOWERY PARTNERS I, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1939184,217723,"BOWERY PARTNERS II, LLC","BOWERY PARTNERS II, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1939184,320677,"BOWERY PARTNERS III, LLC","BOWERY PARTNERS III, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1940788,279377,"REGALIS ENTERPRISES GP LLC","REGALIS ENTERPRISES GP LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1942291,385258,"WILLOW HILL CRE CAPITAL SOLUTIONS FUND GP LLC","WILLOW HILL CRE CAPITAL SOLUTIONS FUND GP LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1939483,354450,"TLG FUND I GP, LLC","TLG FUND I GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1939857,217546,"COMPOSITE CAPITAL FUND (GP) LIMITED","COMPOSITE CAPITAL FUND (GP) LIMITED","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","N","","N","Y","N"
1933699,327382,"VESTA STR MANAGER, LLC","VESTA STR MANAGER, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1933699,327377,"PROMISE HOMES MANAGER, LLC","PROMISE HOMES MANAGER, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1936530,298239,"CAPULA INVESTMENT MANAGEMENT SINGAPORE PTE.LTD.","CAPULA INVESTMENT MANAGEMENT SINGAPORE PTE.LTD.","802-120621",312483,"","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 PRIVATE FUND ADVISER EXEMPTION","Y","N","N"
1936530,135558,"CAPULA INVESTMENT US LP","CAPULA INVESTMENT US LP","801-73189",157589,"","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","N","","N","N","N"
1936530,135559,"CAPULA MANAGEMENT LIMITED","CAPULA MANAGEMENT LIMITED","802-113693",163729,"","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","","","","","","","","N","Y","RULE 203(M)-1 PRIVATE FUND ADVISER EXEMPTION","N","Y","N"
1936530,135560,"CAPULA INVESTMENT  JAPAN LIMITED","CAPULA INVESTMENT  JAPAN LIMITED","802-75440",163365,"","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 PRIVATE FUND ADVISER EXEMPTION","Y","N","N"
1936530,135556,"CAPULA GENERAL PARTNER LIMITED","CAPULA GENERAL PARTNER LIMITED","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","N","N"
1936530,135557,"CAPULA INVESTMENT MANAGEMENT LLP","CAPULA INVESTMENT MANAGEMENT LLP","802-75433",163364,"","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 PRIVATE FUND ADVISER EXEMPTION","Y","Y","N"
1936131,119955,"KG FUNDS MANAGING MEMBER LLC","KG FUNDS MANAGING MEMBER LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","RELYING ADVISER AS PER JANUARY 18, 2012 ABA NO ACTION LETTER","N","Y","Y"
1936131,161577,"FIRST AMERICAS MANAGEMENT LLC","FIRST AMERICAS MANAGEMENT LLC","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","SMALL ADVISER","N","Y","Y"
1925055,293005,"EMJ GP LTD.","EMJ GP LTD.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1944965,385219,"CIRCULARIS CAPITAL PARTNERS GENPAR, L.P.","CIRCULARIS CAPITAL PARTNERS GENPAR, L.P.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1940703,385124,"NEW SYSTEM VENTURES LLC","NEW SYSTEM VENTURES LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1940703,385123,"NEW SYSTEM VENTURES GP, LLC","NEW SYSTEM VENTURES GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1940703,385122,"NEW SYSTEM VENTURES FUND I GP, LP","NEW SYSTEM VENTURES FUND I GP, LP","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1940703,385136,"NSV ALPHA, LLC","NSV ALPHA, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1935779,364726,"SEAVIEW CAPITAL PARTNERS GP LLC","SEAVIEW CAPITAL PARTNERS GP LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1939305,211682,"MEDICXI VENTURES (JERSEY) LIMITED","MEDICXI VENTURES (JERSEY) LIMITED","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","INVESTMENT ADVISERS ACT RULE 203(M)-1","Y","N","Y"
