"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1928467,369519,"ANGELLIST ADVISORS","802-78135",167700
1928467,369520,"ANGELLIST ADVISORS","802-78135",167700
1928467,355679,"ANGELLIST ADVISORS","802-78135",167700
1924170,285697,"DWS INVESTMENT S.A.","802-115197",300838
1929230,377322,"500 GLOBAL MANAGEMENT KOREA LC","",
1929230,377330,"500 GLOBAL MANAGEMENT MALAYSIA SDN. BHD.","",
1930086,372635,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,372657,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,319939,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,319954,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,310943,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,246093,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,246094,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,268981,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,310942,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,310944,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,319937,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,372638,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1930086,372642,"ALTER DOMUS MANAGEMENT COMPANY S.A.","",
1931466,370485,"ASYMMETRICAL CAPITAL MANAGEMENT LLC","802-128073",318956
1931466,283489,"ASYMMETRICAL CAPITAL MANAGEMENT LLC","",318956
1922552,396587,"THE GREATER SHARE GP S.A R.L.","",
1922552,396850,"ETTORE FIERAMOSCA ADVISOR S.R.L.","",
1922552,288976,"STONESHIELD INVESTMENTS S.L.","",
1922552,288979,"STONESHIELD INVESTMENTS LIMITED","",
1929302,285697,"DWS INVESTMENT S.A.","802-115197",300838
1929618,167781,"PANGAEA VENTURES LTD.","",
1929618,189948,"PANGAEA VENTURES LTD.","",
1929618,227465,"PANGAEA VENTURES LTD.","",
1929618,359904,"PANGAEA VENTURES LTD.","",
1928899,421379,"SECTOR FUND SERVICES AS","802-101486",174702
