"Filing ID","5K(3)(a)","5K(3)(b)","5K(3)(c) City","5K(3)(c) State","5K(3)(c) Country","5K(3)(d)","5K(3)(e)","5K(3)(f)","5K(3)(g)"
2013317,"FOLIO INVESTMENTS, INC.","GOLDMAN SACHS CUSTODY SOLUTIONS","MCLEAN","VA","USA","N","8-52009","",852391591
2013186,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",963340637
2013282,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",49882723
2013282,"ASSETMARK BROKERAGE, LLC","ASSETMARK BROKERAGE, LLC","CONCORD","CA","USA","N","8-69391","",312000839
2013317,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",271463860
2010218,"FIDELITY DISTRIBUTORS COMPANY LLC","FIDELITY DISTRIBUTORS COMPANY LLC","SMITHFIELD","RI","USA","N","8-35097","",137607000
2011197,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","BOSTON","MA","USA","N","8-17668","",3946163463
2011197,"STATE STREET BANK AND TRUST COMPANY","STATE STREET BANK AND TRUST COMPANY","BOSTON","MA","USA","N","","",1679012675
2011197,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",793588954
2010409,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",49118455
2010409,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",152390589
2011267,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",214747260
2011288,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",23036000
2011288,"AXOS ADVISOR SERVICES","AXOS ADVISOR SERVICES","CENTENNIAL","CO","USA","N","","",146784000
2008971,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",2441380100
2008971,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",511183505
2009065,"BANK OF NEW YORK MELLON","BANK OF NEW YORK MELLON","NEW YORK","NY","USA","N","","",2098959138
2009853,"ALERUS SECURITIES CORPORATION","ALERUS SECURITIES CORPORATION","GRAND FORKS","ND","USA","N","8-47152","",130062000
2009853,"NATIONWIDE SECURITIES, LLC","NATIONWIDE SECURITIES, LLC","COLUMBUS","OH","USA","N","8-12500","",939881001
2010674,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",5730891025
2010674,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",4745408427
2011406,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",739424899
2011331,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","BOSTON","MA","USA","N","8-23292","",1212863836
2011366,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",34281323063
2011366,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SAN FRANCISCO","CA","USA","N","8-23292","",10347366511
2011366,"RAYMOND JAMES & ASSOCIATES, INC.","RAYMOND JAMES & ASSOCIATES, INC.","ST PETERSBURG","FL","USA","N","8-10999","",5844352244
2011374,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",424994398
2011305,"FIDELITY DISTRIBUTORS COMPANY LLC","FIDELITY DISTRIBUTORS COMPANY LLC","SMITHFIELD","RI","USA","N","8-35097","",400226198
2011305,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",71514225
2006363,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",886152446
2009020,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",882744958
2009020,"ALTRUIST FINANCIAL LLC","ALTRUIST FINANCIAL LLC","CULVER CITY","CA","USA","N","8-70244","",216437844
2008710,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",818000000
2006363,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",671974200
2009057,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",3957668822
2009057,"ASSETMARK TRUST COMPANY","ASSETMARK TRUST COMPANY","PHOENIX","AZ","USA","N","","",1110688590
2008786,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",302356621
2009071,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",445469482
2006148,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",154858412
2008551,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",2898140674
2009099,"STATE STREET BANK AND TRUST COMPANY","STATE STREET BANK AND TRUST COMPANY","BOSTON","MA","USA","N","","",33030509959
2009099,"THE BANK OF NEW YORK MELLON","THE BANK OF NEW YORK MELLON","EAST SYRACUSE","NY","USA","N","","",13375738163
2009099,"J.P. MORGAN","J.P. MORGAN","BROOKLYN","NY","USA","N","","",16364793647
2008551,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANSISCO","CA","USA","N","8-16514","",1733411095
2009126,"FIDELITY DISTRIBUTORS COMPANY LLC","FIDELITY DISTRIBUTORS COMPANY LLC","SMITHFIELD","RI","USA","N","8-35097","",386438991
2009141,"SEI INVESTMENTS DISTRIBUTION CO.","SEI INVESTMENTS DISTRIBUTION CO.","OAKS","PA","USA","N","8-27897","",13899677
2009141,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SOUTHLAKE","TX","USA","N","8-16514","",250918345
2009141,"ASSETMARK TRUST COMPANY","ASSETMARK","PHOENIX","AZ","USA","N","","",28275502
2009199,"WELLS FARGO CLEARING SERVICES, LLC","WELLS FARGO CLEARING SERVICES, LLC","ST. LOUIS","MO","USA","N","8-37180","",14843211
2009081,"WELLS FARGO CLEARING SERVICES, LLC","WELLS FARGO CLEARING SERVICES, LLC","SAINT LOUIS","MO","USA","Y","8-37180","",102526575088
2009167,"RBC CAPITAL MARKETS, LLC","RBC CAPITAL MARKETS, LLC","NEW YORK","NY","USA","N","8-45411","",100349744
2009167,"HILLTOP SECURITIES INC.","HILLTOP SECURITIES INC.","DALLAS","TX","USA","N","8-45123","",13186699
2009185,"ALTRUIST FINANCIAL LLC","ALTRUIST FINANCIAL LLC","CULVER CITY","CA","USA","N","8-70244","",49274830
2009199,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",66703091
2009199,"RAYMOND JAMES (USA) LTD.","RAYMOND JAMES (USA) LTD.","ST. PETERSBURG","FL","USA","N","8-42071","",10843590
1982098,"STATE STREET BANK AND TRUST COMPANY","STATE STREET","BOSTON","MA","USA","N","","571474TGEMMWANRLN572",112137340413
1982098,"THE NORTHERN TRUST COMPANY","NORTHERN TRUST","CHICAGO","IL","USA","N","","571474TGEMMWANRLN572",78459106335
1982098,"THE BANK OF NEW YORK MELLON","THE BANK OF NEW YORK MELLON","NEW YORK","NY","USA","N","","HPFHU0OQ28E4N0NFVK49",84325301591
1982098,"J.P. MORGAN CHASE BANK, NATIONAL ASSOCIATION","J.P. MORGAN","NEW YORK","NY","USA","N","","7H6GLXDRUGQFU57RNE97",49420993106
2006311,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",320517032
2007638,"CHARLES SCHWAB COMPANY","CHARLES SCHWAB COMPANY","WESTLAKE","TX","USA","N","","",107319309
2008255,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",2995740443
2008255,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",2573241537
2012704,"STATE STREET BANK INTERNATIONAL GMBH","STATE STREET BANK","FRANKFURT","","DEU","N","","ZMHGNT7ZPKZ3UFZ8EO46",8900135574
2012704,"BNY MELLON, ASSET SERVICING","BNY MELLON","FRANKFURT","","DEU","N","","5299008ORSGF0TGLSC98",11714484823
2012704,"DEUTSCHE BANK AG","DEUTSCHE BANK AG","FRANKFURT AM MAIN","","DEU","Y","","7LTWFZYICNSX8D621K86",6959917405
2013336,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",563378885
2013336,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","BELLEVUE","WA","USA","N","8-35008","",273344707
2012487,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","NEW YORK","NY","USA","N","8-16514","",918986421
2013383,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","PHOENIX","AZ","USA","N","8-16514","",1301233000
2011715,"STATE STREET BANK & TRUST COMPANY","STATE STREET BANK & TRUST COMPANY","BOSTON","MA","USA","N","","549300ZFEEJ2IP5VME73",14360548790
2011715,"THE BANK OF NEW YORK MELLON","THE BANK OF NEW YORK MELLON","NEW YORK","NY","USA","N","","MMYX0N4ZEZ13Z4XCG897",6960950211
2013439,"INSPIRA FINANCIAL TRUST, LLC","INSPIRA FINANCIAL TRUST, LLC","OAK BROOK","IL","USA","N","","",402868904
2013439,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",494224996
2013439,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",1756760507
2009551,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",368940112
2011329,"TRADE-PMR INC.","TRADE-PMR INC.","GAINESVILLE","FL","USA","N","8-51390","",588944292
2011373,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","BOSTON","MA","USA","N","8-17668","",78628000
2011373,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",224397000
2011412,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",898138017
2011412,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",206977202
2009840,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",773083628
2000112,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",20256181
2000112,"RAYMOND JAMES & ASSOCIATES, INC.","RAYMOND JAMES & ASSOCIATES, INC.","ST. PETERSBURG","FL","USA","N","8-10999","",31787019
2004553,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",591780463
2004553,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",487902491
2009776,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",468968233
2009811,"ASSETMARK TRUST COMPANY","ASSETMARK TRUST COMPANY","CONCORD","CA","USA","N","","",58445064
2009811,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",56974389
2009811,"PERSHING ADVISOR SOLUTIONS LLC","PERSHING ADVISOR SOLUTIONS LLC","JERSEY CITY","NJ","USA","N","8-47425","",6995735
1994944,"US BANK N.A.","US BANK N.A.","NEW YORK","NY","USA","N","","5493001WC5CQQI9L9G80",672673292
1994944,"BANK OF AMERICA N.A.","BANK OF AMERICA N.A.","NEW YORK","NY","USA","N","","B4TYDEB6GKMZO031MB27",286414379
2009873,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","CINCINNATTI","OH","USA","N","8-23292","",1389391689
2009874,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",3230000
2009843,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","SEAPORT","MA","USA","N","8-26740","",3490436324
2009888,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","","",1717957312
2009901,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",962829341
2009901,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",136544979
2008744,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",371915013
2009922,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",900472120
2009426,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",9373800000
2009426,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",3355900000
2009426,"PERSHING ADVISOR SOLUTIONS LLC","PERSHING ADVISOR SOLUTIONS LLC","JERSEY CITY","NJ","USA","N","8-47425","",2214200000
2009426,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",12078900000
2009924,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","JERSEY CITY","NJ","USA","N","8-26740","",303589820
2009928,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",316652570
2009913,"NORTHERN TRUST CORPORATION","NORTHERN TRUST CORPORATION","CHICAGO","IL","USA","N","","549300GLF98S992BC02",7264751144
2009913,"STATE STREET CORPORATION","STATE STREET CORPORATION","BOSTON","MA","USA","N","","549300ZFEEJ21P5VME73",4709388806
2009913,"THE BANK OF NEW YORK MELLON CORPORATION","THE BANK OF NEW YORK MELLON CORPORATION","NEW YORK CITY","NY","USA","N","","HPFHU0OQ28E4N0NFVK49",3623980911
2009963,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",95903134
2009963,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",177275490
2009963,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",11624622
2009963,"APEX CLEARING CORPORATION","APEX CLEARING CORPORATION","DALLAS","TX","USA","N","8-23522","",5812312
2009984,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",200605006
2009820,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","BOSTON","MA","USA","N","8-17668","",10076305964
2009820,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",5638997930
2009820,"RAYMOND JAMES & ASSOCIATES, INC.","RAYMOND JAMES & ASSOCIATES, INC.","ST. PETERSBURG","FL","USA","N","8-10999","",3890663341
2009820,"MID ATLANTIC TRUST COMPANY","MID ATLANTIC TRUST COMPANY","PIERRE","SD","USA","Y","","",102789992
2009820,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",5246634728
2009820,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",1458322471
2009820,"FOLIO INVESTMENTS, INC.","GOLDMAN SACHS CUSTODY SOLUTIONS","MCLEAN","VA","USA","N","8-52009","",445560614
2010007,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",21020309431
2010007,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN DIEGO","CA","USA","N","8-16514","",5759000444
2009971,"INTERACTIVE BROKERS LLC","INTERACTIVE BROKERS LLC","GREENWICH","CT","USA","N","8-47257","",1262244
2009971,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",33947153
2009589,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",50981808
2009549,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","FORT MILL","SC","USA","N","8-17668","",242544796
2009553,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","ORLANDO","FL","USA","N","8-16514","",141360878
2009553,"NORTHERN TRUST SECURITIES, INC.","NORTHERN TRUST SECURITIES, INC.","CHICAGO","IL","USA","N","8-23689","",28354302
2009553,"WELLS FARGO SECURITIES, LLC","WELLS FARGO SECURITIES, LLC","CHARLOTTE","NC","USA","N","8-65876","",25324066
