"FilingID","ReferenceID","Foreign Regulatory Authority"
1980356,377022,"United Kingdom - Financial Conduct Authority"
1980356,377362,"Other-ESTONIAN FINANCIAL SUPERVISORY AUTHORITY"
1980356,377363,"Singapore - Monetary Authority of Singapore"
1976801,352629,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1976606,323016,"Ireland -  Central Bank of Ireland"
1979092,373120,"Dubai - Dubai Financial Services Authority"
1971671,333630,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1979710,124127,"Mauritius, Republic of - Financial Services Commission"
1979710,124129,"Mauritius, Republic of - Financial Services Commission"
1979710,124131,"Mauritius, Republic of - Financial Services Commission"
1979710,173959,"Mauritius, Republic of - Financial Services Commission"
1979710,173961,"Mauritius, Republic of - Financial Services Commission"
1979710,208427,"Mauritius, Republic of - Financial Services Commission"
1979710,208428,"Mauritius, Republic of - Financial Services Commission"
1979710,237356,"Singapore - Monetary Authority of Singapore"
1979710,258859,"Mauritius, Republic of - Financial Services Commission"
1979710,258860,"Mauritius, Republic of - Financial Services Commission"
1979710,282200,"Mauritius, Republic of - Financial Services Commission"
1979710,282202,"Mauritius, Republic of - Financial Services Commission"
1979710,282203,"Mauritius, Republic of - Financial Services Commission"
1980401,270147,"United Kingdom - Financial Conduct Authority"
1980401,270148,"Canada - New Brunswick Securities Commission"
1980401,270148,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1980401,270148,"Canada - Ontario Securities Commission"
1980401,270148,"Canada - Nova Scotia Securities Commission"
1980401,270148,"India - Securities and Exchange Board of India"
1980401,270148,"Canada - Quebec, Financial Markets Authority"
1980401,270149,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1980401,270410,"Germany - German Federal Financial Supervisory Agency"
1980401,270413,"Singapore - Monetary Authority of Singapore"
1980401,270413,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1980401,270413,"China, People's Republic of - China Securities Regulatory Commission "
1980401,285154,"Thailand - Securities and Exchange Commission"
1980401,285155,"Other-FINANCIAL AND COMSUMER SERVICES COMMISSION OF NEW BRUNSWICK"
1980401,285155,"Canada - Manitoba Securities Commission"
1980401,285155,"Canada - Quebec, Financial Markets Authority"
1980401,285155,"Canada - Nova Scotia Securities Commission"
1980401,285155,"Canada - British Columbia Securities Commission"
1980401,285155,"Canada - Alberta Securities Commission"
1980401,285155,"Canada - Ontario Securities Commission"
1980401,285155,"Canada - Prince Edward Island, Securities Office"
1980401,285155,"Canada - Nunavut, Registrar of Securities"
1980401,285155,"Canada - Saskatchewan Financial Services Commission"
1980401,285155,"Canada - Northwest Territories, Office of the Registrar of Securities"
1980401,285155,"Canada - Yukon Territories, Registrar of Securities"
1980401,285155,"Other-FINANCIAL SERVICES REGULATION DIVISION DEPARTMENT OF SERVICE NL"
1980401,285157,"Hong Kong - Securities and Futures Commission"
1980401,285159,"Malaysia - Securities Commission"
1980401,285163,"Malaysia - Securities Commission"
1980401,285184,"United Kingdom - Financial Conduct Authority"
1980401,327154,"Brazil - Securities and Exchange Commission"
1980401,327287,"Japan - Financial Services Agency"
1980401,393817,"India - Securities and Exchange Board of India"
1980401,393817,"United Kingdom - Financial Conduct Authority"
1980401,393837,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1980401,393837,"India - Securities and Exchange Board of India"
1980401,393837,"Italy - National Stock Exchange Commission"
1980401,393837,"United Kingdom - Financial Conduct Authority"
1980401,393837,"Switzerland - Swiss Financial Market Supervisory Authority"
1958122,131358,"Hong Kong - Securities and Futures Commission"
1951675,295865,"Singapore - Monetary Authority of Singapore"
1951675,295866,"Japan - Financial Services Agency"
1951675,295869,"United Kingdom - Financial Conduct Authority"
1951675,375471,"Switzerland - Swiss Financial Market Supervisory Authority"
1951675,375472,"Other-ABU DHABI - FINANCIAL SERVICES REGULATORY AUTHORITY"
1951675,375473,"Canada - Quebec, Financial Markets Authority"
1964171,395141,"Denmark - Danish Financial Supervisory Authority"
1976000,380001,"Bermuda - Bermuda Monetary Authority"
1976000,380186,"Bermuda - Bermuda Monetary Authority"
1976000,380187,"Bermuda - Bermuda Monetary Authority"
1976000,380254,"Bermuda - Bermuda Monetary Authority"
1976000,380255,"Bermuda - Bermuda Monetary Authority"
1976000,380256,"Bermuda - Bermuda Monetary Authority"
1976000,380257,"Bermuda - Bermuda Monetary Authority"
1977795,292271,"Other-PEOPLE'S REPUBLIC OF CHINA - ASSET MANAGEMENT ASSOCIATION OF CHINA"
1977795,121725,"Other-PEOPLE'S REPUBLIC OF CHINA - ASSET MANAGEMENT ASSOCIATION OF CHINA"
1977795,285839,"Cayman Islands - Cayman Islands Monetary Authority"
1977795,291416,"Singapore - Monetary Authority of Singapore"
1974937,308438,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1974937,308440,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1974937,308441,"Guernsey - Guernsey Financial Services Commission"
1974937,333705,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1983188,250345,"Brazil - Securities and Exchange Commission"
1983188,250347,"Brazil - Securities and Exchange Commission"
1983822,370696,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1983822,370704,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1983822,370705,"United Kingdom - Financial Conduct Authority"
1975720,333525,"Other-ABU DHABI GLOBAL MARKET FINANCIAL SERVICES REGULATORY AUTHORITY"
1957075,375324,"Sweden - Swedish Financial Supervisory Authority"
1957075,375325,"Sweden - Swedish Financial Supervisory Authority"
1975787,314563,"United Kingdom - Financial Conduct Authority"
1975787,314565,"Guernsey - Guernsey Financial Services Commission"
1972869,357772,"Jersey - Jersey Financial Services Commission"
1972869,357773,"Jersey - Jersey Financial Services Commission"
1972869,357774,"Jersey - Jersey Financial Services Commission"
1972869,373042,"Sweden - Swedish Financial Supervisory Authority"
1973208,307876,"Guernsey - Guernsey Financial Services Commission"
1973208,307877,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1973208,307879,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1973208,308437,"Guernsey - Guernsey Financial Services Commission"
1973208,308439,"United Kingdom - Financial Conduct Authority"
1978454,289279,"United Kingdom - Financial Conduct Authority"
1978454,343027,"Netherlands - The Netherlands Authority for the Financial Markets"
1978454,343028,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1959308,240802,"United Kingdom - Financial Conduct Authority"
1959308,240803,"Cayman Islands - Cayman Islands Monetary Authority"
1959308,240876,"Hong Kong - Securities and Futures Commission"
1963997,212117,"United Kingdom - Financial Conduct Authority"
1974963,302017,"Singapore - Monetary Authority of Singapore"
1974962,215759,"Other-NOT APPLICABLE TO THIS ENTITY"
1974962,215807,"Other-NOT APPLICABLE TO THIS ENTITY"
1974962,277587,"Other-NOT APPLICABLE TO THIS ENTITY"
1974962,292917,"Other-NOT APPLICABLE TO THIS ENTITY"
1977802,120549,"Liechtenstein - Financial Market Authority"
1977802,120463,"Switzerland - Swiss Financial Market Supervisory Authority"
1977802,120468,"Switzerland - Swiss Financial Market Supervisory Authority"
1977802,120473,"Liechtenstein - Financial Market Authority"
1977802,120534,"Hong Kong - Securities and Futures Commission"
1977802,120537,"Singapore - Monetary Authority of Singapore"
1977802,120556,"Other-CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1977802,120561,"Hong Kong - Securities and Futures Commission"
1977802,158091,"Dubai - Dubai Financial Services Authority"
1977802,173745,"Other-JAPANESE KANTO LOCAL FINANCE BUREAU"
1977802,173746,"Switzerland - Swiss Financial Market Supervisory Authority"
1977802,173747,"Australia - Australian Securities and Investments Commission"
1977802,173750,"United Kingdom - Financial Conduct Authority"
1977802,222595,"United Kingdom - Financial Conduct Authority"
1977802,222596,"Jersey - Jersey Financial Services Commission"
1977802,222597,"United Kingdom - Financial Conduct Authority"
1977802,242725,"Dubai - Dubai Financial Services Authority"
1977802,242726,"United Kingdom - Financial Conduct Authority"
1977802,260057,"United Kingdom - Financial Conduct Authority"
1977802,260059,"Brazil - Securities and Exchange Commission"
1977802,260061,"India - Securities and Exchange Board of India"
1977802,284152,"France - Financial Markets Authority"
1977802,284347,"Liechtenstein - Financial Market Authority"
1936118,385227,"Bermuda - Bermuda Monetary Authority"
1977059,336154,"Cayman Islands - Cayman Islands Monetary Authority"
1975613,193028,"United Kingdom - Financial Conduct Authority"
1952072,395158,"United Kingdom - Financial Conduct Authority"
1937828,308796,"Isle of Man - Financial Supervision Commission"
1937828,357853,"Other-GUERNSEY FINANCIAL SERVICES COMMISSION"
1937828,391057,"Guernsey - Guernsey Financial Services Commission"
1937828,391058,"Jersey - Jersey Financial Services Commission"
1937828,391059,"Isle of Man - Financial Supervision Commission"
