"FilingID","ReferenceID","Foreign Regulatory Authority"
1988320,274008,"Australia - Australian Securities and Investments Commission"
1991970,53586,"Canada - British Columbia Securities Commission"
1991970,53586,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1991970,53586,"Canada - Ontario Securities Commission"
1991970,53586,"Canada - Quebec, Financial Markets Authority"
1991970,70409,"Germany - German Federal Financial Supervisory Agency"
1991970,131745,"United Kingdom - Prudential Regulation Authority"
1991970,131745,"Germany - German Federal Financial Supervisory Agency"
1991970,131745,"United Kingdom - Financial Conduct Authority"
1991970,142328,"Other-SINGAPORE - MONETARY AUTHORITY OF SINGAPORE"
1991970,202989,"Germany - German Federal Financial Supervisory Agency"
1991970,202995,"Japan - Financial Services Agency"
1991970,203003,"United Kingdom - Financial Conduct Authority"
1991970,203556,"Other-DUBAI MERCANTILE EXCHANGE, DUBAI"
1991970,203556,"Other-DE NEDERLANDSCHE BANK NV, NETHERLANDS"
1991970,203592,"Taiwan - Financial Supervisory Commission"
1991970,218500,"Hong Kong - Securities and Futures Commission"
1991970,218501,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1991970,236985,"Other-PRUDENTIAL REGULATION AUTHORIT  (PRA) PART OF BANK OF ENGLAND"
1991970,236985,"United Kingdom - Financial Conduct Authority"
1991970,236987,"Other-HONG KONG MONETARY AUTHORITY"
1991970,236987,"Other-CHINA FOREIGN EXCHANGE TRADING SYSTEM (CFETS)"
1991970,236987,"Hong Kong - Securities and Futures Commission"
1991970,258705,"Other-MINISTRY OF FINANCE OF REPUBLIC OF INDONESIA"
1991970,258705,"Other-BAPEPAM/""OTORITAS JASA KEUANGAN"" (OJK) - INDONESIAN FINANCIAL SERVICES AUTHORITY."
1991970,258705,"Other-BANK INDONESIA (BI)"
1991970,258708,"Other-RESERVE BANK OF INDIA"
1991970,258708,"India - Securities and Exchange Board of India"
1991970,258711,"Other-EUROPEAN CENTRAL BANK (ECB)"
