"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","Sales Limited","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
1996832,"TRIUM CREDERE MASTER FUND LTD",805-7061108358,193071,"","Cayman Islands","N","Y","Y","N","",,"N","","N","Hedge Fund","",73073657,500000,2,2,1,"",99,"N","N","N",0,"Y","Y","N","Y","Report Not Yet Received","Y","Y","Y",100,"Y"
1999646,"SILQ CAPITAL JAPAN EQUITY LONG SHORT MASTER FUND",805-5017356523,484958,"","Cayman Islands","Y","N","Y","N","",,"N","","N","Hedge Fund","",300,1000000,1,0,0,"Y",100,"N","N","N",0,"N","Y","Y","N","No","Y","Y","Y",0,"N"
1996340,"THE SCHIEHALLION FUND LIMITED",805-6439194666,227314,"","Guernsey","N","Y","N","N","",,"N","","N","Other Private Fund","CLOSED- ENDED INVESTMENT SCHEME",1341336489,1,226,0,0,"",65,"N","Y","N",0,"Y","Y","N","Y","Yes","N","Y","Y",0,"N"
1999673,"ARC GENESIS FUND I, LP",805-2075483013,488178,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",100000,10000,4,100,0,"N",0,"N","N","N",100,"Y","N","","","","N","N","Y",0,"N"
1988527,"HSBC INDIA EXPORT OPPORTUNITIES FUND",805-9544906817,487141,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",191153015,59,89535,0,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC BUSINESS CYCLES FUND",805-9337162934,315438,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",113201186,59,36045,0,0,"N",96,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC LOW DURATION FUND",805-9910652275,315470,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",62975885,59,8909,3,0,"N",97,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC LIQUID FUND",805-7928780345,315467,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",1662934719,59,21238,2,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC CRISIL IBX GILT 27 INDEX FUND",805-3097616020,364289,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",23152698,59,664,0,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC ARBITRAGE FUND",805-1913250930,315259,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",212176085,59,36200,0,1,"N",98,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC ULTRA SHORT DURATION FUND",805-9368599809,315481,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",264437701,59,10596,0,0,"N",99,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC ASIA PACIFIC (EX JAPAN) DIV YIELD FUND",805-5220901402,421050,"","India","Y","N","N","N","",,"Y","Y","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",1181816,59,1217,10,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC AGGRESSIVE HYBRID ACTIVE FOF",805-1008245017,421055,"","India","Y","N","N","N","",,"Y","Y","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",4468857,59,546,5,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC BRAZIL FUND",805-3085866879,364285,"","India","Y","N","N","N","",,"Y","Y","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",6756313,59,3112,1,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC MEDIUM TO LONG DURATION FUND",805-4932351741,364239,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",5681734,59,1548,2,27,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC GLOBAL EMERGING MARKETS FUND",805-8276137238,364286,"","India","Y","N","N","N","",,"Y","Y","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",4960472,59,2240,1,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC TAX SAVER EQUITY FUND",805-1425164256,364287,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",26512729,59,21674,1,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC CONSERVATIVE HYBRID FUND",805-4791275867,315439,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",17034154,59,4223,2,0,"N",97,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC GILT FUND",805-6167338091,315461,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",29332624,59,3690,0,2,"N",99,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC CREDIT RISK FUND",805-7414059703,315440,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",69981971,59,2351,0,0,"N",99,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC MULTI ASSET ACTIVE FOF",805-4111889352,421056,"","India","Y","N","N","N","",,"Y","Y","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",6483933,59,425,3,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC MONEY MARKET FUND",805-8300242714,315473,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",296785186,59,7223,10,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC SHORT DURATION FUND",805-2759060502,315478,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",430987950,59,7419,1,0,"N",99,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC CORPORATE BOND FUND",805-7495816345,315515,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",679639632,59,8875,0,0,"N",99,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC MULTI ASSET ALLOCATION FUND",805-2251500455,421058,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",233889135,59,47139,0,0,"N",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC AGGRESSIVE HYBRID FUND",805-5268245664,315511,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",587653502,59,105174,0,0,"N",95,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC NIFTY 50 INDEX FUND",805-5766034991,315474,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",36833849,59,12010,1,0,"N",97,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC EQUITY SAVINGS FUND",805-1020004396,315455,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",73023667,59,15595,0,0,"N",99,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC BALANCED ADVANTAGE FUND",805-7502101186,315436,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",172084140,59,35690,0,0,"N",94,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
1988527,"HSBC ELSS TAX SAVER FUND",805-2372994799,315479,"","India","Y","N","N","N","",,"N","","N","Other Private Fund","INDIAN REGISTERED OPEN-END FUND",452967627,6,257843,0,0,"N",99,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","N",100,"N"
