"FilingID","ReferenceID","Form D File Number"
1992664,288778,"021-234974"
1988481,65400,"021-262732"
1988481,65400,"021-240029"
1992704,355674,"021-477493"
1992704,456190,"021-515219"
1992461,319692,"021-455167"
1992461,319693,"021-455171"
1992461,277483,"021-328486"
1992461,277483,"021-417751"
1992674,444908,"021-522032"
1992674,28699,"021-104525"
1992674,450291,"021-540436"
1992693,373116,"021-477496"
1992693,15232,"021-155218"
1992693,441486,"021-517798"
1992693,441514,"021-504022"
1992164,366118,"021-492562"
1992164,372225,"021-525951"
1980873,285818,"021-410989"
1980873,200133,"021-308676"
1980873,200133,"021-308677"
1980873,477439,"021-532922"
1992693,218949,"021-301295"
1992693,59125,"021-214847"
1992693,172042,"021-237415"
1992693,184411,"021-266108"
1992693,254814,"021-371239"
1992693,59123,"021-197839"
1992693,14853,"021-149643"
1992693,292451,"021-426224"
1992693,184415,"021-262595"
1992693,184404,"021-256436"
1992693,14849,"021-155194"
1992693,321594,"021-455434"
1992693,321593,"021-450691"
1992693,235315,"021-342935"
1992693,235313,"021-342928"
1992693,184398,"021-237416"
1992693,14866,"021-94782"
1992693,292394,"021-397038"
1992693,15416,"021-149671"
1992693,292419,"021-434544"
1992693,292456,"021-372506"
1992693,59127,"021-202353"
1992693,184413,"021-261038"
1992693,59124,"021-214846"
1992693,59128,"021-202646"
1992693,59129,"021-207294"
1992693,68267,"021-118179"
1992693,218956,"021-319696"
1989251,482232,"021-519291"
1989251,49800,"021-189548"
1989251,482589,"021-540322"
1989251,482588,"021-540317"
1989251,236399,"021-344426"
1989251,6262,"021-118287"
1989251,236437,"021-338840"
1989251,49801,"021-189541"
1989251,218698,"021-311615"
1989251,236428,"021-342469"
1989251,289121,"021-320161"
1989251,289143,"021-412466"
1989251,289141,"021-412466"
1989251,289115,"021-320161"
1989251,289133,"021-412312"
1989251,359432,"021-332872"
1989251,7090,"021-131404"
1989251,175272,"021-250924"
1989251,6245,"021-118287"
1989251,289163,"021-399524"
1989251,376427,"021-489294"
1989251,175241,"021-237794"
1989251,175247,"021-237795"
1989251,218773,"021-332875"
1989251,218716,"021-320161"
1989251,70311,"021-214697"
1989251,356830,"021-468506"
1989251,218712,"021-320160"
1989251,175273,"021-250913"
1989251,218701,"021-311616"
1989251,49803,"021-184842"
1989251,236439,"021-338840"
1989251,218775,"021-332872"
1989251,5799,"021-80005"
1989251,175260,"021-254271"
1989251,289168,"021-399527"
1989251,188073,"021-258759"
1992887,234495,"021-351805"
1992887,234496,"021-351807"
1992887,379646,"021-488788"
1992887,210004,"021-283299"
1992887,296038,"021-412894"
1992887,228403,"021-339366"
1992887,228400,"021-335626"
1992887,360320,"021-466668"
1992887,210010,"021-241206"
1992887,210006,"021-292865"
1992887,228404,"021-336358"
1992887,210018,"021-312741"
1992887,210016,"021-303782"
1992887,210003,"021-283297"
1992887,228402,"021-330585"
1992887,296023,"021-416620"
1992887,234498,"021-351802"
1992887,210005,"021-294650"
1992887,259880,"021-376341"
1992887,259880,"021-376344"
1992887,482583,"021-517476"
1992887,482576,"021-517482"
1992887,210007,"021-253119"
1992887,210011,"021-260143"
1992887,260016,"021-376342"
1992086,189219,"021-266201"
1992086,358746,"021-456290"
1992086,189224,"021-275478"
1992086,189213,"021-249641"
1992086,1453,"021-172423"
1992086,358717,"021-434520"
1992086,284439,"021-434520"
1992086,75355,"021-216650"
1992086,254706,"021-311803"
1992086,221157,"021-327721"
1992086,358732,"021-456291"
1992086,62970,"021-206417"
1992086,175463,"021-250084"
1992086,221130,"021-326522"
1992086,479395,"021-533472"
1992086,479400,"021-533471"
1983468,379552,"021-482370"
1983468,249257,"021-381629"
1983468,359085,"021-426126"
1983468,249253,"021-372769"
1983468,359117,"021-436475"
1983468,309655,"021-432999"
1983468,188164,"021-266745"
1983468,236796,"021-353355"
1983468,215851,"021-321526"
1983468,289325,"021-393576"
1983468,289332,"021-399465"
1983468,249256,"021-381286"
1983468,52506,"021-191869"
1983468,289301,"021-391438"
1983468,289354,"021-395849"
1983468,188174,"021-283806"
1983468,289344,"021-420227"
1983468,379553,"021-485603"
1983468,359112,"021-430327"
1983468,253524,"021-381285"
1983468,289330,"021-395846"
1983468,73475,"021-249132"
1983468,62192,"021-204276"
1983468,359113,"021-433734"
1983468,236841,"021-348821"
1983468,283029,"021-409656"
1983468,359107,"021-430326"
1983468,420427,"021-510139"
1983468,289310,"021-385370"
1983468,289343,"021-416530"
1983468,253517,"021-365524"
1983468,236798,"021-353358"
1983468,289322,"021-415808"
1983468,289323,"021-393573"
1983468,289355,"021-397517"
1983468,289350,"021-422443"
1983468,188180,"021-283808"
1983468,309654,"021-432998"
1983468,289324,"021-393575"
1983468,289334,"021-403004"
1983468,289364,"021-391985"
1983468,289341,"021-413275"
1983468,289360,"021-391983"
1983468,359124,"021-447131"
1983468,359151,"021-454383"
1983468,289319,"021-389598"
1983468,73486,"021-249133"
1983468,55848,"021-196741"
1983468,283031,"021-410090"
1983468,215852,"021-323403"
1983468,359359,"021-458238"
1983468,6313,"021-55754"
1983468,359119,"021-438695"
1983468,359120,"021-438695"
1983468,215839,"021-326169"
1983468,256701,"021-383093"
1983468,52513,"021-191872"
1983468,289340,"021-413274"
1983468,289336,"021-403593"
1983468,289337,"021-409241"
1983468,249254,"021-372840"
1983468,253522,"021-369254"
1983468,420428,"021-510140"
1983468,359326,"021-446193"
1983468,359339,"021-452425"
1983468,289328,"021-395834"
1983468,253527,"021-382813"
1983468,379541,"021-413277"
1983468,289329,"021-395839"
1983468,289345,"021-422620"
1983468,236845,"021-353361"
1983468,289327,"021-416488"
1983468,289313,"021-388475"
1983468,6337,"021-55755"
1983468,289352,"021-427952"
1983468,289339,"021-412517"
1983468,359123,"021-439356"
1983468,359312,"021-446191"
1983468,359348,"021-453462"
1993317,212507,"021-31812801"
1993317,283009,"021-41323802"
1993317,283011,"021-41323801"
1993317,212519,"021-31812802"
1993317,74164,"021-21766002"
1993317,212503,"021-318128"
1993317,65984,"021-223589"
1993317,74071,"021-217660"
1993317,169114,"021-21766001"
1993317,283008,"021-413238"
1993440,200729,"021-31038"
1989668,263890,"021-366948"
1989668,23231,"021-84355"
1989668,23194,"021-108628"
1989668,23199,"021-108634"
1989668,263809,"021-378163"
1989668,23272,"021-105168"
1989668,23076,"021-158101"
1989668,240197,"021-353981"
1989668,23275,"021-60536"
1989668,283659,"021-421703"
1989668,23198,"021-108629"
1989668,23269,"021-204957"
1989668,176932,"021-1649399"
1989668,47996,"021-180837"
1989668,185503,"021-266268"
1989668,224546,"021-324401"
1989668,23277,"021-114777"
1989668,29028,"021-199780"
1989668,224532,"021-324023"
1989668,23285,"021-162552"
1989668,23193,"021-108627"
1989668,176926,"021-1649401"
1989668,23283,"021-162549"
1989668,23185,"021-91844"
1989668,69695,"021-232319"
1989668,23192,"021-108631"
1989668,242954,"021-795181"
1989668,283660,"021-421698"
1989668,263840,"021-383594"
1989668,23183,"021-92229"
1989668,23189,"021-108630"
1989668,176921,"021-633080"
1989668,263754,"021-378162"
1989668,224545,"021-317951"
1989668,23197,"021-108626"
1989668,23092,"021-95768"
1989668,224541,"021-331418"
1989668,318399,"021-45702802"
1989668,318399,"021-45702804"
1989668,318397,"021-457028"
1989668,318397,"021-499033"
1989668,438605,"021-519107"
1989668,456836,"021-511641"
1989668,456836,"021-511644"
1991686,280682,"021-422855"
1991686,313814,"021-454295"
1991686,313789,"021-438318"
1991686,313755,"021-434595"
1991686,313757,"021-457666"
1991686,318892,"021-467511"
1991686,367845,"021-479100"
1991686,318894,"021-466319"
1991686,313756,"021-67585"
1991686,432798,"021-521799"
1991686,432811,"021-512481"
1990039,277876,"021-321782"
1990039,277879,"021-388167"
1990039,480221,"021-491985"
1990039,377650,"021-479487"
1987261,251723,"021-372865"
1987261,371500,"021-503182"
1987261,450204,"021-527983"
1987261,244500,"021-365347"
1988535,397860,"021-1995666"
1988610,374323,"021-470607"
1988610,374325,"021-499376"
1988610,268565,"021-402392"
1988610,268571,"021-402399"
1988610,268569,"021-350843"
1988610,268567,"021-402496"
1987588,57575,"021-133782"
1985489,316206,"021-475173"
1985489,316207,"021-475171"
1985489,421806,"021-490868"
1987687,485907,"021-541912"
1987687,485905,"021-541911"
1987687,58192,"021-209341"
1987687,364105,"021-478769"
1987687,190508,"021-283515"
1987687,184335,"021-176798"
1987687,209038,"021-315389"
1987687,45495,"021-176800"
1987687,314392,"021-458625"
1987687,29702,"021-143676"
1987687,372103,"021-419177"
1987687,231255,"021-355265"
1987687,37163,"021-94249"
1987687,34984,"021-170738"
1987687,364107,"021-478771"
1987687,209012,"021-315382"
1987687,376132,"021-122898"
1987687,29709,"021-143669"
1987687,120698,"021-236970"
1987687,184329,"021-181099"
1987687,68346,"021-231276"
1987687,251911,"021-382394"
1987687,184334,"021-243639"
1987687,251828,"021-383512"
1987687,29681,"021-143673"
1987687,31226,"021-114284"
1987687,34911,"021-167130"
1987687,65234,"021-219193"
1987687,209040,"021-315390"
1987687,184403,"021-176801"
1987687,279983,"021-419959"
1987687,53479,"021-170741"
1987687,184401,"021-231064"
1987687,288454,"021-422161"
1987687,166625,"021-241617"
1987687,37137,"021-94251"
1987687,247607,"021-368784"
1987687,249384,"021-406446"
1987687,281288,"021-426724"
1987687,184333,"021-237892"
1987687,376140,"021-155711"
1987687,214472,"021-323660"
1987687,209043,"021-315392"
1987687,209017,"021-315385"
1987687,428146,"021-518638"
1987687,190509,"021-283517"
1987687,247397,"021-385054"
1987687,276756,"021-400218"
1987687,31229,"021-114285"
1987687,58194,"021-209342"
1987687,34986,"021-170739"
1987687,29628,"021-112908"
1987687,34902,"021-167128"
1987687,184331,"021-142793"
1987687,34509,"021-49264"
1987687,34512,"021-49971"
1987687,68348,"021-231277"
1987687,322956,"021-433878"
1987687,251827,"021-382868"
1987687,364116,"021-478772"
