"FilingID","ReferenceID","Foreign Regulatory Authority"
2004483,490008,"Cayman Islands - Cayman Islands Monetary Authority"
2008866,287662,"Cayman Islands - Cayman Islands Monetary Authority"
2008866,337927,"Cayman Islands - Cayman Islands Monetary Authority"
2009725,202169,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,480223,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,439245,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,247361,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,229149,"Ireland -  Central Bank of Ireland"
2004810,202661,"Ireland -  Central Bank of Ireland"
2004810,202662,"Ireland -  Central Bank of Ireland"
2004810,49255,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,202666,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,180628,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,363575,"Ireland -  Central Bank of Ireland"
2004810,249220,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,41995,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,55616,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,180627,"Cayman Islands - Cayman Islands Monetary Authority"
2004810,371956,"Cayman Islands - Cayman Islands Monetary Authority"
2009404,209564,"Cayman Islands - Cayman Islands Monetary Authority"
2009404,437870,"Cayman Islands - Cayman Islands Monetary Authority"
2010768,288994,"Cayman Islands - Cayman Islands Monetary Authority"
2010768,220993,"Cayman Islands - Cayman Islands Monetary Authority"
2010768,215189,"Cayman Islands - Cayman Islands Monetary Authority"
2010768,283922,"Cayman Islands - Cayman Islands Monetary Authority"
2010768,72554,"Cayman Islands - Cayman Islands Monetary Authority"
2010768,183258,"Cayman Islands - Cayman Islands Monetary Authority"
2010768,221250,"Cayman Islands - Cayman Islands Monetary Authority"
2006293,10589,"Cayman Islands - Cayman Islands Monetary Authority"
2006293,10774,"Cayman Islands - Cayman Islands Monetary Authority"
2006293,10798,"Cayman Islands - Cayman Islands Monetary Authority"
2009541,217348,"Cayman Islands - Cayman Islands Monetary Authority"
2009541,477562,"Other - CSSF - THE COMMISSION DE SURVEILLANCE DU SECTEUR FINANCIER"
2009541,334604,"Cayman Islands - Cayman Islands Monetary Authority"
2009541,21017,"United Kingdom - Financial Conduct Authority"
2009541,285978,"Cayman Islands - Cayman Islands Monetary Authority"
2009541,285985,"Cayman Islands - Cayman Islands Monetary Authority"
2009541,21017,"Cayman Islands - Cayman Islands Monetary Authority"
2009541,33060,"Cayman Islands - Cayman Islands Monetary Authority"
2009541,21017,"Netherlands - The Netherlands Authority for the Financial Markets"
2011111,365281,"Cayman Islands - Cayman Islands Monetary Authority"
2011111,364937,"Cayman Islands - Cayman Islands Monetary Authority"
2011111,311052,"Cayman Islands - Cayman Islands Monetary Authority"
2011111,193093,"Cayman Islands - Cayman Islands Monetary Authority"
2011111,232031,"Cayman Islands - Cayman Islands Monetary Authority"
2011111,230189,"Cayman Islands - Cayman Islands Monetary Authority"
2011111,166406,"Cayman Islands - Cayman Islands Monetary Authority"
2011111,232035,"Cayman Islands - Cayman Islands Monetary Authority"
2011111,311054,"Cayman Islands - Cayman Islands Monetary Authority"
2011111,460657,"Cayman Islands - Cayman Islands Monetary Authority"
2010137,357668,"Ireland -  Central Bank of Ireland"
2006910,465782,"Other - SINGAPORE - ACRA"
2006910,465783,"Other - SINGAPORE - ACRA"
2006910,285942,"Cayman Islands - Cayman Islands Monetary Authority"
2006910,286618,"Other - SINGAPORE - ACRA"
2006910,285618,"Other - SINGAPORE - ACRA"
2006910,242515,"Other - SINGAPORE - ACRA"
2006910,253272,"Other - SINGAPORE - ACRA"
2006910,242419,"Other - SINGAPORE - ACRA"
2006910,319900,"Other - SINGAPORE - ACRA"
2006910,285619,"Other - SINGAPORE - ACRA"
2006910,242458,"Other - SINGAPORE - ACRA"
2006910,319902,"Other - SINGAPORE - ACRA"
2006910,285620,"Other - SINGAPORE - ACRA"
2006910,319896,"Other - SINGAPORE - ACRA"
2006910,354864,"Other - SINGAPORE - ACRA"
2006910,286295,"Cayman Islands - Cayman Islands Monetary Authority"
2006910,373206,"Other - SINGAPORE - ACRA"
2006910,458623,"Other - ACRA"
2006910,454635,"Cayman Islands - Cayman Islands Monetary Authority"
2006910,485476,"Other - SINGAPORE - ACRA"
2005567,268724,"India - Securities and Exchange Board of India"
2005567,421785,"India - Securities and Exchange Board of India"
2012463,481033,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481109,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481128,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481220,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481242,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2012463,481274,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481124,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2012463,481208,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2012463,481101,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481087,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481180,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481100,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481075,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481192,"Cayman Islands - Cayman Islands Monetary Authority"
2012463,481265,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2012463,481271,"Cayman Islands - Cayman Islands Monetary Authority"
2011608,488151,"Cayman Islands - Cayman Islands Monetary Authority"
2008049,478951,"Cayman Islands - Cayman Islands Monetary Authority"
2008088,368927,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2008088,269234,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2008088,73217,"Other - KOREA - FINANCIAL SUPERVISORY SERVICE"
