"FilingID","ReferenceID","Private Fund Name","Fund ID"
1996722,422084,"STEPSTONE REAL ESTATE EUROPE CO-INVESTMENTS II, LP",805-9168868986
1996242,320538,"BAYFOREST INNOVATION FUND US LP",805-5132520671
1996242,320538,"BAYFOREST INNOVATION FUND LIMITED",805-8425365126
1997374,237918,"MONOMOY III BLUE AIV FEEDER, L.P.",805-6783221943
1997374,479374,"MONOMOY CREDIT OPPORTUNITIES FEEDER FUND III, L.P.",805-5379501753
1994305,376982,"GREEN RANGE HOLDINGS LLC",805-4036653619
1994305,360591,"BLUE RANGE HOLDINGS LLC",805-4785909753
1994305,337585,"GREEN RANGE HOLDINGS LLC",805-4036653619
1994305,337538,"BLUE RANGE HOLDINGS LLC",805-4785909753
1995243,219721,"SPROTT HATHAWAY SPECIAL SITUATIONS FUND (US), LP",805-7163464096
1995243,219721,"SPROTT HATHAWAY SPECIAL SITUATIONS FUND (CAYMAN), LTD",805-9072447424
1995243,372544,"SPROTT PHYSICAL COMMODITIES OFFSHORE FUND LP",805-2420896174
1989160,269939,"INTERALPEN PARTNERS - GROWTH FUND III (CAYMAN), LP",805-2178355650
1989160,370576,"INTERALPEN PARTNERS FUND III (PRIVAK), COMMV",805-5410114153
1993528,54421,"LASKER FUND LP",805-2521726111
1993528,54421,"LASKER FUND LIMITED",805-1778636836
1997283,482042,"BFO APOGEM PRIVATE MARKETS (IRELAND), ILP",805-6924992380
1997283,246157,"GOLDPOINT PARTNERS PRIVATE DEBT OFFSHORE V, LP",805-1198639480
1997283,246275,"PA SMALL COMPANY COINVESTMENT FUND II (CAYMAN), LP",805-3374104184
1997283,246151,"NYLCAP MEZZANINE OFFSHORE PARTNERS III, LP",805-2275580522
1997283,244774,"BMG PA PRIVATE MARKETS (CAYMAN), LP",805-3073450129
1997283,246383,"PA SECONDARY FUND VI (CAYMAN), LP",805-1408213172
1997283,246157,"GPP PRIVATE DEBT RS V LP",805-5718753978
1997283,246165,"GOLDPOINT PARTNERS SELECT MANAGER CANADA FUND III, LP",805-1485020986
1997283,246175,"GOLDPOINT PARTNERS SELECT MANAGER CANADA FUND V, LP",805-1277802278
1997283,362898,"APOGEM PRIVATE EQUITY FUND X (CAYMAN), LP",805-7493702170
1997283,414129,"APOGEM DIRECT LENDING NIGHTHAWK FUND",805-5249539367
1997283,398507,"APOGEM SECONDARY FUND VII (CAYMAN), LP",805-2685517723
1997283,246401,"PA SMALL CO PRIVATE EQUITY FUND IX (CAYMAN), LP",805-8477642078
1997283,246172,"GOLDPOINT PARTNERS SELECT MANAGER CANADA FUND IV, LP",805-8132394104
1997283,246399,"PRIVATE ADVISORS SMALL COMPANY PRIVATE EQUITY FUND VII (CAYMAN) LP",805-6467504370
1997283,246161,"NYLCAP SELECT MANAGER CANADA FUND II, LP",805-4420893045
1997283,246296,"PRIVATE ADVISORS SMALL COMPANY PRIVATE EQUITY FUND VI (CAYMAN) LP",805-6452016495
1997283,246400,"PRIVATE ADVISORS SMALL CO PRIVATE EQUITY FUND VIII-CAYMAN LP",805-3476586181
1997283,246155,"GOLDPOINT MEZZANINE PARTNERS OFFSHORE IV, LP",805-6187017170
1997318,256646,"BROWN ADVISORY GLOBAL FOCUS OFFSHORE FUND LP",805-6109090473
1997318,256646,"BROWN ADVISORY GLOBAL FOCUS ONSHORE FUND LP",805-1150512856
1997423,481071,"WEST STREET ENERGY PARTNERS OFFSHORE - B AIV-1, L.P.",805-3656079661
1997423,481078,"WEST STREET ENERGY PARTNERS OFFSHORE - B, L.P.",805-2717870582
1997423,481123,"GS CAPITAL PARTNERS VI PIA PMD QP FUND, L.P.",805-4369573677
1997423,481128,"HORIZON INCLUSIVE GROWTH OFFSHORE FEEDER FUND I LLC",805-5985856294
1997423,481274,"WEST STREET CAPITAL PARTNERS IX OFFSHORE FEEDER FUND LLC",805-8661665123
1997423,481123,"GS CAPITAL PARTNERS VI PIA PMD QP FUND OFFSHORE, LTD.",805-4712729458
1997423,481123,"GS CAPITAL PARTNERS VI PMD QP FUND OFFSHORE, LTD.",805-3740711800
1997423,481123,"GS CAPITAL PARTNERS VI PMD QP FUND, L.P.",805-3182521565
1997423,481175,"WHITEHALL STREET INTERNATIONAL REAL ESTATE CORPORATION 2005",805-6002448870
1995474,14059,"VERITION MULTI-STRATEGY INTERMEDIATE FUND LTD.",805-9799389106
1995474,14055,"VERITION INTERNATIONAL MULTI-STRATEGY FUND LTD",805-7890991804
1995474,14055,"VERITION MULTI-STRATEGY FUND LLC",805-3355110093
1995474,14059,"VERITION MULTI-STRATEGY FUND LLC",805-3355110093
1995474,14059,"VERITION INTERNATIONAL MULTI-STRATEGY FUND LTD",805-7890991804
1995474,14055,"VERITION MULTI-STRATEGY INTERMEDIATE FUND LTD.",805-9799389106
1996036,444908,"CALAMOS AKSIA PRIVATE EQUITY (OFFSHORE) I, LTD.",805-8757768938
1996036,444908,"CALAMOS AKSIA PRIVATE EQUITY (OFFSHORE), LTD.",805-8018425543
1988693,398517,"BATTERY CREDIT ACCESS FUND, L.P.",805-6891560804
1988693,361679,"KEYSTONE PARTNERS, L.P.",805-2593443952
1988693,255509,"KEYSTONE PARTNERS, L.P.",805-2593443952
1988693,361660,"INTERNATIONAL INFRASTRUCTURE FINANCE COMPANY FEEDER III-EU SCSP",805-3274022403
1988693,304577,"LONGWOOD PARTNERS, L.P.",805-5742632017
1988693,255509,"INTERNATIONAL INFRASTRUCTURE FINANCE COMPANY FEEDER III, L.P.",805-4930076748
1988693,246446,"INTERNATIONAL INFRASTRUCTURE FINANCE COMPANY FEEDER, L.P.",805-4589484899
1988693,246449,"INTERNATIONAL INFRASTRUCTURE FINANCE COMPANY FEEDER II, L.P.",805-3376154269
1988693,255509,"LONGWOOD PARTNERS, LP",805-5742632017
1988693,255509,"STONEHURST PARTNERS, LP",805-3662348089
1988693,398460,"STONEHURST PARTNERS, L.P.",805-3662348089
1988693,480693,"LONGWOOD PARTNERS, L.P.",805-5742632017
1988693,480719,"BELMONT PARTNERS, LP",805-5789280116
1988693,480690,"STONEHURST PARTNERS, L.P.",805-3662348089
1988693,480697,"LONGWOOD PARTNERS, L.P.",805-5742632017
1988693,480698,"BELMONT PARTNERS, LP",805-5789280116
1988693,398501,"INTERNATIONAL INFRASTRUCTURE FINANCE COMPANY FEEDER IV SCSP",805-6720896076
1993419,367406,"CITATION CERES CO-INVEST FEEDER LP",805-8909915338
1996038,186368,"ADAPTIVE TREND FUND, LTD.",805-8207513403
1997378,417470,"BGO STRATEGIC CAPTIAL PARTNERS SECONDARIES FUND III-F, LP",805-5435336102
1997378,203868,"MREP SECONDARIES EUI-II ROSA, L.P.",805-7513849479
1997378,203857,"METROPOLITAN REAL ESTATE PARTNERS SECONDARIES FUND II-TE, L.P.",805-3605412456
1997378,175137,"METROPOLITAN REAL ESTATE PARTNERS SECONDARIES & CO-INVESTMENTS FUND NUS-B, L.P.",805-1612091234
1997378,203869,"METROPOLITAN REAL ESTATE PARTNERS CO-INVESTMENTS FUND II-TE, L.P.",805-6607560221
1997378,224035,"METROPOLITAN REAL ESTATE PARTNERS CO-INVESTMENTS EUI-II, L.P.",805-6216245636
1997378,417470,"BGO STRATEGIC CAPITAL PARTNERS SECONDARIES FUND III, LP",805-5017462075
1997378,417470,"BGO STRATEGIC CAPITAL PARTNERS SECONDARIES FUND III-TE,LP",805-5089312699
1997378,417470,"BGO STRATEGIC CAPITAL PARTNERS SECONDARIES FUND III-QFPF, LP",805-8267177321
1997378,417443,"BGO STRATEGIC CAPITAL PARTNERS SECONDARIES FUND III-QFPF, LP",805-8267177321
1997378,189054,"METROPOLITAN REAL ESTATE PARTNERS SECONDARIES EUI, L.P.",805-2954274485
1997378,417443,"BGO STRATEGIC CAPITAL PARTNERS SECONDARIES FUND III, LP",805-5017462075
1997378,417443,"BGO STRATEGIC CAPITAL PARTNERS SECONDARIES FUND III-TE,LP",805-5089312699
1997378,417443,"BGO STRATEGIC CAPTIAL PARTNERS SECONDARIES FUND III-F, LP",805-5435336102
1997378,243955,"MREP CO-INVESTMENTS EUI II-C-LALA, L.P.",805-6093893759
1997378,243950,"METROPOLITAN REAL ESTATE PARTNERS MD-FEEDER, L.P.",805-2122746277
1997378,243937,"METROPOLITAN REAL ESTATE PARTNERS CO-INVESTMENTS FUND II-EAP, L.P.",805-8472383157
1997378,224035,"MREP CO-INVESTMENTS EUI-II DE, L.P.",805-4123764621
1993610,206682,"CEDERBERG GREATER CHINA EQUITY FUND",805-4415829362
1993610,206682,"CEDERBERG GREATER CHINA EQUITY FUND LP",805-3388221740
1993610,364823,"CEDERBERG PARTNERS FUND",805-5553122780
1996025,267902,"RPI INTERNATIONAL PARTNERS II, LP",805-3098711292
1996025,267902,"RPI INTERNATIONAL PARTNERS, LP",805-1860031075
1996025,267902,"RPI US PARTNERS, LP",805-1851727783
1996025,267902,"RPI US PARTNERS II, LP",805-8595434866
1996025,267902,"RPI INTERNATIONAL HOLDINGS, LP",805-4552460245
1994171,191147,"MIGS US STAFF INVESTORS, L.P.",805-6863945559
1994171,191147,"MIGS NON-U.S. STAFF INVESTORS, L.P.",805-6857583126
1994171,227822,"MACQUARIE QUALIFIED STAFF INVESTMENT SERIES, LLC - MIGS II ELECTING STAFF SERIES",805-6408686107
1994171,227822,"MACQUARIE QUALIFIED STAFF INVESTMENT SERIES, LLC - MIGS II US STAFF SERIES",805-3298872572
2000682,487561,"AVS I (FEEDER) L.P.",805-8634531016
1995503,40160,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY FUND II LP",805-5434209883
1995503,40177,"PWP ABVO DE INTERMEDIATE FUND III LLC",805-9008659103
1995503,40055,"PWP ABV DE INTERMEDIATE FUND LLC",805-4325910819
1995503,40177,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY CAYMAN INTERMEDIATE FUND III LTD.",805-8410005812
1995503,40051,"PERELLA WEINBERG PARTNERS ASSET BASED VALUE FUND LP",805-2670101909
1995503,40051,"PERELLA WEINBERG PARTNERS ASSET BASED VALUE OFFSHORE FUND L.P.",805-7891880637
1995503,40051,"PERELLA WEINBERG PARTNERS ASSET BASED VALUE CAYMAN INTERMEDIATE FUND LTD.",805-6243116379
1995503,42446,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY FUND III LP",805-4690038013
1995503,40160,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY OFFSHORE FUND II A",805-2646545600
1995503,40177,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY DELAWARE INTERMEDIATE FUND V LLC",805-7219051686
1995503,189845,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY FUND III LP",805-4690038013
1995503,42446,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY CAYMAN INTERMEDIATE FUND III LTD.",805-8410005812
1995503,176007,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY OFFSHORE FUND III A",805-9758634662
1995503,40162,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY OFFSHORE FUND II B",805-4761872527
1995503,176007,"PWP ABVO DELAWARE INTERMEDIATE FUND III D LLC",805-8421802049
1995503,176007,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY FUND III LP",805-4690038013
1995503,40177,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY OFFSHORE FUND III A",805-9758634662
1995503,189845,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY CAYMAN INTERMEDIATE FUND IV LTD.",805-5219081454
1995503,40055,"PERELLA WEINBERG PARTNERS ASSET BASED VALUE OFFSHORE FUND L.P.",805-7891880637
1995503,40162,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY DELAWARE INTERMEDIATE FUND II LLC",805-9008659103
1995503,40177,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY FUND III LP",805-4690038013
1995503,189845,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY OFFSHORE FUND III B",805-3741911451
1995503,40160,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY CAYMAN INTERMEDIATE FUND II LTD.",805-3801823488
1995503,42446,"PERELLA WEINBERG PARTNERS ABV OPPORTUNITY OFFSHORE FUND III A",805-9758634662
1995896,481071,"WEST STREET ENERGY PARTNERS OFFSHORE - B AIV-1, L.P.",805-3656079661
1995896,481078,"WEST STREET ENERGY PARTNERS OFFSHORE - B, L.P.",805-2717870582
1995896,481123,"GS CAPITAL PARTNERS VI PIA PMD QP FUND, L.P.",805-4369573677
1995896,481128,"HORIZON INCLUSIVE GROWTH OFFSHORE FEEDER FUND I LLC",805-5985856294
1995896,481274,"WEST STREET CAPITAL PARTNERS IX OFFSHORE FEEDER FUND LLC",805-8661665123
1995896,481123,"GS CAPITAL PARTNERS VI PIA PMD QP FUND OFFSHORE, LTD.",805-4712729458
1995896,481123,"GS CAPITAL PARTNERS VI PMD QP FUND OFFSHORE, LTD.",805-3740711800
1995896,481123,"GS CAPITAL PARTNERS VI PMD QP FUND, L.P.",805-3182521565
1995896,481175,"WHITEHALL STREET INTERNATIONAL REAL ESTATE CORPORATION 2005",805-6002448870
1995395,373118,"DAWSON RATED FUND 6-R2 LP",805-8390613772
1995395,302976,"DAWSON RATED FUND 5-R1 LP",805-3314248399
1995193,301628,"VANGUARD HARBOURVEST 2021 PRIVATE EQUITY FEEDER FUND L.P.",805-1504139765
1995193,337409,"VANGUARD HARBOURVEST 2022 PRIVATE EQUITY FEEDER FUND L.P.",805-3126102335
1995193,197568,"HARBOURVEST PARTNERS XI BUYOUT FEEDER FUND L.P.",805-9993524175
1995193,301574,"HARBOURVEST PARTNERS CO-INVESTMENT VI FEEDER AIF SCSP",805-2674137950
1995193,235600,"HARBOURVEST ACCESS-2020 GLOBAL FUND CAYMAN LLC",805-2019297683
1995193,301346,"HARBOURVEST ACCESS - CO-INVESTMENT FUND VI LLC",805-7599190762
1995193,297095,"HARBOURVEST ACCESS-2021 GLOBAL FUND CAYMAN LLC",805-5991687928
1995193,197587,"HARBOURVEST ACCESS - CO-INVESTMENT FUND V LLC",805-6103283561
1995193,300373,"HARBOURVEST PARTNERS XII MICRO BUYOUT FEEDER FUND L.P.",805-4814118717
1995193,301718,"HARBOURVEST ASIA PACIFIC 5 FEEDER FUND L.P",805-3423119933
1995193,337496,"HARBOURVEST CREDIT OPPORTUNITIES III FEEDER FUND L.P.",805-5531160416
1995193,346269,"HARBOURVEST GP ACCESS - DOVER STREET XI LLC",805-3353050324
1995193,337399,"HARBOURVEST 2022 GLOBAL FEEDER AIF SCSP",805-4982868967
1995193,337396,"HARBOURVET 2022 GLOBAL FEEDER FUND L.P.",805-5973490228
1995193,172320,"HARBOURVEST REAL ASSETS III FEEDER FUND L.P.",805-7336493488
1995193,297095,"HARBOURVEST 2021 GLOBAL FEEDER FUND L.P.",805-4554779038
1995193,301346,"HARBOURVEST PARTNERS CO-INVESTMENT FEEDER FUND VI",805-5274847261
1995193,337396,"HARBOURVEST ACCESS - 2022 GLOBAL FUND CAYMAN LLC",805-6439997298
1995193,20331,"HIPEP VI-CAYMAN ASIA PACIFIC FUND L.P.",805-5725239346
1995193,197549,"HARBOURVEST PARTNERS XI MICRO BUYOUT FEEDER FUND L.P.",805-5391578946
1995193,215687,"HARBOURVEST CREDIT OPPORTUNITIES II FEEDER AIF SCSP",805-2254091642
1995193,215678,"HARBOURVEST ADELAIDE FEEDER A L.P.",805-1926919624
1995193,72357,"HARBOURVEST 2015 GLOBAL PARALLEL A FUND HOLDINGS LLC",805-4381601416
1995193,218745,"HARBOURVEST ACCESS-2019 GLOBAL FUND CAYMAN LLC",805-4785944789
1995193,20351,"HIPEP VI-CAYMAN EMERGING MARKETS FUND L.P.",805-7954176557
1995193,17601,"HARBOURVEST PARTNERS 2007 CAYMAN DIRECT FUND L.P.",805-7917797588
1995193,187391,"HARBOURVEST ASIA PACIFIC FEEDER FUND VIII L.P.",805-3827469449
1995193,20334,"HIPEP VI-CAYMAN EUROPEAN SMALL-MEDIUM BUYOUT FUND L.P.",805-5963395932
1995193,20167,"HARBOURVEST PARTNERS VIII-CAYMAN MEZZANINE AND DISTRESSED DEBT FUND L.P.",805-5574948253
1995193,378692,"HARBOURVEST ACCESS-2023 GLOBAL FUND CAYMAN LLC",805-8357414201
1995193,378698,"HARBOURVEST 2023 GLOBAL FEEDER AIF SCSP",805-2222839142
1995193,378694,"HARBOURVEST INFRASTRUCTURE OPPORTUNITIES III FEEDER AIF SCSP",805-1866259208
1995193,477526,"HARBOURVEST 2024 GLOBAL FEEDER AIF SCSP",805-2222839142
1995193,478042,"HARBOURVEST CO-INVESMENT VII GROWTH FEEDER FUND L.P.",805-2130052406
1995193,480594,"HIPEP V-CAYMAN ASIA PACIFIC AND REST OF WORLD PARTNERSHIP FUND L.P.",805-9847180314
1995193,478004,"VANGUARD HARBOURVEST 2024 PRIVATE EQUITY FEEDER FUND L.P.",805-5414746905
1995193,478021,"HARBOURVEST ACCESS - CO-INVESTMENT FUND VII COMBINED LLC",805-5303636350
1995193,477471,"HARBOURVEST ACCESS-2024 GLOBAL FUND CAYMAN LLC",805-2745066773
1995193,15035,"HARBOURVEST PARTNERS VIII-CAYMAN VENTURE FUND L.P.",805-2985658908
1995193,218745,"HARBOURVEST 2019 GLOBAL FEEDER FUND L.P.",805-6320904199
1995193,235505,"HIPEP IX FEEDER FUND L.P.",805-9360244513
1995193,197567,"HARBOURVEST PARTNERS XI VENTURE FEEDER FUND L.P.",805-3387218902
1995193,218758,"HARBOURVEST 2019 GLOBAL FEEDER AIF SCSP",805-5288502979
1995193,70322,"HIPEP VII EUROPE FEEDER FUND L.P.",805-9106400452
1995193,172431,"HARBOURVEST 2016 GLOBAL PARALLEL C FUND HOLDINGS LLC",805-8353461607
