"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
1932150,250732,133806,"Cayman Islands - Cayman Islands Monetary Authority"
1924154,251463,133904,"Cayman Islands - Cayman Islands Monetary Authority"
1934746,365702,144465,"Cayman Islands - Cayman Islands Monetary Authority"
1936607,8448,2207,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1935877,177663,117885,"Cayman Islands - Cayman Islands Monetary Authority"
1939857,178398,118033,"Cayman Islands - Cayman Islands Monetary Authority"
1943344,288406,138171,"Cayman Islands - Cayman Islands Monetary Authority"
1941167,438071,150503,"Canada - Nova Scotia Securities Commission"
1941167,438072,150504,"Canada - Nova Scotia Securities Commission"
1941167,281277,137265,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1941167,281272,137264,"Canada - Nova Scotia Securities Commission"
1943955,252035,133989,"Cayman Islands - Cayman Islands Monetary Authority"
1933392,378979,146084,"Cayman Islands - Cayman Islands Monetary Authority"
1933392,256312,146081,"Cayman Islands - Cayman Islands Monetary Authority"
1934555,120369,83385,"Cayman Islands - Cayman Islands Monetary Authority"
1934555,120369,83385,"Singapore - Monetary Authority of Singapore"
1929803,374832,145643,"Cayman Islands - Cayman Islands Monetary Authority"
1929803,374830,145636,"Cayman Islands - Cayman Islands Monetary Authority"
1929803,374827,145632,"Cayman Islands - Cayman Islands Monetary Authority"
1929803,374824,145625,"Cayman Islands - Cayman Islands Monetary Authority"
1929803,374827,145754,"Cayman Islands - Cayman Islands Monetary Authority"
1929803,374830,145755,"Cayman Islands - Cayman Islands Monetary Authority"
1929803,374810,145617,"Cayman Islands - Cayman Islands Monetary Authority"
1929803,374810,145751,"Cayman Islands - Cayman Islands Monetary Authority"
1929803,374810,145750,"Cayman Islands - Cayman Islands Monetary Authority"
1946417,315119,147040,"Cayman Islands - Cayman Islands Monetary Authority"
1947972,228812,130135,"Cayman Islands - Cayman Islands Monetary Authority"
1936674,373334,145476,"Cayman Islands - Cayman Islands Monetary Authority"
1934730,369552,145041,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1925597,64136,13012,"Cayman Islands - Cayman Islands Monetary Authority"
1925597,64137,13013,"Cayman Islands - Cayman Islands Monetary Authority"
1925055,249382,145305,"Canada - Ontario Securities Commission"
1925055,249382,133675,"Cayman Islands - Cayman Islands Monetary Authority"
1931644,190604,120934,"Cayman Islands - Cayman Islands Monetary Authority"
1935530,181169,150371,"Cayman Islands - Cayman Islands Monetary Authority"
1932659,66787,13676,"Cayman Islands - Cayman Islands Monetary Authority"
1909542,429638,150453,"Cayman Islands - Cayman Islands Monetary Authority"
1925134,245583,132883,"Cayman Islands - Cayman Islands Monetary Authority"
1941296,58598,143351,"Cayman Islands - Cayman Islands Monetary Authority"
1947055,318888,142510,"Cayman Islands - Cayman Islands Monetary Authority"
1947055,54405,10707,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1947055,186680,120306,"Cayman Islands - Cayman Islands Monetary Authority"
1947055,251542,133916,"Cayman Islands - Cayman Islands Monetary Authority"
1947055,251542,133918,"Canada - Ontario Securities Commission"
1929220,313237,141770,"Cayman Islands - Cayman Islands Monetary Authority"
1935937,196130,122656,"Canada - Ontario Securities Commission"
1935937,196130,122753,"Cayman Islands - Cayman Islands Monetary Authority"
1938574,369597,145044,"Cayman Islands - Cayman Islands Monetary Authority"
1938574,366235,144546,"Other - NONE"
1938574,313963,141901,"Cayman Islands - Cayman Islands Monetary Authority"
1938574,313963,141900,"Other - NONE"
1938574,369597,145043,"Other - NONE"
1933896,319879,142678,"Sweden - Swedish Financial Supervisory Authority"
1936507,317384,142364,"Cayman Islands - Cayman Islands Monetary Authority"
1937303,250716,133803,"Cayman Islands - Cayman Islands Monetary Authority"
1939278,317384,142364,"Cayman Islands - Cayman Islands Monetary Authority"
1930404,316382,142252,"Ireland -  Central Bank of Ireland"
1941045,4729,1567,"Cayman Islands - Cayman Islands Monetary Authority"
1933782,269587,136055,"Cayman Islands - Cayman Islands Monetary Authority"
