"FilingID","Fund Name","Fund ID","Adviser Name","Adviser SEC Number","Clients Solicited?"
1952775,"LONG HILL CAPITAL VENTURE PARTNERS 1 PLUS, L.P.",805-4250983360,"LONG HILL CAPITAL MANAGEMENT","802-110224","N"
1952769,"LONG HILL CAPITAL VENTURE PARTNERS 1, L.P.",805-8259176371,"LONG HILL CAPITAL MANAGEMENT","802-110224","N"
1952757,"LONG HILL CAPITAL VENTURE PARTNERS 2 PLUS, L.P.",805-8721127877,"LONG HILL CAPITAL MANAGEMENT","802-110224","N"
1952730,"LONG HILL CAPITAL VENTURE PARTNERS 3, L.P.",805-6623570811,"LONG HILL CAPITAL MANAGEMENT","802-110224","N"
1952715,"LONG HILL CAPITAL VENTURE PARTNERS 1 PLUS, L.P.",805-4250983360,"LONG HILL CAPITAL MANAGEMENT","802-110224","N"
1952715,"LONG HILL CAPITAL VENTURE PARTNERS 1, L.P.",805-8259176371,"LONG HILL CAPITAL MANAGEMENT","802-110224","N"
1952715,"LONG HILL CAPITAL VENTURE PARTNERS 2, L.P.",805-9152782627,"LONG HILL CAPITAL MANAGEMENT","802-110224","N"
1952715,"LONG HILL CAPITAL VENTURE PARTNERS 2 PLUS, L.P.",805-8721127877,"LONG HILL CAPITAL MANAGEMENT","802-110224","N"
1952715,"LONG HILL CAPITAL VENTURE PARTNERS 3, L.P.",805-6623570811,"LONG HILL CAPITAL MANAGEMENT","802-110224","N"
1956934,"TOSSELL, LP - A1",805-5032823250,"ANGELLIST ADVISORS","802-78135","N"
1956934,"TOSSELL, LP - A2",805-8272778562,"ANGELLIST ADVISORS","802-78135","N"
1956934,"TOSSELL, LP - A3",805-8168860888,"ANGELLIST ADVISORS","802-78135","N"
1956934,"TOSSELL, LP - A4",805-7099076184,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND NEW YORK, A SERIES OF THE FUND SERIES, LP",805-7852259703,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND LOS ANGELES, A SERIES OF THE FUND SERIES, LP",805-7867179792,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND LONDON, A SERIES OF THE FUND SERIES, LP",805-8463285305,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND ROCKIES, A SERIES OF THE FUND SERIES, LP",805-7886657911,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND MIDWEST I, A SERIES OF THE FUND SERIES, LP",805-5487088987,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND AUSTRALIA I, A SERIES OF THE FUND SERIES, LP",805-5014114526,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND INDIA, A SERIES OF THE FUND SERIES, LP",805-2308808653,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND XX, A SERIES OF THE FUND SERIES, LP",805-8400867083,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND AUSTIN, A SERIES OF THE FUND SERIES, LP",805-3193344251,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND COLLECTIVE I, A SERIES OF THE FUND SERIES, LP",805-6964368620,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND EXPLORE I, LP - A1",805-9867539921,"ANGELLIST ADVISORS","802-78135","N"
1938446,"AN FUND I, A SERIES OF THE FUND SERIES, LP",805-9573616414,"ANGELLIST ADVISORS","802-78135","N"
1938446,"AU FUND I, A SERIES OF THE FUND SERIES, LP",805-9144244086,"ANGELLIST ADVISORS","802-78135","N"
1938446,"BO FUND I, A SERIES OF THE FUND SERIES, LP",805-1620243011,"ANGELLIST ADVISORS","802-78135","N"
1938446,"BU FUND II, A SERIES OF THE FUND SERIES, LP",805-4904257728,"ANGELLIST ADVISORS","802-78135","N"
1938446,"CH FUND I, A SERIES OF THE FUND SERIES, LP",805-8822518979,"ANGELLIST ADVISORS","802-78135","N"
1938446,"CI FUND I, A SERIES OF THE FUND SERIES, LP",805-5447318323,"ANGELLIST ADVISORS","802-78135","N"
1938446,"CL FUND I, A SERIES OF THE FUND SERIES, LP",805-8026670773,"ANGELLIST ADVISORS","802-78135","N"
1938446,"DA FUND I, A SERIES OF THE FUND SERIES, LP",805-2564546427,"ANGELLIST ADVISORS","802-78135","N"
1938446,"EL FUND I, A SERIES OF THE FUND SERIES, LP",805-4956226608,"ANGELLIST ADVISORS","802-78135","N"
1938446,"EN FUND I, A SERIES OF THE FUND SERIES, LP",805-5771641085,"ANGELLIST ADVISORS","802-78135","N"
1938446,"FE FUND I, A SERIES OF THE FUND SERIES, LP",805-1937519493,"ANGELLIST ADVISORS","802-78135","N"
1938446,"FI FUND I, A SERIES OF THE FUND SERIES, LP",805-1769568953,"ANGELLIST ADVISORS","802-78135","N"
1938446,"FL FUND I, A SERIES OF THE FUND SERIES, LP",805-2050898522,"ANGELLIST ADVISORS","802-78135","N"
1938446,"HA FUND I, A SERIES OF THE FUND SERIES, LP",805-7031674778,"ANGELLIST ADVISORS","802-78135","N"
1938446,"JE FUND I, A SERIES OF THE FUND SERIES, LP",805-4246530160,"ANGELLIST ADVISORS","802-78135","N"
1938446,"LA FUND I, A SERIES OF THE FUND SERIES, LP",805-2447219941,"ANGELLIST ADVISORS","802-78135","N"
1938446,"LO FUND I, A SERIES OF THE FUND SERIES, LP",805-6951040691,"ANGELLIST ADVISORS","802-78135","N"
1938446,"LOC FUND I, A SERIES OF THE FUND SERIES, LP",805-5904684483,"ANGELLIST ADVISORS","802-78135","N"
1938446,"MI FUND I, A SERIES OF THE FUND SERIES, LP",805-9585704025,"ANGELLIST ADVISORS","802-78135","N"
1938446,"MIN FUND I, A SERIES OF THE FUND SERIES, LP",805-6855111857,"ANGELLIST ADVISORS","802-78135","N"
1938446,"MO FUND I, A SERIES OF THE FUND SERIES, LP",805-3383313451,"ANGELLIST ADVISORS","802-78135","N"
1938446,"MOD FUND I, A SERIES OF THE FUND SERIES, LP",805-5515227360,"ANGELLIST ADVISORS","802-78135","N"
1938446,"NIL FUND I, A SERIES OF THE FUND SERIES, LP",805-6915073747,"ANGELLIST ADVISORS","802-78135","N"
1938446,"NIR FUND I, A SERIES OF THE FUND SERIES, LP",805-9215003724,"ANGELLIST ADVISORS","802-78135","N"
1938446,"ON FUND I, A SERIES OF THE FUND SERIES, LP",805-6932109763,"ANGELLIST ADVISORS","802-78135","N"
1938446,"OP FUND I, A SERIES OF THE FUND SERIES, LP",805-3733274894,"ANGELLIST ADVISORS","802-78135","N"
1938446,"PA FUND I, A SERIES OF THE FUND SERIES, LP",805-4725053489,"ANGELLIST ADVISORS","802-78135","N"
1938446,"PA FUND II, A SERIES OF THE FUND SERIES, LP",805-3171494626,"ANGELLIST ADVISORS","802-78135","N"
1938446,"PAL FUND I, A SERIES OF THE FUND SERIES, LP",805-7584833764,"ANGELLIST ADVISORS","802-78135","N"
1938446,"PI FUND I, A SERIES OF THE FUND SERIES, LP",805-4364501216,"ANGELLIST ADVISORS","802-78135","N"
1938446,"PLA FUND I, A SERIES OF THE FUND SERIES, LP",805-3708665487,"ANGELLIST ADVISORS","802-78135","N"
1938446,"QU FUND I, A SERIES OF THE FUND SERIES, LP",805-1627105226,"ANGELLIST ADVISORS","802-78135","N"
1938446,"RA FUND I, A SERIES OF THE FUND SERIES, LP",805-6479857720,"ANGELLIST ADVISORS","802-78135","N"
1938446,"RAD FUND I, A SERIES OF THE FUND SERIES, LP",805-5125911790,"ANGELLIST ADVISORS","802-78135","N"
1938446,"RE FUND I, A SERIES OF THE FUND SERIES, LP",805-4631370250,"ANGELLIST ADVISORS","802-78135","N"
1938446,"SAL FUND I, A SERIES OF THE FUND SERIES, LP",805-2529121207,"ANGELLIST ADVISORS","802-78135","N"
1938446,"SAM FUND I, A SERIES OF THE FUND SERIES, LP",805-4499560208,"ANGELLIST ADVISORS","802-78135","N"
1938446,"SH FUND I, A SERIES OF THE FUND SERIES, LP",805-3200482289,"ANGELLIST ADVISORS","802-78135","N"
1938446,"SI FUND I, A SERIES OF THE FUND SERIES, LP",805-8867835411,"ANGELLIST ADVISORS","802-78135","N"
1938446,"SM FUND I, A SERIES OF THE FUND SERIES, LP",805-1497476057,"ANGELLIST ADVISORS","802-78135","N"
1938446,"SMI FUND I, A SERIES OF THE FUND SERIES, LP",805-9286021656,"ANGELLIST ADVISORS","802-78135","N"
1938446,"SP FUND I, A SERIES OF THE FUND SERIES, LP",805-6665431231,"ANGELLIST ADVISORS","802-78135","N"
1938446,"ST FUND I, A SERIES OF THE FUND SERIES, LP",805-8965638749,"ANGELLIST ADVISORS","802-78135","N"
1938446,"SU FUND I, A SERIES OF THE FUND SERIES, LP",805-7951486352,"ANGELLIST ADVISORS","802-78135","N"
1938446,"TA FUND I, A SERIES OF THE FUND SERIES, LP",805-6182531229,"ANGELLIST ADVISORS","802-78135","N"
1938446,"TH FUND I, A SERIES OF THE FUND SERIES, LP",805-1275665330,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND EXPLORE I, LP - A2",805-4107974811,"ANGELLIST ADVISORS","802-78135","N"
1938446,"VA FUND I, A SERIES OF THE FUND SERIES, LP",805-3077452762,"ANGELLIST ADVISORS","802-78135","N"
1938446,"THE FUND EXPLORE I, LP - A3",805-9702758569,"ANGELLIST ADVISORS","802-78135","N"
1938446,"UM FUND I, A SERIES OF THE FUND SERIES, LP",805-3857945342,"ANGELLIST ADVISORS","802-78135","N"
1938446,"US FUND I, A SERIES OF THE FUND SERIES, LP",805-6695774248,"ANGELLIST ADVISORS","802-78135","N"
1938446,"VA FUND II, A SERIES OF THE FUND SERIES, LP",805-7245053480,"ANGELLIST ADVISORS","802-78135","N"
1938446,"VI FUND I, A SERIES OF THE FUND SERIES, LP",805-5630092262,"ANGELLIST ADVISORS","802-78135","N"
