"FilingID","ReferenceID","CIK"
2004483,384957,2020406
2009803,386887,1767611
2009803,386888,1304145
2009803,386891,938772
2009803,386892,1376503
2009803,386896,1376501
2009873,302312,1624322
2009782,386678,8055635
2004810,325322,80255
2010768,92912,1910664
2010768,117357,1520351
2010848,270005,35368
2010848,270005,908564
2010848,270053,1629539
2010848,270056,278082
2010848,270057,356628
2010848,270057,1133702
2010848,270057,990651
2010848,270057,1161971
2010848,270057,1299044
2010848,270064,1385495
2010848,270068,715091
2010848,270069,1385494
2010848,270071,1112436
2010848,270073,1630052
2010848,270078,1419454
2010848,270098,1601774
2010848,270099,1609177
2010848,270106,215826
2010848,270106,1026420
2010848,270107,783343
2009541,35417,1099485
2009541,41311,782124
2009541,41311,1362244
2009541,117724,835271
2009541,158772,741611
2009541,158772,928121
2009541,158772,1173475
2009541,158772,1363391
2009541,242521,1362941
2009541,300217,1068829
2011636,335702,1513126
2011752,132822,1005607
2007453,210409,1455301
2007480,46457,1926456
2007480,251717,1926313
2007480,271948,1616654
2007480,290126,1542334
2007480,307913,1639071
2007480,325457,1085538
2007480,358635,737767
2007480,382243,1007444
2005340,5965,1254859
2005340,33252,61916
2005340,41983,1034182
2005340,41984,1230788
2005340,43540,872873
2005340,43540,1526483
2005340,82118,1343498
2005340,82119,1528732
2005340,175196,1725946
2005340,323450,884590
2008049,69180,1549275
2008088,210752,1132576
2008088,288975,1370027
2008088,308551,1766900
2008088,308552,1200138
2008088,308553,1316466
2007762,306457,1798477
2007762,331102,1780630
2009773,53186,938772
2009773,53188,1304145
2009773,53226,1304143
2009773,204451,1376503
2009773,204455,1022437
2009773,237821,1179124
2009773,264560,1167713
2009773,285112,1767619
2010889,293099,1649451
2011113,398520,1783979
2011155,49128,1314440
2004250,398997,1230440
2004250,398999,1640762
2004250,399004,71110
2004250,399005,1603422
2004250,399006,1469000
2004250,399007,1531987
2003593,279311,1781277
2003593,279316,1781276
2003593,279320,1781279
2003593,279322,1781278
2005906,233413,1233991
2005906,233414,351106
2005906,322305,1232739
2005906,322306,1543099
2005906,322310,1347882
2005906,322311,727892
2005906,322315,1232744
2005906,322317,908733
2005906,322321,86298
2004052,46008,1590406
2004052,64172,1356524
2004052,64173,1581798
2007102,95441,1477338
2007102,125794,1380935
2007102,127846,1504317
2007102,244775,1650425
2007102,266616,1893401
2007102,390929,1994377
2007270,59769,845563
2007270,59770,1590406
2007270,59773,1380485
2007271,53651,845563
2007271,53652,1590406
2007271,64174,1581798
2007352,246384,1497770
2007352,246399,1497770
2007352,246400,1497770
2007094,201136,1862787
2007094,231872,1698607
2008046,203667,1143565
1980028,326901,1076598
1980028,326904,877781
2008086,252654,1420989
2008104,9703,106614
2008104,9703,106614
2008104,9704,108069
2008104,9704,108069
2008104,9704,108069
2008104,9704,108069
2008104,43991,1579407
2008104,43991,1579407
2008104,59483,108928
2008104,59483,108928
2008104,82162,1322981
2008104,82162,1322981
2008104,85178,1006249
2008104,85178,1006249
2008104,93321,1528987
2008104,93321,1528987
2007312,354492,1960050
2010083,292580,1167711
2010083,292587,72174
2010083,292587,910886
2010083,292588,1141802
2004531,48866,1570401
2004531,128529,1166774
2010081,64523,1034883
2010081,191483,1132576
2010081,191485,1179779
2010081,191487,1138897
2010081,338666,1543160
2010081,338669,829108
2010081,338675,1563961
2010081,338676,1779153
2008104,93326,1002197
2008104,93326,1002197
2008104,125969,1034551
2008104,125969,1034551
2008104,126014,1388401
2008104,126014,1388401
2008104,126019,1559919
2008104,126019,1559919
2008104,126058,1388402
2008104,126058,1388402
2008104,126120,913414
2008104,126120,913414
2008104,126124,1559921
2008104,126124,1559921
2008104,126139,1461626
2008104,126139,1461626
2008104,129505,1549649
2008104,129505,1549649
2008104,142181,1559920
2008104,142181,1559920
2008104,156879,1654470
2008104,156879,1654470
2008104,202428,1388403
2008104,202428,1388403
2008104,202430,1579406
2008104,202430,1579406
2008104,220262,1415064
2008104,220262,1415064
2008104,239877,1050459
2008104,239877,1050459
2008104,239883,290336
2008104,239883,290336
2008104,298791,1512562
2008104,298791,1512562
2008106,219679,1388403
2008106,219679,1388403
2008106,219679,1388403
2008106,219682,1559921
2008106,219682,1559921
2008106,219682,1559921
2008106,219683,1034551
2008106,219683,1034551
2008106,219683,1034551
2008106,219685,106614
2008106,219685,106614
2008106,219685,106614
2008106,219686,1654470
2008106,219686,1654470
2008106,219686,1654470
2008106,219689,1415064
2008106,219689,1415064
2008106,219689,1415064
2008106,219693,1579406
2008106,219693,1579406
2008106,219693,1579406
2008106,219700,108069
2008106,219700,108069
2008106,219700,108069
2008106,219700,108069
2008106,219700,108069
2008106,219700,108069
2008106,219702,1002197
2008106,219702,1002197
2008106,219702,1002197
2008106,219708,1006249
2008106,219708,1006249
2008106,219708,1006249
2008106,219710,1388402
2008106,219710,1388402
2008106,219710,1388402
2008106,219713,1322981
2008106,219713,1322981
2008106,219713,1322981
2008106,219714,1461626
2008106,219714,1461626
2008106,219714,1461626
2008106,219716,1559919
2008106,219716,1559919
2008106,219716,1559919
2008106,219719,1388401
2008106,219719,1388401
2008106,219719,1388401
2008106,219721,108928
2008106,219721,108928
2008106,219721,108928
2008106,219722,1528987
2008106,219722,1528987
2008106,219722,1528987
2008106,219748,1549649
2008106,219748,1549649
2008106,219748,1549649
2008106,219765,1579407
2008106,219765,1579407
2008106,219765,1579407
2008106,240168,1050459
2008106,240168,1050459
2008106,240168,1050459
2008106,240176,1559920
2008106,240176,1559920
2008106,240176,1559920
2008106,240177,913414
2008106,240177,913414
2008106,240177,913414
2008106,298764,1512562
2008106,298764,1512562
2008106,298764,1512562
2008118,40706,1254859
2008118,61123,872873
2008118,81825,1553998
2008118,81827,1343498
2008118,81829,1528732
2008118,130561,1073894
2008118,174517,1725946
2008118,223649,928047
2008118,285544,1086888
2008031,161953,792326
2008031,161955,1019677
2008031,161956,1549520
2008031,161959,1666792
2008031,161964,1593800
2008031,161971,1466125
2008031,161973,1539503
2008031,161974,1736669
2008031,161978,1675696
2008031,161979,1496894
2008031,161984,1362495
2008031,162052,1596444
2008031,162053,1728531
2008031,203489,1325447
2008031,219775,1678092
2008031,240735,1845724
2008031,240736,1456075
2008031,258783,1739441
2008031,280081,1812870
2008018,378416,1380935
2008018,378424,1893401
2008018,378464,1504317
2008018,378497,1477338
2008018,378501,1650425
2008018,392499,1994377
2008018,392641,1245521
2008133,55438,1378434
2008137,2511,108572
2008137,55476,1378434
2008139,53015,108572
2008255,272926,1373422
2008255,272930,1473517
2008255,282440,149443
2008255,349209,1548916
2008255,368571,1546408
2007715,95441,1477338
2007715,125794,1380935
2007715,127846,1504317
2007715,244775,1650425
2007715,266616,1893401
2007715,390929,1994377
2008355,398601,1849497
2008355,398602,1785445
2008355,398603,1812178
2008355,398604,2022908
2008355,398606,2033299
2008355,398607,1417889
2008363,238368,1505708
2008214,306958,1731061
2008214,307008,1478145
2007239,399234,14661
1992080,388509,1802530
2008001,64523,1034883
2008001,191483,1132576
2008001,191485,1179779
2008001,191487,1138897
2008001,338666,1543160
2008001,338669,829108
2008001,338675,1563961
2008001,338676,1779153
2008001,338677,1499609
2008001,338678,1499094
2008001,338679,1348883
2008001,338687,1689636
2008001,338696,1424480
2008001,338700,898420
2008001,338702,1027814
2008001,338705,1023875
2008001,338713,1368427
2008001,338714,1766900
2008001,338720,1717978
2008001,338722,1200138
2008001,338725,1200139
2008001,338728,1132702
2008001,338729,1316466
2008001,338734,1303092
2008001,338735,1303095
2008001,338738,1370027
2008001,338753,1409108
2008001,338754,1012036
2008001,338755,1621157
2008001,338756,1423442
2008001,338757,906304
2008001,338758,711125
2008001,338760,926430
2008001,338761,1014885
2008001,338763,315282
2008001,338768,1488694
2008001,338769,1488804
2008001,361596,1638580
2008001,361597,1622583
2008001,383140,1595895
2008001,383141,81238
2008001,383145,81273
2008005,12574,1034882
2008005,191788,1132576
2008005,191792,1179779
2008005,191793,1138897
2008005,338791,1543160
2008005,338796,829108
2008005,338802,1563961
2008005,338803,1779153
2008005,338804,1499609
2008005,338805,1499094
2008005,338807,1348883
2008005,338811,1689636
2008005,338812,1424480
2008005,338814,898420
2008005,338821,1027814
2008005,338826,1023875
2008005,338837,1368427
2008005,338838,1766900
2008005,338841,1717978
2008005,338843,1200138
2008005,338845,1200139
2008005,338848,1132702
2008005,338849,1316466
2008005,338856,1303092
2008005,338857,1303095
2008005,338860,1409108
2008005,338861,1012036
2008005,338862,1621157
2008005,338863,1423442
2008005,338864,906304
2008005,338865,711125
2008005,338867,926430
2008005,338868,1014885
2008005,338870,315282
2008005,338874,1488694
2008005,338875,1488804
2008005,361593,1638580
2008005,361594,1622583
2008005,383164,1595895
2008005,383165,81238
2008005,383169,81273
2008005,383172,1370027
2008539,253902,1829805
1987019,396044,926171
2009025,12574,1034882
2009025,191788,1132576
2009025,191792,1179779
2009025,191793,1138897
2009025,338791,1543160
2009025,338796,829108
2009025,338802,1563961
2009025,338803,1779153
2009025,338804,1499609
2009025,338805,1499094
2009025,338807,1348883
2009025,338811,1689636
2009025,338812,1424480
2009025,338814,898420
2009025,338821,1027814
2009025,338826,1023875
2009025,338837,1368427
2009025,338838,1766900
2006750,315002,1040188
2002035,132822,1005607
2004051,59769,845563
2004051,59770,1590406
2004051,59773,1380485
2004047,53651,845563
2004047,53652,1590406
2004047,64174,1581798
2007225,349388,1910664
2007225,349393,1409728
1982581,392859,796565
2007385,385477,1646386
2007632,372687,1502216
2009025,338841,1717978
2009025,338843,1200138
2009025,338845,1200139
2009025,338848,1132702
2009025,338849,1316466
2009025,338856,1303092
2009025,338857,1303095
2009025,338860,1409108
2009025,338861,1012036
2009025,338862,1621157
2009025,338863,1423442
2009025,338864,906304
