"FilingID","ReferenceID","Private Fund Name","Fund ID"
1928002,432803,"CAMROSE EQUITY US FEEDER FUND LP",805-1934631587
1928002,432803,"CAMROSE EQUITY FEEDER FUND LIMITED",805-4716406199
1924738,314532,"DELLORA INVESTMENTS OFFSHORE FUND LTD",805-2146494057
1924738,314532,"DELLORA INVESTMENTS FUND LP",805-9317809547
1924738,436169,"DELLORA LONG ONLY FUND LP",805-4939133495
1922549,281098,"VISION OPPORTUNITY U.S. FUND LIMITED PARTNERSHIP, CLASS A",805-6912099665
1922549,281098,"VISION OPPORTUNITY TE & NON-U.S. FUND LIMITED PARTNERSHIP, CLASS A",805-9745067551
1922549,281150,"VISION OPPORTUNITY U.S. FUND LIMITED PARTNERSHIP, CLASS B",805-2966011773
1922549,281150,"VISION OPPORTUNITY TE & NON-U.S. FUND LIMITED PARTNERSHIP, CLASS B",805-9751080621
1925594,355403,"DESTINATION PARTNERS FUND LIMITED",805-2705278299
1925594,355403,"DESTINATION PARTNERS OFFSHORE FUND LIMITED",805-1035782112
1930872,436934,"MARSHALL WACE FUNDS LP - MW GLOBAL OPPORTUNITIES (US) FUND",805-1175482248
1930872,436934,"MARSHALL WACE FUNDS PLC - MW GLOBAL OPPORTUNITIES FUND",805-5571116105
1930872,436934,"MARSHALL WACE MANAGED ACCOUNTS ICAV - MW GLOBAL OPPORTUNITIES FUND II",805-6286361440
1922910,221293,"FUND 891824",805-5957891824
1908697,288967,"VALEDOR ALLCAT BLOCKER SPV, LLC",805-4007460475
1908697,244217,"VALEDOR CP II FEEDER FUND BLOCKER, LP",805-5844892332
1904925,230936,"WELWING FUND",805-1348265982
1904925,230936,"WELWING US FUND",805-5174635417
1916276,435259,"BARREL STRENGTH PARTNERS ACCESS VEHICLE, LLC",805-4291149941
1922517,435849,"ALPHAFUSION GLOBAL OPPORTUNITIES FUND ICAV",805-9725004612
1929012,181178,"WATERTON MINING PARALLEL FUND ONSHORE FEEDER, LLC",805-6321532126
1928388,420645,"HIVEMIND CULTURE OFFSHORE FEEDER FUND, LP",805-9390398388
1928388,420998,"PARDINUS LONG SHORT EUROPEAN EQUITY FEEDER FUND LP",805-8864837330
1928388,356776,"HIVEMIND LIQUID OFFSHORE FEEDER FUND, LP",805-3976691281
1928388,357920,"LINIK FUND LIMITED",805-1044327257
1928388,357920,"LINIK FUND LP",805-9176773479
1928388,356776,"HIVEMIND LIQUID US FEEDER FUND, LP",805-8512874423
1929765,277694,"NEKTON GLOBAL FUND LIMITED",805-7106658304
1929765,277694,"NEKTON GLOBAL FUND LP",805-9271157927
1927419,247208,"FARADAY CAPITAL OFFSHORE II, L.P.",805-1755858319
1924170,224126,"GERMAN ACCESS FUND FEEDER",805-1435262089
1924122,309179,"GOLDEN PINE FEEDER FUND",805-4310606795
1924122,309179,"GOLDEN PINE US FEEDER FUND",805-9446103194
1917528,435230,"CAXTON CADENCE (USA) LLC",805-4190725896
1917528,435230,"CAXTON CADENCE INTERMEDIATE FUND L.P.",805-7090650008
1917528,435230,"CAXTON CADENCE LIMITED",805-9538596411
1917528,435231,"CAXTON DYNAMIS (USA) LLC",805-1630453562
1917528,435231,"CAXTON DYNAMIS INTERMEDIATE FUND L.P.",805-6791534170
1917528,435231,"CAXTON DYNAMIS LIMITED",805-5567703087
1917528,435228,"CAXTON INTERMEDIATE FUND L.P.",805-5001364702
