"FilingID","ReferenceID","CIK"
1922684,292297,1473517
1922684,292300,1494443
1922684,292301,1373442
1933415,292297,1473517
1933415,292300,1494443
1933415,292301,1373442
1924170,265691,938772
1924170,265693,1304145
1924170,265695,1304143
1924170,265710,1376503
1924170,265723,1022437
1924170,265726,1179124
1924170,265732,1376501
1922195,383926,1991871
1929543,233262,102909
1929543,233263,1811242
1929543,233264,1550100
1929543,233265,1680208
1929543,233266,1816749
1929543,351396,1816312
1922948,383953,1980489
1927879,354385,1000275
1930982,289002,941620
1930982,289011,1536140
1930982,315862,898427
1930982,315863,1572311
1930982,362812,1972748
1927187,289786,1438071
1921065,383866,350778
1933732,251189,1727265
1922805,122536,1444741
1932266,355384,1974726
1932266,355388,1611734
1932266,355389,1547838
1929302,265691,938772
1929302,265693,1304145
1929302,265695,1304143
1929302,265710,1376503
1929302,265723,1022437
1929302,265726,1179124
1929302,265732,1376501
1928283,384218,1999299
1912927,376719,1000275
1922412,383205,912938
