"FilingID","ReferenceID","SubreferenceID","Name of General Partner, etc."
1904925,230936,130685,"SIMON COX"
1929012,181178,118517,"WATERTON MINING PARALLEL FUND GP CORP."
1927419,247208,133230,"FARADAY CAPITAL OFFSHORE GP, LLC"
1929765,277694,136622,"BARBARA HEALY - DIRECTOR"
1929765,277694,136622,"TIMOTHY SWEETING - DIRECTOR"
1929765,277694,136622,"DANIEL WIENER - DIRECTOR"
1929765,277694,136623,"NEKTON CAPITAL GP 1 LIMITED - GENERAL PARTNER"
1928002,432803,149861,"STACEY KIRKCONNELL"
1928002,432803,149861,"YAVUZ ARIKAN"
1928002,432803,149862,"CAMROSE EQUITY US FUND GP LIMITED"
1928002,432803,149862,"RALPH WOODFORD (DIRECTOR OF THE GP)"
1928002,432803,149862,"STACEY KIRKCONNELL (DIRECTOR OF THE GP)"
1928002,432803,149862,"YAVUZ ARIKAN (DIRECTOR OF THE GP)"
1928002,432803,149861,"RALPH WOODFORD"
1928388,356776,143331,"HIVEMIND LIQUID OPPORTUNITY GP, LLC"
1928388,356776,143332,"HIVEMIND LIQUID OPPORTUNITY GP, LLC"
1928388,357920,143477,"RICHARD SCOTT HOPKINS"
1928388,357920,143477,"ANNE STORIE"
1928388,357920,143478,"LINIK GP LLC"
1928388,420645,146965,"HIVEMIND DIGITAL CULTURE GP, LLC"
1928388,420998,147005,"PARDINUS FUND GP LIMITED"
1923862,436201,150295,"SCIP REAL ESTATE GP LTD."
1923862,436180,150288,"SCIP EQUITY GP LTD."
1923862,436202,150294,"SCIP HEDGE FUND GP LTD."
1923862,436183,150289,"SCIP PRIVATE EQUITY GP LTD."
1922199,29364,5348,"SEGULAH IV GP ILP"
1929173,196685,122780,"INFRACAPITAL GREENFIELD PARTNERS I SLP GP LLP"
1929173,196685,122782,"INFRACAPITAL GREENFIELD DF GP LLP"
1929173,196685,122779,"INFRACAPITAL GREENFIELD PARTNERS I EMPLOYEE FEEDER GP LLP"
1929173,196685,122781,"INFRACAPITAL GREENFIELD PARTNERS I SLP2 GP LLP"
1929173,172296,119920,"INFRACAPITAL  SLP II GP LLP"
1929173,172296,119919,"INFRACAPITAL DF II GP LLP"
1929173,215981,126366,"LONDON STONE INVESTMENTS F3 SP GP LLP"
1929173,215981,126366,"INFRACAPITAL PARTNERS III GP SARL"
1926628,276773,142478,"LEIGH DROGEN"
1926628,276773,142478,"MEGAN HANNUM"
1922807,39461,7220,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1922807,39511,7226,"VINCI CAPITAL  PARTNERS GP LIMITED"
1922807,39555,7232,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1922807,62906,12759,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1922807,202489,132515,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1922807,243838,132493,"VINCI CAPITAL  PARTNERS III GP LIMITED"
1922807,202512,132517,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1922807,243655,132458,"VINCI CAPITAL  PARTNERS III GP LIMITED"
1922807,243844,132495,"VINCI CAPITAL  PARTNERS III GP LIMITED"
1922807,39555,7232,"VINCI CAPITAL  PARTNERS GP LIMITED"
1922807,202489,132515,"VINCI CAPITAL  PARTNERS III-A, L.P."
1922807,202501,132516,"VINCI CAPITAL  PARTNERS III-B, L.P."
1922807,202501,132516,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1922807,243838,132493,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1922807,243844,132495,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1922807,39511,7226,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1922807,39461,7220,"VINCI CAPITAL  PARTNERS GP LIMITED"
1922807,202512,132517,"VINCI CAPITAL  PARTNERS III-C, L.P."
1922807,243655,132458,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1922807,62906,12759,"VINCI CAPITAL  PARTNERS GP LIMITED"
1922807,202479,132513,"VINCI CAPITAL  PARTNERS GP LIMITED"
1922807,202479,132513,"VINCI CAPITAL GESTORA DE RECURSOS LTDA."
1921874,276773,142478,"LEIGH DROGEN"
1921874,276773,142478,"MEGAN HANNUM"
1914743,435250,150236,"SPC GP II LLC"
1914743,205248,150235,"SPC GP I LLC"
1914743,435735,150234,"SPC GP II LLC"
1922253,248556,133458,"DAVID DEROSA"
1922253,248556,133458,"ROISIN ADDLESTONE"
1922253,248556,133458,"JENNIFER COLLINS"
1922647,5354,1646,"PATRICK HARGREAVES"
1922647,184600,119865,"PATRICK HARGREAVES"
1922647,184600,119865,"ADRIAN O'CARROLL"
1922647,5354,10546,"PATRICK HARGREAVES"
1922647,184600,119865,"DECLAN QUILLIGAN"
1922647,184600,119865,"CARSTEN LONFELDT"
1922647,5354,10546,"CARSTEN LONFELDT"
1922647,5332,1642,"ADRIAN O'CARROLL"
1922647,5332,1642,"DECLAN QUILLIGAN"
1922647,5354,10546,"DECLAN QUILLIGAN"
1922647,5332,1643,"ADRIAN O'CARROLL"
1922647,5332,1643,"DECLAN QUILLIGAN"
1922647,5354,1646,"ADRIAN O'CARROLL"
1922647,5354,1646,"CARSTEN LONFELDT"
1922647,5332,1642,"CARSTEN LONFELDT"
1922647,213875,125964,"ADRIAN O'CARROLL"
1922647,213875,125964,"CARSTEN LONFELDT"
1922647,213875,125964,"DECLAN QUILLIGAN"
1922647,5354,1646,"DECLAN QUILLIGAN"
1922647,5354,10546,"AKO GENERAL PARTNER LIMITED"
1922647,5332,1643,"AKO GENERAL PARTNER LIMITED"
1922647,5332,1643,"PATRICK HARGREAVES"
1922647,5332,1642,"PATRICK HARGREAVES"
1922647,213875,125964,"PATRICK HARGREAVES"
1922647,5354,10546,"ADRIAN O'CARROLL"
1922647,5332,1643,"CARSTEN LONFELDT"
1929720,231112,130746,"SIMON JOHN COX - DIRECTOR"
1929720,231112,130746,"MARC PETER TOWERS - DIRECTOR"
1929720,231112,130704,"AM SQUARED GENERAL PARTNER LIMITED - GENERAL PARTNER"
1929720,231112,130746,"ARJUN VIKRAM MENON - DIRECTOR"
1931452,313585,141840,"AQUAMARINE ZURICH AG"
1931452,313585,141839,"MARK CHAPMAN"
1931452,313585,141839,"SIMON GUSTAV SPIER"
1928015,421122,147009,"KULTURA SUMMIT MASTER FUND GP LLC"
1929107,38079,119819,"INFRACAPITAL EMPLOYEE FEEDER GP 1 LLP"
1929107,38079,119820,"EDWARD H CLAKE, MARTIN J LENNON, SIMON H W PILCHER, AND GRANT R SPIERS"
1929107,199847,123320,"M&G GENERAL PARTNER INC."
1929107,372641,145714,"INFRACAPITAL PARTNERS IV GP S.A.R.L"
1929107,372641,145714,"LONDON FENCHURCH F4 EMPLOYEE FEEDER SP GP LLP"
1929302,224126,131858,"GERMAN ACCESS FUND LP"
1924901,309002,145432,"A & J TRADING V, LLC, GENERAL PARTNER"
1924901,373072,145426,"A & J TRADING V, LLC, GENERAL PARTNER"
1924901,373072,145427,"AUSTIN BARNARD, DIRECTOR"
1924901,373072,145427,"JEFFREY SEKINGER, DIRECTOR"
1921996,435801,150241,"DELTA EMERALD VENTURES GP LLC"
1928336,288483,140246,"NEIL MACKIE - DIRECTOR"
1928336,288483,140247,"NEIL MACKIE - DIRECTOR"
1928336,288483,140247,"AI-SQUARED MANAGEMENT LIMITED - INVESTMENT MANAGER"
1928336,288483,140247,"SUKRU KESEBI - DIRECTOR"
1928336,288483,140247,"WEI LUO - DIRECTOR"
1928336,288483,140246,"AI-SQUARED MANAGEMENT LIMITED - INVESTMENT MANAGER"
1928336,288483,140246,"SUKRU KESEBI - DIRECTOR"
1928336,288483,140246,"WEI LUO - DIRECTOR"
1928344,428425,148838,"XIAORUI BAO - DIRECTOR"
1928344,428425,148838,"FEI WU - DIRECTOR"
1928344,428425,148839,"XIAORUI BAO - DIRECTOR"
1928344,428425,148839,"FEI WU - DIRECTOR"
1924132,179427,125881,"KEVIN ANDREW MEEHAN - DIRECTOR"
1924132,179427,118206,"KEVIN ANDREW MEEHAN - DIRECTOR"
1924132,179427,118205,"JEFFREY KENNETH LOPEZ - DIRECTOR"
1924132,179427,118206,"JEFFREY KENNETH LOPEZ - DIRECTOR"
1924132,179427,118205,"MARC PETER TOWERS - DIRECTOR"
1924132,179427,118205,"ATOMVEST LIMITED - MANAGER"
1924132,179427,118206,"ATOMVEST LIMITED - MANAGER"
1924132,179427,118206,"MARC PETER TOWERS - DIRECTOR"
1924132,179427,125881,"ATOMVEST LIMITED - MANAGER"
1924132,179427,125881,"JEFFREY KENNETH LOPEZ - DIRECTOR"
1924132,179427,125881,"MARC PETER TOWERS - DIRECTOR"
1924132,179427,118205,"KEVIN ANDREW MEEHAN - DIRECTOR"
1925745,64763,13194,"YVONNE YUK YEE HO - DIRECTOR"
1925745,64763,13194,"PETER TASKER - DIRECTOR"
1925745,64763,13194,"RT. HON THE EARL OF CROMER - DIRECTOR"
1925745,193083,122036,"RT. HON THE EARL OF CROMER - DIRECTOR"
1925745,193083,122036,"WONG RAYMOND KIN JEON - DIRECTOR"
1925745,193083,122036,"PETER TASKER - DIRECTOR"
1922354,420567,146954,"JIN YANG"
1922354,420567,146954,"DAVID EGGLISHAW"
1922354,420567,146954,"SAMANTHA FU"
1922354,420574,146955,"DAVID EGGLISHAW"
1922354,420574,146955,"JIN YANG"
1922354,420574,146955,"SAMANTHA FU"
1925207,436189,150293,"XIAOHU ZHANG AND XIULING LI"
1908521,428450,148843,"2717 PARTNERS FUNDS GP LLC"
