"FilingID","ReferenceID","Name of Administrator","City","State","Country","Related Person","Statements","Who Sends Statements"
1980356,420165,"JTC FUND SOLUTIONS (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1938433,25257,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,233658,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,233662,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,25273,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,25290,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,198229,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,45133,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,25264,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,25259,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,25265,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,25289,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1938433,199439,"CIBC MELLON GLOBAL SECURITIES SERVICES COMPANY","TORONTO, ON","","Canada","N","No (provided to no investors)","THE STATEMENTS OF THE ACCOUNTS INVESTING IN PRIVATE FUNDS WHICH ARE HELD WITH DEALERS ARE PREPARED AND SENT TO INVESTORS BY THE DEALERS.  RBC INDIGO ASSET MANAGEMENT INC. SENDS STATEMENTS TO ITS CLIENTS WHO HOLD PRIVATE FUNDS IN THEIR DISCRETIONARY MANAGED ACCOUNTS OR THEIR NON-DISCRETIONARY MANAGED DIRECT SUBSCRIPTION ACCOUNTS."
1976606,252751,"APEX","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1976801,251422,"VISTRA (LUXEMBOURG) S.À R.L.","L-2540 LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)",""
1976801,251364,"VISTRA USA, LLC","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1968133,22144,"CITCO FUND SERVICES (CAYMAN ISLANDS) LIMITED","GEORGE TOWN, GRAND CAYMAN","","Cayman Islands","N","Yes (provided to all investors)",""
1976926,432803,"WAYSTONE ADMINISTRATION SOLUTIONS (IE) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1978768,377704,"CW DIGITAL FUNDS, LLC","ORLANDO","Florida","United States","N","Yes (provided to all investors)",""
1979092,265915,"SS&C FUND SERVICES (ASIA) LIMITED","SINGAPORE","","Singapore","N","No (provided to no investors)","NOT APPLICABLE"
1979092,238065,"MORGAN STANLEY FUND SERVICES (CAYMAN) LTD","CAYMAN","","Cayman Islands","N","Yes (provided to all investors)",""
1978534,484781,"NAV FUND SERVICES","OAKBROOK TERRACE","Illinois","United States","N","Yes (provided to all investors)",""
1971671,310224,"EDMOND DE ROTHSCHILD ASSET MANAGEMENT (LUXEMBOURG)","LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)",""
1971671,310139,"AZTEC FINANCIAL SERVICES (LUXEMBOURG) SA","LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)",""
1971671,371677,"AZTEC FINANCIAL SERVICES (LUXEMBOURG) SA","LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)",""
1971671,370156,"AZTEC FINANCIAL SERVICES (LUXEMBOURG) SA","LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)",""
1965727,483302,"JSQ ADMINISTRATIVE SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1965727,483318,"JSQ ADMINISTRATIVE SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1966890,364818,"CARTA","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1980162,366904,"OPUS FUND SERVICES (BERMUDA), LTD.","CHICAGO","Illinois","United States","N","No (provided to no investors)","NOT APPLICABLE"
1949383,304617,"CORNERSTONE FUND SERVICES, LLC","SANDY","Utah","United States","N","Yes (provided to all investors)",""
1949383,304609,"CORNERSTONE FUND SERVICES, LLC","SANDY","Utah","United States","N","Yes (provided to all investors)",""
1949383,304603,"CORNERSTONE FUND SERVICES, LLC","SANDY","Utah","United States","N","Yes (provided to all investors)",""
1949383,254059,"CORNERSTONE FUND SERVICES, LLC","SANDY","Utah","United States","N","Yes (provided to all investors)",""
1949383,213572,"CORNERSTONE FUND SERVICES, LLC","SANDY","Utah","United States","N","Yes (provided to all investors)",""
1949383,253552,"CORNERSTONE FUND SERVICES, LLC","SANDY","Utah","United States","N","Yes (provided to all investors)",""
1949383,253547,"CORNERSTONE FUND SERVICES, LLC","SANDY","Utah","United States","N","Yes (provided to all investors)",""
1983999,426003,"NAV CONSULTING, INC.","OAKBROOK TERRACE","Illinois","United States","N","Yes (provided to all investors)",""
1984079,317010,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1984079,288567,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1984079,249179,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1984079,249185,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1984079,288561,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1984079,317011,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1983385,485400,"NAV FUND ADMINISTRATION GROUP","OAKBROOK TERRACE","Illinois","United States","N","Yes (provided to all investors)",""
1984231,16906,"APEX FUND ADMINISTRATORS (PREVIOUSLY KNOWN AS BROADSCOPE)","PARAMUS","New Jersey","United States","N","Yes (provided to all investors)",""
1984231,16908,"APEX FUND ADMINISTRATORS (PREVIOUSLY KNOWN AS BROADSCOPE)","PARAMUS","New Jersey","United States","N","Yes (provided to all investors)",""
1984231,16888,"APEX FUND ADMINISTRATORS (PREVIOUSLY KNOWN AS BROADSCOPE)","PARAMUS","New Jersey","United States","N","Yes (provided to all investors)",""
1984231,16890,"APEX FUND ADMINISTRATORS (PREVIOUSLY KNOWN AS BROADSCOPE)","PARAMUS","New Jersey","United States","N","Yes (provided to all investors)",""
1982157,58730,"OPUS FUND SERVICES","HAMILTON","","Bermuda","N","Yes (provided to all investors)",""
1982638,458734,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1961586,476584,"NAV CONSULTING, INC.","OAKBROOK TERRACE","Illinois","United States","N","Yes (provided to all investors)",""
1980703,483893,"ADURO HOLDING, LLC","PRINCETON","New Jersey","United States","N","No (provided to no investors)","THE ADMINISTRATOR PREPARES THE INVESTOR ACCOUNT STATEMENTS AND HEAVYBIT SENDS THEM TO INVESTORS THROUGH A SECURE PORTAL."
1980703,483883,"ADURO HOLDING, LLC","PRINCETON","New Jersey","United States","N","No (provided to no investors)","THE ADMINISTRATOR PREPARES THE INVESTOR ACCOUNT STATEMENTS AND HEAVYBIT SENDS THEM TO INVESTORS THROUGH A SECURE PORTAL."
1980703,251871,"ADURO HOLDING, LLC","PRINCETON","New Jersey","United States","N","No (provided to no investors)","THE ADMINISTRATOR PREPARES THE INVESTOR ACCOUNT STATEMENTS AND HEAVYBIT SENDS THEM TO INVESTORS THROUGH A SECURE PORTAL."
1980703,251869,"ADURO HOLDING, LLC","PRINCETON","New Jersey","United States","N","No (provided to no investors)","THE ADMINISTRATOR PREPARES THE INVESTOR ACCOUNT STATEMENTS AND HEAVYBIT SENDS THEM TO INVESTORS THROUGH A SECURE PORTAL."
1980703,251870,"ADURO HOLDING, LLC","PRINCETON","New Jersey","United States","N","No (provided to no investors)","THE ADMINISTRATOR PREPARES THE INVESTOR ACCOUNT STATEMENTS AND HEAVYBIT SENDS THEM TO INVESTORS THROUGH A SECURE PORTAL."
1980703,305232,"ADURO HOLDING, LLC","PRINCETON","New Jersey","United States","N","No (provided to no investors)","THE ADMINISTRATOR PREPARES THE INVESTOR ACCOUNT STATEMENTS AND HEAVYBIT SENDS THEM TO INVESTORS THROUGH A SECURE PORTAL."
1980703,361082,"ADURO HOLDING, LLC","PRINCETON","New Jersey","United States","N","No (provided to no investors)","THE ADMINISTRATOR PREPARES THE INVESTOR ACCOUNT STATEMENTS AND HEAVYBIT SENDS THEM TO INVESTORS THROUGH A SECURE PORTAL."
1957770,484437,"TRIDENT FUND SERVICES INC","ATLANTA","Georgia","United States","N","Yes (provided to all investors)",""
1963868,484598,"TOKYO KYODO ACCOUNTING OFFICE","TOKYO","","Japan","N","Yes (provided to all investors)",""
1961534,484465,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,484461,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,484466,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,484464,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,363538,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311413,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311725,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311412,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,358729,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311414,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311720,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311715,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311718,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311716,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311415,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311513,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311729,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311723,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311726,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,311722,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1961534,358744,"HC GLOBAL FUND SERVICES LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1980401,239691,"BROWN BROTHERS HARRIMAN (LUXEMBOURG) S.C.A.","LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)","N/A"
1975621,289649,"CENTAUR FUND SERVICES LIMITED","DUBLIN","","Ireland","N","No (provided to no investors)","PRIMARY CAPITAL (I.E., THE FIRM) IS RESPONSIBLE FOR SENDING ACCOUNT STATEMENTS TO ALL INVESTORS."
1975621,289611,"CENTAUR FUND SERVICES LIMITED","DUBLIN","","Ireland","N","No (provided to no investors)","PRIMARY CAPITAL (I.E., THE FIRM) IS RESPONSIBLE FOR SENDING ACCOUNT STATEMENTS TO ALL INVESTORS."
1975901,288846,"STANDISH MANAGEMENT, LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1975901,452356,"STANDISH MANAGEMENT, LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1975901,181255,"STANDISH MANAGEMENT, LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
