"FilingID","ReferenceID","SubreferenceID","Related Person","Name of Marketer","SEC Number","CRD Number","City","State","Country","Websites"
1998632,488211,306224,"N","ACANTHUS CAPITAL LIMITED","",,"LONDON","","United Kingdom","N"
1989923,419749,305738,"N","ADAMANT INVESTMENT PARTNERS LTD","",,"GODSTONE","","United Kingdom","N"
1989923,419749,305739,"N","UMERGENCE LLC","8-69801",284368,"PLANTSVILLE","Connecticut","United States","N"
2000026,488740,307136,"Y","FOUR POINTS CAPITAL PARTNERS LLC","8-50162",43149,"RIDGEWOOD","New Jersey","United States","N"
2000026,488742,307137,"Y","FOUR POINTS CAPITAL PARTNERS LLC","8-50162",43149,"RIDGEWOOD","New Jersey","United States","N"
2000026,488701,307113,"Y","FOUR POINTS CAPITAL PARTNERS LLC","8-50162",43149,"RIDGEWOOD","New Jersey","United States","N"
2000026,488699,307112,"Y","FOUR POINTS CAPITAL PARTNERS LLC","8-50162",43149,"RIDGEWOOD","New Jersey","United States","N"
2000026,488703,307114,"Y","FOUR POINTS CAPITAL PARTNERS LLC","8-50162",43149,"RIDGEWOOD","New Jersey","United States","N"
2000383,270515,199600,"Y","RUFFER LLC","8-70952",322523,"NEW YORK","New York","United States","N"
2000383,270515,124621,"Y","RUFFER LLP","",309733,"LONDON","","United Kingdom","N"
1997332,249077,134633,"Y","ALLEN, MOONEY & BARNES BROKERAGE SERVICES, LLC","8-67477",142619,"THOMASVILLE","Georgia","United States","N"
1997332,249078,134634,"Y","ALLEN, MOONEY & BARNES BROKERAGE SERVICES, LLC","8-67477",142619,"THOMASVILLE","Georgia","United States","N"
1997332,249078,188796,"N","EQUUS FINANCIAL CONSULTING LLC","8-66467",131449,"NEW CANAAN","Connecticut","United States","N"
1997332,476810,297289,"N","EQUUS FINANCIAL CONSULTING LLC","8-66467",131449,"NEW CANAAN","Connecticut","United States","N"
1997332,249078,307138,"N","CITIZENS JMP SECURITIES, LLC","8-39613",22208,"NEW YORK","New York","United States","N"
1995552,365626,199751,"N","AVIDITI FINANCIAL, LLC","8-70523",309026,"DALLAS","Texas","United States","N"
1998931,488304,306363,"N","ATHOS PARTNERS","",,"MONACO","","Monaco","N"
1998931,209623,86304,"N","AMALA PARTNERS LLP","",,"LONDON","","United Kingdom","N"
1994143,189951,94673,"N","PLATYPUS PARTNERS LIMITED","",,"LONDON","","United Kingdom","N"
1994143,189951,88793,"N","HEPTAGON CAPITAL LIMITED","",,"VALETTA","","Malta","N"
1995092,438383,298804,"N","PROBITAS FUNDS GROUP, LLC","8-53512",115876,"NEW YORK","New York","United States","N"
1998123,215977,89338,"N","LAZARD FRERES & CO. LLC","8-2595",2528,"NEW YORK","New York","United States","N"
1998123,215977,89135,"N","LAZARD & CO., LIMITED","",,"LONDON","","United Kingdom","N"
1998123,215977,89136,"N","VOLCOMCAPITAL S.A.","",,"SANTIAGO","","Chile","N"
1998123,215937,89113,"N","FAP USA, L.P.","",,"NEW YORK","New York","United States","N"
1998123,215937,89114,"N","FIRST AVENUE PARTNERS LLP","",,"LONDON","","United Kingdom","N"
1998123,311501,151859,"N","LAZARD FRERES & CO. LLC","8-2595",2528,"NEW YORK","New York","United States","N"
1998123,311501,151860,"N","LAZARD & CO., LIMITED","",,"LONDON","","United Kingdom","N"
1998123,311501,151861,"N","VOLCOMCAPITAL S.A.","",,"SANTIAGO","","Chile","N"
1998123,421699,249883,"N","BULLTICK, LLC","8-52493",104005,"MIAMI","Florida","United States","N"
1998123,421699,249884,"N","FUND PLACEMENT ISRAEL LTD.","",,"TEL-AVIV","","Israel","N"
1998123,421699,249886,"N","THRIVE ALTERNATIVES PTE. LTD.","",,"SINGAPORE","","Singapore","N"
1998123,421699,249887,"N","CREDICORP CAPITAL ASSET MANAGEMENT S.A.","",,"SANTIAGO","","Chile","N"
1982178,246500,151765,"N","TRITON PACIFIC CAPITAL LLC","",,"LOS ANGELES","California","United States","N"
1982178,53834,27092,"N","CREDIT SUISSE","",,"LONDON","","United Kingdom","N"
1982178,53833,27091,"N","CREDIT SUISSE","",,"LONDON","","United Kingdom","N"
1982178,63907,32675,"N","TRITON PACIFIC CAPITAL LLC","",,"LOS ANGELES","California","United States","N"
1982178,246500,108907,"N","HFF SECURITIES LLP","",,"LOS ANGELES","California","United States","N"
1996530,423090,250286,"N","ASANTE CAPITAL GROUP ADVISORS LLC","8-68701",155178,"NEW YORK","New York","United States","N"
1996530,313430,152558,"N","EVERCORE GROUP L.L.C.","8-49830",42405,"NEW YORK","New York","United States","N"
1996530,269655,124059,"N","EVERCORE GROUP L.L.C.","8-49830",42405,"NEW YORK","New York","United States","N"
1996530,183435,71490,"N","EVERCORE GROUP L.L.C.","8-49830",42405,"NEW YORK","New York","United States","N"
1996530,245815,108636,"N","EVERCORE GROUP L.L.C.","8-49830",42405,"NEW YORK","New York","United States","N"
1996530,245816,108637,"N","EVERCORE GROUP L.L.C.","8-49830",42405,"NEW YORK","New York","United States","N"
1996530,487950,306087,"N","EVERCORE GROUP L.L.C.","8-49830",42405,"NEW YORK","New York","United States","N"
1987936,486175,304655,"N","CAMPBELL LUTYENS & CO. INC.","8-66720",133376,"NEW YORK","New York","United States","N"
1987936,486176,304656,"N","CAMPBELL LUTYENS & CO. INC.","8-66720",133376,"NEW YORK","New York","United States","N"
1987936,486177,304657,"N","CAMPBELL LUTYENS & CO. INC.","8-66720",133376,"NEW YORK","New York","United States","N"
1987946,486179,304659,"N","CAMPBELL LUTYENS & CO. INC.","8-66720",133376,"NEW YORK","New York","United States","N"
1993469,158863,123334,"N","SOUTHERN RIGHT CAPITAL","",,"CAPE TOWN","","South Africa","N"
1996365,357059,193814,"N","CAMPBELL LUTYENS & CO. INC.","8-66720",133376,"NEW YORK","New York","United States","N"
1996365,357038,193817,"N","CAMPBELL LUTYENS & CO. INC.","8-66720",133376,"NEW YORK","New York","United States","N"
1987941,277036,129989,"N","POSITRON CONSULTING SERVICES PRIVATE LIMITED","",,"MUMBAI, MAHARASHTRA","","India","N"
1987941,277036,129990,"N","AVENDUS WEALTH MANAGEMENT PRIVATE LIMITED","",,"MUMBAI, MAHARASHTRA","","India","N"
1999152,158813,56774,"N","HODES WEILL SECURITIES, LLC","8-66518",131848,"NEW YORK","New York","United States","N"
1999152,158812,56773,"N","HODES WEILL SECURITIES, LLC","8-66518",131848,"NEW YORK","New York","United States","N"
1999780,484228,303404,"N","PLATYPUS PARTNERS","",,"LONDON","","United Kingdom","N"
1999780,420837,249535,"N","PLATYPUS PARTNERS","",,"LONDON","","United Kingdom","N"
1996204,421774,249845,"N","LAZARD ASIA LIMITED","",,"SINGAPORE","","Singapore","N"
1992888,487502,305942,"Y","HQ CAPITAL (DEUTSCHLAND) GMBH","",,"BAD HOMBURG","","Germany","N"
1993014,178219,68493,"N","BERCHWOOD PARTNERS LLC","8-53091",108399,"NEW YORK","New York","United States","N"
1993931,366133,305741,"N","ONE STONE CAPITAL PTE LTD","",,"SINGAPORE","","Singapore","N"
1993931,366133,305740,"N","IBRIDGE FINANCIAL SERVICES FZCO","",,"DUBAI","","United Arab Emirates","N"
1993931,366133,199992,"N","ALLEN, ALLEN & PARTNERS PTY LIMITED","",,"SYDNEY","","Australia","N"
1993931,366133,200003,"N","HOUSE OF REACH AB","",,"STOCKHOLM","","Sweden","N"
1997700,488096,306207,"N","RAYMOND JAMES FINANCIAL INTERNATIONAL LIMITED","",,"LONDON","","United Kingdom","N"
1997700,488098,306208,"N","RAYMOND JAMES FINANCIAL INTERNATIONAL LIMITED","",,"LONDON","","United Kingdom","N"
1997700,488098,306172,"N","MONUMENT GROUP, INC.","8-47248",36399,"BOSTON","Massachusetts","United States","N"
1997700,488098,306179,"N","UBS EUROPE SE","",,"FRANKFURT AM MAIN","","Germany","N"
1997700,488098,306180,"N","J.P. MORGAN SECURITIES LLC","801-3702",79,"NEW YORK","New York","United States","N"
1997700,488096,306193,"N","UBS EUROPE SE","",,"FRANKFURT AM MAIN","","Germany","N"
1997700,488096,306195,"N","J.P. MORGAN SECURITIES LLC","801-3702",79,"NEW YORK","New York","United States","N"
1997700,488096,306170,"N","MONUMENT GROUP, INC.","8-47248",36399,"BOSTON","Massachusetts","United States","N"
1975388,484432,303510,"N","EVERCORE GROUP L.L.C.","8-49830",42405,"NEW YORK","New York","United States","N"
1995247,363637,199094,"Y","SATURN CAPITAL, INC.","8-32136",15412,"ST. PETERSBURG","Florida","United States","N"
1995247,363661,199104,"Y","SATURN CAPITAL, INC.","8-32136",15412,"ST. PETERSBURG","Florida","United States","N"
1995247,487661,305985,"Y","SATURN CAPITAL, INC.","8-32136",15412,"ST. PETERSBURG","Florida","United States","N"
1997208,481310,301008,"N","REDE PARTNERS (AMERICAS) LLC","8-70269",299631,"NEW YORK","New York","United States","N"
1997208,481289,301007,"N","REDE PARTNERS (AMERICAS) LLC","8-70269",299631,"NEW YORK","New York","United States","N"
1997208,481313,301010,"N","REDE PARTNERS (AMERICAS) LLC","8-70269",299631,"NEW YORK","New York","United States","N"
1997208,356740,196095,"N","REDE PARTNERS (AMERICAS) LLC","8-70269",299631,"NEW YORK","New York","United States","N"
1997208,359627,196105,"N","REDE PARTNERS (AMERICAS) LLC","8-70269",299631,"NEW YORK","New York","United States","N"
1997208,359607,196100,"N","REDE PARTNERS (AMERICAS) LLC","8-70269",299631,"NEW YORK","New York","United States","N"
1997208,236189,100482,"N","GROWTH CAPITAL SERVICES, INC.","",124658,"SAN FRANCISCO","California","United States","N"
1997208,244232,107652,"N","GROWTH CAPITAL SERVICES, INC.","",124658,"SAN FRANCISCO","California","United States","N"
1997208,244236,107653,"N","GROWTH CAPITAL SERVICES, INC.","",124658,"SAN FRANCISCO","California","United States","N"
1997208,294381,145345,"N","REDE PARTNERS (AMERICAS) LLC","8-70269",299631,"NEW YORK","New York","United States","N"
1997208,359596,196096,"N","REDE PARTNERS (AMERICAS) LLC","8-70269",299631,"NEW YORK","New York","United States","N"
1989160,370576,201317,"N","IMPACT RAISING S.A.","",,"TRELEX","","Switzerland","N"
1989160,370576,201318,"N","ALESSANDRO MANGHI","",,"DUBAI","","United Arab Emirates","N"
