"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
1918304,310580,141218,"Cayman Islands - Cayman Islands Monetary Authority"
1918304,310577,141217,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,281191,137251,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,313166,141755,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,247247,133250,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,17703,3542,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1936122,162332,109628,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,17708,3549,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1936122,17706,3552,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1936122,17703,3736,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1936122,63664,12897,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,63664,12898,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,162332,109629,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,205060,124135,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,205060,124134,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,120508,83409,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,247247,133249,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,363785,144139,"Cayman Islands - Cayman Islands Monetary Authority"
1936122,421101,147008,"Cayman Islands - Cayman Islands Monetary Authority"
1930825,168677,116100,"Cayman Islands - Cayman Islands Monetary Authority"
1937981,316161,142219,"Cayman Islands - Cayman Islands Monetary Authority"
1937644,32310,5916,"Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
1937644,248909,133523,"Cayman Islands - Cayman Islands Monetary Authority"
1937644,251129,133854,"Cayman Islands - Cayman Islands Monetary Authority"
1937644,312387,141679,"Cayman Islands - Cayman Islands Monetary Authority"
1937644,437694,150466,"Cayman Islands - Cayman Islands Monetary Authority"
1928164,294923,139269,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1928164,294879,139267,"Cayman Islands - Cayman Islands Monetary Authority"
1928164,294879,143973,"Cayman Islands - Cayman Islands Monetary Authority"
1939338,294923,139269,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1939338,294879,139267,"Cayman Islands - Cayman Islands Monetary Authority"
1939338,294879,143973,"Cayman Islands - Cayman Islands Monetary Authority"
1935674,210386,125493,"Cayman Islands - Cayman Islands Monetary Authority"
1939373,1647,120696,"Cayman Islands - Cayman Islands Monetary Authority"
1942142,184861,120034,"Cayman Islands - Cayman Islands Monetary Authority"
1931786,36910,7453,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1931786,38068,7456,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1931786,16135,9297,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1931786,5320,12268,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1931786,192109,121193,"Cayman Islands - Cayman Islands Monetary Authority"
1943173,224863,128035,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,363864,144173,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,27097,4974,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,310081,141154,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,232955,131012,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,283425,137502,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,232955,131013,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,249094,137654,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,65587,13390,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,26581,4881,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,26490,4866,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,126737,89462,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,26601,4887,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,26490,4866,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1934884,245444,137116,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1934884,123737,119626,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,232995,137112,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,280124,137105,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,166567,116617,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1934884,66925,13702,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1934884,247242,133245,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,245444,132826,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,26880,10416,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,170343,120861,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,245444,132827,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,123735,119625,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,229158,130263,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,229158,130264,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,232995,133248,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1934884,363864,144172,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,166567,116617,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,170348,116625,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,232995,133248,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,65586,13389,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,310064,144905,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,368408,144910,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,213933,126082,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,368408,144910,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1934884,245444,132825,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,58242,11754,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,190936,121005,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,46741,8466,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,249094,137652,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,283432,137509,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,46740,8465,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,27097,4973,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,179188,123286,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,168007,115975,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,26375,4838,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,192812,121968,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,66937,13712,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,49249,9059,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,312686,141683,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,123737,119626,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1934884,192812,121968,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1934884,366407,144577,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,366402,144567,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,366402,144568,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,312686,141683,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1934884,123735,119625,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1934884,209186,125193,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,170343,118159,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,312686,142419,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,26574,4879,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,68708,14052,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,27104,4975,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,179188,118161,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,57097,11382,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,232955,131014,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,27128,4984,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,249094,137655,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,66925,13702,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,432143,149470,"Cayman Islands - Cayman Islands Monetary Authority"
1934884,432143,149471,"Cayman Islands - Cayman Islands Monetary Authority"
1932518,61063,13636,"Cayman Islands - Cayman Islands Monetary Authority"
1941727,282292,148089,"Cayman Islands - Cayman Islands Monetary Authority"
1940915,47747,8864,"Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
1945091,318116,142428,"Bermuda - Bermuda Monetary Authority"
1945091,318116,142428,"United Kingdom - Financial Conduct Authority"
1945091,30818,5793,"Bermuda - Bermuda Monetary Authority"
1945091,36551,6790,"Bermuda - Bermuda Monetary Authority"
1945091,30500,5802,"Bermuda - Bermuda Monetary Authority"
1945091,30806,5806,"Bermuda - Bermuda Monetary Authority"
1945091,30500,5802,"United Kingdom - Financial Conduct Authority"
1945091,30806,5806,"United Kingdom - Financial Conduct Authority"
1945091,30806,5806,"Ireland -  Central Bank of Ireland"
1945091,30500,5802,"Ireland -  Central Bank of Ireland"
1945091,36551,6790,"Ireland -  Central Bank of Ireland"
1945091,36551,6790,"United Kingdom - Financial Conduct Authority"
1945091,30818,5793,"Ireland -  Central Bank of Ireland"
1945091,30818,5793,"United Kingdom - Financial Conduct Authority"
1945091,314471,142025,"Bermuda - Bermuda Monetary Authority"
1945091,314471,142025,"United Kingdom - Financial Conduct Authority"
1941925,373726,146223,"Cayman Islands - Cayman Islands Monetary Authority"
1941925,297417,139383,"Cayman Islands - Cayman Islands Monetary Authority"
1941925,373733,146224,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,212384,125823,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,54251,14148,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,243734,132466,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,247338,133269,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,18077,14146,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,168063,118141,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,50115,14150,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,50115,9313,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,168063,118142,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,179956,118287,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,190394,122755,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,212384,125822,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,204862,124085,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,204862,124086,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,177670,117889,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,177670,117888,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,247339,133274,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,66669,113566,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,66671,13641,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,280063,137089,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,267869,135723,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,247339,134759,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,66669,13640,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,370475,145171,"Cayman Islands - Cayman Islands Monetary Authority"
1945123,45329,146738,"Cayman Islands - Cayman Islands Monetary Authority"
1917531,9632,3215,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1917531,45774,8260,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1917531,209109,135203,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1946401,359017,146332,"Cayman Islands - Cayman Islands Monetary Authority"
1946401,243000,135107,"Cayman Islands - Cayman Islands Monetary Authority"
1943888,277404,136598,"Cayman Islands - Cayman Islands Monetary Authority"
1947648,433609,149817,"Guernsey - Guernsey Financial Services Commission"
1947648,433609,149818,"Guernsey - Guernsey Financial Services Commission"
1947648,433609,149819,"Guernsey - Guernsey Financial Services Commission"
1947648,247317,133276,"Guernsey - Guernsey Financial Services Commission"
1947648,187381,126870,"Guernsey - Guernsey Financial Services Commission"
1947648,187381,126869,"Guernsey - Guernsey Financial Services Commission"
1947648,187381,126868,"Guernsey - Guernsey Financial Services Commission"
1947648,247317,133260,"Guernsey - Guernsey Financial Services Commission"
1947648,247317,133261,"Guernsey - Guernsey Financial Services Commission"
1937942,291290,139339,"Japan - Financial Services Agency"
1944377,234197,131181,"Cayman Islands - Cayman Islands Monetary Authority"
1944377,47997,8804,"Cayman Islands - Cayman Islands Monetary Authority"
1944377,66380,143254,"Cayman Islands - Cayman Islands Monetary Authority"
1937940,314371,141992,"Cayman Islands - Cayman Islands Monetary Authority"
1937940,63717,12916,"Cayman Islands - Cayman Islands Monetary Authority"
1937940,63717,123223,"Cayman Islands - Cayman Islands Monetary Authority"
1937940,17718,126504,"Cayman Islands - Cayman Islands Monetary Authority"
1937940,17717,139352,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1937940,398423,146507,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1940437,314371,141992,"Cayman Islands - Cayman Islands Monetary Authority"
1940437,63717,12916,"Cayman Islands - Cayman Islands Monetary Authority"
1940437,63717,123223,"Cayman Islands - Cayman Islands Monetary Authority"
1940437,17718,126504,"Cayman Islands - Cayman Islands Monetary Authority"
1940437,17717,139352,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1940437,398423,146507,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1935022,358378,145648,"Cayman Islands - Cayman Islands Monetary Authority"
1935022,437338,150375,"Cayman Islands - Cayman Islands Monetary Authority"
1935022,437337,150373,"Cayman Islands - Cayman Islands Monetary Authority"
1944841,438566,150592,"Cayman Islands - Cayman Islands Monetary Authority"
1944841,438567,150596,"Cayman Islands - Cayman Islands Monetary Authority"
1944841,438567,150594,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1944841,438566,150590,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1944841,283297,137485,"Cayman Islands - Cayman Islands Monetary Authority"
1944841,283316,137486,"Cayman Islands - Cayman Islands Monetary Authority"
1944841,6778,8418,"Cayman Islands - Cayman Islands Monetary Authority"
1944841,6736,8420,"Cayman Islands - Cayman Islands Monetary Authority"
1944841,288110,138119,"Cayman Islands - Cayman Islands Monetary Authority"
1943998,279406,136982,"Cayman Islands - Cayman Islands Monetary Authority"
1946287,315509,142172,"Cayman Islands - Cayman Islands Monetary Authority"
1946287,315509,142171,"Cayman Islands - Cayman Islands Monetary Authority"
1946287,3899,9243,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1946287,3899,6504,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1946287,8028,2125,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1946287,3899,9244,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1946287,3899,6503,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1946287,190734,120950,"Ireland -  Central Bank of Ireland"
1948133,52424,10147,"Cayman Islands - Cayman Islands Monetary Authority"
1948133,2352,1217,"Cayman Islands - Cayman Islands Monetary Authority"
1948133,167764,115920,"Cayman Islands - Cayman Islands Monetary Authority"
1948133,180466,118360,"Cayman Islands - Cayman Islands Monetary Authority"
1934562,34000,128030,"Cayman Islands - Cayman Islands Monetary Authority"
1931522,236352,131598,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1931522,236352,131595,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1931522,236352,131595,"Singapore - Monetary Authority of Singapore"
1931522,236352,131596,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1931522,236352,131596,"Singapore - Monetary Authority of Singapore"
1931522,236352,131597,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1931522,236352,131597,"Singapore - Monetary Authority of Singapore"
1931522,173305,117120,"Ireland -  Central Bank of Ireland"
1931522,173305,117120,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1931522,173305,117120,"Finland - Financial Supervision Authority"
1931522,173305,117120,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1931522,173305,117120,"Germany - German Federal Financial Supervisory Agency"
1931522,173305,117120,"Netherlands - The Netherlands Authority for the Financial Markets"
1931522,173305,117120,"United Kingdom - Financial Conduct Authority"
1931522,173305,117120,"Belgium - Banking, Finance and Insurance Commission"
1931522,173305,117120,"Denmark - Danish Financial Supervisory Authority"
1931522,236352,131596,"Cayman Islands - Cayman Islands Monetary Authority"
1931522,62394,12671,"Cayman Islands - Cayman Islands Monetary Authority"
1931522,62394,12672,"Cayman Islands - Cayman Islands Monetary Authority"
