"FilingID","ReferenceID","Legal Name of Custodian","Primary Business Name","City","State","Country","Related Person","SEC Number","Legal Entity Identifier"
1988320,367250,"STATE STREET CUSTODIAL SERVICES (IRELAND) LIMITED","STATE STREET CUSTODIAL SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","",
1988320,205346,"NORTHERN TRUST INTERNATIONAL FUND ADMINISTRATION SERVICES (IRELAND) LIMITED","NORTHERN TRUST INTERNATIONAL FUND ADMINISTRATION SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","",
1988320,367243,"NORTHERN TRUST INTERNATIONAL FUND ADMINISTRATION SERVICES (IRELAND) LIMITED","NORTHERN TRUST INTERNATIONAL FUND ADMINISTRATION SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","",
1992664,288778,"U.S. BANCORP INVESTMENTS, INC.","U.S. BANCORP INVESTMENTS, INC.","MINNEAPOLIS","Minnesota","United States","N","8-35359",
1988481,65400,"WELLS FARGO SECURITIES, LLC","WELLS FARGO SECURITIES, LLC","CHARLOTTE","North Carolina","United States","N","8-65876",
1988481,65400,"ADM INVESTOR SERVICES, INC.","ADM INVESTOR SERVICES, INC. A SUBSIDIARY OF ARCHER DANIELS MIDLAND COMPANY","CHICAGO","Illinois","United States","N","",
1988481,65400,"US BANK N.A.","US BANK N.A.","MILWAUKEE","Wisconsin","United States","N","",
1988481,65400,"TD PRIME SERVICES LLC","TD PRIME SERVICES LLC","NEW YORK","New York","United States","N","8-3337",
1992461,319692,"COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION","COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION","COLUMBIA","Maryland","United States","N","",2549001YYB62BVMSAO13
1992461,319692,"JP MORGAN CHASE","JP MORGAN CHASE","NEW YORK","New York","United States","N","",7H6GLXDRUGQFU57RNE97
1992461,319692,"VALLEY NATIONAL BANK","VALLEY NATIONAL BANK","NEW YORK","New York","United States","N","",KI0VI4JRMCIJ329YTN75
1992704,355674,"INTERACTIVE BROKERS LLC","INTERACTIVE BROKERS LLC","GREENWICH","Connecticut","United States","N","8-47257",
1992704,456190,"INTERACTIVE BROKERS LLC","INTERACTIVE BROKERS LLC","GREENWICH","Connecticut","United States","N","8-47257",
1992461,319690,"VALLEY NATIONAL BANK","VALLEY NATIONAL BANK","NEW YORK","New York","United States","N","",KI0VI4JRMCIJ329YTN75
1992461,319690,"JP MORGAN CHASE","JP MORGAN CHASE","NEW YORK","New York","United States","N","",7H6GLXDRUGQFU57RNE97
1992461,319690,"PNC BANK, NATIONAL ASSOCIATION","PNC BANK, NATIONAL ASSOCIATION","COLLEGE PARK","Georgia","United States","N","",AD6GFRVSDT01YPT1CS68
1992461,277863,"COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION","COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION","COLUMBIA","Maryland","United States","N","",2549001YYB62BVMSAO13
1992461,277863,"SITUS ASSET MANAGEMENT LLC","SITUSAMC","PITTSBURGH","Pennsylvania","United States","N","",
1992461,277863,"WILMINGTON TRUST, NATIONAL ASSOCIATION","WILMINGTON TRUST","WILMINGTON","Delaware","United States","N","",254900K52ZHF2PEQE649
1992461,277863,"JP MORGAN CHASE","JP MORGAN CHASE","NEW YORK","New York","United States","N","",7H6GLXDRUGQFU57RNE97
1992461,277863,"PNC BANK, NATIONAL ASSOCIATION","PNC BANK","COLLEGE PARK","Georgia","United States","N","",AD6GFRVSDT01YPT1CS68
1992461,277863,"VALLEY NATIONAL BANK","VALLEY NATIONAL BANK","NEW YORK","New York","United States","N","",KI0VI4JRMCIJ329YTN75
1992461,319691,"JP MORGAN CHASE","JP MORGAN CHASE","NEW YORK","New York","United States","N","",7H6GLXDRUGQFU57RNE97
1992461,319691,"VALLEY NATIONAL BANK","VALLEY NATIONAL BANK","NEW YORK","New York","United States","N","",KI0VI4JRMCIJ329YTN75
1992461,319691,"PNC BANK, NATIONAL ASSOCIATION","PNC BANK, NATIONAL ASSOCIATION","COLLEGE PARK","Georgia","United States","N","",AD6GFRVSDT01YPT1CS68
1992461,319693,"VALLEY NATIONAL BANK","VALLEY NATIONAL BANK","NEW YORK","New York","United States","N","",KI0VI4JRMCIJ329YTN75
1992461,319693,"JP MORGAN CHASE","JP MORGAN CHASE","NEW YORK","New York","United States","N","",7H6GLXDRUGQFU57RNE97
1992461,319693,"COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION","COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION","COLUMBIA","Maryland","United States","N","",2549001YYB62BVMSAO13
1992461,319692,"PNC BANK, NATIONAL ASSOCIATION","PNC BANK, NATIONAL ASSOCIATION","COLLEGE PARK","Georgia","United States","N","",AD6GFRVSDT01YPT1CS68
