"FilingID","ReferenceID","Foreign Regulatory Authority"
1989118,67078,"Cayman Islands - Cayman Islands Monetary Authority"
1989118,436184,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,361347,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,361333,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,361325,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268087,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268039,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268041,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,267068,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268036,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,267049,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268078,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,252774,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,267077,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,267067,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,267053,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268091,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,373641,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,373631,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,252146,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,267094,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,267307,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,459947,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268040,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,267048,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268097,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268086,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,267075,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268019,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,268081,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,252145,"Cayman Islands - Cayman Islands Monetary Authority"
1986601,267057,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1986601,312367,"Cayman Islands - Cayman Islands Monetary Authority"
1980796,191912,"United Kingdom - Financial Conduct Authority"
1980796,192040,"Cayman Islands - Cayman Islands Monetary Authority"
1980796,191912,"Cayman Islands - Cayman Islands Monetary Authority"
1980796,192040,"United Kingdom - Financial Conduct Authority"
1980796,340037,"Cayman Islands - Cayman Islands Monetary Authority"
1980796,340037,"United Kingdom - Financial Conduct Authority"
1980796,340036,"United Kingdom - Financial Conduct Authority"
1980796,340036,"Cayman Islands - Cayman Islands Monetary Authority"
1988224,175686,"Cayman Islands - Cayman Islands Monetary Authority"
1989322,362506,"Jersey - Jersey Financial Services Commission"
1989322,30601,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1989322,30687,"Cayman Islands - Cayman Islands Monetary Authority"
1989322,217026,"Ireland -  Central Bank of Ireland"
1989322,18995,"Cayman Islands - Cayman Islands Monetary Authority"
1989322,18987,"Cayman Islands - Cayman Islands Monetary Authority"
1988480,245140,"Cayman Islands - Cayman Islands Monetary Authority"
1988320,205346,"Ireland -  Central Bank of Ireland"
1988320,367250,"Ireland -  Central Bank of Ireland"
1988320,367243,"Ireland -  Central Bank of Ireland"
1988481,65400,"Cayman Islands - Cayman Islands Monetary Authority"
1993003,202995,"Cayman Islands - Cayman Islands Monetary Authority"
1992541,372560,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1992541,372560,"Netherlands - The Netherlands Authority for the Financial Markets"
1992541,372560,"Japan - Financial Services Agency"
1992541,372560,"United Kingdom - Financial Conduct Authority"
1992541,372560,"Germany - German Federal Financial Supervisory Agency"
1992541,372560,"Denmark - Danish Financial Supervisory Authority"
1991674,373737,"India - Securities and Exchange Board of India"
1991674,218354,"Mauritius, Republic of - Financial Services Commission"
1991674,249288,"Mauritius, Republic of - Financial Services Commission"
1991674,217707,"Mauritius, Republic of - Financial Services Commission"
1991674,217653,"India - Securities and Exchange Board of India"
1991674,12753,"Mauritius, Republic of - Financial Services Commission"
1991674,12799,"Mauritius, Republic of - Financial Services Commission"
1988374,177886,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,247849,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,169666,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,67741,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,47111,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,209431,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,364154,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,211357,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,229302,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,229301,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,229304,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,54540,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1988374,34473,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,245802,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,34393,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,318518,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1988374,318517,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,368417,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,368467,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,368469,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,368466,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,318514,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1988374,183950,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,358170,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,229202,"Cayman Islands - Cayman Islands Monetary Authority"
1988374,229201,"Cayman Islands - Cayman Islands Monetary Authority"
