"FilingID","Country/Authority"
1990144,"United Kingdom - Financial Conduct Authority"
1990139,"Malaysia - Securities Commission"
1991821,"United Kingdom - Financial Conduct Authority"
1988539,"United Kingdom - Financial Conduct Authority"
1992190,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1986546,"United Kingdom - Financial Conduct Authority"
1986595,"United Kingdom - Financial Conduct Authority"
1980399,"Dubai - Dubai Financial Services Authority"
1991777,"United Kingdom - Financial Conduct Authority"
1988158,"United Kingdom - Financial Conduct Authority"
1994378,"United Kingdom - Financial Conduct Authority"
1989188,"Hong Kong - Securities and Futures Commission"
1965252,"Other: SOUTH AFRICA - FINANCIAL SECTOR CONDUCT AUTHORITY"
