"FilingID","ReferenceID","Private Fund Name","Fund ID"
1932709,40635,"ASPECT US INSTITUTIONAL FUND LIMITED",805-3335290773
1932709,376678,"ASPECT MULTI STRATEGY FUND",805-5822251747
1932709,242624,"ASPECT ALTERNATIVE MARKETS FUND",805-7281696120
1932709,40635,"ASPECT US FUND LLC",805-4743413125
1932721,193798,"LUGARD ROAD CAPITAL, LP",805-9207414051
1932721,249387,"LRC VICTORIA OFFSHORE, LP",805-9565664765
1932721,65627,"THEBES PARTNERS OFFSHORE, LTD",805-1388968709
1932721,268356,"WHITLOW PARTNERS, LP - SERIES A",805-6307931620
1932721,268356,"WHITLOW PARTNERS OFFSHORE, SPC - SERIES A",805-2534571217
1932721,31855,"LUXOR CAPITAL PARTNERS OFFSHORE, LTD.",805-1220716589
1932721,179151,"LUXOR CAPITAL PARTNERS OFFSHORE LIQUIDATING SPV, LTD.",805-3548413058
1932721,65627,"THEBES PARTNERS, LP",805-9992552198
1932721,377760,"GGK CAPITAL, LP",805-5611208108
1932721,377878,"HNG HOSPITALITY OFFSHORE, LP",805-2167487949
1932721,426053,"17TH STREET CAPITAL, LP",805-6954640577
1932721,193798,"LUGARD ROAD CAPITAL OFFSHORE, LTD.",805-7633817903
1932721,180712,"QENA CAPITAL PARTNERS, LP",805-2492495289
1932721,180712,"QENA CAPITAL PARTNERS OFFSHORE, LTD.",805-4813437260
1931557,186368,"ADAPTIVE TREND FUND, LTD.",805-8207513403
1931621,215035,"NEWGEN (OFFSHORE) LP",805-5886493495
1931621,215035,"NEWGEN EQUITY LONG-SHORT FUND RRSP",805-1916280044
1931621,215035,"NEWGEN EQUITY LONG-SHORT FUND LP",805-9794933522
1920908,68902,"KKR SPECIAL SITUATIONS (OFFSHORE) FEEDER II L.P.",805-5117477031
1920908,51273,"KKR SPECIAL SITUATIONS (DOMESTIC) FEEDER L.P.",805-5554265042
1920908,290021,"KKR OPPORTUNITIES (DOMESTIC) FUND PRIVATE INVESTORS II L.P.",805-5461979283
1920908,360670,"KKR US CLO EQUITY PARTNERS III (ONSHORE) FEEDER L.P.",805-5144816920
1920908,371879,"KKR EUROPEAN DIRECT LENDING (EEA) FEEDER SCSP",805-2636497929
1920908,251081,"KKR ABFP (OFFSHORE) PRIVATE INVESTORS SCSP",805-8585089944
1920908,51274,"KKR SPECIAL SITUATIONS (TE) FEEDER L.P.",805-6121886664
1920908,180456,"KKR GLOBAL CREDIT OPPORTUNITIES FUND L.P.",805-5925583136
1920908,176773,"KKR PCOP II OFFSHORE FEEDER L.P.",805-6989054732
1920908,435106,"KKR ABFP II PRIVATE INVESTORS L.P.",805-4836614389
1920908,230406,"KKR DISLOCATION OPPORTUNITIES (TE) FEEDER L.P",805-8276138856
1920908,26973,"KKR MEZZANINE PARTNERS I FEEDER L.P.",805-7053646157
1920908,217778,"KKR LENDING PARTNERS EUROPE (TE) FEEDER L.P.",805-8127974614
1920908,230408,"KKR DISLOCATION OPPORTUNITIES (DOMESTIC) FUND PRIVATE INVESTORS L.P.",805-9128531500
1920908,26067,"KKR LENDING PARTNERS PRIVATE INVESTORS L.P.",805-9802820862
1920908,176773,"KKR PCOP II (TE) OFFSHORE PRIVATE INVESTORS L.P.",805-6499589197
1920908,26973,"KKR MEZZANINE PARTNERS OFFSHORE FEEDER I L.P.",805-4596661333
1920908,230406,"KKR DISLOCATION OPPORTUNITIES (EEA) FUND PRIVATE INVESTORS SCSP",805-7972344060
1920908,26067,"KKR LENDING PARTNERS FEEDER L.P.",805-1469121369
1920908,51274,"KKR SPECIAL SITUATIONS (OFFSHORE) FEEDER L.P.",805-5513323773
1920908,66871,"KKR-CDP PARTNERS FEEDER L.P.",805-9485711534
1920908,180456,"KKR GLOBAL CREDIT OPPORTUNITIES FUND (OVERSEAS) L.P.",805-6674598800
1920908,68902,"KKR SPECIAL SITUATIONS (TE) FEEDER II L.P.",805-3724136874
1930682,432223,"SITUATIONAL AWARENESS OFFSHORE LP",805-3193183149
1920908,235512,"KKR GLOBAL CREDIT DISLOCATION FUND L.P.",805-2249983718
1920908,68900,"KKR SPECIAL SITUATIONS (DOMESTIC) FUND PRIVATE INVESTORS II L.P.",805-8517172638
1920908,217778,"KKR LENDING PARTNERS EUROPE (USD) FEEDER L.P",805-5451503104
1920908,217771,"KKR LENDING PARTNERS EUROPE (EURO) FEEDER L.P.",805-8836729232
1920908,176768,"KKR PCOP II (DOMESTIC) FEEDER L.P.",805-2746603552
1920908,290025,"KKR OPPORTUNITIES (EEA) FUND PRIVATE INVESTORS II SCSP",805-1598798814
1920908,251083,"KKR ABFP (DOMESTIC) FEEDER L.P.",805-2134670928
1920908,290021,"KKR OPPORTUNITIES (DOMESTIC) FEEDER II L.P.",805-5396717556
1920908,290025,"KKR OPPORTUNITIES (OFFSHORE) FEEDER II L.P.",805-5369224417
1920908,290025,"KKR OPPORTUNITIES (TE) FEEDER II L.P.",805-1343272900
1920908,68900,"KKR SPECIAL SITUATIONS (DOMESTIC) FEEDER II L.P.",805-4607299012
