"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
1950010,181382,118580,"Cayman Islands - Cayman Islands Monetary Authority"
1950010,181382,118581,"Cayman Islands - Cayman Islands Monetary Authority"
1939277,431991,149436,"Bermuda - Bermuda Monetary Authority"
1954345,219471,126931,"Cayman Islands - Cayman Islands Monetary Authority"
1939763,231564,130771,"Cayman Islands - Cayman Islands Monetary Authority"
1951394,309823,145251,"Cayman Islands - Cayman Islands Monetary Authority"
1952608,244337,132587,"Cayman Islands - Cayman Islands Monetary Authority"
1952608,244337,132586,"Cayman Islands - Cayman Islands Monetary Authority"
1961114,419490,146796,"Cayman Islands - Cayman Islands Monetary Authority"
1927299,250063,133769,"Cayman Islands - Cayman Islands Monetary Authority"
1927299,250063,133770,"Cayman Islands - Cayman Islands Monetary Authority"
1968162,363082,144043,"Jersey - Jersey Financial Services Commission"
1959063,470807,151210,"Cayman Islands - Cayman Islands Monetary Authority"
1959063,470736,151209,"Cayman Islands - Cayman Islands Monetary Authority"
1959063,470807,151211,"Cayman Islands - Cayman Islands Monetary Authority"
1959063,307666,139975,"Cayman Islands - Cayman Islands Monetary Authority"
1959063,248472,133434,"Cayman Islands - Cayman Islands Monetary Authority"
1959063,248471,133433,"Cayman Islands - Cayman Islands Monetary Authority"
1963914,315200,142139,"Cayman Islands - Cayman Islands Monetary Authority"
1968156,203386,123872,"Mauritius, Republic of - Financial Services Commission"
1955193,37784,7590,"Other - CAYMAN - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
1921073,61893,12572,"Cayman Islands - Cayman Islands Monetary Authority"
1921073,61893,12571,"Cayman Islands - Cayman Islands Monetary Authority"
1949762,312108,141550,"Cayman Islands - Cayman Islands Monetary Authority"
1921080,268113,135776,"Cayman Islands - Cayman Islands Monetary Authority"
1921080,268113,135777,"Cayman Islands - Cayman Islands Monetary Authority"
1946601,248377,133408,"Cayman Islands - Cayman Islands Monetary Authority"
1946601,248377,133409,"Cayman Islands - Cayman Islands Monetary Authority"
1963977,288488,138180,"Cayman Islands - Cayman Islands Monetary Authority"
1963977,288488,138181,"Cayman Islands - Cayman Islands Monetary Authority"
1963977,248540,133457,"Cayman Islands - Cayman Islands Monetary Authority"
1963977,288467,138176,"Cayman Islands - Cayman Islands Monetary Authority"
1963977,288467,138177,"Cayman Islands - Cayman Islands Monetary Authority"
1963977,319163,142539,"Cayman Islands - Cayman Islands Monetary Authority"
1949714,370039,152148,"Cayman Islands - Cayman Islands Monetary Authority"
1949714,370039,152149,"Cayman Islands - Cayman Islands Monetary Authority"
1968117,193990,122280,"Cayman Islands - Cayman Islands Monetary Authority"
1968117,193990,122279,"Cayman Islands - Cayman Islands Monetary Authority"
1963017,355980,146680,"Cayman Islands - Cayman Islands Monetary Authority"
1966689,319895,142681,"Cayman Islands - Cayman Islands Monetary Authority"
1971066,319895,142681,"Cayman Islands - Cayman Islands Monetary Authority"
1921082,316618,142280,"Cayman Islands - Cayman Islands Monetary Authority"
1921082,316618,142281,"Cayman Islands - Cayman Islands Monetary Authority"
1960496,231135,130707,"Cayman Islands - Cayman Islands Monetary Authority"
1960496,251392,133886,"Cayman Islands - Cayman Islands Monetary Authority"
1960496,480973,152028,"Cayman Islands - Cayman Islands Monetary Authority"
1921077,228643,130090,"Cayman Islands - Cayman Islands Monetary Authority"
1959645,373512,145532,"Cayman Islands - Cayman Islands Monetary Authority"
1931258,476747,151356,"Cayman Islands - Cayman Islands Monetary Authority"
1931258,317422,142369,"Cayman Islands - Cayman Islands Monetary Authority"
1931258,313505,141810,"Cayman Islands - Cayman Islands Monetary Authority"
1931258,313508,141813,"Cayman Islands - Cayman Islands Monetary Authority"
1931258,313506,141811,"Cayman Islands - Cayman Islands Monetary Authority"
1931258,313507,141812,"Cayman Islands - Cayman Islands Monetary Authority"
1931258,366230,144544,"Cayman Islands - Cayman Islands Monetary Authority"
1970011,297137,139369,"Cayman Islands - Cayman Islands Monetary Authority"
1937821,300168,139452,"Ireland -  Central Bank of Ireland"
1965218,284874,137803,"Cayman Islands - Cayman Islands Monetary Authority"
1965218,285041,137804,"Cayman Islands - Cayman Islands Monetary Authority"
1944531,270525,136277,"Cayman Islands - Cayman Islands Monetary Authority"
1952058,204571,124051,"Cayman Islands - Cayman Islands Monetary Authority"
1944482,266374,135300,"Jersey - Jersey Financial Services Commission"
1943524,227702,129938,"Mauritius, Republic of - Financial Services Commission"
1943524,227702,129937,"Mauritius, Republic of - Financial Services Commission"
1945658,246473,134343,"Cayman Islands - Cayman Islands Monetary Authority"
1957122,205771,124257,"Cayman Islands - Cayman Islands Monetary Authority"
1946866,64793,123237,"Cayman Islands - Cayman Islands Monetary Authority"
1957112,231693,130798,"Cayman Islands - Cayman Islands Monetary Authority"
1938393,315263,142148,"Cayman Islands - Cayman Islands Monetary Authority"
1935764,437376,150386,"Cayman Islands - Cayman Islands Monetary Authority"
1935764,367401,144720,"Cayman Islands - Cayman Islands Monetary Authority"
1935764,367402,144721,"Cayman Islands - Cayman Islands Monetary Authority"
1935764,367404,144723,"Cayman Islands - Cayman Islands Monetary Authority"
1962457,58256,118039,"Bermuda - Bermuda Monetary Authority"
1957431,366835,144617,"Cayman Islands - Cayman Islands Monetary Authority"
1928642,168821,116122,"Cayman Islands - Cayman Islands Monetary Authority"
1949211,210745,141140,"Cayman Islands - Cayman Islands Monetary Authority"
1959547,33858,6562,"Cayman Islands - Cayman Islands Monetary Authority"
1959547,181387,118583,"Cayman Islands - Cayman Islands Monetary Authority"
1959547,181387,118582,"Cayman Islands - Cayman Islands Monetary Authority"
1964183,362009,146550,"Other - BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
1964183,362009,146550,"Finland - Financial Supervision Authority"
1964183,362009,146550,"Other - LUXEMBOURG - FINANCIAL SECTOR SUPERVISORY COMMISSION"
1964183,362009,146550,"Sweden - Swedish Financial Supervisory Authority"
1964183,362009,143899,"Ireland -  Central Bank of Ireland"
1964183,362009,143899,"Sweden - Swedish Financial Supervisory Authority"
1964183,362009,143899,"Other - BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
1964183,362112,143926,"Other - SPAIN - FINANCIAL SECTOR SUPERVISORY COMMISSION"
1964183,362112,143926,"Denmark - Danish Financial Supervisory Authority"
1964183,309312,141317,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1964183,309275,141314,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1964183,362009,143899,"Finland - Financial Supervision Authority"
1964183,362009,146550,"France - Financial Markets Authority"
1964183,362009,146550,"Germany - German Federal Financial Supervisory Agency"
1964183,362009,146550,"Ireland -  Central Bank of Ireland"
1964183,362009,143899,"France - Financial Markets Authority"
