"FilingID","ReferenceID","Name of Auditing Firm","City","State","Country","Independent","PCAOB Registered","PCAOB Number","PCAOB Inspected"
1980356,420165,"KPMG LLP","GRAND CAYMAN","","Cayman Islands","Y","Y",1323,"Y"
1980356,310526,"KPMG IRELAND","DUBLIN","","Ireland","Y","Y",1116,"Y"
1980356,359455,"KPMG IRELAND","DUBLIN","","Ireland","Y","Y",1116,"Y"
1938433,25257,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1938433,233658,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1938433,233662,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1938433,25273,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1938433,25290,"KPMG LLP","VANCOUVER,BC","","Canada","Y","Y",85,"Y"
1938433,198229,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1938433,45133,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1938433,25264,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1938433,25259,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1938433,25265,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1938433,25289,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1938433,199439,"KPMG LLP","VANCOUVER, BC","","Canada","Y","Y",85,"Y"
1976606,252751,"KPMG","DUBLIN","","Ireland","Y","Y",1116,"Y"
1976801,251422,"ERNST & YOUNG S.A.","LUXEMBOURG","","Luxembourg","Y","Y",1367,"Y"
1976801,251364,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1968133,22144,"KPMG","DUBLIN","","Ireland","Y","Y",1116,"Y"
1976926,432803,"GRANT THORNTON","GEORGE TOWN","","Cayman Islands","Y","Y",5346,"Y"
1978850,203638,"KPMG LLP","STAMFORD","Connecticut","United States","Y","Y",185,"Y"
1979092,238065,"PRICEWATERHOUSECOOPERS","GRAND CAYMAN","","Cayman Islands","Y","Y",1266,"Y"
1971671,310139,"DELOITTE AUDIT","LUXEMBOURG","","Luxembourg","Y","Y",1287,"Y"
1971671,371677,"DELOITTE AUDIT","LUXEMBOURG","","Luxembourg","Y","Y",1287,"Y"
1971671,370156,"DELOITTE AUDIT","LUXEMBOURG","","Luxembourg","Y","Y",1287,"Y"
1963921,308596,"SPICER JEFFRIES LLP","DENVER","Colorado","United States","Y","Y",349,"Y"
1965727,483302,"RSM US LLP","CHICAGO","Illinois","United States","Y","Y",49,"Y"
1965727,483318,"RSM US LLP","CHICAGO","Illinois","United States","Y","Y",49,"Y"
1966890,364818,"KAHN, LITWIN, RENZA & CO., LTD.","BOSTON","Massachusetts","United States","Y","Y",2882,"Y"
1980162,366904,"SPICER JEFFRIES LLP","GREENWOOD VILLAGE","Colorado","United States","Y","Y",349,"Y"
1949383,304603,"FRANK, RIMERMAN + CO. LLC","PALO ALTO","California","United States","Y","Y",1596,"Y"
1949383,254059,"FRANK, RIMERMAN + CO. LLC","PALO ALTO","California","United States","Y","Y",1596,"Y"
1949383,213572,"FRANK, RIMERMAN + CO. LLC","PALO ALTO","California","United States","Y","Y",1596,"Y"
1984079,249179,"BDO USA LLP","PHILADELPHIA","Pennsylvania","United States","Y","Y",243,"Y"
1983999,426003,"BAKER TILLY (CAYMAN) LTD","GRAND CAYMAN","","Cayman Islands","Y","Y",23,"Y"
1984079,288567,"BDO USA LLP","PHILADELPHIA","Pennsylvania","United States","Y","Y",243,"Y"
1984079,249185,"BDO USA LLP","PHILADELPHIA","Pennsylvania","United States","Y","Y",243,"Y"
1984079,288561,"BDO USA LLP","PHILADELPHIA","Pennsylvania","United States","Y","Y",243,"Y"
1983385,485400,"PKF O'CONNOR DAVIES LLP","NEW YORK","New York","United States","Y","Y",127,"Y"
1984231,16888,"BDO USA, P.C.","SAN FRANCISCO","California","United States","Y","Y",243,"Y"
1984231,16890,"BDO USA, P.C.","SAN FRANCISCO","California","United States","Y","Y",243,"Y"
1982157,58730,"SPICER JEFFRIES LLP","GREENWOOD VILLAGE","Colorado","United States","Y","Y",349,"Y"
1982638,458734,"PLANTE & MORAN","LANSING","Michigan","United States","Y","Y",166,"Y"
1961586,476584,"SPICER JEFFRIES LLP","GREENWOOD VILLAGE","Colorado","United States","Y","Y",349,"Y"
1980703,483883,"WITHUMSMITH+BROWN, PC","WHIPPANY","New Jersey","United States","Y","Y",100,"Y"
1980703,251871,"WITHUMSMITH+BROWN, PC","WHIPPANY","New Jersey","United States","Y","Y",100,"Y"
1980703,251869,"WITHUMSMITH+BROWN, PC","WHIPPANY","New Jersey","United States","Y","Y",100,"Y"
1980703,251870,"WITHUMSMITH+BROWN, PC","WHIPPANY","New Jersey","United States","Y","Y",100,"Y"
1980703,305232,"WITHUMSMITH+BROWN, PC","WHIPPANY","New Jersey","United States","Y","Y",100,"Y"
1980703,361082,"WITHUMSMITH+BROWN, PC","WHIPPANY","New Jersey","United States","Y","Y",100,"Y"
1957770,484437,"DELOITTE & TOUCHE LLP","GRAND CAYMAN","","Cayman Islands","Y","Y",1096,"Y"
1980518,191723,"EISNERAMPER LLP","NEW YORK","New York","United States","Y","Y",274,"Y"
1980518,215251,"EISNERAMPER LLP","NEW YORK","New York","United States","Y","Y",274,"Y"
1980518,284669,"EISNERAMPER LLP","NEW YORK","New York","United States","Y","Y",274,"Y"
1939058,438603,"SUMMIT, LLC","DENVER","Colorado","United States","Y","Y",5251,"Y"
1963868,484598,"PRICEWATERHOUSECOOPERS JAPAN LLC","TOKYO","","Japan","Y","N",,""
1980401,239691,"PRICEWATERHOUSECOOPERS, SOCIÉTÉ COOPÉRATIVE","LUXEMBOURG","","Luxembourg","Y","Y",1328,"Y"
1975621,289649,"RSM UK AUDIT LLP","LONDON","","United Kingdom","Y","Y",1545,"Y"
1975621,289611,"RSM UK AUDIT LLP","LONDON","","United Kingdom","Y","Y",1545,"Y"
1975901,181255,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1975901,234043,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1975901,288843,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1975901,372180,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1975901,372176,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1975901,288845,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1975901,181257,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1975901,153736,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1975901,336890,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1975901,336888,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1975901,449857,"KPMG LLP","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1977516,367500,"EISNER AMPER LLC","NEW YORK","New York","United States","Y","Y",274,"Y"
1958122,42097,"HLB BERMAN FISHER","HONG KONG","","Hong Kong","Y","N",,""
1958122,189667,"HLB BERMAN FISHER","HONG KONG","","Hong Kong","Y","N",,""
1958122,482965,"HLB BERMAN FISHER","HONG KONG","","Hong Kong","Y","N",,""
1958122,175711,"HLB BERMAN FISHER","HONG KONG","","Hong Kong","Y","N",,""
1958122,42076,"HLB BERMAN FISHER","HONG KONG","","Hong Kong","Y","N",,""
1958122,42082,"HLB BERMAN FISHER","HONG KONG","","Hong Kong","Y","N",,""
1968112,420990,"ERNST & YOUNG","HONG KONG","","Hong Kong","Y","Y",1409,"Y"
1951675,483924,"PRICEWATERHOUSECOOPERS AUDIT","NEUILLY-SUR-SEINE","","France","Y","Y",1347,"Y"
1951675,483922,"PRICEWATERHOUSECOOPERS SOCIÉTÉ COOPERATIVE","LUXEMBOURG","","Luxembourg","Y","Y",1328,"Y"
1951675,483916,"ERNST & YOUNG S.A.","LUXEMBOURG","","Luxembourg","Y","Y",104,"Y"
1951675,483915,"PRICEWATERHOUSECOOPERS SOCIÉTÉ COOPERATIVE","LUXEMBOURG","","Luxembourg","Y","Y",1328,"Y"
1951675,483923,"PRICEWATERHOUSECOOPERS","PARIS","","France","Y","Y",143,"Y"
1951675,483919,"DELOITTE ET ASSOCIES","PARIS","","France","Y","Y",137,"Y"
1951675,483914,"PRICEWATERHOUSECOOPERS SOCIÉTÉ COOPERATIVE","LUXEMBOURG","","Luxembourg","Y","Y",1328,"Y"
1951675,483921,"PRICEWATERHOUSECOOPERS SOCIÉTÉ COOPERATIVE","LUXEMBOURG","","Luxembourg","Y","Y",1328,"Y"
1951675,398078,"PRICEWATERHOUSECOOPERS SOCIÉTÉ COOPERATIVE","LUXEMBOURG","","Luxembourg","Y","Y",1328,"Y"
1951675,398088,"PRICEWATERHOUSECOOPERS SOCIÉTÉ COOPERATIVE","LUXEMBOURG","","Luxembourg","Y","Y",1328,"Y"
1951675,398094,"PRICEWATERHOUSECOOPERS AUDIT","NEUILLY-SUR-SEINE","","France","Y","Y",1347,"Y"
1951675,398050,"PRICEWATERHOUSECOOPERS AUDIT","NEUILLY-SUR-SEINE","","France","Y","Y",1347,"Y"
1951675,398082,"PRICEWATERHOUSECOOPERS SOCIÉTÉ COOPERATIVE","LUXEMBOURG","","Luxembourg","Y","Y",1328,"Y"
1951675,251443,"PRICEWATERHOUSECOOPERS SOCIÉTÉ COOPERATIVE","LUXEMBOURG","","Luxembourg","Y","Y",1328,"Y"
1951675,320255,"MAZARS","LUXEMBOURG","","Luxembourg","N","N",,""
1951675,397011,"MAZARS","LUXEMBOURG","","Luxembourg","N","N",,""
1951675,398064,"MAZARS","LUXEMBOURG","","Luxembourg","Y","Y",6694,"Y"
1969554,205884,"EY","DUBLIN","","Ireland","Y","N",,""
1937490,437677,"PASQUESI SHEPPARD LLC","LAKE FOREST","Illinois","United States","Y","Y",3443,"Y"
1937490,285764,"PASQUESI SHEPPARD LLC","LAKE FOREST","Illinois","United States","Y","Y",3443,"Y"
1937490,193223,"PASQUESI SHEPPARD LLC","LAKE FOREST","Illinois","United States","Y","Y",3443,"Y"
1937490,168611,"PASQUESI SHEPPARD LLC","LAKE FOREST","Illinois","United States","Y","Y",3443,"Y"
1973265,283405,"WEAVER AND TIDWELL, LLP","MANHATTAN BEACH","California","United States","Y","Y",410,"Y"
1973265,345435,"WEAVER AND TIDWELL, LLP","MANHATTAN BEACH","California","United States","Y","Y",410,"Y"
1960580,476103,"KPMG IRELAND","DUBLIN","","Ireland","Y","Y",1116,"Y"
1973777,233955,"ERNST & YOUNG","SYDNEY","","Australia","Y","Y",1435,"Y"
1973777,167308,"ERNST & YOUNG","SYDNEY","","Australia","Y","Y",1435,"Y"
1973777,355710,"ERNST & YOUNG","SYDNEY","","Australia","Y","Y",1435,"Y"
1974268,52588,"STEWARD INGRAM & COOPER PLLC","RALEIGH","North Carolina","United States","Y","N",,""
1974268,16431,"BDO USA","RALEIGH","North Carolina","United States","Y","Y",243,"Y"
1971031,168521,"ERNST & YOUNG LTD.","GRAND CAYMAN","","Cayman Islands","Y","Y",1655,"Y"
1971031,482968,"ERNST & YOUNG LTD.","GRAND CAYMAN","","Cayman Islands","Y","Y",1655,"Y"
1964171,484415,"DELOITTE STATSAUTORISERET REVISIONSPARTNERSELSKAB","COPENHAGEN S","","Denmark","Y","Y",1294,"Y"
1969905,170049,"DELOITTE & TOUCHE S.P.A.","MILAN","","Italy","Y","Y",1376,"Y"
1981287,436194,"TO BE DETERMINED","IRVINE","California","United States","Y","Y",11111,"Y"
1981396,267906,"COHEN & COMPANY, LTD.","CLEVELAND","Ohio","United States","Y","Y",925,"Y"
1981342,308495,"FRANK RIMMERMAN","SAN FRANCISCO","California","United States","Y","Y",1596,"Y"
1976000,422931,"PRICEWATERHOUSE COOPERS LTD.","HAMILTON","","Bermuda","Y","Y",1403,"Y"
1976000,422936,"PRICEWATERHOUSE COOPERS LTD.","HAMILTON","","Bermuda","Y","Y",1403,"Y"
1976000,422937,"PRICEWATERHOUSE COOPERS LTD.","HAMILTON","","Bermuda","Y","Y",1403,"Y"
1977325,199879,"KPMG","SYDNEY","","Australia","Y","Y",1020,"Y"
1977325,199882,"KPMG","SYDNEY","","Australia","Y","Y",1020,"Y"
1977616,205306,"MARCUM LLP","NEW YORK","New York","United States","Y","Y",688,"Y"
1977616,281571,"MARCUM LLP","NEW YORK","New York","United States","Y","Y",688,"Y"
1977344,241181,"ERNST & YOUNG LTD.","CAMANA BAY","","Cayman Islands","Y","Y",42,"Y"
1977344,197524,"ERNST & YOUNG LTD.","CAMANA BAY","","Cayman Islands","Y","Y",42,"Y"
1977795,288429,"ERNST & YOUNG","GRAND CAYMAN","","Cayman Islands","Y","Y",1655,"Y"
1977795,288489,"ERNST & YOUNG","GRAND CAYMAN","","Cayman Islands","Y","Y",1655,"Y"
1975065,419744,"RSM US LLP","CHICAGO","Illinois","United States","Y","Y",49,"Y"
1975065,419742,"RSM US LLP","CHICAGO","Illinois","United States","Y","Y",49,"Y"
1975065,419743,"RSM US LLP","CHICAGO","Illinois","United States","Y","Y",49,"Y"
1967886,311776,"RICHEY MAY & CO., LLP","ENGLEWOOD","Colorado","United States","Y","Y",673,"Y"
1964572,188381,"MOSS ADAMS","SEATTLE","Washington","United States","Y","Y",659,"Y"
