"FilingID","ReferenceID","Foreign Regulatory Authority"
1980451,276910,"United Kingdom - Financial Conduct Authority"
1980451,327711,"Singapore - Monetary Authority of Singapore"
1980451,346157,"Hong Kong - Securities and Futures Commission"
1980451,347686,"United Kingdom - Financial Conduct Authority"
1980451,370712,"Other-ADGM - THE FINANCIAL SERVICES REGULATORY AUTHORITY"
1980570,27850,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1980570,27850,"Canada - Alberta Securities Commission"
1980570,27850,"Canada - British Columbia Securities Commission"
1980570,27850,"Canada - New Brunswick Securities Commission"
1980570,27850,"Canada - Nova Scotia Securities Commission"
1980570,27850,"Canada - Ontario Securities Commission"
1980570,27850,"Canada - Prince Edward Island, Securities Office"
1980570,27850,"Canada - Quebec, Financial Markets Authority"
1980570,27850,"Canada - Saskatchewan Financial Services Commission"
1980570,27850,"Canada - Yukon Territories, Registrar of Securities"
1980570,27850,"Canada - Manitoba Securities Commission"
1980570,27850,"Canada - Northwest Territories, Office of the Registrar of Securities"
1980570,89406,"Canada - Manitoba Securities Commission"
1980570,89406,"Canada - Alberta Securities Commission"
1980570,89406,"Canada - New Brunswick Securities Commission"
1980570,89406,"Canada - British Columbia Securities Commission"
1980570,89406,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1980570,89406,"Canada - Northwest Territories, Office of the Registrar of Securities"
1980570,89406,"Canada - Nova Scotia Securities Commission"
1980570,89406,"Canada - Nunavut, Registrar of Securities"
1980570,89406,"Canada - Ontario Securities Commission"
1980570,89406,"Canada - Prince Edward Island, Securities Office"
1980570,89406,"Canada - Yukon Territories, Registrar of Securities"
1980570,89406,"Canada - Saskatchewan Financial Services Commission"
1980570,89406,"Canada - Quebec, Financial Markets Authority"
1980570,89406,"Other-CANADA - INVESTMENT INDUSTRY REGULATORY ORGANIZATION OF CANADA"
1980570,104310,"Other-CANADA - OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS"
1980570,104313,"Other-CANADA - OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS"
1980570,140894,"Canada - Alberta Securities Commission"
1980570,140894,"Canada - Manitoba Securities Commission"
1980570,140894,"Canada - Ontario Securities Commission"
1980570,140894,"Canada - Quebec, Financial Markets Authority"
1980570,140894,"Canada - Saskatchewan Financial Services Commission"
1980570,140894,"Canada - British Columbia Securities Commission"
1980570,140901,"Canada - Quebec, Financial Markets Authority"
1980570,140901,"Other-CANADA - INSURANCE REGULATORS ACROSS CANADA"
1980570,140913,"Canada - New Brunswick Securities Commission"
1980570,140913,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1980570,140913,"Canada - Northwest Territories, Office of the Registrar of Securities"
1980570,140913,"Canada - Nova Scotia Securities Commission"
1980570,140913,"Canada - Nunavut, Registrar of Securities"
1980570,140913,"Canada - Ontario Securities Commission"
1980570,140913,"Canada - Prince Edward Island, Securities Office"
1980570,140913,"Canada - Quebec, Financial Markets Authority"
1980570,140913,"Canada - British Columbia Securities Commission"
1980570,140913,"Canada - Alberta Securities Commission"
1980570,140913,"Canada - Manitoba Securities Commission"
1980570,140913,"Canada - Saskatchewan Financial Services Commission"
1980570,140913,"Canada - Yukon Territories, Registrar of Securities"
1980570,140913,"Other-CANADA - MUTUAL FUND DEALERS ASSOCIATION"
1980570,140919,"Canada - Prince Edward Island, Securities Office"
1980570,140919,"Canada - Quebec, Financial Markets Authority"
1980570,140919,"Canada - Saskatchewan Financial Services Commission"
1980570,140919,"Canada - Yukon Territories, Registrar of Securities"
1980570,140919,"Other-CANADA - MUTUAL FUND DEALERS ASSOCIATION"
1980570,140919,"Canada - Alberta Securities Commission"
1980570,140919,"Canada - British Columbia Securities Commission"
1980570,140919,"Canada - Manitoba Securities Commission"
1980570,140919,"Canada - New Brunswick Securities Commission"
1980570,140919,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1980570,140919,"Canada - Nova Scotia Securities Commission"
1980570,140919,"Canada - Nunavut, Registrar of Securities"
1980570,140919,"Canada - Ontario Securities Commission"
1980570,140919,"Canada - Northwest Territories, Office of the Registrar of Securities"
1980570,233789,"Other-CANADA - OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS"
1980570,253107,"Canada - Saskatchewan Financial Services Commission"
1980570,253107,"Canada - Yukon Territories, Registrar of Securities"
1980570,253107,"Canada - Manitoba Securities Commission"
1980570,253107,"Canada - New Brunswick Securities Commission"
1980570,253107,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1980570,253107,"Canada - British Columbia Securities Commission"
1980570,253107,"Canada - Alberta Securities Commission"
1980570,253107,"Canada - Northwest Territories, Office of the Registrar of Securities"
1980570,253107,"Canada - Nova Scotia Securities Commission"
