"FilingID","ReferenceID","Private Fund Name","Fund ID"
1995672,288406,"TEPHRA DIGITAL FUND LTD.",805-2305044280
1995672,288406,"TEPHRA DIGITAL ASSETS FUND LP",805-8596508558
1996832,193071,"TRIUM CREDERE DELAWARE FUND",805-2564653359
1996832,193071,"TRIUM CREDERE FUND LTD",805-4791592265
1999646,484958,"SILQ CAPITAL JAPAN EQUITY LONG SHORT UNIT TRUST",805-5475706319
1999646,484958,"SILQ CAPIAL JAPAN EQUITY LONG SHORT OFFSHORE FUND",805-1953309456
1999111,316052,"EPIQ CAPITAL II, L.P.",805-1552027819
1999021,246333,"THELEME SPECIAL PURPOSE FUND I LIMITED",805-1595974574
1999021,269351,"THELEME INDIA FUND LIMITED",805-2216026953
1999021,12438,"THELEME FUND LP",805-2439049755
1999021,12438,"THELEME FUND LIMITED",805-9924139094
1997700,205221,"VIP III FEEDER LP",805-7224733179
1997700,268841,"VIP IV FEEDER LP",805-7520981154
1997700,364868,"DS PARTNERS FEEDER LP",805-8941600387
1997700,310219,"VIP SIV I FEEDER LP",805-4889111682
1997700,245871,"VIP I CF FEEDER LP",805-6538254607
1997700,488098,"VIP V FEEDER SCSP",805-1147186279
2000149,280073,"PERTENTO US LP",805-1469160620
2000149,280073,"PERTENTO FUND LIMITED",805-1074452816
1999560,419930,"BOOTHBAY DIVERSIFIED ALPHA FUND LP",805-5254789572
1999560,419930,"BOOTHBAY DIVERSIFIED ALPHA FUND LTD",805-2117953671
2000163,178769,"RABO F&A VENTURES I C.V.",805-9588884410
2000163,178769,"F&A VENTURES I C.V.",805-8671153522
2000163,314299,"PARALLEL F&A VENTURES II C.V.",805-3995676627
2000163,314299,"BATAVIA F&A VENTURES II C.V.",805-5927378805
2000163,314299,"PARALLEL F&A VENTURES II FGR",805-6029711130
2000163,314299,"RI F&A VENTURES II C.V.",805-6010886404
2000163,314299,"ER F&A VENTURES II C.V.",805-8786497004
1995661,488206,"NLC FUND FINANCING IG SHORT DATED BLOCKER FEEDER SCSP",805-1601936328
1999537,183771,"GLADWYNE FUND LIMITED",805-8014741372
1999537,183771,"GLADWYNE FUND LP",805-9762566658
1997588,311429,"BRIDGES PROPERTY ALTERNATIVES FUND V UNIT TRUST",805-3797923308
1997588,190242,"BRIDGES PROPERTY ALTERNATIVES FUND III UNIT TRUST",805-1943996712
1997588,205808,"BRIDGES PROPERTY ALTERNATIVES FUND IV UNIT TRUST",805-7096545494
1997588,311429,"BRIDGES PROPERTY ALTERNATIVES FUND V (UK) FEEDER LP",805-5807455319
1997588,311429,"BRIDGES PROPERTY ALTERNATIVES FEEDER FUND V LP",805-3512656854
1997588,488217,"BRIDGES PROPERTY ALTERNATIVES FEEDER FUND VI LP",805-1351269866
1997588,488217,"BRIDGES PROPERTY ALTERNATIVES FUND VI UNIT TRUST",805-9116581780
1997257,229006,"FOSSE CAPITAL FUND LP",805-1712146479
1997257,229006,"FOSSE CAPITAL FUND LIMITED",805-4293327257
2000447,277593,"NICKEL DIGITAL ASSET FUND SPC - DIGITAL GOLD SP - INSTITUTIONAL",805-5382014144
2000447,488729,"NICKEL DIGITAL ASSET FUND SPC - DIVERSIFIED ALPHA SP - INSTITUTIONAL",805-1499193169
