"FilingID","ReferenceID","Form D File Number"
2002182,360473,"021-465481"
2002182,251687,"021-375292"
2002182,258327,"021-391388"
2002182,258319,"021-392682"
2002182,246984,"021-374019"
2002182,246979,"021-363774"
2002182,251678,"021-340320"
2002182,251679,"021-323710"
2002182,269474,"021-399872"
2002182,284311,"021-436895"
2002182,284299,"021-421097"
2002182,284307,"021-426244"
2002182,284312,"021-421097"
2002182,284259,"021-407245"
2002182,284297,"021-411261"
2002182,284301,"021-426463"
2002182,284271,"021-407244"
2002182,284300,"021-423818"
2002182,251680,"021-375054"
2002182,246982,"021-372232"
2002182,452420,"021-528990"
2002182,372766,"021-499488"
2002182,372763,"021-492779"
2002182,452416,"021-522767"
2002182,452441,"021-517122"
2002182,258340,"021-394465"
2002182,251689,"021-380296"
2002182,251690,"021-382921"
2002182,251694,"021-382917"
2002182,251684,"021-381209"
2002182,251692,"021-384012"
2002609,195112,"021-290331"
2002609,193115,"021-211924"
2002609,291471,"021-400137"
2002609,291471,"021-400132"
2002609,291713,"021-410415"
2002609,291713,"021-410436"
2002609,193104,"021-173793"
2002609,195114,"021-265149"
2002609,358392,"021-445818"
2002609,359378,"021-454330"
2002609,193107,"021-240325"
2002609,236367,"021-351769"
2002609,195115,"021-296474"
2002609,253414,"021-372594"
2002609,253414,"021-372597"
2002609,253418,"021-375271"
2002609,218778,"021-316674"
2002609,218778,"021-316670"
2002609,378815,"021-47757"
2002609,193108,"021-160404"
2002609,379456,"021-478337"
2002609,379456,"021-478346"
2002609,277332,"021-305653"
2002609,277337,"021-292509"
2002609,256013,"021-375040"
2002609,193105,"021-211828"
2002609,193110,"021-215124"
2002609,289808,"021-405625"
2002609,289829,"021-407340"
2002609,289829,"021-407348"
2002609,289884,"021-410174"
2002609,289884,"021-372597"
2002609,236343,"021-343989"
2002609,236343,"021-343994"
2002609,195117,"021-280781"
2002609,195116,"021-280769"
2002609,277343,"021-359012"
2002609,193106,"021-237473"
2002609,193109,"021-262812"
2002609,277342,"021-359021"
2002609,277336,"021-289930"
2002609,277335,"021-305668"
2002609,478940,"021-518287"
2002609,478940,"021-518284"
2002609,478681,"021-518117"
2002609,478681,"021-518093"
2002609,359327,"021-450671"
2002609,358398,"021-452183"
2002609,358398,"021-452167"
2002609,359295,"021-450665"
2002609,193112,"021-179162"
2002609,236308,"021-354163"
2002609,218974,"021-311888"
2002609,256152,"021-375482"
2002609,379448,"021-497168"
2002609,379404,"021-494168"
2002609,397129,"021-486354"
2002609,397129,"021-486332"
2002609,193113,"021-211924"
2002609,478430,"021-534992"
2002609,218351,"021-226925"
2002609,195156,"021-298036"
2002609,195113,"021-265227"
2002609,379436,"021-478658"
2002609,236305,"021-350294"
2002609,358394,"021-440101"
1988204,169212,"021-100765"
1988204,180985,"021-148934"
1988204,314609,"021-338965"
1988204,314607,"021-181967"
1988204,34189,"021-148934"
1988204,34123,"021-148934"
1988204,34092,"021-148934"
1988204,314608,"021-257711"
1988204,314612,"021-181970"
1988204,200056,"021-148934"
1988204,33998,"021-148934"
1988204,47906,"021-148934"
1988204,34131,"021-148934"
1988204,252373,"021-380508"
1988204,34230,"021-173593"
1988204,66457,"021-148934"
2001198,426549,"021-451546"
2001198,426548,"021-480872"
2001198,426588,"021-469281"
2001198,426547,"021-383015"
2001348,4028,"021-167963"
2004869,213207,"021-320746"
2004869,438633,"021-506931"
2002346,489566,"021-180616"
2002346,489564,"021-180616"
2004869,199684,"021-288409"
2004869,214467,"021-320746"
2004869,228018,"021-320746"
2004869,177314,"021-258366"
2004906,366446,"021-487272"
2004906,192967,"021-287191"
2004906,192967,"021-287189"
2004906,192967,"021-287192"
2004906,227687,"021-351236"
2004906,227687,"021-353145"
2004906,267055,"021-397007"
2004906,267055,"021-397009"
2004906,170796,"021-310104"
2004906,170796,"021-260339"
2004906,65126,"021-260632"
2004906,65126,"021-260630"
2004939,364484,"021-479743"
2004939,364484,"021-479742"
2005599,423659,"021-520096"
2006075,205032,"021-415198"
2006075,204737,"021-415198"
2005599,368403,"021-495054"
2005599,315124,"021-468998"
2005599,192159,"021-288601"
2005599,173756,"021-260656"
2005599,281713,"021-429447"
2005599,309527,"021-443744"
2005599,196702,"021-303110"
2005599,253549,"021-281173"
2005599,196701,"021-300280"
2005599,182126,"021-276794"
2001122,216457,"021-260284"
2001122,185240,"021-256658"
2001122,216460,"021-269793"
2001122,377134,"021-504107"
2001122,216493,"021-260588"
2001122,170746,"021-241502"
2001122,15646,"021-263418"
2001122,216496,"021-19109"
2001122,62234,"021-263463"
2001122,216498,"021-269794"
2001122,252447,"021-241502"
2001122,45012,"021-263467"
2001122,15715,"021-263421"
2001122,45018,"021-263414"
2001122,15653,"021-263416"
2000522,452423,"021-452334"
2000522,358756,"021-452336"
2000522,452412,"021-452328"
2000522,452403,"021-452310"
2000522,195508,"021-279918"
2000522,183614,"021-271475"
2000522,171241,"021-248675"
2000522,357941,"021-361523"
2000522,454684,"021-468406"
2000522,358652,"021-452309"
2000522,357974,"021-411647"
2000522,19602,"021-124666"
2000522,358696,"021-452312"
2000522,357979,"021-408368"
2000522,215427,"021-314378"
2000522,195511,"021-297209"
2000522,456131,"021-462044"
2000522,358765,"021-452342"
2000522,452256,"021-452301"
2000522,358718,"021-452323"
2000522,243735,"021-86618"
2000522,195510,"021-278309"
2000522,378474,"021-468415"
2000522,358684,"021-452311"
2000522,266420,"021-354135"
2000522,358618,"021-452303"
2000522,266414,"021-354134"
2000522,356911,"021-462044"
2000522,63989,"021-208833"
2000522,358640,"021-452308"
2000522,358632,"021-452307"
2000522,358708,"021-452318"
1999684,373963,"021-481221"
1999684,364498,"021-422751"
2004039,232189,"021-347854"
2004073,232189,"021-347854"
1999684,364824,"021-421924"
1999684,364902,"021-452372"
1999684,364886,"021-422742"
1999684,373955,"021-481220"
2003746,366175,"021-1846048"
2003746,366170,"021-1763705"
2003746,366172,"021-1828097"
2003746,366173,"021-1909797"
2003746,366174,"021-1816279"
2003746,366176,"021-1820700"
2003746,366177,"021-411253"
2003746,366181,"021-1974398"
2003746,366179,"021-1970972"
2003746,366180,"021-1978971"
2003746,455050,"021-522542"
2003746,455191,"021-526654"
2003373,216146,"021-309274"
2003373,187926,"021-280421"
2003373,176119,"021-162631"
2003373,197475,"021-296830"
2003373,319300,"021-443412"
2003373,255568,"021-385344"
2003373,197474,"021-304270"
2003373,233922,"021-356840"
2003373,216169,"021-323678"
2003373,216076,"021-306687"
2000515,366671,"021-1878991"
2000515,280428,"021-1878991"
2000515,276753,"021-1878991"
2000515,279920,"021-1878991"
2000515,367665,"021-1878991"
2000515,315195,"021-1878991"
2001644,366094,"021-489009"
2001604,193650,"021-290143"
2001644,366095,"021-489010"
2001644,366096,"021-489012"
2003460,265040,"021-1832942"
2003464,17840,"021-106144"
2003464,10978,"021-53654"
2003474,69527,"021-215858"
2003474,201969,"021-295636"
2003474,46770,"021-174490"
