"FilingID","ReferenceID","CIK"
1992359,328916,1655997
1992359,328923,1766248
1992359,328925,1766246
1992359,328926,1921510
1992359,328927,1922472
1992359,328931,1668630
1992359,350479,2053572
1992359,372070,2053573
1992359,393112,2053732
1992359,393115,2059681
1995500,106457,1505183
1995500,107385,1376601
1995500,107387,1505181
1995500,107388,1888111
1995500,108212,1505316
1995820,386887,1767611
1995820,386888,1304145
1995820,386891,938772
1995820,386892,1376503
1995820,386896,1376501
1995125,208657,813913
1983004,380453,1026873
1983004,380453,1201001
1996285,69180,1549275
1995226,374160,886982
1996066,53501,938772
1996066,53586,1179124
1996066,70409,1167714
1996066,131745,1022437
1996066,202989,1304143
1996066,203556,58056
1996066,218501,1767619
1996066,236985,1167713
1996066,303555,1498187
1996066,321547,1376501
1997842,260789,1701238
1997842,260792,1541001
1997842,260794,1049325
1997842,260807,1258361
1997842,260811,1257102
1997842,260813,809877
1997842,265074,906521
1997842,265077,840253
1993709,344558,1086128
1993709,344559,947772
1995122,380894,2018045
1995145,249644,1478735
1995145,249646,1179392
1995145,249651,1450144
1994197,276072,1830819
1994197,276074,1649451
1994197,276075,1649451
1994197,276077,1591379
1994197,311820,1633910
1994197,322240,1844428
1995252,352771,1949307
1995076,164718,860644
1995076,215587,285721
1995076,387988,2035339
1995076,387989,2035341
1996039,27564,1304143
1996039,27572,1179124
1996039,61793,1376503
1996039,61795,1304145
1996039,61809,1376501
1996039,70421,932690
1996039,131824,1022437
1996039,142763,848027
1996039,142764,58056
1996039,240425,1167713
1996039,285012,1767619
1996039,372069,1506281
1996430,242448,1700530
1996554,203667,1143565
1995825,248674,1718134
1992266,292488,1565290
1992266,292491,1643545
1995065,55438,1378434
1995212,335702,1513126
1995615,272926,1373422
1995615,272930,1473517
1995615,282440,149443
1995615,349209,1548916
1995615,368571,1546408
1997318,114027,1079817
1997318,114029,1742040
1997318,114035,1742043
1997318,252224,1542162
1997423,15453,919361
1997423,15461,1229262
1997423,95772,908777
1997423,117865,1098457
1997423,117967,932517
1997423,117976,1379383
1997423,118340,1394288
1997423,118501,1589256
1997423,146451,1663213
