"FilingID","ReferenceID","Form D File Number"
1923731,18162,"021-139161"
1923731,235604,"021-999999"
1923731,197592,"021-313216"
1923731,200348,"021-99999"
1923731,197575,"021-297487"
1923731,309148,"021-99999"
1923731,20351,"021-139015"
1923731,301810,"021-402675"
1923731,187342,"021-99999"
1923731,215682,"021-339704"
1923731,197569,"021-308089"
1923731,34586,"021-180502"
1923731,197672,"021-99999"
1923731,72257,"021-99999"
1923731,253206,"021-373090"
1923731,187739,"021-99999"
1923731,187740,"021-270841"
1923731,70315,"021-99999"
1923731,197668,"021-99999"
1923731,19589,"021-99999"
1923731,187737,"021-177843"
1923731,197586,"021-99999"
1923731,172432,"021-99999"
1923731,187383,"021-283473"
1923731,301268,"021-389706"
1923731,235056,"021-252875"
1923731,378667,"021-999999"
1923731,378694,"021-495354"
1923731,215625,"021-99999"
1923731,172425,"021-262144"
1923731,300358,"021-99999"
1923731,300433,"021-99999"
1923731,378624,"021-999999"
1923731,378702,"021-476889"
1923731,197654,"021-99999"
1923731,378630,"021-999999"
1923731,72382,"021-236909"
1923731,309152,"021-99999"
1923731,215636,"021-99999"
1923731,301718,"021-402670"
1923731,253233,"021-999999"
1923731,197568,"021-308094"
1923731,215687,"021-339697"
1923731,300380,"021-397382"
1923731,300321,"021-99999"
1923731,300416,"021-397367"
1923731,197530,"021-99999"
1923731,19986,"021-99999"
1923731,70322,"021-215712"
1923731,72411,"021-211990"
1923731,70279,"021-215695"
1923731,235507,"021-999999"
1923731,71324,"021-215713"
1923731,235504,"021-999999"
1923731,20167,"021-91109"
1923731,300403,"021-397385"
1923731,378708,"021-474257"
1923731,378700,"021-495349"
1923731,378625,"021-999999"
1923731,20015,"021-99999"
1923731,337539,"021-99999"
1923731,337512,"021-99999"
1923731,337502,"021-450100"
1923731,72384,"021-236906"
1923731,215726,"021-337710"
1923731,17903,"021-99999"
1923731,309142,"021-99999"
1923731,20334,"021-121045"
1923731,235605,"021-999999"
1923731,60830,"021-99999"
1923731,72385,"021-236908"
1923731,300367,"021-99999"
1923731,197137,"021-99999"
1923731,187714,"021-283482"
1923731,300369,"021-99999"
1923731,235502,"021-999999"
1923731,309153,"021-99999"
1923731,215693,"021-99999"
1923731,235599,"021-999999"
1923731,309151,"021-99999"
1923731,309150,"021-99999"
1923731,297095,"021-389701"
1923731,300390,"021-397396"
1923731,197537,"021-99999"
1923731,197665,"021-99999"
1923731,337433,"021-99999"
1923731,337439,"021-99999"
1923731,337677,"021-99999"
1923731,337399,"021-434688"
1923731,187988,"021-238967"
