"FilingID","CIK"
1995685,1739953
1995392,1793269
1995730,1219108
1995733,1803556
1995500,1312988
1995907,1900576
1995125,1688666
1996231,1084208
1996231,724743
1996285,1143565
1995919,175761
1995226,919361
1996393,1294588
1996396,1769063
1996387,1591989
1996414,1696899
1996442,1909571
1996159,175565
1994452,1696868
1996455,1845268
1996471,1556785
1997486,1455301
1997842,315030
1997842,91154
1999554,2055363
1992842,2010212
1997336,1654175
1997408,1654175
1996134,1601384
1992891,159559
1995075,1792283
1994093,1606609
1995045,1801097
1995083,1656282
1995065,108572
1994076,1843848
1995243,1728686
1995389,1297376
1995389,1076557
1995615,1846208
1996710,1021117
1997283,1845268
1997307,1803087
1996267,2023166
1997369,230518
1997384,949665
1997391,799004
1997385,937729
1997400,926106
1997407,1968890
1997318,1114667
1997423,769993
1997423,734700
1997423,42352
1997423,1958244
1997262,1034546
1991688,1730511
1995988,1548916
1995474,1454027
1996036,1316507
1995887,1737089
1996149,1908944
1992180,1703208
1995043,1336528
1996128,1730033
1994753,1482970
1997203,1694080
1997080,1909316
1996124,1867587
1996038,1387941
1996926,2064489
1996323,1840014
1997386,1635342
1997390,1650393
1997235,1386060
1997383,1791996
1996025,1507673
2000682,1600054
2000689,1723115
1995764,1644956
1995765,1535611
1995880,205445
1995896,769993
1995896,734700
1995896,42352
1995896,1958244
1993292,1911702
1999887,948905
1999887,94403
1999899,1587982
1989748,2018754
2000027,1790525
1992757,1205833
1992757,1229671
1992757,1436319
1992757,1441823
1977622,1949187
1995999,1445065
1995193,1026873
1995193,1201001
1993177,1890538
1996378,1576684
1996227,1840888
1996039,938772
1996447,1846175
1996454,156988
1996462,1556785
1997621,1810089
1998269,1245521
1998770,1006249
1998778,1579409
1998804,1717705
1998758,1113000
1998870,1836270
1998881,1904388
1993594,1944664
1999542,1863712
2000460,1362244
2000460,782124
2000520,1950323
2000587,1297376
2000587,1076557
2000609,1972138
2000546,1538052
2000620,1731876
2000628,1484540
1988684,1326389
2000502,1744347
1998611,1845445
1993515,1573767
1996278,1913464
1987356,2056245
1996256,2051117
1992428,944317
1996351,200401
1996351,1329948
1996367,1599900
1993828,1803848
1996425,2021232
1996433,1508195
1996389,1049767
1996850,1803557
1996871,1908585
1996736,1725950
1996693,1442676
1995431,1963732
1993017,1586052
1993509,1771524
1997038,1508195
1997042,1043187
1997069,1633446
1999331,1502287
1994666,1587982
1987586,1898838
1995122,1815150
1995186,1910482
1995145,1878979
1995225,1763921
1995235,1633387
1995252,1562855
1995268,2003615
1995076,1633911
1996008,1692820
1996554,1549275
1996667,1633389
1996719,1682267
1996946,1256909
1998412,1717509
1998683,99947
1998492,2012134
1998760,1086364
1998768,1322981
1998774,1559921
1998807,1169553
1997798,1372130
1998828,1511229
1997886,1768302
1997410,1631930
1997090,1846175
1996786,62011
1999379,1764049
1999501,1730573
1998559,946626
1997412,1661245
1999678,1661245
1998684,1085146
1999613,1900576
1996968,1044797
1999705,1146222
1998986,2044679
1999291,1737109
1997914,1694435
1999407,1666613
1999762,757657
1999762,94074
1999762,1957244
1999763,2035554
1999786,1508195
1999799,1802647
1999804,918967
1999804,820694
1998875,1411530
1995140,1993404
1993485,1482611
1993920,1362941
1996891,1740642
1994770,1840455
1997809,786393
1997814,1341401
1997837,20502
1997837,2042811
1997797,1844201
1997924,1043187
1996814,1664214
1989191,1569205
1992766,1345717
2000450,1731878
1981322,1085972
1995774,2000390
2000003,1320616
1999891,1969179
1996551,1832325
2000550,932974
2000592,1036325
2000605,1055290
2000610,104529
1999055,938772
1995886,1598176
2000654,1537455
1998497,1684858
1996722,1670335
1996722,1670336
1995427,1456098
1995549,1696899
1987984,1315785
1995079,1084208
1995079,724743
1995104,1599579
1995223,1844880
1995262,2040021
1999582,1742418
1999852,2055363
1999860,1719387
1999923,1120079
1999956,1846208
1999981,2001152
2000033,1766530
1999727,1533954
1999888,1504941
1999690,215674
1998491,910820
1999774,1085601
2000061,1716983
2000681,1600054
1999825,1056108
1999486,1805466
1999471,2047271
1999721,1642160
1999884,891287
1999415,1569866
1999367,1808394
1999863,1245862
1999107,1910592
1995552,1982492
2000016,728612
2000016,65106
1997648,1873495
1999059,1580212
1995761,1079935
1988192,14252
1999470,1329883
1999511,1146222
1998726,1910456
1993829,1104659
1996071,1376501
1996249,1586767
1996961,1697723
1996663,1731447
1997028,1735057
1992875,1142941
1997091,1787073
1997115,1080818
1997143,1128159
1995505,1862682
1997154,1785445
1997163,710127
1996914,1937021
1997481,1051359
1995541,1714437
1997601,1765595
1997635,1480916
1997313,1315421
1999271,180356
1999443,1297376
1999443,1076557
1999475,1599900
1999490,1803557
1993543,1319691
1993543,1267884
1995290,1862682
1988546,1768302
1995545,1142495
1995368,1332784
1995642,1831003
1996595,1784093
1996617,1928999
1996612,1984555
1996236,1689227
1996705,1404780
1990277,85564
1990277,1280493
1996781,1694080
1997002,1585828
1997101,1074273
1997724,1731447
1992472,1569579
1999585,1837779
1999585,1853826
1999585,1887482
1999585,2016666
1999082,1055964
1998191,2010947
1999714,715113
1999700,1900584
1996564,1802655
1996234,1459270
1996607,2053807
1995825,1533504
1996703,1840888
1996726,1100710
1992732,1697814
1999045,1633446
1992603,2042845
1997795,7773
2000165,1834802
1998401,2041062
1996834,1994739
2000227,737844
1999573,1731876
1998267,1633343
1999980,1901275
2000306,1808523
2000410,2011901
1997989,85564
1997989,1280493
1980142,1516452
1980142,1516454
1980142,1524362
1980142,1516455
1980142,1516453
1980142,1526324
1980142,1596505
1998054,1513381
1993210,1334952
1998184,786671
1997958,1482880
1994834,180356
1997259,1642575
1998197,2011218
1996644,1742315
1997569,1033505
1998991,1994495
1999495,1392364
1999509,1040197
1995525,1279926
1988835,1738726
1997670,1674117
1998055,1739043
1998063,2010947
1998094,1817494
1997633,945631
1997415,786671
1998224,1542334
1998218,1086763
1999237,1904477
1995432,1511037
1989267,1009268
1987814,1764059
1995945,1734493
1995734,1352851
1996145,1631353
1996152,1509824
1996192,1802655
1984886,1964829
1995379,1525907
1994738,2040132
1995454,932024
1995397,908733
1995499,1911244
1991866,1107310
1995540,1877090
1995210,1769063
1995554,20502
1995554,2042811
1993290,1005607
1989812,1335794
1996218,1335794
1996260,786393
1987826,2036718
1995993,1842667
1995367,1049767
1996358,1728778
1995982,1179124
1996219,1831187
1996428,2030780
1996052,1767611
2000195,1537014
1998085,1730859
1997058,1942435
1995017,1513126
1999179,1569886
1997665,1376501
1999548,1276755
2000367,1763350
2000011,1649391
1979959,1439546
1999650,87634
1999650,751448
1999650,1303982
2000771,1360025
1992105,905718
2000820,1912584
1995329,1362033
1998732,1284052
2000570,1844142
1999875,1581798
1992782,1447946
1996571,1731494
2000978,1835407
1993985,1965649
2001077,1483964
1996984,1455468
1992222,1680843
1997044,1720777
1996837,1603937
1993275,898417
1997146,1714107
1999319,2001152
1995933,1533954
1999355,1659189
1999363,1004952
1997919,2053786
1999391,2006918
1999412,1576684
1998211,1802225
1975319,1392364
1998695,1766292
1999493,1569579
1998626,1844314
1996013,1608057
1999058,1844250
1994632,1727407
1999136,1960749
1998092,1741819
1998161,1050477
1998170,1109448
1998226,1796874
1989752,1688282
1999110,1566691
1995819,1084207
1996650,2025358
1998120,1262677
1990514,1542334
1998182,1092524
1998182,853784
1997509,2049749
1998173,1466153
1996550,1861163
1999404,1481669
2000088,1911035
1997637,1697267
1999667,1399360
2000327,1393944
1998033,1931870
1994482,1844103
1997784,1324943
1997868,1321993
1997881,1511229
1995166,1600054
1992062,1908617
1994325,1771169
1993664,1766909
1995176,1378434
1995190,1511229
1985549,2011555
1992198,1943937
1984509,1720346
1996831,1581811
1999322,1913608
1999892,1909316
1999909,2056245
1999927,769993
1999927,734700
1999927,42352
1999927,1958244
1999951,1548916
1999765,1044797
1998688,1786380
1999004,1068855
2000320,1811242
2000731,1004952
2000740,887777
1998346,1733173
2000754,1633901
2000751,2042845
2000762,1633387
2000723,882928
2000781,1055290
1999558,845563
2001093,1650150
1997524,1696076
1997783,2056510
1995772,1692038
1998329,1697723
1998178,1815217
1998375,1633857
1998494,1143565
1998529,1618824
1994789,2053572
1998381,872359
1988982,108295
1988982,1008877
1977184,1230193
1995536,1825071
1995536,1785361
1995536,1807185
1995536,1753656
1995536,1609363
1995536,1857315
1997719,1862282
1998681,710127
1998763,62039
1997803,1716180
1998794,1730754
1992360,1755636
1998858,1963421
1998578,1731878
1998914,1729939
1998938,1734493
1993690,1962755
1995443,1762068
1995697,1962755
1987125,883961
1987125,860032
1995721,883961
1995721,860032
1995712,1505183
1992653,1815123
1995884,1908378
1998311,1387761
1996694,2023168
1998201,825313
1992694,1126269
1998425,1761450
1998560,1545812
1995954,73520
1995954,1424367
1995975,1549275
1995973,1161822
1996015,1825611
1996091,1728778
1995560,1040197
1937210,2049749
1993342,1425852
1997161,1425864
2000461,1537770
1996772,1723021
1986543,1480751
1987286,785673
1987286,898420
1998166,1426859
1993857,2021711
1996744,1910273
1999450,104529
1984213,1543099
1984213,49709
1994388,2022033
2000646,1595509
1999608,898358
1996125,1965810
1999975,1838613
1999711,1804785
1998316,1423053
1998360,1288136
1998393,1104659
1997695,1393825
1996114,1802224
1998477,1983391
1998454,1683059
1997564,1082339
1994798,1766246
1999240,35368
1998314,1633387
1998321,1606609
1998223,1841544
1998388,1050463
2000727,176307
1997995,1632631
1997995,2022204
1997995,2061470
2000808,1532842
1998312,1730959
2000920,1841633
2000931,948905
2000931,94403
1997331,1723397
1995000,1759485
2000981,205307
1988875,1601407
1996842,1027814
1996897,1901275
1996915,786393
1996985,1672623
1997011,1444874
1997051,1508195
1988388,1949727
1978393,1463217
1998541,1861163
1996215,741611
1996215,1173475
1996215,928121
1996215,1363391
1997193,1811827
1997226,2035554
1997294,1535775
1997371,1800234
1997111,1566531
1997389,1650393
1983684,1418329
2000230,1844480
1999912,1767474
1999759,1230788
1993794,310051
1998647,2007953
2000621,1696136
2000308,1841633
1998588,1766904
1995671,1967205
1995938,728612
1995938,65106
1995680,1621157
1989769,1846175
1995994,1554147
1995994,1172799
1995994,1377633
1995994,1433541
