"FilingID","Website"
1995264,"https://www.linkedin.com/company/jsbcapitalgroup/"
1995264,"https://jsbcapitalgroup.com/"
2007737,"https://delphiventures.io/"
2007737,"https://www.linkedin.com/company/delphiventures/"
2007737,"https://x.com/Delphi_Ventures"
2007887,"https://www.eneacap.com/"
2013131,"https://www.dlpartners.com"
2012117,"https://www.linkedin.com/company/progressionfund"
2012117,"https://X.com/ProgressionFund"
2012117,"http://progression.fund/"
2013257,"HTTPS://DYNAMO.NETAGESOLUTIONS.COM/SITE/LOGIN.ASPX"
2013257,"HTTP://WWW.ATVCAPITAL.COM"
2010625,"https://www.youtube.com/channel/UCz2T2glISvX62Zd9S_FuuOA"
2010625,"HTTPS://WWW.BTGPACTUAL.COM"
2010625,"https://www.linkedin.com/company/btgpactual"
2010625,"HTTPS://WWW.FACEBOOK.COM/BTGPACTUAL/"
2011324,"https://www.youtube.com/user/capitalfactory"
2011324,"https://twitter.com/CapitalFactory"
2011324,"https://www.capitalfactory.com/"
2011324,"https://www.facebook.com/capitalfactory/"
2011324,"https://www.linkedin.com/company/capital-factory"
2008743,"HTTP://WWW.SOUTHERNCROSSGROUP.COM"
2006901,"https://www.evofg.com"
2006901,"https://www.linkedin.com/company/evolution-financial-group"
2011118,"https://www.noventacapital.com"
2008177,"https://www.agavecapital.com/"
2009301,"https://soliveracapital.com/"
2009722,"https://techpioneersfund.com/"
2009690,"https://www.maxwellstreetcap.com"
2009690,"https://www.linkedin.com/company/maxwell-street-capital-partners-lp"
2009485,"https://qedge.vc"
2009485,"https://linkedin.com/company/qedge-vc"
2003543,"https://globalgate.capital/"
2009010,"https://www.linkedin.com/company/vidiaequity/"
2009010,"https://vidiaequity.com/"
2008359,"https://chartercapitalpartners.com"
2008359,"https://chartergrowthcapital.com"
2008359,"https://www.linkedin.com/company/chartercapitalpartners"
2008359,"https://www.linkedin.com/company/charter-growth-capital"
2006356,"HTTP://WWW.CLSA.COM"
2006356,"HTTP://WWW.CLSACAPITAL.COM"
2010604,"https://www.linkedin.com/company/2point0ventures/"
2006909,"HTTPS://WWW.CLEANALPHAPARTNERS.COM/"
2005923,"https://mullcompanies.com/"
2005923,"https://www.linkedin.com/company/mullcompanies"
2010604,"https://www.linkedin.com/company/2point0ventures/"
1999079,"https://verancecap.com/"
1999079,"https://www.linkedin.com/company/verance-capital"
1999079,"https://twitter.com/VeranceCapital"
2002442,"https://www.linkedin.com/company/talok-capital/"
2002442,"https://www.talokcapital.com/"
2002442,"https://x.com/evanbuhler"
2004883,"https://rohati.capital/"
2007644,"https://finchbaycapital.com/"
2011831,"https://x.com/aberdeen_plc"
2011831,"https://www.linkedin.com/company/aberdeen-group-plc/"
2011831,"https://www.facebook.com/aberdeengroupplc"
2011831,"https://www.instagram.com/aberdeengroup.plc"
2011831,"https://www.youtube.com/aberdeengroupplc"
2011831,"https://www.abrdn.com/en-gb/"
2011831,"https://www.tiktok.com/@aberdeengroupplc"
2012392,"HTTPS://WWW.LINKEDIN.COM/COMPANY/VICTORIA-CAPITAL-PARTNERS/"
2012392,"HTTP://WWW.VICTORIACP.COM/"
2008611,"https://www.linkedin.com/company/c-m-capital-partners-lp/"
2004963,"https://www.halo.xyz/"
2004963,"https://x.com/halo__xyz"
2004963,"https://www.linkedin.com/company/halo-xyz?trk=public_profile_topcard-current-company"
2012137,"https://monograph.bio/"
2012137,"https://www.linkedin.com/company/monograph-capital/"
2012140,"https://monograph.bio/"
2012140,"https://www.linkedin.com/company/monograph-capital/"
2011357,"https://www.cleargatecp.com/"
2008596,"https://www.breakwallequity.com/"
2008596,"https://www.linkedin.com/company/breakwallequity"
2009171,"https://www.spacesummitcapital.com/"
2008669,"http://www.cloudformstrategies.com"
2010034,"https://www.cloudalphacap.com/"
2010034,"https://www.linkedin.com/company/cloudalpha-capital-management/"
2005305,"HTTP://WWW.ALITHION.COM/"
2011030,"https://www.accretecapital.com/"
2013238,"https://services.dataexchange.fiscloudservices.com/Document/2552278"
2013238,"HTTP://WWW.LIGHTSTONEVC.COM"
2005936,"http://www.accuidity.com"
2005936,"https://www.linkedin.com/company/accuity-llc"
2006384,"https://www.linkedin.com/company/technexus"
2006384,"https://www.twitter.com/technexus"
2006384,"https://www.facebook.com/technexus.com"
2006384,"https://www.facebook.com/teamworkingbytechnexus"
2006384,"https://www.instragram.com/teamworkingbytechnexus"
2006384,"https://www.linkedin.com/company/teamworkingbytechnexus"
2006384,"https://www.teamworking.vc"
2006384,"https://www.technexus.com"
2013240,"https://www.amphoraequity.com/"
2013240,"https://www.linkedin.com/company/amphora-equity-partners/"
2004455,"https://oceanindexpartners.com"
2008243,"https://www.linkedin.com/company/supernatural-ventures"
2001541,"https://rpia.us/"
2001541,"https://rpia.ca/"
2001541,"https://www.linkedin.com/company/rp-investment-advisors/"
2012375,"https://www.youtube.com/channel/UCe3uoyWJyRNQgkY9I1YMHDg"
2012375,"https://h.ventures/"
2012375,"https://www.linkedin.com/company/h-venture-partners/"
2012375,"https://www.facebook.com/hventurepartners/"
2012375,"https://www.instagram.com/h.venturepartners/"
2012375,"https://medium.com/@h.ventures"
2009836,"HTTP://WWW.SCPPARTNERS.COM"
2007544,"HTTPS://WWW.SPCAPPARTNERS.COM"
2010799,"HTTP://WWW.ALGEBRIS.COM"
2010799,"https://www.linkedin.com/company/algebris-investments/posts/?feedView=all"
2010799,"https://www.youtube.com/c/AlgebrisInvestments"
2010799,"https://www.spreaker.com/podcast/the-algebris-podcast--5770058"
2010799,"https://www.spreaker.com/podcast/il-podcast-di-algebris--5772334"
2012905,"https://www.amphoraequity.com/"
2012905,"https://www.linkedin.com/company/amphora-equity-partners/"
2008945,"https://twitter.com/GumiCryptos"
2008945,"https://www.facebook.com/gumicryptos/"
2008945,"https://www.gumi-cryptos.com/"
2008945,"https://www.linkedin.com/company/gumi-cryptos"
2005831,"https://www.mnh.vc"
2010812,"https://www.longviewinnovation.com/"
2010812,"https://www.linkedin.com/company/longviewinnovation"
2010826,"https://www.longviewinnovation.com/"
2010826,"https://www.linkedin.com/company/longviewinnovation"
2010589,"http://the-ap.xyz"
2010970,"https://www.3i.com"
2010970,"https://www.linkedin.com/company/3i-group-plc/mycompany"
2010970,"https://x.com/3iplc"
2010970,"https://www.youtube.com/channel/UCm1R_eY7SwvYOrIq9NHPO1Q"
2006452,"https://twitter.com/icgplc"
2006452,"https://www.icgam.com/"
2006452,"https://vimeo.com/intermediatecapitalgroup"
2006452,"https://www.linkedin.com/company/icg-plc/"
2006452,"https://www.instagram.com/icgplc/"
2009291,"HTTPS://ARROWPOINTFUND.COM"
2009291,"HTTPS://WWW.LINKEDIN.COM/COMPANY/ARROWPOINTFUND/"
2006912,"HTTPS://WWW.LINKEDIN.COM/COMPANY/ARROWPOINTFUND/"
2006912,"HTTPS://ARROWPOINTFUND.COM"
2010209,"https://fairedge.ai"
2011150,"http://rallycapventures.com"
2004063,"https://wavemaker.vc/"
2004063,"https://www.linkedin.com/company/wavemakerpartners/"
2009238,"https://www.ballastequitypartners.com/"
2009238,"https://www.linkedin.com/company/ballastequitypartners/"
2009216,"https://www.saintflorenceelizabeth.com"
1995309,"https://www.epic-partners.jp/"
2007216,"https://www.linkedin.com/company/eldon-pass/"
2007216,"https://eldonpass.com/"
2008806,"https://www.stellargcp.com/"
1993992,"http://rallycapventures.com"
2010424,"http://rallycapventures.com"
2010401,"HTTPS://WWW.GOLDENSETCAPITAL.COM/"
2010401,"https://twitter.com/investinfra"
2010401,"https://www.linkedin.com/company/goldenset-capital-partners/about/"
2009787,"https://zakaracapital.com"
2008256,"https://www.edgeworthcapital.com/"
2008256,"https://www.linkedin.com/company/edgeworth-capital/"
2011856,"HTTP://WWW.BROADVAIL.COM"
2011946,"https://www.linkedin.com/company/progressionfund/?viewAsMember=true"
2011946,"https://www.progression.fund/"
2011946,"https://twitter.com/ProgressionFund"
2011744,"https://greystoneip.com/"
2011744,"https://www.linkedin.com/company/greystone-industrial-partners/"
2012335,"https://compoundcapitalholdings.com/"
2012335,"https://www.linkedin.com/company/compound-capital-holdings"
2003452,"https://www.ardinall.com/"
