"FilingID","ReferenceID","Legal Name of Custodian","Primary Business Name","City","State","Country","Related Person","SEC Number","Legal Entity Identifier"
2004778,284825,"SILICON VALLEY BANK, A DIVISION OF FIRST CITIZENS BANK","SILICON VALLEY BANK","SANTA CLARA","California","United States","N","",L9VVX1KT5TFTKS0MLF66
2004778,356640,"SILICON VALLEY BANK, A DIVISION OF FIRST CITIZENS BANK","SILICON VALLEY BANK","SANTA CLARA","California","United States","N","",L9VVX1KT5TFTKS0MLF66
2004778,285250,"SILICON VALLEY BANK, A DIVISION OF FIRST CITIZENS BANK","SILICON VALLEY BANK","SANTA CLARA","California","United States","N","",L9VVX1KT5TFTKS0MLF66
2003730,26120,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","SAN FRANCISCO","California","United States","N","",
2003730,26120,"CHINA INTERNATIONAL CAPITAL CORPORATION LIMITED","CHINA INTERNATIONAL CAPITAL CORPORATION LIMITED","BEIJING","","China","N","",
2003730,26120,"UBS FINANCIAL SERVICES INC","UBS FINANCIAL SERVICES INC","SAN FRANCISCO","California","United States","N","",
2003730,77589,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","SAN FRANCISCO","California","United States","N","",
2003730,77589,"UBS FINANCIAL SERVICES INC.","UBS FINANCIAL SERVICES INC.","SAN FRANCISCO","California","United States","N","",
2003730,77589,"ANCHORAGE DIGITAL SINGAPORE PTE LTD.","ANCHORAGE DIGITAL SINGAPORE PTE LTD.","SINGAPORE","","Singapore","N","",
2003730,77592,"UBS FINANCIAL SERVICES INC.","UBS FINANCIAL SERVICES INC.","SAN FRANCISCO","California","United States","N","",
2003730,77592,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","SAN FRANCISCO","California","United States","N","",
2003730,77592,"ANCHORAGE DIGITAL SINGAPORE PTE LTD.","ANCHORAGE DIGITAL SINGAPORE PTE LTD.","SINGAPORE","","Singapore","N","",
2003730,77593,"UBS FINANCIAL SERVICES INC.","UBS FINANCIAL SERVICES INC.","SAN FRANCISCO","California","United States","N","",
2003730,77593,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","SAN FRANCISCO","California","United States","N","",
2003730,77593,"ANCHORAGE DIGITAL SINGAPORE PTE LTD.","ANCHORAGE DIGITAL SINGAPORE PTE LTD.","SINGAPORE","","Singapore","N","",
2003730,26112,"UBS FINANCIAL SERVICES INC.","UBS FINANCIAL SERVICES INC.","SAN FRANCISCO","California","United States","N","",
2003730,26112,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","SAN FRANCISCO","California","United States","N","",
2003730,26112,"CITIBANK, N.A.","CITIBANK, N.A.","NEW YORK","New York","United States","N","",
2003730,337256,"ESHARES, INC. DBA CARTA, INC.","ESHARES, INC. DBA CARTA, INC.","SALT LAKE CITY","Utah","United States","N","",
2003730,337256,"UBS FINANCIAL SERVICES INC","UBS FINANCIAL SERVICES INC","SAN FRANCISCO","California","United States","N","",
2003730,217815,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","SAN FRANCISCO","California","United States","N","",
2003730,217815,"CITIC SECURITIES COMPANY LIMITED","CITIC SECURITIES COMPANY LIMITED","SHANGHAI","","China","N","",
2003730,217815,"COINBASE CUSTODY TRUST COMPANY","COINBASE CUSTODY TRUST COMPANY","SAN FRANCISCO","California","United States","N","",
2003730,217815,"UBS FINANCIAL SERVICES INC","UBS FINANCIAL SERVICES INC","SAN FRANCISCO","California","United States","N","",
2003730,217815,"ESHARES, INC. DBA CARTA, INC.","ESHARES, INC. DBA CARTA, INC.","SALT LAKE CITY","Utah","United States","N","",
2003730,217815,"ANCHORAGE DIGITAL SINGAPORE PTE LTD.","ANCHORAGE DIGITAL SINGAPORE PTE LTD.","SINGAPORE","","Singapore","N","",
2003730,217815,"MORGAN STANLEY SMITH BARNEY LLC","MORGAN STANLEY SMITH BARNEY LLC","SAN FRANCISCO","California","United States","N","",
2003730,217815,"NH SECURITIES","NH SECURITIES","SEOUL","","Korea, South","N","",
2003730,217815,"AUTOMIC PTY LTD","AUTOMIC PTY LTD","SYDNEY","","Australia","N","",
2003730,217815,"SOLIUM CAPITAL ULC","SOLIUM CAPITAL ULC","CALGARY","","Canada","N","",
2003730,337253,"ESHARES, INC. DBA CARTA, INC.","ESHARES, INC. DBA CARTA, INC.","SALT LAKE CITY","Utah","United States","N","",
2003730,337253,"UBS FINANCIAL SERVICES INC","UBS FINANCIAL SERVICES INC","SAN FRANCISCO","California","United States","N","",
2003730,337491,"ESHARES, INC. DBA CARTA, INC.","ESHARES, INC. DBA CARTA, INC.","SALT LAKE CITY","Utah","United States","N","",
2003730,337260,"ESHARES, INC. DBA CARTA, INC.","ESHARES, INC. DBA CARTA, INC.","SALT LAKE CITY","Utah","United States","N","",
2003730,337260,"UBS FINANCIAL SERVICES INC","UBS FINANCIAL SERVICES INC","SAN FRANCISCO","California","United States","N","",
2003730,337266,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","SAN FRANCISCO","California","United States","N","",
