"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
1993191,158920,107500,"Guernsey - Guernsey Financial Services Commission"
1993191,365112,144374,"Guernsey - Guernsey Financial Services Commission"
1989185,177616,117872,"Other - NOT REGULATED"
1989185,268555,135823,"Other - NOT REGULATED"
1989185,486287,152819,"Other - NOT REGULATED"
1985554,46886,8491,"Other - CIMA - CAYMAN ISLANDS MONETARY AUTHORITY"
1989078,48010,8805,"Jersey - Jersey Financial Services Commission"
1988070,68840,14078,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1993191,311455,141421,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1990128,195016,122477,"Mauritius, Republic of - Financial Services Commission"
1992527,42323,7656,"Mauritius, Republic of - Financial Services Commission"
1993007,178934,118131,"Mauritius, Republic of - Financial Services Commission"
1993007,246325,133001,"Mauritius, Republic of - Financial Services Commission"
1978969,484803,152479,"Mauritius, Republic of - Financial Services Commission"
1989601,284211,137686,"Ireland -  Central Bank of Ireland"
1989601,194734,132246,"Ireland -  Central Bank of Ireland"
1989601,215575,132245,"Ireland -  Central Bank of Ireland"
1989601,256895,134629,"Ireland -  Central Bank of Ireland"
1993676,435849,150244,"Ireland -  Central Bank of Ireland"
1986595,269996,141273,"United Kingdom - Financial Conduct Authority"
1989860,269996,141273,"United Kingdom - Financial Conduct Authority"
1990012,475669,151244,"Cayman Islands - Cayman Islands Monetary Authority"
1989501,33862,6647,"Cayman Islands - Cayman Islands Monetary Authority"
1986952,212239,125812,"Cayman Islands - Cayman Islands Monetary Authority"
1983581,44680,13470,"Cayman Islands - Cayman Islands Monetary Authority"
1986733,422177,147163,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,437646,150606,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,437646,150607,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,252655,134079,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,252655,134078,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,234342,131212,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,234342,131211,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,285031,137801,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,234341,131209,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,234340,131208,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,234340,131207,"Cayman Islands - Cayman Islands Monetary Authority"
1977800,67279,13760,"Cayman Islands - Cayman Islands Monetary Authority"
1990426,266956,135438,"Cayman Islands - Cayman Islands Monetary Authority"
1990426,266956,135437,"Cayman Islands - Cayman Islands Monetary Authority"
1983258,285046,137808,"Cayman Islands - Cayman Islands Monetary Authority"
1983258,285046,137805,"Cayman Islands - Cayman Islands Monetary Authority"
1989601,215575,132243,"Cayman Islands - Cayman Islands Monetary Authority"
