"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","Sales Limited","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
1936122,"D. E. SHAW COMPOSITE PORTFOLIOS, L.L.C.",805-6926572168,17703,"Delaware","United States","N","Y","Y","N","",,"N","","Y","Hedge Fund","",56195571418,1000000,480,14,20,"",47,"N","N","N",0,"Y","Y","Y","Y","Yes","Y","Y","Y",0,"N"
1936122,"D. E. SHAW OCULUS PORTFOLIOS, L.L.C.",805-9678869862,17706,"Delaware","United States","N","Y","Y","N","",,"N","","Y","Hedge Fund","",30199244027,1000000,355,12,13,"",57,"N","N","N",0,"Y","Y","Y","Y","Yes","Y","Y","Y",0,"N"
1936122,"D. E. SHAW ASYMPTOTE PORTFOLIOS, L.L.C.",805-6240797695,44782,"Delaware","United States","N","Y","Y","N","",,"N","","N","Hedge Fund","",67493030,1000000,9,69,22,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","Y","Y","Y",0,"N"
1936122,"D. E. SHAW ALKALI PORTFOLIOS III, L.L.C.",805-1200207843,162332,"Delaware","United States","N","Y","Y","N","",,"N","","N","Hedge Fund","",30088,1000000,0,0,0,"",0,"N","N","N",0,"Y","N","","","","N","Y","N",0,"N"
1936122,"DESALKIV PORTFOLIOS, L.L.C.",805-4607439220,205060,"Delaware","United States","N","Y","Y","N","",,"N","","N","Hedge Fund","",702911559,1000000,52,14,5,"",29,"N","N","N",3,"Y","Y","Y","Y","Yes","Y","Y","Y",0,"N"
1936122,"DELALV PORTFOLIOS, L.L.C.",805-1322982107,247247,"Delaware","United States","N","Y","Y","N","",,"N","","N","Hedge Fund","",1547073627,1000000,39,12,4,"",58,"N","N","N",3,"Y","Y","Y","Y","Yes","Y","Y","Y",0,"N"
1936122,"DEDIOII PORTFOLIOS, L.L.C.",805-9933400638,421101,"Delaware","United States","N","Y","Y","N","",,"N","","N","Hedge Fund","",0,1000000,0,0,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Report Not Yet Received","N","N","Y",0,"N"
1936122,"D. E. SHAW VOLTAIC PORTFOLIOS, L.L.C.",805-6212791776,281191,"Delaware","United States","N","Y","Y","N","",,"N","","N","Hedge Fund","",378930073,1000000,27,21,17,"",55,"N","N","N",3,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1936122,"DEAVI PORTFOLIOS, L.L.C.",805-8452274016,363785,"Delaware","United States","N","Y","Y","N","",,"N","","N","Hedge Fund","",583144960,1000000,20,13,0,"",56,"N","N","N",3,"Y","Y","Y","Y","Yes","Y","Y","Y",0,"N"
1936122,"DESDIOP PORTFOLIOS, L.L.C.",805-6908621763,313166,"Delaware","United States","N","Y","Y","N","",,"N","","N","Hedge Fund","",1169682533,1000000,13,9,12,"",24,"N","N","N",3,"Y","Y","Y","Y","Yes","Y","Y","Y",0,"N"
1936122,"D. E. SHAW TERRELLA FUND, L.P.",805-7657170835,17710,"","Cayman Islands","N","Y","N","N","",,"N","","N","Hedge Fund","",2069,1000000,3,0,0,"",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1936122,"D. E. SHAW MULTI-ASSET PORTFOLIOS, L.L.C.",805-3232297563,17708,"Delaware","United States","N","Y","Y","N","",,"N","","Y","Hedge Fund","",3099787466,1000000,15,1,0,"",31,"N","N","N",0,"Y","Y","Y","Y","Yes","Y","Y","Y",0,"N"
1936122,"D. E. SHAW ALKALI PORTFOLIOS II, L.L.C.",805-3031545284,63664,"Delaware","United States","N","Y","Y","N","",,"N","","N","Hedge Fund","",250976,1000000,0,0,0,"",0,"N","N","N",0,"Y","N","","","","N","Y","N",0,"N"
1936122,"D. E. SHAW VALENCE PORTFOLIOS, L.L.C.",805-4712338271,120508,"Delaware","United States","N","Y","Y","N","",,"N","","Y","Hedge Fund","",26530434740,1000000,194,41,13,"",35,"N","N","N",6,"Y","Y","Y","Y","Yes","Y","Y","Y",0,"N"
1936346,"QUADRANT PRIVATE CAPITAL SOLUTIONS FUND",805-4437644139,180932,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Private Equity Fund","",39991070,250000,36,10,0,"Y",0,"N","N","Y",6,"Y","Y","Y","Y","Yes","N","Y","Y",100,"N"
1936346,"TULCO QUADRANT",805-3078810868,180933,"Ohio","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",85664204,100000,87,24,0,"Y",0,"N","N","Y",2,"Y","Y","Y","Y","Yes","N","Y","Y",100,"N"
1936346,"BLUE WATER QUADRANT",805-7608902448,214656,"Ohio","United States","Y","Y","N","N","",,"Y","N","N","Private Equity Fund","",28504547,250000,48,4,0,"Y",0,"N","N","Y",7,"Y","Y","Y","Y","Yes","N","Y","Y",100,"N"
1936346,"QUADRANT PRIVATE CAPITAL SOLUTIONS PLATFORM, LP",805-1216066371,281895,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",425337000,50000,125,8,0,"",0,"N","N","Y",27,"Y","Y","Y","Y","Yes","N","Y","Y",100,"N"
1933941,"XPONANCE DIVERSE OPPORTUNITIES FUND, LP",805-3555729657,266976,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",92262700,5000000,11,1,0,"",0,"N","Y","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",100,"N"
1930825,"NCC CHINA A-SHARE MASTER FUND",805-3252691601,168677,"","Cayman Islands","N","Y","Y","N","",,"N","","N","Hedge Fund","",32439115,100000,17,50,0,"",60,"N","N","N",0,"Y","Y","N","Y","Yes","Y","Y","Y",100,"N"
1938170,"FUNICULAR FUNDS, LP",805-6666068007,357652,"Delaware","United States","N","Y","Y","N","",,"N","","Y","Hedge Fund","",196157000,200000,118,4,36,"",23,"N","N","Y",100,"Y","Y","Y","Y","Yes","Y","Y","Y",100,"Y"
1939002,"ACADIAN GLOBAL EQUITY EXTENSION MASTER FUND",805-2553826156,437795,"","Cayman Islands","N","Y","Y","N","",,"N","","N","Hedge Fund","",15265972,1000000,1,100,0,"",0,"N","N","Y",0,"Y","Y","Y","Y","Report Not Yet Received","Y","Y","Y",100,"N"
1939002,"ACADIAN NON-US EQUITY EXTENSION MASTER FUND",805-7199009241,437800,"","Cayman Islands","N","Y","Y","N","",,"N","","N","Hedge Fund","",545466905,1000000,1,0,0,"",0,"N","N","Y",0,"Y","Y","Y","Y","Report Not Yet Received","Y","Y","Y",100,"N"
