"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
1989828,20739,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1989828,20739,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1989828,20739,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359",16139,"NEW YORK","New York","United States","N"
1989828,68445,"OPPENHEIMER & CO. INC.","8-4077",249,"NEW YORK","New York","United States","Y"
1989828,70058,"OPPENHEIMER & CO. INC.","8-4077",249,"NEW YORK","New York","United States","Y"
1989951,168554,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
1989951,210240,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
1989951,210244,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
1989625,253302,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","N"
1988481,65400,"TD PRIME SERVICES LLC","8-3337",1914,"NEW YORK","New York","United States","Y"
1992704,456190,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
1992704,355674,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
1992746,253358,"CANADIAN IMPERIAL BANK OF COMMERCE","",,"NEW YORK","New York","United States","Y"
1992746,477369,"MORGAN STANLEY & CO., LLC","",,"NEW YORK","New York","United States","Y"
1992746,477350,"MORGAN STANLEY & CO., LLC","",,"NEW YORK","New York","United States","Y"
1992746,252049,"UBS SECURITIES LLC","",,"NEW YORK","New York","United States","Y"
1992746,364071,"MORGAN STANLEY & CO., LLC","",,"NEW YORK","New York","United States","Y"
1992746,314466,"UBS SECURITIES LLC","",,"NEW YORK","New York","United States","Y"
1992746,253358,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","",,"NEW YORK","New York","United States","Y"
1992746,252051,"TD PRIME SERVICES LLC","",,"NEW YORK","New York","United States","Y"
1992746,252049,"CANADIAN IMPERIAL BANK OF COMMERCE","",,"NEW YORK","New York","United States","Y"
1992746,252049,"NATIONAL FINANCIAL SERVICES LLC","",,"BOSTON","Massachusetts","United States","Y"
1992746,314466,"TD PRIME SERVICES LLC","",,"NEW YORK","New York","United States","Y"
1992746,252053,"TD PRIME SERVICES LLC","",,"NEW YORK","New York","United States","Y"
1992746,252053,"STATE STREET BANK AND TRUST COMPANY","",,"BOSTON","Massachusetts","United States","Y"
1992746,252051,"STATE STREET BANK AND TRUST COMPANY","",,"BOSTON","Massachusetts","United States","Y"
1992746,252049,"TD PRIME SERVICES LLC","",,"NEW YORK","New York","United States","Y"
1992746,252049,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","",,"NEW YORK","New York","United States","Y"
1992746,252049,"WELLS FARGO PRIME SERVICES, LLC","",,"NEW YORK","New York","United States","Y"
1992746,253359,"UBS SECURITIES LLC","",,"NEW YORK","New York","United States","Y"
1992746,253359,"WELLS FARGO PRIME SERVICES, LLC","",,"NEW YORK","New York","United States","Y"
1992746,168076,"UBS SECURITIES LLC","8-22651",7654,"NEW YORK","New York","United States","Y"
1992746,252053,"CANADIAN IMPERIAL BANK OF COMMERCE","",,"NEW YORK","New York","United States","Y"
1992746,253358,"UBS SECURITIES LLC","",,"NEW YORK","New York","United States","Y"
1992746,245505,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1992746,252053,"WELLS FARGO PRIME SERVICES, LLC","",,"NEW YORK","New York","United States","Y"
1992746,253358,"NATIONAL FINANCIAL SERVICES LLC","",,"BOSTON","Massachusetts","United States","Y"
1992746,253358,"WELLS FARGO PRIME SERVICES, LLC","",,"NEW YORK","New York","United States","Y"
1992746,253359,"CANADIAN IMPERIAL BANK OF COMMERCE","",,"NEW YORK","New York","United States","Y"
1992746,229307,"TD PRIME SERVICES LLC","8-3337",1914,"NEW YORK","New York","United States","Y"
1992746,245490,"MORGAN STANLEY & CO., LLC","",,"NEW YORK","New York","United States","Y"
1992746,288768,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","",,"NEW YORK","New York","United States","Y"
1992746,288768,"WELLS FARGO PRIME SERVICES, LLC","",,"NEW YORK","New York","United States","Y"
1992746,229308,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1992746,252053,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","",,"NEW YORK","New York","United States","Y"
1992746,252053,"NATIONAL FINANCIAL SERVICES LLC","",,"BOSTON","Massachusetts","United States","Y"
1992746,252053,"UBS SECURITIES LLC","",,"NEW YORK","New York","United States","Y"
1992746,252049,"STATE STREET BANK AND TRUST COMPANY","",,"BOSTON","Massachusetts","United States","Y"
1992746,252051,"CANADIAN IMPERIAL BANK OF COMMERCE","",,"NEW YORK","New York","United States","Y"
1992746,252051,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","",,"NEW YORK","New York","United States","Y"
1992746,252051,"WELLS FARGO PRIME SERVICES, LLC","",,"NEW YORK","New York","United States","Y"
1992746,252051,"NATIONAL FINANCIAL SERVICES LLC","",,"BOSTON","Massachusetts","United States","Y"
1992746,252051,"UBS SECURITIES LLC","",,"NEW YORK","New York","United States","Y"
1992746,168076,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359",16139,"NEW YORK","New York","United States","Y"
1992746,168076,"CANADIAN IMPERIAL BANK OF COMMERCE","",,"NEW YORK","New York","United States","Y"
1992746,168076,"NATIONAL FINANCIAL SERVICES LLC","",,"BOSTON","Massachusetts","United States","Y"
1992746,288768,"CANADIAN IMPERIAL BANK OF COMMERCE","",,"NEW YORK","New York","United States","Y"
1992746,288768,"UBS SECURITIES LLC","",,"NEW YORK","New York","United States","Y"
1992746,314466,"WELLS FARGO PRIME SERVICES, LLC","",,"NEW YORK","New York","United States","Y"
1992746,314466,"NATIONAL FINANCIAL SERVICES LLC","",,"BOSTON","Massachusetts","United States","Y"
1992746,314466,"CANADIAN IMPERIAL BANK OF COMMERCE","",,"NEW YORK","New York","United States","Y"
1992746,168076,"STATE STREET BANK AND TRUST COMPANY","",,"BOSTON","Massachusetts","United States","Y"
1992746,168076,"TD PRIME SERVICES LLC","",,"NEW YORK","New York","United States","Y"
1992746,168076,"WELLS FARGO PRIME SERVICES, LLC","",,"NEW YORK","New York","United States","Y"
1992746,253359,"STATE STREET BANK AND TRUST COMPANY","",,"BOSTON","Massachusetts","United States","Y"
1992746,314466,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","",,"NEW YORK","New York","United States","Y"
1992746,253359,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","",,"NEW YORK","New York","United States","Y"
1992746,253359,"NATIONAL FINANCIAL SERVICES LLC","",,"BOSTON","Massachusetts","United States","Y"
1992746,253358,"TD PRIME SERVICES LLC","",,"NEW YORK","New York","United States","Y"
1992746,253358,"STATE STREET BANK AND TRUST COMPANY","",,"BOSTON","Massachusetts","United States","Y"
1992746,253359,"TD PRIME SERVICES LLC","",,"NEW YORK","New York","United States","Y"
1992746,288768,"NATIONAL FINANCIAL SERVICES LLC","",,"BOSTON","Massachusetts","United States","Y"
1992746,314466,"STATE STREET BANK AND TRUST COMPANY","",,"BOSTON","Massachusetts","United States","Y"
1992375,441357,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1992375,441476,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1992695,177015,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1992695,253351,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359",16139,"NEW YORK","New York","United States","Y"
1992695,253351,"NATIONAL FINANCIAL SERVICES LLC","8-26740",13041,"BOSTON","Massachusetts","United States","Y"
1992695,253351,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
1992695,253351,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1992695,253351,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1992695,177015,"FIDELITY PRIME SERVICES","",,"BOSTON","Massachusetts","United States","Y"
1990452,251991,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1990452,9039,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1990452,186729,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1990452,251307,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1990452,9021,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1990452,166824,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1986602,372397,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1986602,372384,"CITIBANK, N.A.","",,"LONDON","","United Kingdom","Y"
1986602,372384,"CITIGROUP GLOBAL MARKETS INC.","8-8177",7059,"NEW YORK","New York","United States","Y"
1986602,372381,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1986602,372381,"JPMORGAN CHASE BANK, N.A.","",,"NEW YORK","New York","United States","Y"
1986602,431992,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1986602,372393,"JPMORGAN CHASE BANK, N.A.","",,"NEW YORK","New York","United States","Y"
1986602,372385,"SG AMERICAS SECURITIES, LLC","8-66125",128351,"NEW YORK","New York","United States","Y"
1986602,431992,"JB DRAX HONORE (UK) LIMITED","",,"LONDON","","United Kingdom","Y"
1986602,431992,"JPMORGAN CHASE BANK, N.A.","",,"NEW YORK","New York","United States","Y"
1986602,372389,"STANDARD CHARTERED PLC","",,"SINGAPORE","","Singapore","Y"
1986602,372405,"BARCLAYS BANK PLC","",,"LONDON","","United Kingdom","Y"
1986602,372390,"BARCLAYS CAPITAL INC.","8-41342",19714,"NEW YORK","New York","United States","Y"
1986602,372391,"UBS AG","",,"LONDON","","United Kingdom","Y"
1986602,372405,"CITIGROUP GLOBAL MARKETS INC.","8-8177",7059,"NEW YORK","New York","United States","Y"
1986602,431992,"UBS AG","",,"LONDON","","United Kingdom","Y"
1986602,372387,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1986602,372395,"CREDIT SUISSE SECURITIES (USA) LLC","8-422",816,"NEW YORK","New York","United States","Y"
1986602,372387,"STANDARD CHARTERED BANK","",,"LONDON","","United Kingdom","Y"
1986602,372389,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
1986602,372387,"DEUTSCHE BANK AG","",,"LONDON","","United Kingdom","Y"
1986602,372381,"UBS AG","",,"LONDON","","United Kingdom","Y"
1986602,372390,"UBS AG","",,"LONDON","","United Kingdom","Y"
1986602,372389,"DEUTSCHE BANK AG","",,"SINGAPORE","","Singapore","Y"
1986036,199589,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
1985595,247391,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","N"
1985595,14975,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
1985595,247390,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1985595,190775,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1985595,247391,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1985595,252033,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1985595,328031,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1985595,328043,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1985595,14975,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1985595,311564,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","N"
1985595,190771,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1985595,248930,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1985595,247390,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","N"
1986866,253227,"NORTHERN TRUST SECURITIES, INC.","8-23689",7927,"CHICAGO","Illinois","United States","Y"
