"FilingID","Country/Authority"
1980356,"Ireland -  Central Bank of Ireland"
1938433,"Canada - Ontario Securities Commission"
1938433,"Canada - Nova Scotia Securities Commission"
1938433,"Canada - Quebec, Financial Markets Authority"
1938433,"Canada - Saskatchewan Financial Services Commission"
1938433,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1938433,"Canada - Northwest Territories, Office of the Registrar of Securities"
1938433,"Canada - Alberta Securities Commission"
1938433,"Canada - British Columbia Securities Commission"
1938433,"Canada - Manitoba Securities Commission"
1938433,"Canada - New Brunswick Securities Commission"
1976926,"United Kingdom - Financial Conduct Authority"
1968133,"Other: CAYMAN ISLANDS MONETARY AUTHORITY"
1979092,"Hong Kong - Securities and Futures Commission"
1971671,"United Kingdom - Financial Conduct Authority"
1979710,"Mauritius, Republic of - Financial Services Commission"
1975621,"United Kingdom - Financial Conduct Authority"
1969554,"Norway - The Banking, Insurance and Securities Commission"
1957770,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1980401,"Ireland -  Central Bank of Ireland"
1963868,"Japan - Financial Services Agency"
1968112,"Hong Kong - Securities and Futures Commission"
1951675,"France - Financial Markets Authority"
1960580,"Denmark - Danish Financial Supervisory Authority"
1971031,"Singapore - Monetary Authority of Singapore"
1964171,"Denmark - Danish Financial Supervisory Authority"
1969905,"Other: BANK OF ITALY"
1976000,"Bermuda - Bermuda Monetary Authority"
1977325,"Australia - Australian Securities and Investments Commission"
1977325,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1977795,"Hong Kong - Securities and Futures Commission"
1974937,"United Kingdom - Financial Conduct Authority"
1983188,"Brazil - Securities and Exchange Commission"
1982025,"Hong Kong - Securities and Futures Commission"
1975720,"United Kingdom - Financial Conduct Authority"
1975720,"Other: UNITED ARAB EMIRATES - ABU DHABI GLOBAL MARKET FINANCIAL SERVICES REGULATORY AUTHORITY"
1976171,"Cayman Islands - Cayman Islands Monetary Authority"
1976060,"United Kingdom - Financial Conduct Authority"
1975607,"Hong Kong - Securities and Futures Commission"
1972869,"Sweden - Swedish Financial Supervisory Authority"
1975717,"Netherlands - The Netherlands Authority for the Financial Markets"
1967523,"France - Financial Markets Authority"
1978454,"United Kingdom - Financial Conduct Authority"
1961052,"Other: FINANCIAL SUPERVISORY AUTHORITY OF NORWAY (NEW NAME)"
1959308,"Cayman Islands - Cayman Islands Monetary Authority"
1971006,"Hong Kong - Securities and Futures Commission"
1963997,"Other: GRAND DUCHY OF LUXEMBOURG - SUPERVISORY COMMISSION OF FINANCIAL SECTOR (CSSF)"
1955065,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1974963,"Cayman Islands - Cayman Islands Monetary Authority"
1974965,"Netherlands - The Netherlands Authority for the Financial Markets"
1974962,"Cayman Islands - Cayman Islands Monetary Authority"
1974962,"Bermuda - Bermuda Monetary Authority"
1973292,"Netherlands - The Netherlands Authority for the Financial Markets"
1937828,"South Africa - Financial Services Board"
1980413,"Switzerland - Swiss Financial Market Supervisory Authority"
1942812,"Sweden - Swedish Financial Supervisory Authority"
1942812,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1977802,"Ireland -  Central Bank of Ireland"
1977059,"Uruguay - Central Bank of Uruguay"
1979279,"Cayman Islands - Cayman Islands Monetary Authority"
1937828,"Jersey - Jersey Financial Services Commission"
1937828,"Guernsey - Guernsey Financial Services Commission"
1937828,"Isle of Man - Financial Supervision Commission"
1975603,"Hong Kong - Securities and Futures Commission"
1975613,"Jersey - Jersey Financial Services Commission"
1952072,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1964043,"United Kingdom - Financial Conduct Authority"
1954714,"India - Securities and Exchange Board of India"
1977558,"Other: SWISS FINANCIAL MARKET SUPERVISORY AUTHORITY (FINMA)"
1965262,"Dubai - Dubai Financial Services Authority"
1976493,"United Kingdom - Financial Conduct Authority"
1977837,"United Kingdom - Financial Conduct Authority"
1976627,"United Kingdom - Financial Conduct Authority"
1976177,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1978709,"Australia - Australian Securities and Investments Commission"
1978612,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1985342,"Ireland -  Central Bank of Ireland"
1982115,"United Kingdom - Financial Conduct Authority"
1981481,"Cayman Islands - Cayman Islands Monetary Authority"
1981480,"Cayman Islands - Cayman Islands Monetary Authority"
1961684,"Hong Kong - Securities and Futures Commission"
1982192,"Ireland -  Central Bank of Ireland"
1981469,"Dubai - Dubai Financial Services Authority"
1974933,"Hong Kong - Securities and Futures Commission"
1978263,"Jersey - Jersey Financial Services Commission"
1976657,"Canada - Ontario Securities Commission"
1976657,"Canada - Quebec, Financial Markets Authority"
1976657,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1976657,"Canada - British Columbia Securities Commission"
1976657,"Canada - Manitoba Securities Commission"
1976657,"Canada - Nova Scotia Securities Commission"
1976657,"Canada - Prince Edward Island, Securities Office"
1976657,"Other: CANADA - L'AUTORITE DES MARCHES FINANCIERS"
1976657,"Canada - Alberta Securities Commission"
1976657,"Canada - New Brunswick Securities Commission"
1976595,"Ireland -  Central Bank of Ireland"
1981462,"Singapore - Monetary Authority of Singapore"
1984440,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1984403,"United Kingdom - Financial Conduct Authority"
1955872,"Singapore - Monetary Authority of Singapore"
1982091,"Ireland -  Central Bank of Ireland"
1977309,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1977309,"Italy - National Stock Exchange Commission"
1977309,"Other: BANK OF ITALY"
1962465,"Brazil - Securities and Exchange Commission"
1961409,"Sweden - Swedish Financial Supervisory Authority"
1942127,"United Kingdom - Financial Conduct Authority"
1978713,"Australia - Australian Securities and Investments Commission"
1978771,"Other: JERSEY FINANICAL SERVICES COMMISSION"
1979206,"United Kingdom - Financial Conduct Authority"
1966787,"Ireland -  Central Bank of Ireland"
1965216,"Hong Kong - Securities and Futures Commission"
1972976,"Cayman Islands - Cayman Islands Monetary Authority"
1961698,"Cayman Islands - Cayman Islands Monetary Authority"
1960534,"Hong Kong - Securities and Futures Commission"
1965395,"Switzerland - Swiss Financial Market Supervisory Authority"
1971334,"Jersey - Jersey Financial Services Commission"
1966769,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1975095,"Other: COLOMBIA - SUPERINTENDENCIA FINANCIERA DE COLOMBIA"
1975095,"Dubai - Dubai Financial Services Authority"
1975095,"United Kingdom - Financial Conduct Authority"
1975095,"Switzerland - Swiss Financial Market Supervisory Authority"
1953298,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1976486,"Singapore - Monetary Authority of Singapore"
1945118,"United Kingdom - Financial Conduct Authority"
1977433,"United Kingdom - Financial Conduct Authority"
1981745,"Canada - Alberta Securities Commission"
1983758,"United Kingdom - Financial Conduct Authority"
1978697,"Hong Kong - Securities and Futures Commission"
1978711,"Australia - Australian Securities and Investments Commission"
1945019,"Jersey - Jersey Financial Services Commission"
1959309,"United Kingdom - Financial Conduct Authority"
1963104,"Mauritius, Republic of - Financial Services Commission"
1974969,"Singapore - Monetary Authority of Singapore"
1975136,"United Kingdom - Financial Conduct Authority"
1976021,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1968546,"France - Financial Markets Authority"
1981467,"Other: MONACO FINANCIAL ACTIVITIES SUPERVISORY COMMISSION"
1975752,"Singapore - Monetary Authority of Singapore"
1974968,"Jersey - Jersey Financial Services Commission"
1975517,"Brazil - Securities and Exchange Commission"
1975508,"United Kingdom - Financial Conduct Authority"
1977319,"United Kingdom - Financial Conduct Authority"
1977456,"Brazil - Securities and Exchange Commission"
1976196,"Singapore - Monetary Authority of Singapore"
1969420,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1976139,"United Kingdom - Financial Conduct Authority"
1981972,"Jersey - Jersey Financial Services Commission"
1982040,"United Kingdom - Financial Conduct Authority"
1978858,"United Kingdom - Financial Conduct Authority"
1983878,"United Kingdom - Financial Conduct Authority"
1982325,"Jersey - Jersey Financial Services Commission"
1985512,"Netherlands - The Netherlands Authority for the Financial Markets"
1985581,"United Kingdom - Financial Conduct Authority"
1976059,"Hong Kong - Securities and Futures Commission"
1965854,"Japan - Financial Services Agency"
1975499,"Other: SUPERINTENDENCIA DE MERCADO DE VALORES (SMV), PERU"
1977041,"Other: CAYMAN ISLANDS / THE CAYMAN ISLANDS MONETARY AUTHORITY"
1985636,"United Kingdom - Financial Conduct Authority"
1933124,"Brazil - Securities and Exchange Commission"
1975615,"United Kingdom - Financial Conduct Authority"
1975171,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1973666,"Cayman Islands - Cayman Islands Monetary Authority"
1967433,"Portugal - Securities Market Commission"
1979098,"United Kingdom - Financial Conduct Authority"
1980449,"Brazil - Securities and Exchange Commission"
1978308,"United Kingdom - Financial Conduct Authority"
1975670,"Jersey - Jersey Financial Services Commission"
1975670,"Guernsey - Guernsey Financial Services Commission"
1975670,"South Africa - Financial Services Board"
1975670,"Isle of Man - Financial Supervision Commission"
1976956,"United Kingdom - Financial Conduct Authority"
