"FilingID","SEC File Number","Series ID","RAUM"
1943530,"814-00663",,42081801125
1930319,"811-21829",S000066478,774730754
1930319,"811-21829",S000015110,9558837209
1930319,"811-21829",S000062218,2016584012
1930319,"811-21829",S000034202,1336394343
1939023,"811-21829",S000066478,774730754
1939023,"811-21829",S000015110,9558837209
1939023,"811-21829",S000062218,2016584012
1939023,"811-21829",S000034202,1336394343
1939442,"811-21759",S000002718,499899674
1939442,"811-22061",,3849798923
1939442,"811-22501",,921708032
1939442,"811-22606",,519221671
1939442,"811-23339",,7477977
1939442,"811-21732",,163627049
1939442,"811-23341",,460825713
1939442,"811-22032",,640272828
1939442,"811-2661",,87656959
1939442,"811-4612",S000002177,108995782
1939442,"811-5742",S000001869,1869646686
1939442,"811-8797",S000002291,1778320734
1939442,"811-21656",,392946597
1939442,"811-9729",S000051261,5534854099
1939442,"811-3290",S000002881,82447471
1939442,"811-21729",,745990295
1939442,"811-8894",,1024514349
1939442,"811-4282",S000002176,214957799
1939442,"811-05723",,905500
1939442,"811-05742",,1869646686
1939442,"811-23325",,21253238803
1939442,"811-23380",,14661726
1939474,"811-22061",S000020792,2838926
1939474,"811-23339",,23358302
1939474,"811-23341",,970964
1939474,"811-06067",,1398961208
1939474,"811-23325",,1029458325
1939474,"811-23380",,13931011
1939481,"811-05723",S000002250,5097894627
1936752,"811-21237",,47535038
1939571,"811-05141",S000026003,8283176803
1939571,"811-08894",S000001746,29874005835
1939571,"811-22811",,18025776963
1939571,"811-22865",,2043340323
1939571,"811-23325",,49464391664
1939571,"811-3738",,1630106339
1939571,"811-21714",,789031432
1939571,"811-7238",,791458062
1939571,"811-3015",,2409935918
1939571,"811-9491",,6906229580
1939571,"811-3213",,9185905517
1939571,"811-4419",,5559284482
1939571,"811-8090",,5306988615
1939571,"811-7953",S000013249,26674752122
1939571,"811-4556",,473911589
1939571,"811-8495",,5251101977
1939571,"811-08236",,81883924
1939571,"811-21991",,935421269
1939575,"811-05629",S000017158,2533399824
1939575,"811-07572",S000006997,5066799648
1939575,"811-10183",S000011123,449890318
1939575,"811-10263",S000001154,300265728
1939575,"811-22127",S000019839,2744767755
1939575,"811-23235",,638136598
1939575,"811-07953",S000044692,242101911
1939575,"811-09491",S000025364,557724403
1939575,"811-7912",,990756739
1939575,"811-8090",,1437254873
1939575,"811-6318",S000008436,2721442955
1934451,"811-22497",,29708882
1931786,"811-22027",S000048690,286547473
1931786,"811-22027",S000051786,1255957
1944213,"814-05037",S000054438,9653528276
1944213,"814-05037",S000036430,2352369271
1944213,"814-05037",S000036429,0
1944213,"811-07912",,1661771071
1944213,"811-23325",S000068977,0
1946244,"811-22431",S000030032,25455934
1940704,"811-03738",S000021077,0
1940704,"811-03738",S000008014,0
1940704,"811-03364",S000061890,1797708652
1940704,"811-03364",S000059775,0
1940704,"811-03364",S000023731,0
1940704,"811-03364",S000023755,0
1940704,"811-10263",S000001155,3009933340
1940704,"811-10263",S000057426,231495088
1940704,"811-10263",S000041653,0
1940704,"811-03459",S000006736,0
1940704,"811-03459",S000022079,0
1940704,"811-05186",S000050071,2237117613
1940704,"811-05186",S000001989,0
1940704,"811-03623",S000002204,0
1940704,"811-07238",S000059203,
1940704,"811-04603",S000021859,0
1940704,"811-05349",S000020314,928921380
1940704,"811-05349",S000009319,277897971
1940704,"811-05349",S000009306,7924642858
1940704,"811-05349",S000009301,3274573305
1940704,"811-05349",S000018301,7404643025
1940704,"811-05349",S000009300,8719301565
1940704,"811-05349",S000009259,
1940704,"811-05349",S000009261,
1940704,"811-05349",S000009260,69808519357
1940704,"811-05349",S000009341,
1940704,"811-05349",S000009321,49367875
1940704,"811-05349",S000029320,834961260
1940704,"811-05349",S000009309,1855795128
1940704,"811-05349",S000018300,541134602
1940704,"811-05349",S000009328,
1940704,"811-05349",S000020098,3094001170
1940704,"811-05349",S000009320,52642170
1940704,"811-05349",S000009303,7757429618
1940704,"811-05349",S000036259,2000841203
1940704,"811-05349",S000009241,
1940704,"811-05349",S000009329,170693647
1940704,"811-05349",S000009323,1455214853
1940704,"811-05349",S000054057,849959821
1940704,"811-05349",S000029317,481773054
1940704,"811-05349",S000046190,2506790520
1940704,"811-05349",S000009339,7949359441
1940704,"811-05349",S000009327,
1940704,"811-05349",S000009305,379129617
1940704,"811-05349",S000050577,
1940704,"811-05349",S000009314,335190501
1940704,"811-05349",S000009325,263847265
1940704,"811-05349",S000009335,5337976935
1940704,"811-05349",S000009337,599455738
1940704,"811-05349",S000009338,
1940704,"811-05349",S000044015,
1940704,"811-05349",S000013795,
1940704,"811-05349",S000009315,
1940704,"811-05349",S000015787,
1940704,"811-05349",S000009252,
1940704,"811-05349",S000026933,736399325
1940704,"811-05349",S000018303,
