"FilingID","ReferenceID","SubreferenceID","Related Person","Name of Marketer","SEC Number","CRD Number","City","State","Country","Websites"
1988732,285628,133506,"N","ATLANTIC - PACIFIC CAPITAL, INC.","8-48198",38356,"STAMFORD","Connecticut","United States","N"
1990333,304395,147219,"N","LAZARD FRERES & CO. LLC","8-2595",2528,"NEW YORK","New York","United States","N"
1990333,250373,147213,"N","LAZARD FRERES & CO. LLC","8-2595",2528,"NEW YORK","New York","United States","N"
1990333,250373,198606,"N","CONSTELLAR CAPITAL PARTNERS HONG KONG LIMITED","",,"HONG KONG","","Hong Kong","N"
1990333,304438,198617,"N","CONSTELLAR CAPITAL PARTNERS HONG KONG LIMITED","",,"HONG KONG","","Hong Kong","N"
1990333,304395,198603,"N","CONSTELLAR CAPITAL PARTNERS HONG KONG LIMITED","",,"HONG KONG","","Hong Kong","N"
1990333,304426,198615,"N","CONSTELLAR CAPITAL PARTNERS HONG KONG LIMITED","",,"HONG KONG","","Hong Kong","N"
1990333,304426,198612,"N","J.P. MORGAN SECURITIES LLC","801-3702",79,"NEW YORK","New York","United States","N"
1988078,372707,278249,"N","FINALIS SECURITIES LLC","8-70425",305908,"NEW YORK","New York","United States","Y"
1988078,443535,266364,"N","FINALIS SECURITIES LLC","8-70425",305908,"NEW YORK","New York","United States","Y"
1989185,486287,304700,"N","REDE PARTNERS LLP","",,"LONDON","","United Kingdom","N"
1989569,487134,305681,"N","JEFFERIES LLC","8-15074",2347,"NEW YORK","New York","United States","N"
1992492,213192,87886,"Y","BARINGS (U.K.) LIMITED","",158277,"LONDON","","United Kingdom","N"
1992492,213192,87939,"N","BANK PICTET & CIE SA","",,"SINGAPORE","","Singapore","N"
1992492,257548,117186,"Y","BARINGS LLC","801-241",106006,"CHARLOTTE","North Carolina","United States","N"
1992492,213192,87945,"N","BANK OF SINGAPORE LIMITED","",,"SINGAPORE","","Singapore","N"
1992492,213192,87882,"N","ALLFUNDS BANK INTERNATIONAL S.A.","",,"BOULEVARD ROYAL L-2449","","Luxembourg","N"
1992492,213192,87890,"Y","BARINGS SECURITIES LLC","8-47589",36929,"CHARLOTTE","North Carolina","United States","N"
1992492,213192,87883,"N","ALLFUNDS S.A.","",,"MADRID","","Spain","N"
1992492,213192,89576,"N","FONDCENTER AG","",,"ZURICH","","Switzerland","Y"
1992492,213192,87891,"N","DANSKE CAPITAL","",,"LYNGBY","","Denmark","N"
1992492,213192,87885,"N","BARCLAYS BANK PLC","",,"SINGAPORE","","Singapore","N"
1992492,213192,87894,"N","SKANDINAVISKA ENSKILDA BANKEN AB","",,"STOCKHOLM","","Sweden","N"
1992492,213192,87895,"N","UBS AG","",,"BASEL","","Switzerland","N"
1992492,213192,87941,"N","JP MORGAN","",,"NEW YORK","New York","United States","N"
1992492,213192,87942,"N","JP MORGAN INTERNATIONAL BANK LIMITED","",,"MILAN","","Italy","N"
1992492,213192,87943,"N","JP MORGAN (SUISSE) SA","",,"ZURICH","","Switzerland","N"
1992492,213192,87944,"N","KEY CAPITAL PRIVATE LIMITED","",,"DUBLIN","","Ireland","N"
1992492,213192,87938,"N","ALLFUNDS INTERNATIONAL SCHWEIZ AG","",,"ZURCIH","","Switzerland","N"
1992492,213192,87881,"N","AKITA BANK PLC","",,"HELSINKI","","Finland","N"
1992492,213192,87887,"Y","BARINGS AUSTRALIA PTY LTD","",169697,"SYDNEY","","Australia","N"
1992492,213192,87888,"Y","BARINGS INVESTMENT ADVISER (HONG KONG) LTD","",,"HONG KONG","","Hong Kong","N"
1992492,213192,87889,"Y","BARINGS LLC","801-241",106006,"CHARLOTTE","North Carolina","United States","N"
1992492,257548,303286,"Y","BARING ASSET MANAGEMENT LIMITED","801-114253",,"LONDON","","United Kingdom","N"
1989300,365632,199752,"N","SHANNON ADVISORS LLC","8-68243",150305,"LAKE FOREST","Illinois","United States","N"
1989300,365634,199753,"N","SHANNON ADVISORS LLC","8-68243",150305,"LAKE FOREST","Illinois","United States","N"
1989501,33862,260946,"N","MONTEDEFALCO GMBH","",,"SCHAFFHAUSEN","","Switzerland","N"
1989501,33862,260945,"N","VIBE ADVISORS LIMITED","",,"LONDON","","United Kingdom","N"
1988590,368329,200636,"N","STRATHMORE GROUP LLC","8-70433",306089,"SOUTHAMPTON","New York","United States","N"
1989302,364296,199380,"N","PJT PARTNERS LP","8-69442",171058,"NEW YORK","New York","United States","N"
