"FilingID","CIK"
1934565,1368427
1934324,1761450
1945849,1025038
1945849,1974974
1932038,1793923
1939988,1389400
1945975,1793923
1942313,1907541
1933599,1762718
1945546,1846991
1945902,1925047
1945996,1601622
1930354,1964358
1943345,1600344
1940403,1700272
1934823,1849561
1938375,1774744
1942406,135555
1939940,1475150
1940166,1726375
1942749,1316617
1942769,2026602
1942772,1909851
1942142,1596452
1942092,1983670
1940177,928568
1931128,1907898
1931786,1510387
1943026,1100710
1937121,1568211
1938948,159559
1943104,1847820
1940781,1022314
1943261,53903
1943261,810417
1943261,1130371
1943261,1512995
1932518,1650669
1943299,1871112
1936560,1881335
1943444,1909571
1943454,1843495
1937747,1802816
1942626,1844107
1943512,1844107
1922986,911593
1922250,1737089
1942798,1968109
1940435,806097
1926279,1766789
1944402,1652514
1935707,1890183
1944213,1618824
1944992,1987314
1936047,897010
1933731,2014179
1944376,153517
1936675,792394
1943829,1667132
1947818,801123724
1941421,1474589
1941421,1217541
1937942,1529735
1940682,1968890
1943684,1898838
1941903,1695959
1942924,1423686
1948395,1729359
1948437,1579407
1948424,1506208
1946606,1737819
1935366,205307
1935509,1729939
1935547,1141455
1933952,1846175
1934899,1749914
1934637,1595124
1933840,1028874
1934695,1224890
1938011,135555
1930654,899763
1930654,1729269
1937476,1867958
1938190,1630360
1937497,1424480
1936500,1767982
1934640,1751581
1926644,1469026
1933911,1564770
1939957,1983670
1937940,1335794
1940437,1335794
1940268,87634
1940268,751448
1940268,1303982
1938587,1606609
1938835,1746438
1940573,1311016
1940582,2054579
1940647,2043725
1935022,1787596
1940759,1736535
1928244,938759
1932187,1910876
1935315,1894749
1930895,1845531
1925244,1908378
1935242,1616628
1934229,1774437
1936527,1550100
1935346,1841259
1935551,1872038
1939433,1374182
1939433,1173486
1939523,1297700
1939350,1025038
1939350,1974974
1939575,917129
1939575,936516
1939575,1086363
1939707,1819152
1934618,1971725
1934781,1646821
1936478,1669504
1925301,1976677
1940583,1751581
1940640,1633903
1940581,1362244
1940581,782124
1940546,1480916
1940210,1755670
1940331,769993
1940331,734700
1940331,42352
1940331,1958244
1939775,1844892
1931220,1466125
1931256,1812870
1936604,1846175
1936386,1454138
1930786,1908462
1924038,1723925
1938817,1549042
1938449,1824516
1936820,1652348
1935091,2053368
1932842,1909851
1943398,1882132
1943249,1923624
1939599,310695
1943982,1962449
1944636,1633857
1921757,1479847
1944306,1714506
1944713,1802136
1933028,859804
1939961,1987314
1935905,925208
1935905,2010942
1932529,1273087
1931114,1910180
1934190,1674836
1935585,1512020
1931862,2053807
1932020,1844568
1931611,924192
1935113,1598102
1919136,1968109
1933436,1666792
1934535,1567738
1936039,1921674
1933829,884195
1933829,1909993
1929324,2048486
1934445,1730478
1942153,1730478
1929509,1847820
1942213,1641438
1942247,1777813
1940025,1841633
1932859,1782624
1939734,1786241
1942547,1796874
1930373,1550191
1928448,1862067
1944556,1443095
1927828,1831187
1930156,1635342
1940050,712050
1943907,1649451
1944438,1646821
1942849,846600
1943530,1449853
1943535,1525559
1936953,2008738
1932135,1802611
1927817,1630806
1927817,1630807
1937178,801109007
1936971,1784093
1938135,1671623
1928813,1635967
1938146,1802279
1938472,1840888
1936905,1549042
1938614,2008738
1938727,1723925
1937363,1510848
1933964,908001
1938170,1699575
1938207,2043084
1929142,1965468
1937778,801119086
1938372,1633387
1931823,1566113
1935500,53903
1935500,810417
1935500,1130371
1935500,1512995
1918951,2039088
1940009,1806473
1938508,1791786
1940302,851132
1928306,1723115
1940346,761908
1940346,1502149
1934200,1426960
1938875,1759320
1938748,1592643
1941744,1962755
1936041,1655557
1941895,2051117
1939843,1767313
1934808,1909380
1940115,1729677
1942045,1417889
1935945,1910168
1940440,1728778
1941151,1697715
1941204,1596355
1924880,1954044
1941448,932724
1941613,1954044
1934431,1420562
1941635,1914644
1930977,1741001
1941689,1996454
1941014,1738809
1941386,2053207
1941722,1765595
1932629,1731444
1930092,1002394
1936949,1908386
1938491,1749798
1945081,801119086
1937368,1765388
1940144,899763
1940144,1729269
1942357,1593038
1944696,1766509
1941925,1535464
1917531,860662
1932712,1727573
1943703,1844142
1937945,1342396
1945274,2054579
1930563,1967640
1935478,1842010
1931280,1842572
1945556,1792430
1930464,1567163
1945353,1615982
1919814,1638022
1934929,1389400
1935019,20430
1930279,1640762
1935213,1655557
1937856,1965939
1934380,1633448
1938294,935142
1938294,1055957
1938351,1542166
1932454,1810089
1938389,1986156
1937014,1598416
1938469,1047339
1911665,1512287
1931870,1665606
1944728,1906798
1945912,106139
1945935,1686776
1939933,2032629
1946244,859804
1927183,1910185
1946401,1512888
1941950,1056827
1940704,1229262
1940704,1088084
1940984,1844716
1943503,1844567
1930949,1652514
1938869,1535862
1929865,1909307
1944397,80167560
1939267,312348
1939267,109880
1931971,1904154
1936305,172152
1944927,1796874
1941801,1995758
1943473,1259313
1947582,715113
1947659,1616525
1937380,1278678
1939543,1512780
1940233,1949059
1947823,1844238
1944916,1163368
1940481,1424177
1945302,1103882
1947707,1843553
1948207,1308016
1948392,1779153
1940648,1561383
1940648,740798
1941156,4841188
1940318,1536444
1928205,1599868
1935331,1715740
1935450,1687832
1933213,353917
1933465,1007444
1935504,3475
1930152,1664212
1927775,2028202
1934543,2003570
1927682,1904664
1937897,1569151
1937782,1986156
1935188,2026391
1923510,733444
1938163,1712533
1934268,1834985
1938366,801109007
1937644,1547695
1943616,1971725
1940349,7773
1937128,1844108
1943867,728612
1943867,65106
1936091,1657516
1941670,1765617
1936106,1729866
1941580,2012685
1944252,1767045
1934456,1332784
1923669,1047339
1932817,102909
1927054,1682454
1936541,1680208
1939442,1322981
1936525,1811242
1939466,1579407
1939474,1559921
1939481,1579409
1926569,851132
1938020,1387818
1932560,1852808
1935725,1908065
1937203,1802882
1935098,1692252
1935363,1964541
1924298,1871112
1935690,1905665
1936411,205445
1937419,1820879
1937494,1512814
1934671,1423053
1935918,1063497
1919072,1713112
1938143,2052798
1945135,1633516
1945086,72174
1942201,1313998
1944433,1171592
1945294,1401561
1945123,1559130
1945369,1894921
1945381,106139
1941002,1427350
1939620,1812155
1930796,1910389
1931935,871399
1932429,1483824
1933590,1080298
1936122,1009268
1931247,1099762
1936503,1765690
1936099,1644956
1936189,1895678
1930160,1909571
1933685,1904126
1931096,1911407
1923172,1725394
1937562,1633387
1934679,1699622
1939714,164330
1939969,1768302
1937882,1376501
1935657,1122490
1936922,1373017
1936432,2056320
1935655,1807283
1929099,1899703
1938872,1545812
1941983,2039501
1940812,2018299
1942053,1600999
1940574,932024
1941871,1622431
1942807,1629931
1943931,1906223
1935704,1443095
1944113,1737089
1944188,1443095
1939730,1908828
1940982,2044711
1940339,1843294
1941555,1007444
1941741,1998033
1937354,1407543
1941756,1566601
1941795,1876871
1943079,1728031
1943043,1257693
1941940,1910852
1934187,173097
1945963,1803425
1945473,1802387
1942454,1598147
1939842,1910854
1945916,1515131
1937741,1903044
1946342,1967640
1939386,1964760
1942389,1364725
1944572,919447
1937580,170602
1946894,2039501
1941890,1681490
1947088,310695
1943215,1569138
1935984,1813577
1946255,1741819
1943478,1111797
1947366,2001461
1946091,1821406
1934600,1543100
1933194,1898838
1934828,1071061
1934138,1694283
1934969,1702435
1935089,1722641
1930188,1127612
1935138,277871
1935076,1755784
1935175,1482880
1936673,1764807
1936003,1879206
1937293,1728689
1935598,757657
1935598,94074
1935598,1957244
1932549,180205
1936115,1630360
1937621,1886506
1937669,1910312
1928105,2051846
1942287,317929
1942513,1475150
1942491,1420562
1942712,1993404
1933744,1965772
1919164,2012773
1934034,65957
1934042,1520629
1934701,1387941
1934759,1737109
1934841,199281
1934237,1606609
1935000,1106832
1933027,1716984
1934168,2029590
1935959,1009268
1935018,1994512
1929098,1927796
1936086,1650142
1936209,1598102
1936237,1846175
1934176,2051117
1936283,1744347
1934573,1626379
1936415,1911000
1939286,1475150
1937081,27182
1925624,1777914
1939414,1086364
1939452,1006249
1938344,1535227
1939515,1717705
1939404,1845066
1939649,1535227
1923844,1817494
1939624,947529
1930180,160797
1939759,1017115
1930005,1417889
1939231,1723514
1943576,1837779
1943576,1853826
1943576,1887482
1943576,2016666
1937199,1566728
1943207,1906223
1943849,1906223
1943330,1907212
1926348,1752758
1933128,1541787
1936570,1767045
1944125,2002654
1932833,1947503
1943813,811407
1945243,1421306
1944194,1875768
1944006,1697796
1945582,1701714
1935158,853758
1937692,1843848
1929401,1263969
1943145,2021232
1944888,1484836
1943760,1814191
1945905,1633857
1933422,1862965
1928207,2042930
1945169,1542166
1943373,2053236
1941303,1627608
1933761,1744516
1938779,1517137
1919037,1107082
1919037,1842665
1933630,1968851
1946590,1256071
1938571,1803848
1937478,1959415
1938721,1673954
1933160,1812178
1927986,936936
1938994,1633857
1935495,1622757
1933045,1849497
1933847,1536105
1939149,1635967
1939490,1654470
1917789,1714590
1939521,1169553
1939685,1730813
1939769,1908378
1939792,1480532
1939572,2002949
1937056,1929977
1927269,1816000
1942401,135555
1935480,1525907
1942655,1633387
1942704,1110547
1942704,1389426
1935496,1767107
1932385,1527186
1932385,1609858
1932385,1694432
1942275,1939208
1946868,1598379
1946183,1828822
1946922,1616525
1941090,1027694
1934933,743418
1944064,1742043
1947083,1591307
1940556,1542162
1947004,1362244
1947004,782124
1934186,1973921
1934026,1535811
1924360,1054587
1945225,1633446
1923784,2019946
1936485,1666613
1931189,1362495
1933365,1736225
1936359,1901275
1928663,816192
1935174,1009254
1936872,1921674
1935906,1825611
1928099,1633896
1934595,1803087
1937352,1541353
1940709,769963
1942911,1146222
1936067,1729939
1942900,1605401
1943075,1420562
1939986,1834011
1943201,2053207
1943009,1595951
1939179,1843495
1943501,1908612
1927013,2002654
1939261,1593688
1943860,1841259
1940469,1483325
1944053,1767313
1926540,1840888
1936516,1909760
1910683,1350780
1937525,1730630
1940158,918967
1940158,820694
1927432,1475271
1931532,1697360
1932771,1766246
1929128,2043725
1940248,1791786
1935733,714364
1927976,1080628
1940313,1682454
1938949,1925385
1933448,1907820
1940343,761908
1940343,1502149
1929542,1600746
1930016,1731448
1941202,1600746
1941206,1731448
1934597,2026602
1935192,1963732
1942740,1845724
1943859,1401561
1939588,1715228
1944935,172152
1945196,106139
1932089,2022512
1938308,1799859
1935383,1387303
1942599,1738560
1941777,1804329
1945408,2030780
1939664,1696899
1945289,1673633
1946250,1537014
1946623,1167557
1946623,1061303
1942821,1664216
1947214,1910845
1946317,2045972
1947662,1317784
1938031,1906547
1943081,20502
1943081,2042811
1929872,1082463
1942225,1606134
1947752,2019946
1923347,1599900
1946277,1332784
1947934,1084683
1942782,918893
1937912,1543099
1937912,49709
1933087,1769297
1936475,1528214
1942699,1967205
1939318,1909147
1937550,1791965
1943697,1730477
1924013,1659346
1926738,1729359
1948385,917129
1948385,936516
1948385,1086363
1948401,1579409
1947329,1491072
1942375,1536054
1945672,1907826
1935572,799003
1924301,1728689
1937274,2035216
1937099,1128122
1920796,14252
1937598,1796409
1930308,1775530
1934036,2012356
1937555,1384416
1937800,1384416
1940433,728612
1940433,65106
1940459,1909798
1940471,1564770
1940526,2011169
1940595,1697953
1938923,1799435
1940665,2053368
1923084,1844716
1928531,1779506
1934570,1666733
1944185,1541787
1930990,1580862
1933389,1633903
1936803,1767217
1939991,1082215
1940624,1569866
1940643,1965468
1923043,2044711
1936920,1797633
1940816,1650150
1933209,1929139
1936519,1014885
1935382,87634
1935382,751448
1935382,1303982
1931249,1539503
1931253,1739441
1936598,1674836
1928440,1796409
1936627,205307
1936462,1328575
1930968,2054579
1936744,1908585
1928595,1664147
1932210,1731878
1936969,1821407
1934847,2010095
1935696,1748814
1935713,1128122
1938116,1583751
1930048,769954
1935386,1084683
1947080,1455253
1937116,107758
1940269,1685364
1947325,1844238
1947181,1873372
1939632,1901384
1936709,1985043
1930221,1365324
1934604,1803425
1934739,1992110
1930765,1715740
1932756,919361
1934956,2053050
1924314,1911000
1942835,1616525
1942205,1757260
1930412,869367
1938168,1730580
1919052,1536430
1936292,1608826
1941404,1427147
1933944,842775
1931783,847866
1931783,732910
1931783,850150
1935479,71002
1935436,1510434
1932678,2011736
1932275,1512814
1934029,1847610
1939891,1911735
1935468,780789
1938684,1824700
1931938,1830008
1944160,1802105
1946664,1964760
1945883,1785199
1942956,1802473
1934247,1600585
1936396,1610580
1946927,2039501
1934708,1767474
1938084,1844238
1929127,1907294
1944059,1114667
1938651,1834630
1936083,1803536
1947391,1111797
1946364,1797734
