"FilingID","CIK"
1975020,1397424
1974037,1726262
1974037,1726263
1972846,1803397
1974186,80887
1974186,1455540
1975154,1834630
1970729,1683059
1975206,1653955
1975253,1767601
1975163,1573767
1975375,769993
1975375,734700
1975375,42352
1975375,1958244
1975411,1093276
1975408,1650259
1974852,1511506
1975355,1729516
1975577,2023262
1975635,1808523
1975524,1382646
1964683,1573575
1975047,1696778
1975701,1454308
1975300,1312988
1975728,1696899
1974780,1759448
1971581,1399360
1975738,1895231
1975753,1750086
1937888,1802611
1975235,917129
1975235,936516
1975235,1086363
1975779,1821051
1975222,1277403
1975815,938592
1975814,1978011
1975863,1454308
1975876,1802224
1975177,1083116
1975688,1843358
1975045,1879206
1975933,1633516
1975938,1055966
1975954,2053368
1975986,1957363
1975983,1017115
1976001,1631353
1976042,1701714
1973366,1554147
1973366,1172799
1973366,1377633
1973366,1433541
1973366,1534881
1973366,1503245
1973366,1670849
1973366,1698385
1976511,829108
1975967,1568787
1976516,1895231
1976473,2056510
1976533,1723397
1976544,2056819
1976548,2057279
1976562,1908288
1976574,2011218
1976590,277871
1976626,1559771
1976624,1610792
1976575,731201
1975805,1964309
1976125,1907254
1976628,1179124
1976692,1743404
1976715,1803848
1976734,1537621
1976734,1537621
1976734,1537621
1976725,87634
1976725,751448
1976725,1303982
1976739,1894164
1976752,1665976
1976597,1128066
1976783,1767107
1976799,1597878
1966419,1764274
1976853,1631930
1976912,1603937
1976923,1733356
1973223,1142941
1976995,1466125
1976997,1539503
1977025,1739441
1977030,1812870
1976702,1421306
1977036,1736669
1977038,1549520
1977058,1018331
1977152,1404730
1976598,1111259
1977108,1007444
1975485,1839122
1977210,1633896
1977278,1940646
1977306,1632512
1977308,1425864
1977329,1695664
1977340,1543100
1977161,1585047
1977360,1075444
1976976,1529541
1977322,1977181
1977438,1738658
1977445,1975771
1977441,870260
1976355,1406995
1977508,1999612
1977545,1055964
1977564,1655557
1977316,1812198
1977567,1729854
1977452,763212
1977595,1973921
1977610,1674117
1977644,1751581
1976884,1808748
1977647,1766909
1977655,1843832
1977663,1995612
1977668,2055363
1977391,1114928
1977410,1635663
1977687,1997245
1931142,1744348
1973538,1676266
1973627,1694592
1975006,1080628
1970519,1216800
1974026,2059649
1975063,1860257
1975126,947529
1975107,1454308
1973743,1316541
1975157,1800234
1975260,1750924
1975280,1357867
1975276,1592828
1975449,1035350
1975414,1991301
1973794,1674836
1974910,1665198
1975569,1616628
1962054,1798740
1976084,1324943
1976121,1080369
1976124,1834499
1976164,1729545
1976168,1696899
1976291,1610580
1976298,1697882
1976277,819535
1976309,1922879
1976341,1616034
1976345,1616034
1976370,1803058
1976376,1894206
1976373,918967
1976373,820694
1968727,1897835
1976395,1894206
1976366,1536444
1976416,1904976
1976275,1218275
1963920,1767343
1975578,1425864
1976512,1633366
1976572,786393
1974924,1816606
1976774,1743859
1976793,1743859
1976803,1723681
1976803,76250069
1976835,1453885
1976374,1977181
1976953,80167560
1977154,1599054
1977159,1512873
1976631,1655557
1976645,1954085
1965312,1040188
1977752,1865158
1976282,1633903
1977686,1639943
1977190,1746438
1977569,1109147
1977974,1665979
1977977,1318011
1976982,1731134
1976982,1646325
1977990,728612
1977990,65106
1978022,1671754
1978028,1695490
1978056,1599579
1978073,1177206
1978073,1599761
1978073,1599758
1978073,1599755
1978073,1655268
1978073,1767766
1978073,1940378
1978035,1722436
1978180,1650150
1976076,1958911
1977963,1888088
1978196,1730149
1978213,1649451
1978216,1962449
1961505,1058587
1977511,919185
1978275,2011218
1976566,1811242
1976714,1550100
1978318,728612
1978318,65106
1978323,1582112
1978410,1508195
1978409,1633366
1974995,1731444
1978330,1020317
1978462,1629539
1978466,1630052
1978472,1026420
1978472,215826
1976594,1680208
1978482,1385495
1978490,35368
1978496,1723021
1978506,1800593
1978514,1902383
1978526,1834913
1978545,1767474
1978429,1640680
1977103,1021926
1978586,1766918
1978329,882119
1978600,1753271
1978617,1633516
1977381,1737109
1978628,1633516
1978631,1633516
1978626,947529
1978633,947529
1978639,947529
1978637,1633516
1978641,947529
1978644,947529
1978646,947529
1978656,1767306
1978657,1767306
1978658,1767306
1978662,1767306
1978667,1767306
1978553,1865158
1977899,1547695
1978279,2011901
1978743,1582112
1978752,1477872
1978750,1265905
1978790,1909800
1978827,1104659
1978822,1668527
1978840,1814214
1978839,1462245
1978846,949471
1978847,1767474
1978835,1382303
1978866,1765590
1978862,1462245
1974431,1407656
1974431,1131154
1978918,1138486
1978602,1898838
1978938,1800593
1978940,1855571
1978921,1551867
1975662,1255435
1978954,1576053
1975816,1660855
1976343,1645889
1979024,1128159
1977157,2023166
1978777,1539747
1922667,1903859
1979051,1360798
1979138,2029597
1979173,1084208
1979173,724743
1979183,1218735
1979171,1020317
1979039,1393825
1979304,1963612
1979308,1840085
1979297,935142
1979297,1055957
1979390,28601
1979406,1172779
1979461,1649451
1978593,1083116
1979479,1962449
1976299,1731601
1977431,944317
1979551,1840085
1979705,1819476
1979716,1819476
1977881,1599868
1977870,1529735
1979562,1704107
1979804,1535790
1979032,1629649
1979993,1467369
1980000,1801982
1980003,1785199
1980034,1631014
1979496,1825309
1980050,1877126
1980120,2040084
1980133,1649235
1980133,1599639
1980133,1588230
1980133,1682041
1980133,1729973
1980113,1613331
1977499,1673962
1980177,1432539
1980235,1026420
1980235,215826
1980265,1903055
1973199,2011145
1975016,1843358
1975044,1889322
1975064,1764387
1970222,1704212
1975182,1683059
1975217,1332784
1973373,946754
1975265,87634
1975265,751448
1975265,1303982
1973008,1766788
1975289,1802451
1968500,1703208
1975364,1703208
1974811,1610792
1975423,1632844
1975368,1666239
1975430,1578242
1975428,1730765
1975433,936753
1951515,80163879
1975553,1771122
1975587,853758
1969162,51812
1976088,1404781
1976088,1404782
1976153,2036718
1976221,1507971
1976242,1566968
1976251,1967205
1976066,1670139
1976142,1844922
1976157,1737819
1976249,1652594
1976273,1915494
1968612,1475150
1976363,1803058
1976369,1879206
1976367,1846208
1976378,1846208
1976410,1674836
1974452,1940660
1976428,1633516
1976430,1591122
1976037,1536105
1976455,1844250
1975777,1055964
1976987,1362495
1977047,1496894
1977129,1120048
1977020,1317338
1977156,1512873
1977091,1616026
1976936,1652594
1977305,1632512
1977390,1623349
1977384,1592643
1977408,1616034
1977422,1525378
1977468,1386929
1977528,1840945
1977550,1616628
1975451,2011237
1977767,1040188
1976520,102909
1978355,715113
1978345,28601
1978411,1856219
1978441,1691766
1978465,1418660
1978473,1063571
1978475,1910389
1978476,1923624
1978500,1697715
1977237,1346378
1978385,1790688
1978635,947529
1978640,947529
