"FilingID","ReferenceID","Name of Auditing Firm","City","State","Country","Independent","PCAOB Registered","PCAOB Number","PCAOB Inspected"
1923731,18162,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,235604,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,197592,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,200348,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,197575,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,309148,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,20351,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,301810,"PRICEWATERHOUSE COOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,187342,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,215682,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,197569,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,34586,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,197672,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,72257,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,253206,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,187739,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,187740,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,70315,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,197668,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,19589,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,187737,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,197586,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,172432,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,187383,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,301268,"PRICEWATERHOUSE COOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,235056,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,378667,"PWC","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,378694,"PWC","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,215625,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,172425,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,300358,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,300433,"PRICEWATERHOUSE COOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,378624,"PWC","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,378702,"PRICEWATERHOUSECOOPERS LLP","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,197654,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,378630,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,72382,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,309152,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,215636,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,301718,"PRICEWATERHOUSE COOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,253233,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,197568,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,215687,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,300380,"PRICEWATERHOUSE COOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,300321,"PRICEWATERHOUSE COOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,300416,"PRICEWATERHOUSE COOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,197530,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,19986,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,70322,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,72411,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,70279,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,235507,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,71324,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,235504,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,20167,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,300403,"PRICEWATERHOUSE COOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,378708,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,378700,"PWC","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,378625,"PRICEWATERHOUSECOOPERS LLP","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,20015,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,337539,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,337512,"PRICEWATERHOUSECOOPERS LLP","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1923731,337502,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,72384,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,215726,"ERNST & YOUNG","TORONTO","","Canada","Y","Y",42,"Y"
1923731,17903,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,309142,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,20334,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,235605,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
1923731,60830,"ERNST & YOUNG","BOSTON","Massachusetts","United States","Y","Y",42,"Y"
