"FilingID","ReferenceID","Foreign Regulatory Authority"
2002609,395989,"Spain - National Commission of Securities Markets"
1988204,13762,"China, People's Republic of - China Securities Regulatory Commission "
1988204,13762,"Singapore - Monetary Authority of Singapore"
1988204,13762,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1988204,48114,"Thailand - Securities and Exchange Commission"
1988204,91098,"Brazil - Securities and Exchange Commission"
1988204,98239,"Switzerland - Swiss Financial Market Supervisory Authority"
1988204,98239,"India - Securities and Exchange Board of India"
1988204,98239,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1988204,98239,"United Kingdom - Financial Conduct Authority"
1988204,98239,"Italy - National Stock Exchange Commission"
1988204,98248,"Canada - Manitoba Securities Commission"
1988204,98248,"Canada - Prince Edward Island, Securities Office"
1988204,98248,"Canada - British Columbia Securities Commission"
1988204,98248,"Canada - Nunavut, Registrar of Securities"
1988204,98248,"Canada - Saskatchewan Financial Services Commission"
1988204,98248,"Canada - Yukon Territories, Registrar of Securities"
1988204,98248,"Canada - Nova Scotia Securities Commission"
1988204,98248,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1988204,98248,"Canada - Quebec, Financial Markets Authority"
1988204,98248,"Canada - New Brunswick Securities Commission"
1988204,98248,"Canada - Ontario Securities Commission"
1988204,98248,"Canada - Alberta Securities Commission"
1988204,139782,"Malaysia - Securities Commission"
1988204,139783,"Malaysia - Securities Commission"
1988204,139784,"Hong Kong - Securities and Futures Commission"
1988204,139786,"Japan - Financial Services Agency"
1988204,139805,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1988204,160894,"United Kingdom - Financial Conduct Authority"
1988204,165718,"Guernsey - Guernsey Financial Services Commission"
1988204,230649,"United Kingdom - Financial Conduct Authority"
1988204,238368,"United Kingdom - Financial Conduct Authority"
1988204,238368,"India - Securities and Exchange Board of India"
1988204,279285,"Ireland -  Central Bank of Ireland"
1988204,300623,"Guernsey - Guernsey Financial Services Commission"
1988204,344317,"Germany - German Federal Financial Supervisory Agency"
1988204,367933,"United Kingdom - Financial Conduct Authority"
2004899,124930,"Israel - Israel Securities Authority"
2004899,124933,"United Kingdom - Financial Conduct Authority"
2004899,124935,"Hong Kong - Securities and Futures Commission"
2004432,395177,"United Kingdom - Financial Conduct Authority"
2004432,395178,"Other-NEW ZEALAND SECURITIES COMMISSION AND COMPANIES OFFICE"
2004432,395179,"Australia - Australian Securities and Investments Commission"
2004432,395180,"Other-ASSET MANAGEMENT ASSOCIATION OF CHINA (AMAC)"
2004432,395181,"Australia - Australian Securities and Investments Commission"
2004432,395183,"Canada - Ontario Securities Commission"
2004432,395184,"India - Securities and Exchange Board of India"
2004432,395187,"Australia - Australian Securities and Investments Commission"
2004432,395189,"Australia - Australian Securities and Investments Commission"
2004432,395190,"France - Financial Markets Authority"
2004432,395194,"United Kingdom - Financial Conduct Authority"
2004432,395195,"Australia - Australian Securities and Investments Commission"
2004432,395196,"Ireland -  Central Bank of Ireland"
2004432,395197,"Japan - Financial Services Agency"
2004432,395198,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2004432,395199,"United Kingdom - Financial Conduct Authority"
2004432,395205,"United Kingdom - Financial Conduct Authority"
2004432,395206,"United Kingdom - Financial Conduct Authority"
2004432,395207,"Australia - Australian Securities and Investments Commission"
2004436,1493,"India - Securities and Exchange Board of India"
2004436,25147,"Australia - Australian Securities and Investments Commission"
2004436,55074,"Canada - Ontario Securities Commission"
2004436,55077,"Australia - Australian Securities and Investments Commission"
2004436,55079,"Japan - Financial Services Agency"
2004436,55081,"Ireland -  Central Bank of Ireland"
2004436,55082,"United Kingdom - Financial Conduct Authority"
2004436,55084,"Australia - Australian Securities and Investments Commission"
2004436,55085,"Australia - Australian Securities and Investments Commission"
2004436,55088,"United Kingdom - Financial Conduct Authority"
2004436,80065,"Other-NEW ZEALAND SECURITIES COMMISSION AND COMPANIES OFFICE"
2004436,112723,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2004436,142699,"France - Financial Markets Authority"
2004436,156289,"Australia - Australian Securities and Investments Commission"
2004436,345632,"United Kingdom - Financial Conduct Authority"
2004436,345635,"Other-ASSET MANAGEMENT ASSOCIATION OF CHINA (AMAC)"
2004436,345678,"United Kingdom - Financial Conduct Authority"
2004436,345680,"United Kingdom - Financial Conduct Authority"
2004436,345682,"Australia - Australian Securities and Investments Commission"
2001122,80375,"Other-BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
2001122,80375,"Liechtenstein - Financial Market Authority"
2001122,80375,"Denmark - Danish Financial Supervisory Authority"
2001122,80375,"Finland - Financial Supervision Authority"
2001122,80375,"United Kingdom - Financial Conduct Authority"
2001122,80375,"Australia - Australian Securities and Investments Commission"
2001122,80375,"Other-SOUTH AFRICA - FINANCIAL SECTOR CONDUCT AUTHORITY"
2001122,204208,"France - Financial Markets Authority"
2001122,204208,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2001122,204208,"Other-ITALY - COMMISSIONE NAZIONALE PER LE SOCIETA E LA BORSA"
2001122,204208,"Germany - German Federal Financial Supervisory Agency"
2001122,322208,"Hong Kong - Securities and Futures Commission"
2001122,322209,"Japan - Financial Services Agency"
2001122,322211,"Singapore - Monetary Authority of Singapore"
2001233,10982,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2001233,10982,"Australia - Australian Securities and Investments Commission"
2001233,10982,"Bahamas - Securities Commission of the Bahamas"
2001233,172124,"Liechtenstein - Financial Market Authority"
2001233,172124,"Denmark - Danish Financial Supervisory Authority"
2001233,172124,"Australia - Australian Securities and Investments Commission"
2001233,172124,"United Kingdom - Financial Conduct Authority"
2001233,172124,"Other-SOUTH AFRICA - FINANCIAL SECTOR CONDUCT AUTHORITY"
2001233,172124,"Other-BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
2001233,172124,"Finland - Financial Supervision Authority"
2001233,201388,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2001233,201388,"Germany - German Federal Financial Supervisory Agency"
2001233,201388,"France - Financial Markets Authority"
2001233,201388,"Other-ITALY - COMMISSIONE NAZIONALE PER LE SOCIETA E LA BORSA"
2001644,313174,"Bahamas - Securities Commission of the Bahamas"
2001644,313174,"Australia - Australian Securities and Investments Commission"
2001644,313174,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2001644,358061,"France - Financial Markets Authority"
2001644,358061,"Germany - German Federal Financial Supervisory Agency"
2001644,358061,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2001644,358061,"Other-ITALY - COMMISSIONE NAZIONALE PER LE SOCIETA E LA BORSA"
2001644,375173,"United Kingdom - Financial Conduct Authority"
2001644,375173,"Australia - Australian Securities and Investments Commission"
2001644,375173,"Other-SOUTH AFRICA - FINANCIAL SECTOR CONDUCT AUTHORITY"
2001644,375173,"Denmark - Danish Financial Supervisory Authority"
2001644,375173,"Finland - Financial Supervision Authority"
2001644,375173,"Liechtenstein - Financial Market Authority"
2001644,375173,"Other-BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
2001644,375174,"Singapore - Monetary Authority of Singapore"
2001644,375176,"Hong Kong - Securities and Futures Commission"
2001644,375177,"Japan - Financial Services Agency"
2001221,369394,"Other-CANADA - CANADIAN INVESTMENT REGULATORY ORGANIZATION"
2003464,972,"Canada - Alberta Securities Commission"
2004039,98621,"Switzerland - Swiss Financial Market Supervisory Authority"
2004039,216747,"United Kingdom - Financial Conduct Authority"
2004073,98621,"Switzerland - Swiss Financial Market Supervisory Authority"
2004073,216747,"United Kingdom - Financial Conduct Authority"
2003373,196322,"United Kingdom - Financial Conduct Authority"
2003373,301018,"Singapore - Monetary Authority of Singapore"
2003373,339918,"Netherlands - The Netherlands Authority for the Financial Markets"
2003460,290341,"United Kingdom - Financial Conduct Authority"
2003464,972,"Canada - Ontario Securities Commission"
2003464,972,"Canada - Nova Scotia Securities Commission"
2003464,972,"Canada - Manitoba Securities Commission"
2003464,972,"Canada - Quebec, Financial Markets Authority"
2003464,972,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2003464,163008,"Singapore - Monetary Authority of Singapore"
2003464,227772,"France - Financial Markets Authority"
2003464,238116,"Hong Kong - Securities and Futures Commission"
2003464,347412,"France - Financial Markets Authority"
2003464,347417,"Australia - Australian Securities and Investments Commission"
2003464,368672,"France - Financial Markets Authority"
2003464,368672,"Other-FRANCE - PRUDENTIAL SUPERVISION AND RESOLUTION AUTHORITY"
2003464,387691,"France - Financial Markets Authority"
2001731,395629,"Cayman Islands - Cayman Islands Monetary Authority"
2003474,286383,"United Kingdom - Financial Conduct Authority"
2002891,17135,"United Kingdom - Financial Conduct Authority"
2002891,93116,"Other-NEW ZEALAND - FINANCIAL MARKETS AUTHORITY"
2002891,100563,"Hong Kong - Securities and Futures Commission"
2002891,135939,"Japan - Financial Services Agency"
2002891,135941,"Japan - Financial Services Agency"
2002891,135942,"Japan - Financial Services Agency"
2002891,135943,"Japan - Financial Services Agency"
2002891,135944,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2002891,135946,"Cayman Islands - Cayman Islands Monetary Authority"
2002891,135948,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2002891,135950,"China, People's Republic of - China Securities Regulatory Commission "
2002891,136028,"Singapore - Monetary Authority of Singapore"
2002891,248534,"China, People's Republic of - China Securities Regulatory Commission "
2002891,248535,"China, People's Republic of - China Securities Regulatory Commission "
2002891,252051,"Japan - Financial Services Agency"
2002891,333793,"Japan - Financial Services Agency"
2004819,380210,"Other-SPAIN - THE EXECUTIVE SERVICE OF THE COMMISSION FOR THE PREVENTION OF MONEY LAUNDERING AND MONETARY OFFENSES"
2004756,398553,"Hong Kong - Securities and Futures Commission"
2004819,312937,"United Kingdom - Financial Conduct Authority"
2004819,380208,"United Kingdom - Financial Conduct Authority"
2004819,380209,"United Kingdom - Financial Conduct Authority"
2004819,380210,"Spain - National Commission of Securities Markets"
2004819,395582,"United Kingdom - Financial Conduct Authority"
2004411,25142,"Australia - Australian Securities and Investments Commission"
2004411,54997,"Canada - Ontario Securities Commission"
2004411,54999,"Australia - Australian Securities and Investments Commission"
2004411,55001,"Japan - Financial Services Agency"
2004411,55003,"Ireland -  Central Bank of Ireland"
2004411,55004,"United Kingdom - Financial Conduct Authority"
2004411,55006,"Australia - Australian Securities and Investments Commission"
2004411,55007,"Australia - Australian Securities and Investments Commission"
2004411,55009,"Other-NEW ZEALAND SECURITIES COMMISSION AND COMPANIES OFFICE"
2004411,55010,"United Kingdom - Financial Conduct Authority"
2004411,111267,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2004411,141896,"France - Financial Markets Authority"
2004411,155739,"Australia - Australian Securities and Investments Commission"
2004411,345968,"United Kingdom - Financial Conduct Authority"
2004411,345971,"Other-ASSET MANAGEMENT ASSOCIATION OF CHINA (AMAC)"
2004411,346029,"United Kingdom - Financial Conduct Authority"
2004411,346034,"United Kingdom - Financial Conduct Authority"
2004411,346036,"Australia - Australian Securities and Investments Commission"
2003491,355575,"Brazil - Securities and Exchange Commission"
2003491,355577,"Ireland -  Central Bank of Ireland"
2003491,355577,"Switzerland - Swiss Financial Market Supervisory Authority"
2003491,355578,"United Kingdom - Financial Conduct Authority"
2003491,355591,"Switzerland - Swiss Financial Market Supervisory Authority"
2003636,129077,"Israel - Israel Securities Authority"
2003636,129080,"United Kingdom - Financial Conduct Authority"
2003636,129083,"Hong Kong - Securities and Futures Commission"
1997923,254601,"Other-CHINA - ASSET MANAGEMENT ASSOCIATION OF CHINA"
1997923,254601,"China, People's Republic of - China Securities Regulatory Commission "
1997923,347745,"Singapore - Monetary Authority of Singapore"
1987681,247821,"Other-CANADIAN INVESTMENT REGULATORY ORGANIZATION"
1987681,307550,"Canada - Manitoba Securities Commission"
2006557,106019,"Singapore - Monetary Authority of Singapore"
2006557,106019,"Other-INDONESIA - BANK OF INDONESIA"
2006557,106019,"Other-ECUADOR - ECUADOR SUPERINTENDENCE OF BANKS"
2006557,106019,"Other-SPAIN - BANK OF SPAIN"
2006557,106019,"Other-THAILAND - BANK OF THAILAND"
2006557,106019,"United Kingdom - Prudential Regulation Authority"
2006557,106019,"Cayman Islands - Cayman Islands Monetary Authority"
2006557,106019,"Other-MALAYSIA - BANK NEGARA MALAYSIA"
2006557,106019,"Other-TURKEY - TURKEY BANKING REGULATION AND SUPERVISION AGENCY"
2006557,106019,"Other-SOUTH AFRICA - SOUTH AFRICAN RESERVE BANK"
2006557,106019,"Other-CHINA, PEOPLES REPUBLIC OF - CHINA BANKING REGULATORY COMMISSION"
2006557,106019,"Dubai - Dubai Financial Services Authority"
2006557,106019,"Other-CHILE - SUPERINTENDENCE OF BANKS AND FINANCIAL INSTITUTIONS"
2006557,106019,"Other-HONG KONG MONETARY AUTHORITY"
2006557,106019,"Other-REPUBLIC OF KOREA - FINANCIAL SUPERVISORY SERVICE"
2006557,106019,"Other-UNITED ARAB EMIRATES - CENTRAL BANK OF THE UNITED ARAB EMIRATES"
2006557,106019,"Other-AUSTRALIA - AUSTRALIAN PRUDENTIAL REGULATION AUTHORITY"
2006557,106019,"Other-ARGENTINA - CENTRAL BANK OF ARGENTINA"
2006557,106019,"Other-INDIA - RESERVE BANK OF INDIA"
2006557,106019,"Other-COLUMBIA - FINANCIAL SUPERINTENDENCE OF COLUMBIA"
2006557,106019,"Taiwan - Financial Supervisory Commission"
2006557,106019,"Japan - Financial Services Agency"
2006557,106019,"Other-FRANCE - BANK OF FRANCE"
2006557,106019,"Other-ITALY - BANK OF ITALY"
2006557,106019,"Other-BANGLADESH - BANGLADESH BANK"
2006557,106019,"Other-VIETNAM - STATE BANK OF VIETNAM"
2006557,106019,"Other-BRAZIL - CENTRAL BANK OF BRAZIL"
2006557,106019,"Mexico - National Commission for Banking and Securities"
2006557,106019,"United Kingdom - Financial Conduct Authority"
2006557,106019,"Other-DOMINICAN REPUBLIC - DOMINICAN REPUBLIC SUPERINTENDENCE OF BANKS"
2006557,106019,"Other-CANADA - OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS"
2006557,106019,"Other-PHILIPPINES - BANGKO SENTRAL NG PHILIPINAS"
2006557,157374,"United Kingdom - Financial Conduct Authority"
2006557,157374,"Germany - German Federal Financial Supervisory Agency"
2006557,205440,"Canada - Ontario Securities Commission"
2006557,205442,"Other-CANADA - INVESTMENT INDUSTRY REGULATORY ORGANIZATION OF CANADA (IIROC)"
2006557,205442,"Canada - Ontario Securities Commission"
2006557,222101,"Japan - Financial Services Agency"
2006557,222101,"Other-JAPAN - JAPAN SECURITIES DEALER ASSOCIATION"
2006557,222105,"Hong Kong - Securities and Futures Commission"
2006557,395446,"United Kingdom - Prudential Regulation Authority"
2006557,395446,"United Kingdom - Financial Conduct Authority"
2006557,395447,"Singapore - Monetary Authority of Singapore"
2003372,101773,"Other-JAPAN SECURITIES DEALER ASSOCIATION"
2003421,167790,"Other-OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS OR (OSFI)"
2003372,15396,"Canada - Quebec, Financial Markets Authority"
2003372,101773,"Other-JAPAN SECURITIES INVESTMENT ADVISORY ASSOCIATION"
2003372,101773,"Other-FINANCIAL FUTURES ASSOCIATION OF JAPAN"
2003372,101844,"Other-QATAR FINANCIAL CENTRE AUTHORITY"
2003372,101844,"Other-UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
2003372,101844,"Dubai - Dubai Financial Services Authority"
2003372,101848,"Hong Kong - Securities and Futures Commission"
2003372,101848,"China, People's Republic of - China Securities Regulatory Commission "
2003372,101848,"Taiwan - Financial Supervisory Commission"
2003372,101848,"Other-CHINA - COMPANIES REGISTRY (MONEY LENDERS UNIT)"
2003422,125926,"Singapore - Monetary Authority of Singapore"
2003422,125926,"Switzerland - Swiss Financial Market Supervisory Authority"
2003422,125926,"Other-CENTRAL BANK OF THE U.A.E."
2003422,125926,"Germany - German Federal Financial Supervisory Agency"
2003422,125926,"Hong Kong - Securities and Futures Commission"
2003422,125926,"Other-HONG KONG - HONG KONG MONETARY AUTHORITY"
2003422,204608,"Germany - German Federal Financial Supervisory Agency"
