"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","Sales Limited","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
1923731,"HARBOURVEST PARTNERS IX-BUYOUT FUND L.P.",805-9045300005,18162,"Delaware","United States","N","Y","Y","N","",,"Y","Y","N","Private Equity Fund","",1039044580,900000,76,1,1,"",70,"N","N","Y",1,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST HARVEST FUND II L.P.",805-6832118763,235604,"","Cayman Islands","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",543547801,25000,3,1,0,"",99,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST PARTNERS CO-INVESTMENT V AIF L.P.",805-1643932987,197592,"","United Kingdom","N","Y","Y","N","",,"N","","N","Private Equity Fund","",556754657,500000,43,1,1,"",99,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"THE MOHAWK RIVER FUND II L.P.",805-2402923084,200348,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",4853338,1010101,2,1,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST CO-INVESTMENT OPPORTUNITIES FUND L.P.",805-6379881221,197575,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",189988540,5000000,7,1,26,"",71,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"LONGHORN HV TOPCO FUND L.P.",805-3581440935,309148,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",943514423,3787879,2,1,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HIPEP VI-EMERGING MARKETS FUND L.P.",805-8899896390,20351,"Delaware","United States","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",154529801,800000,14,1,0,"",59,"N","N","Y",0,"Y","Y","Y","N","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST ASIA PACIFIC 5 AIF SCSP",805-9277038690,301810,"","Luxembourg","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",221061825,100000,12,1,17,"",62,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"ENERVEST LLC",805-8557348781,187342,"","Cayman Islands","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",219281793,170105925,1,0,0,"",100,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST CREDIT OPPORTUNITIES FUND II L.P.",805-3947429441,215682,"","Cayman Islands","N","Y","N","N","",,"N","","N","Other Private Fund","PRIVATE CREDIT",814246172,10000,39,1,0,"",52,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"Y"
1923731,"HARBOURVEST PARTNERS XI MICRO BUYOUT AIF L.P.",805-2592035207,197569,"","United Kingdom","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",120960482,951919,8,1,0,"",99,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST PARTNERS 2013 DIRECT FUND L.P.",805-4104483384,34586,"Delaware","United States","N","Y","Y","N","",,"N","","N","Private Equity Fund","",469126137,500000,82,1,6,"",79,"N","N","Y",1,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"SUNVEST II LLC",805-3397336264,197672,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",473569580,8159799,1,0,0,"",100,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"DOVER STREET 2014 OVERFLOW FUND L.P.",805-6641079236,72257,"","Cayman Islands","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",16071678,761421,2,1,0,"",99,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"VANGUARD HARBOURVEST 2020 PRIVATE EQUITY FUND L.P.",805-1503088206,253206,"Delaware","United States","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",114409406,500000,35,1,0,"",47,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"Y"
1923731,"KWASA NEXUS FUND L.P.",805-3946996262,187739,"","Cayman Islands","N","Y","N","N","",,"N","","N","Private Equity Fund","",883156,52153759,1,0,0,"",100,"N","N","N",0,"Y","Y","N","Y","Yes","N","Y","N",0,"N"
1923731,"SECONDARY OVERFLOW FUND III L.P.",805-1820694781,187740,"","Cayman Islands","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",610989145,30000000,4,0,0,"",100,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST/NYSTRS CO-INVEST FUND II L.P.",805-9843439415,70315,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",127718386,3061224,2,2,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST REAL ASSETS OLIVE FUND L.P.",805-9899150870,197668,"","Cayman Islands","N","Y","N","N","",,"Y","N","N","Other Private Fund","REAL ASSETS",86395344,1010101,5,1,0,"",100,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST INTERNATIONAL PRIVATE EQUITY PARTNERS III - PARALLEL PARTNERSHIP FUND L.P.",805-9388190660,19589,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",795426,505051,2,1,0,"",99,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"THE FIRST CAPITAL ACCESS FUND, L.P.",805-2984470663,187737,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",99358776,500000,8,1,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"THE MAPLE FUND L.P.",805-5508203598,197586,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",1149473973,1010101,2,1,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST SUMMIT HILL FUND L.P.",805-1058149762,172432,"Delaware","United States","N","Y","N","N","",,"Y","Y","N","Private Equity Fund","",1622817652,1010101,2,1,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST 2017 GLOBAL FUND L.P.",805-7095947795,187383,"","Cayman Islands","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",430091658,62500,172,1,0,"",20,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST 2021 GLOBAL AIF SCSP",805-1974369843,301268,"","Luxembourg","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",400216615,2000000,22,1,0,"",99,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"Y"
1923731,"DOVER STREET IX L.P.",805-6198007928,235056,"Delaware","United States","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",4188856956,100000,342,1,3,"",72,"N","N","N",2,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST CITRINE FUND L.P.",805-6172957947,378667,"","Cayman Islands","N","Y","N","N","",,"Y","Y","N","Private Equity Fund","",0,0,0,0,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST INFRASTRUCTURE OPPORTUNITIES III AIF SCSP",805-7495417180,378694,"","Luxembourg","N","Y","Y","N","",,"N","","N","Other Private Fund","REAL ASSETS",0,0,0,0,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"Y"
1923731,"HIPEP SELECT ASIA FUND III L.P.",805-7530236529,215625,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",169624984,1515152,2,1,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"HARBOURVEST PARTNERS CO-INVESTMENT IV AIF L.P.",805-7595587477,172425,"","United Kingdom","N","Y","N","N","",,"N","","N","Private Equity Fund","",425970441,67254,44,1,1,"",99,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1923731,"MERANTI FUND III L.P.",805-3063291767,300358,"","Cayman Islands","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",481864788,3211587,2,1,0,"",99,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
