"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1961586,476584,"MIRABELLA FINANCIAL SERVICES LLP","802-75591",160328
1984440,436478,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1984440,237419,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1984440,362544,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1984440,396641,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1984440,397306,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1984440,284615,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1968112,420990,"PAMALICAN ASSET MANAGEMENT US LLC","802-132501",335597
1951675,320255,"TIKEHAU CAPITAL NORTH AMERICA LLC","801-111758",289075
1951675,397011,"TIKEHAU CAPITAL NORTH AMERICA LLC","801-111758",289075
1974643,283064,"GATEWAY VENTURES MANAGEMENT LLC","",319183
1974643,283063,"GATEWAY VENTURES MANAGEMENT LLC","",319183
1974643,284331,"GATEWAY VENTURES MANAGEMENT LLC","",319183
1974643,362664,"GATEWAY VENTURES MANAGEMENT LLC","",319183
1974643,284545,"GATEWAY VENTURES MANAGEMENT LLC","",319183
1974643,284546,"GATEWAY VENTURES MANAGEMENT LLC","",319183
1974643,284547,"GATEWAY VENTURES MANAGEMENT LLC","",319183
1974643,419070,"GATEWAY VENTURES MANAGEMENT LLC","802-123590",319183
1938433,199439,"HSBC GLOBAL ASSET MANAGEMENT (UK) LIMITED","801-71863",154700
1938433,233658,"HSBC GLOBAL ASSET MANAGEMENT (USA) INC.","801-25999",105686
1938433,233658,"FEDERATED INVESTMENT COUNSELING","801-34611",105325
1938433,233662,"HSBC GLOBAL ASSET MANAGEMENT (UK) LIMITED","801-71863",154700
1976486,288488,"GREENWOODS ASSET MANAGEMENT HONG KONG LIMITED","801-119863",161898
1981342,308940,"STARSHOT CAPITAL, LLC","",320770
1983878,257008,"LIVINGBRIDGE AUSTRALIA PTY LIMITED","802-117268",302117
1983878,185544,"LIVINGBRIDGE AUSTRALIA PTY LIMITED","802-117268",302117
1983878,256996,"LIVINGBRIDGE AUSTRALIA PTY LIMITED","802-117268",302117
1983878,296306,"LIVINGBRIDGE AUSTRALIA PTY LIMITED","802-117268",302117
1983878,296307,"LIVINGBRIDGE AUSTRALIA PTY LIMITED","802-117268",302117
1983878,296304,"LIVINGBRIDGE AUSTRALIA PTY LIMITED","802-117268",302117
1983878,360740,"LIVINGBRIDGE AUSTRALIA PTY LIMITED","802-117268",302117
1983878,296305,"LIVINGBRIDGE AUSTRALIA PTY LIMITED","802-117268",302117
1939292,313729,"EOS VENTURE PARTNERS LIMITED","802-127007",319181
1977309,485544,"NEUBERGER BERMAN INVESTMENT ADVISERS LLC","801-61757",124687
1977309,485548,"NEUBERGER BERMAN INVESTMENT ADVISERS LLC","801-61757",124687
1977309,485548,"NEUBERGER BERMAN EUROPE LIMITED","801-78140",162267
1977309,485548,"NB ALTERNATIVES ADVISERS LLC","801-70009",149822
1977309,485544,"NEUBERGER BERMAN EUROPE LIMITED","801-78140",162267
1977309,485544,"NB ALTERNATIVES ADVISERS LLC","801-70009",149822
1977795,288489,"GREENWOODS INVESTMENTS SG PTE. LTD.","802-119833",310400
1977795,288429,"GREENWOODS INVESTMENTS SG PTE. LTD.","802-119833",310400
1980413,428270,"CARMIKA PARTNERS LLP","801-108117",284418
1972976,317342,"BIOTRACK CAPITAL LIMITED","802-118277",305486
1972976,317342,"BIOTRACK FUND II GP LIMITED","802-123741",319337
1972976,229050,"BIOTRACK FUND I GP, LP","",305488
1972976,229050,"BIOTRACK CAPITAL LIMITED","",305486
1961698,199894,"KEROGEN CAPITAL  (UK) LIMITED","802-113033",295043
1961698,199899,"KEROGEN CAPITAL  (UK) LIMITED","802-113033",295043
1961698,199899,"KEROGEN CAPITAL (ASIA) LIMITED","802-77159",164934
1961698,199896,"KEROGEN CAPITAL (ASIA) LIMITED","802-77159",164934
1961698,199886,"KEROGEN CAPITAL (ASIA) LIMITED","802-77159",164934
1961698,199901,"KEROGEN CAPITAL  (UK) LIMITED","802-113033",295043
1961698,199891,"KEROGEN CAPITAL  (UK) LIMITED","802-113033",295043
1961698,199896,"KEROGEN CAPITAL  (UK) LIMITED","802-113033",295043
1961698,199891,"KEROGEN CAPITAL (ASIA) LIMITED","802-77159",164934
1961698,199886,"KEROGEN CAPITAL  (UK) LIMITED","802-113033",295043
1961698,199883,"KEROGEN CAPITAL (ASIA) LIMITED","802-77159",164934
1961698,199901,"KEROGEN CAPITAL (ASIA) LIMITED","802-77159",164934
1961698,199894,"KEROGEN CAPITAL (ASIA) LIMITED","802-77159",164934
1961698,199883,"KEROGEN CAPITAL  (UK) LIMITED","802-113033",295043
1961698,199888,"KEROGEN CAPITAL  (UK) LIMITED","802-113033",295043
1961698,199888,"KEROGEN CAPITAL (ASIA) LIMITED","802-77159",164934
1966769,266313,"MORGAN CREEK CAPITAL MANAGEMENT, LLC","801-65690",138401
1966769,362061,"KRONOS MANAGEMENT LUXEMBOURG II S.À R.L.","",
1966769,362127,"KRONOS MANAGEMENT LUXEMBOURG II S.À R.L.","",
1975095,236313,"PINEBRIDGE INVESTMENTS LLC","801-18759",105926
1973590,315857,"UTA VENTURES CAPITAL PARTNERS INVESTMENT MANAGER LLC","802-119253",309978
1973590,315857,"INVESTCORP INVESTMENT ADVISERS LLC","801-64942",137790
1982192,484979,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,484979,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,484979,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,376565,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,219894,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,376565,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,376565,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,376567,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,219954,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,376582,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,296833,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,296676,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,296764,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,296764,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,237533,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,359451,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,359449,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,359449,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,359449,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,296729,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,296729,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,296596,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,174479,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,187950,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,174479,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,75277,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,174479,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,174480,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,174480,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,62140,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,52745,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,52745,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,52751,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,33273,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,33295,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,33295,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,33315,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,33337,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,174477,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,174480,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,33273,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,75277,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,33273,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,62140,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,62140,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,33337,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,52745,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,75248,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,75248,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,75248,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,75277,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,237549,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,33337,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,33359,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,257713,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,257713,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,257711,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,257724,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,257732,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,257729,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,257729,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,257729,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,257713,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,237589,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
1982192,237589,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,237589,"LGT CAPITAL PARTNERS (ASIA-PACIFIC) LTD.","802-96269",175492
1982192,237511,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,221085,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,219894,"LGT CAPITAL PARTNERS LTD","802-75606",162360
1982192,296729,"LGT CAPITAL PARTNERS (USA) INC.","801-74255",160437
