"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","Sales Limited","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
1999631,"DARWIN GLOBAL MASTER FUND, LTD.",805-3224930475,250267,"","Cayman Islands","N","Y","Y","N","",,"N","","N","Hedge Fund","",1958095271,5000000,115,8,2,"",36,"N","N","N",0,"Y","Y","Y","Y","Yes","Y","Y","Y",100,"N"
1999631,"DG OPPORTUNITIES II, LP",805-1293541786,435879,"Delaware","United States","N","Y","N","N","",,"N","","N","Hedge Fund","",69820535,1000000,1,0,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","Y","Y","Y",100,"N"
1995264,"ENCLAVE INVESTOR III LLC",805-9284647392,488499,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",314901,1000,2,0,0,"Y",1,"N","N","N",0,"Y","N","","","","N","Y","N",0,"N"
1995264,"ENCLAVE INVESTOR II LLC",805-9715853935,488498,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",2760699,1000,6,0,0,"Y",1,"N","N","N",0,"Y","N","","","","N","Y","N",0,"N"
1995264,"LANDINGS CJ INVESTOR LLC",805-9770484810,488507,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",210819,1000,1,0,0,"Y",1,"N","N","N",0,"N","N","","","","N","Y","N",0,"N"
1995264,"EVP SAMA INVESTOR LLC",805-6842590316,488505,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",2302200,1000,11,0,0,"Y",1,"N","N","N",0,"Y","N","","","","N","Y","N",0,"N"
1995264,"ABBOT WETHERLY INVESTOR LLC",805-4881179898,488501,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",652250,1000,2,0,0,"Y",1,"N","N","N",0,"Y","N","","","","N","Y","N",0,"N"
1995264,"VO 25 INVESTOR LLC",805-6295839106,488514,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",4261008,1000,2,0,0,"Y",1,"N","N","N",100,"N","N","","","","N","Y","N",0,"N"
1995264,"STELLAR INVESTOR II LLC",805-9620412782,488510,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",290000,1000,3,0,0,"Y",1,"N","N","N",0,"Y","N","","","","N","Y","N",0,"N"
1995264,"RENA VIVA INVESTOR LLC",805-6465065086,488515,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",1091851,1000,27,0,0,"Y",1,"N","N","N",100,"N","N","","","","N","Y","N",0,"N"
