"FilingID","ReferenceID","Form D File Number"
1922684,357162,"021-458613"
1922684,248633,"021-374325"
1930486,307353,"021-361702"
1930486,186531,"021-218531"
1930486,259463,"021-334971"
1930486,26028,"021-203215"
1930486,59559,"021-204019"
1930486,259587,"021-361245"
1930486,220835,"021-319066"
1930486,73189,"021-195545"
1930486,26933,"021-147713"
1930486,59717,"021-203240"
1930486,26928,"021-162310"
1930486,220912,"021-324730"
1930486,202739,"021-289664"
1930486,26778,"021-157924"
1930486,26784,"021-146808"
1930486,242938,"021-319966"
1930486,202065,"021-273153"
1930486,26791,"021-162312"
1930486,174193,"021-238238"
1930486,372901,"021-474261"
1930486,202055,"021-244080"
1930486,242958,"021-349293"
1930486,29150,"021-203221"
1930486,29124,"021-203220"
1930486,186526,"021-247230"
1930486,30947,"021-150099"
1930486,50797,"021-193084"
1930486,50886,"021-1556240"
1930486,50798,"021-193165"
1930486,202069,"021-266257"
1930486,202084,"021-273079"
1930486,51123,"021-203206"
1930486,372902,"021-486379"
1930486,26829,"021-203208"
1930486,174573,"021-247235"
1930486,51121,"021-203205"
1930486,26085,"021-203244"
1930486,242961,"021-343555"
1930486,73183,"021-225934"
1930486,220885,"021-323716"
1930486,25198,"021-203223"
1930486,26878,"021-172316"
1930486,373002,"021-361244"
1930486,26142,"021-203239"
1930486,242944,"021-347300"
1930486,174207,"021-214341"
1930486,362762,"021-460758"
1930486,202105,"021-288517"
1930486,372903,"021-486381"
1930486,372905,"021-496711"
1930486,360751,"021-273162"
1930486,26110,"021-144585"
1930486,259598,"021-390382"
1930486,73187,"021-150101"
1930486,73188,"021-144160"
1930486,202079,"021-272772"
1930486,220905,"021-319128"
1930486,25941,"021-203227"
1930486,25091,"021-203209"
1930486,26149,"021-203210"
1930486,26768,"021-203211"
1930486,59716,"021-203234"
1930486,259567,"021-361250"
1930486,26803,"021-147718"
1930486,25978,"021-203202"
1930486,202086,"021-301599"
1930486,26864,"021-147538"
1927229,5381,"021-176015"
1925588,196341,"021-84037"
1925588,20406,"021-84037"
1922074,435983,"021-2018469"
1922074,435978,"021-1870142"
1920155,435862,"021-512697"
1920155,435878,"021-519222"
1920155,435863,"021-512050"
1929012,55921,"021-205975"
1929012,181178,"021-260290"
1929012,181178,"021-260301"
1906530,428305,"021-516081"
1906530,428304,"021-516080"
1911066,40786,"021-106027"
1911066,195724,"021-296824"
1927145,436373,"021-462098"
1927923,436373,"021-462098"
1928540,209110,"021-316658"
1928540,63644,"021-197053"
1928208,316715,"021-21432451"
1928208,278078,"021-416350"
1928208,316720,"021-448215"
1928208,281018,"021-422933"
1928208,316717,"021-432453"
1928208,316719,"021-433848"
1928208,316721,"021-446126"
1932004,363446,"021-451844"
1932004,378628,"021-414771"
1933415,357162,"021-458613"
1924040,436150,"021-533433"
1932050,43960,"021-126434"
1924453,190113,"021-276581"
1924122,309179,"021-433609"
1917528,435252,"021-319922"
1917528,435252,"021-473882"
1917528,435231,"021-473877"
1917528,435231,"021-336012"
1917528,435228,"021-144573"
1917528,435228,"021-473880"
1917528,435228,"021-73168"
1917528,435228,"021-473881"
1924738,314532,"021-370749"
1924738,314532,"021-438279"
1924738,436169,"021-508591"
1928486,281268,"021-311675"
1930297,230553,"021-354304"
1933275,363034,"021-439131"
1910568,436307,"021-533808"
1926233,426500,"021-524220"
1930891,436637,"021-212326"
1933706,191078,"021-287506"
1933274,173640,"021-909099"
1921045,435713,"021-504178"
1921045,428405,"021-527288"
1921045,378847,"021-432816"
1921045,378832,"021-504178"
1921045,378821,"021-507524"
1921045,378841,"021-439331"
1921045,378760,"021-504174"
1921045,378810,"021-507518"
1921045,428402,"021-526935"
1921045,428403,"021-526936"
1933340,269620,"021-387727"
1933397,194040,"021-302970"
1924079,252299,"021-412965"
1924079,170253,"021-258318"
1924079,197088,"021-295292"
1924079,197089,"021-236727"
1924079,197071,"021-281723"
1924079,213262,"021-326677"
1924079,213265,"021-326675"
1924079,213263,"021-326676"
1930872,436933,"021-181833"
1930872,436925,"021-181403"
1922549,281098,"021-395545"
1922549,281098,"021-395348"
1922549,281150,"021-395545"
1922549,281150,"021-395348"
1922549,205263,"021-395347"
1929230,174591,"021-237237"
1929230,174610,"021-257644"
1929230,51999,"021-176278"
1929230,21996,"021-145684"
1929230,336724,"021-466039"
1929230,337232,"021-469122"
1929230,61123,"021-187385"
1929230,184585,"021-276772"
1929230,70078,"021-228505"
1929230,174581,"021-234553"
1929230,174608,"021-247157"
1929230,287513,"021-424842"
1929230,194372,"021-299209"
1929230,287509,"021-409994"
1929230,61131,"021-204618"
1929230,184579,"021-267287"
1929230,193477,"021-260448"
1929230,61467,"021-197152"
1929230,184573,"021-267549"
1929230,236247,"021-352898"
1929230,236237,"021-337295"
1929230,217658,"021-314573"
1929230,236243,"021-341588"
1929230,217666,"021-310949"
1929230,22008,"021-146925"
1929230,193474,"021-287327"
1929230,61129,"021-204620"
1929230,51993,"021-176277"
1929230,60955,"021-188003"
1929230,377317,"021-493301"
1929230,288411,"021-390071"
1929230,287512,"021-418445"
1929230,254662,"021-373445"
1929230,174603,"021-247158"
1929230,377305,"021-493680"
1929230,377310,"021-500293"
1929230,377383,"021-483668"
1929293,180258,"021-266349"
1933732,210764,"021-307619"
1933732,363830,"021-307619"
1928005,181009,"021-279256"
1928002,432803,"021-526147"
1928002,432803,"021-526146"
1908507,435820,"021-535433"
1930190,436561,"021-263829"
1930641,365114,"021-464458"
1925594,355403,"021-337643"
1927401,316677,"021-1959671"
1915511,43180,"021-81162"
1917376,288455,"021-432759"
1917376,288433,"021-422954"
1915511,235513,"021-340419"
1915511,43223,"021-160686"
1915511,43170,"021-87292"
1915511,195849,"021-278783"
1915511,176186,"021-236543"
1915511,216565,"021-305531"
1915511,43214,"021-160687"
1925520,218241,"021-265939"
1925520,218286,"021-278978"
1925520,218293,"021-291780"
1925520,218278,"021-278971"
1925520,218234,"021-262032"
1925520,214414,"021-187432"
1925520,218272,"021-273792"
1925520,214417,"021-226668"
1925520,218245,"021-334050"
1925520,214415,"021-220225"
1925520,214419,"021-314771"
1925520,235368,"021-346302"
1924808,43936,"021-169844"
1924901,309000,"021-415064"
1924901,267878,"021-397717"
1924901,228861,"021-348098"
1924901,309001,"021-415066"
