"FilingID","ReferenceID","CIK"
1942152,335702,1513126
1942456,384365,1090413
1943907,385472,1823393
1928813,300764,1568131
1940704,174668,886982
1941403,230574,886982
1937494,149986,1607978
1934671,92786,1146184
1934671,92786,1307720
1934671,92787,1284170
1934671,194366,1616344
1934671,206855,1649718
1945377,381015,7604923
1941863,109902,1419078
1945353,154891,1465458
1945353,172361,1305238
1945353,172363,1444116
1945353,172364,1495383
1945353,172366,1305243
1945353,172367,1444112
1945353,172368,1614686
1945353,174695,1305240
1945353,174696,1444117
1945353,174698,1495385
1937644,280123,905790
1922256,267215,1737089
1932817,2393,947529
1932817,28302,1114858
1932817,123780,933478
1932817,147501,1811242
1932817,208096,1680208
1932817,218653,1550100
1932817,218654,1816749
1932817,218655,1816678
1932817,218656,1816312
1936541,200028,102909
1936541,200029,1811242
1936541,209632,1550100
1936541,301495,1816749
1936541,301497,1816678
1936541,302294,1816312
1939442,9650,106614
1939442,9650,106614
1939442,9650,106614
1939442,9652,108069
1939442,9652,108069
1939442,9652,108069
1939442,9652,108069
1939442,9652,108069
1939442,9652,108069
1939442,43992,1579407
1939442,43992,1579407
1939442,43992,1579407
1939442,59485,108928
1939442,59485,108928
1939442,59485,108928
1939442,85191,1006249
1939442,85191,1006249
1939442,85191,1006249
1939442,93350,1528987
1939442,93350,1528987
1939442,93350,1528987
1939442,93352,1002197
1939442,93352,1002197
1939442,93352,1002197
1939442,127496,1034551
1939442,127496,1034551
1939442,127496,1034551
1939442,127525,1388402
1939442,127525,1388402
1939442,127525,1388402
1939442,127953,913414
1939442,127953,913414
1939442,127953,913414
1939442,127960,1559921
1939442,127960,1559921
1939442,127960,1559921
1939442,127989,1461626
1939442,127989,1461626
1939442,127989,1461626
1939442,128104,1388401
1939442,128104,1388401
1939442,128104,1388401
1939442,129773,1559919
1939442,129773,1559919
1939442,129773,1559919
1939442,129853,1549649
1939442,129853,1549649
1939442,129853,1549649
1939442,142078,1559920
1939442,142078,1559920
1939442,142078,1559920
1939442,157066,1654470
1939442,157066,1654470
1939442,157066,1654470
1939442,202648,1388403
1939442,202648,1388403
1939442,202648,1388403
1939442,202677,1579406
1939442,202677,1579406
1939442,202677,1579406
1939442,202682,1556846
1939442,202682,1556846
1939442,202682,1556846
1939442,220044,1415064
1939442,220044,1415064
1939442,220044,1415064
1939442,239193,1050459
1939442,239193,1050459
1939442,239193,1050459
1939442,239209,290336
1939442,239209,290336
1939442,239209,290336
1939442,298796,1512562
1939442,298796,1512562
1939442,298796,1512562
1936525,135550,102909
1936525,135552,1114858
1936525,208169,1680208
1936525,222335,1550100
1936525,259039,1816749
1936525,259056,1816678
1936525,304769,1816312
1936525,331355,947529
1936525,345394,933478
1939466,121579,1034551
1939466,121579,1034551
1939466,122114,1388401
1939466,122114,1388401
1939466,122121,1559919
1939466,122121,1559919
1939466,122194,913414
1939466,122194,913414
1939466,122197,1559921
1939466,122197,1559921
1939466,122424,1461626
1939466,122424,1461626
1939466,122674,1388402
1939466,122674,1388402
1939466,123355,108069
1939466,123355,108069
1939466,123355,108069
1939466,123355,108069
1939466,123393,108928
1939466,123393,108928
1939466,123442,1006249
1939466,123442,1006249
1939466,126297,106614
1939466,126297,106614
1939466,126340,1002197
1939466,126340,1002197
1939466,126379,1528987
1939466,126379,1528987
1939466,126574,1322981
1939466,126574,1322981
1939466,130102,1549649
1939466,130102,1549649
1939466,143893,1559920
1939466,143893,1559920
1939466,157217,1654470
1939466,157217,1654470
1939466,203084,1388403
1939466,203084,1388403
1939466,203088,1579406
1939466,203088,1579406
1939466,203101,1556846
1939466,203101,1556846
1939466,220214,1415064
1939466,220214,1415064
1939466,220214,1415064
1939466,239625,1050459
1939466,239625,1050459
1939466,239634,290336
1939466,239634,290336
1939474,135721,106614
1939474,135721,106614
1939474,135721,106614
1939474,135722,917129
1939474,135722,936516
1939474,135722,1086363
1939474,135722,917129
1939474,135722,936516
1939474,135722,1086363
1939474,135722,917129
1939474,135722,936516
1939474,135722,1086363
1939474,135723,108069
1939474,135723,108069
1939474,135723,108069
1939474,135723,108069
1939474,135723,108069
1939474,135723,108069
1939474,135725,1579407
1939474,135725,1579407
1939474,135725,1579407
1939474,135727,108928
1939474,135727,108928
1939474,135727,108928
1939474,135728,1006249
1939474,135728,1006249
1939474,135728,1006249
1939474,135729,1528987
1939474,135729,1528987
1939474,135729,1528987
1939474,135731,1002197
1939474,135731,1002197
1939474,135731,1002197
1939474,135733,1034551
1939474,135733,1034551
1939474,135733,1034551
1939474,135739,1388402
1939474,135739,1388402
1939474,135739,1388402
1939474,135746,913414
1939474,135746,913414
1939474,135746,913414
1939474,135750,1461626
1939474,135750,1461626
1939474,135750,1461626
1939474,135756,1388401
1939474,135756,1388401
1939474,135756,1388401
1939474,135757,1559919
1939474,135757,1559919
1939474,135757,1559919
1939474,135759,1549649
1939474,135759,1549649
1939474,135759,1549649
1939474,135762,1322981
1939474,135762,1322981
1939474,135762,1322981
1939474,142083,1559920
1939474,142083,1559920
1939474,142083,1559920
1939474,157138,1654470
1939474,157138,1654470
1939474,157138,1654470
1939474,202239,1388403
1939474,202239,1388403
1939474,202239,1388403
1939474,202241,1579406
1939474,202241,1579406
1939474,202241,1579406
1939474,202245,1556846
1939474,202245,1556846
1939474,202245,1556846
1939474,219915,1415064
1939474,219915,1415064
1939474,219915,1415064
1939474,239839,290336
1939474,239839,290336
1939474,239839,290336
1939474,239841,1050459
1939474,239841,1050459
1939474,239841,1050459
1939474,299035,1512562
1939474,299035,1512562
1939474,299035,1512562
1939481,138501,1559921
1939481,138501,1559921
1939481,138501,1559921
1939481,138504,1034551
1939481,138504,1034551
1939481,138504,1034551
1939481,138507,106614
1939481,138507,106614
1939481,138507,106614
1939481,138512,108069
1939481,138512,108069
1939481,138512,108069
1939481,138512,108069
1939481,138512,108069
1939481,138512,108069
1939481,138514,1002197
1939481,138514,1002197
1939481,138514,1002197
1939481,138516,1006249
1939481,138516,1006249
1939481,138516,1006249
1939481,138517,1388402
1939481,138517,1388402
1939481,138517,1388402
1939481,138518,913414
1939481,138518,913414
1939481,138518,913414
1939481,138521,1322981
1939481,138521,1322981
1939481,138521,1322981
1939481,138522,1461626
1939481,138522,1461626
1939481,138522,1461626
1939481,138524,1559919
1939481,138524,1559919
1939481,138524,1559919
1939481,138527,1388401
1939481,138527,1388401
1939481,138527,1388401
1939481,138529,108928
1939481,138529,108928
1939481,138529,108928
1939481,138530,1528987
1939481,138530,1528987
1939481,138530,1528987
1939481,138533,1549649
1939481,138533,1549649
1939481,138533,1549649
1939481,138534,1579407
1939481,138534,1579407
1939481,138534,1579407
1939481,157163,1654470
1939481,157163,1654470
1939481,157163,1654470
1939481,202267,1388403
1939481,202267,1388403
1939481,202267,1388403
1939481,202268,1579406
1939481,202268,1579406
1939481,202268,1579406
1939481,202274,1556846
1939481,202274,1556846
1939481,202274,1556846
1939481,219956,1415064
1939481,219956,1415064
1939481,219956,1415064
1939481,239162,290336
1939481,239162,290336
1939481,239162,290336
1939481,239166,1050459
1939481,239166,1050459
1939481,239166,1050459
1939481,239179,1559920
1939481,239179,1559920
1939481,239179,1559920
1939481,299043,1512562
1939481,299043,1512562
1939481,299043,1512562
1939571,59655,106614
1939571,59655,106614
1939571,59655,106614
1939571,59657,108069
1939571,59657,108069
1939571,59657,108069
1939571,59657,108069
1939571,59657,108069
1939571,59657,108069
1939571,59658,1322981
1939571,59658,1322981
1939571,59658,1322981
1939571,59663,1579407
1939571,59663,1579407
1939571,59663,1579407
1939571,85182,1006249
1939571,85182,1006249
1939571,85182,1006249
1939571,93378,1528987
1939571,93378,1528987
1939571,93378,1528987
1939571,93380,1002197
1939571,93380,1002197
1939571,93380,1002197
1939571,126676,1034551
1939571,126676,1034551
1939571,126676,1034551
1939571,126761,1559919
1939571,126761,1559919
1939571,126761,1559919
1939571,126856,1388402
1939571,126856,1388402
1939571,126856,1388402
1939571,126949,1559921
1939571,126949,1559921
1939571,126949,1559921
1939571,126982,1461626
1939571,126982,1461626
1939571,126982,1461626
1939571,130110,1549649
1939571,130110,1549649
1939571,130110,1549649
1939571,131346,1388401
1939571,131346,1388401
1939571,131346,1388401
1939571,142010,1559920
1939571,142010,1559920
1939571,142010,1559920
1939571,156941,1654470
1939571,156941,1654470
1939571,156941,1654470
1939571,202855,1388403
1939571,202855,1388403
1939571,202855,1388403
1939571,202862,1579406
1939571,202862,1579406
1939571,202862,1579406
1939571,202868,1556846
1939571,202868,1556846
1939571,202868,1556846
1939571,202868,1556846
1939571,220290,1415064
1939571,220290,1415064
1939571,220290,1415064
1939571,239155,1050459
1939571,239155,1050459
1939571,239155,1050459
1939571,239161,290336
1939571,239161,290336
1939571,239161,290336
1939571,239164,913414
1939571,239164,913414
1939571,239164,913414
1939571,298924,1512562
1939571,298924,1512562
1939571,298924,1512562
1933030,254317,1167303
1933030,254317,1003991
1933030,254318,1280782
1933030,254322,1425852
1933030,254324,791185
1933030,254621,885730
1933030,320681,1512586
1933030,320695,1009953
1944213,279030,1796935
1944576,385455,1823393
1943261,143023,1568211
1941421,316191,1859532
1948437,121579,1034551
1948437,121579,1034551
1948437,122114,1388401
1948437,122114,1388401
1948437,122121,1559919
1948437,122121,1559919
1948437,122194,913414
1948437,122194,913414
1948437,122197,1559921
1948437,122197,1559921
1948437,122424,1461626
1948437,122424,1461626
1948437,122674,1388402
1948437,122674,1388402
