"FilingID","ReferenceID","Foreign Regulatory Authority"
2000904,57667,"Cayman Islands - Cayman Islands Monetary Authority"
1997890,245829,"Guernsey - Guernsey Financial Services Commission"
2000442,419804,"India - Securities and Exchange Board of India"
2000442,419801,"India - Securities and Exchange Board of India"
2000696,367664,"Cayman Islands - Cayman Islands Monetary Authority"
2001500,373857,"Guernsey - Guernsey Financial Services Commission"
2001500,300179,"Other - FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
2001500,74028,"Guernsey - Guernsey Financial Services Commission"
2001500,35836,"Guernsey - Guernsey Financial Services Commission"
2001500,35846,"Guernsey - Guernsey Financial Services Commission"
2001500,35855,"Guernsey - Guernsey Financial Services Commission"
2001500,35861,"Guernsey - Guernsey Financial Services Commission"
2001500,238101,"Guernsey - Guernsey Financial Services Commission"
2001500,357331,"Other - FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
2001500,373888,"Guernsey - Guernsey Financial Services Commission"
2001478,193053,"Cayman Islands - Cayman Islands Monetary Authority"
2000501,437201,"Cayman Islands - Cayman Islands Monetary Authority"
2000501,437211,"Other - UNITED ARAB EMIRATES - ADGM FINANCIAL SERVICES REGULATORY AUTHORITY"
2000501,437199,"Other - UNITED ARAB EMIRATES - ADGM FINANCIAL SERVICES REGULATORY AUTHORITY"
2001767,397151,"British Virgin Islands - British Virgin Islands Financial Services Commission"
2000469,488722,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000469,488723,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000469,309908,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000469,309903,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000469,309909,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000469,421726,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1999151,488341,"Cayman Islands - Cayman Islands Monetary Authority"
1999151,488342,"Cayman Islands - Cayman Islands Monetary Authority"
1999151,488332,"Singapore - Monetary Authority of Singapore"
1999151,488339,"Singapore - Monetary Authority of Singapore"
2001804,421526,"India - Securities and Exchange Board of India"
2000691,426188,"Singapore - Monetary Authority of Singapore"
1999647,488466,"Cayman Islands - Cayman Islands Monetary Authority"
2001818,487533,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000943,369858,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2002641,369307,"Cayman Islands - Cayman Islands Monetary Authority"
2001761,39244,"Guernsey - Guernsey Financial Services Commission"
2001761,39290,"Guernsey - Guernsey Financial Services Commission"
2001761,39330,"Guernsey - Guernsey Financial Services Commission"
2001761,39343,"Guernsey - Guernsey Financial Services Commission"
2001761,39360,"Guernsey - Guernsey Financial Services Commission"
2001761,188297,"Guernsey - Guernsey Financial Services Commission"
1998432,437720,"Guernsey - Guernsey Financial Services Commission"
2002769,489632,"Jersey - Jersey Financial Services Commission"
2002769,489637,"Jersey - Jersey Financial Services Commission"
2002769,489634,"Jersey - Jersey Financial Services Commission"
2002769,489638,"Jersey - Jersey Financial Services Commission"
2002769,489640,"Jersey - Jersey Financial Services Commission"
2002769,489642,"Jersey - Jersey Financial Services Commission"
2002769,489635,"Jersey - Jersey Financial Services Commission"
