"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1982709,480347,"STARWOOD CAPITAL GROUP MANAGEMENT, L.L.C.","801-56403",110148
1975168,438300,"TPG OPERATIONS, LLC","",
1975168,438300,"Y ANALYTICS, PBLLC","",
1975168,438305,"TPG GLOBAL, LLC","",
1975168,438305,"TPG INTERNATIONAL, LLC","",
1975168,438305,"TPG OPERATIONS, LLC","",
1975168,438305,"Y ANALYTICS, PBLLC","",
1975168,438298,"TPG GLOBAL, LLC","",
1975168,438298,"TPG INTERNATIONAL, LLC","",
1975168,438298,"TPG OPERATIONS, LLC","",
1975168,188839,"TPG INTERNATIONAL, LLC","",
1975168,287375,"TPG INTERNATIONAL, LLC","",
1975168,287375,"TPG GLOBAL, LLC","",
1975168,189032,"TPG INTERNATIONAL, LLC","",
1975168,374973,"TPG GLOBAL, LLC","",
1975168,374973,"TPG INTERNATIONAL, LLC","",
1975168,203608,"Y ANALYTICS, PBLLC","",
1975168,201390,"Y ANALYTICS, PBLLC","",
1975168,189041,"Y ANALYTICS, PBLLC","",
1975168,188842,"Y ANALYTICS, PBLLC","",
1975168,374973,"TPG OPERATIONS, LLC","",
1975168,374973,"Y ANALYTICS, PBLLC","",
1975168,374606,"TPG GLOBAL, LLC","",
1975168,374606,"TPG INTERNATIONAL, LLC","",
1975168,374606,"TPG OPERATIONS, LLC","",
1975168,374606,"Y ANALYTICS, PBLLC","",
1975168,374594,"TPG GLOBAL, LLC","",
1975168,374594,"TPG INTERNATIONAL, LLC","",
1975168,374594,"TPG OPERATIONS, LLC","",
1975168,374594,"Y ANALYTICS, PBLLC","",
1975168,375016,"TPG GLOBAL, LLC","",
1975168,374963,"TPG INTERNATIONAL, LLC","",
1975168,374963,"TPG GLOBAL, LLC","",
1975168,287361,"TPG INTERNATIONAL, LLC","",
1975168,374963,"TPG OPERATIONS, LLC","",
1975168,374963,"Y ANALYTICS, PBLLC","",
1975168,375021,"TPG GLOBAL, LLC","",
1975168,375021,"TPG INTERNATIONAL, LLC","",
1975168,375021,"TPG OPERATIONS, LLC","",
1975168,375021,"Y ANALYTICS, PBLLC","",
1975168,375026,"TPG OPERATIONS, LLC","",
1975168,375026,"Y ANALYTICS, PBLLC","",
1975168,375016,"TPG INTERNATIONAL, LLC","",
1975168,375016,"TPG OPERATIONS, LLC","",
1975168,329434,"TPG INTERNATIONAL, LLC","",
1975168,329434,"TPG OPERATIONS, LLC","",
1975168,254592,"TPG INTERNATIONAL, LLC","",
1975168,254592,"TPG OPERATIONS, LLC","",
1975168,219468,"TPG INTERNATIONAL, LLC","",
1975168,201379,"Y ANALYTICS, PBLLC","",
1975168,219787,"TPG OPERATIONS, LLC","",
1975168,188999,"TPG OPERATIONS, LLC","",
1975534,184496,"FIRST SENTIER INVESTORS","801-108194",283669
1975534,184496,"FIRST SENTIER INVESTORS","801-108195",283670
1975569,292957,"SCHRODER INVESTMENT MANAGEMENT NORTH AMERICA LTD","801-37163",106585
1975569,292957,"IMPAX ASSET MANAGEMENT, LTD.","801-67631",143247
1975569,53902,"AMERICAN CENTURY INVESTMENT MANAGEMENT INC","801-8174",105778
1975569,34376,"GUGGENHEIM PARTNERS INVESTMENT MANAGEMENT, LLC","801-66786",137432
1975569,53899,"WEDGE CAPITAL MANAGEMENT LLP","801-29479",106234
